SOURCELONG:Deities and Demigods	SOURCESHORT:DaD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-04																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Arcane Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can prepare any wizard spell that it can cast without using a spellbook.																			PRECLASS:1,SPELLCASTER=1	PRESTAT:1,INT=29	PREABILITY:1,CATEGORY=FEAT,Spell Mastery							SOURCEPAGE:DaD
Area Divine Shield	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Except where noted here, this ability works like the Divine Shield ability. The deity produces a transparent barrier whose area is up to one 10-foot square per rank, or a sphere or hemisphere with a radius of up to 1 foot per rank. The barrier can be placed anywhere within the deity's line of sight. The deity can place the barrier so that it is mobile with respect to some unattended object or willing creature (such as the deity itself ).																			PREVARGTEQ:DivineRank,6	PRESTAT:1,CHA=29	PREABILITY:1,CATEGORY=Salient Divine Ability,Divine Shield							SOURCEPAGE:DaD
Automatic Metamagic	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity chooses one metamagic feat. As a free action, the deity can apply the selected feat to the spells from any one spellcasting class the deity has or to its spell-like abilities. A spell altered by the use of this ability does not use up a higher-level slot.															STACK:NO	MULT:YES	CHOOSE:FEAT|TYPE=Metamagic		PRECLASS:1,SPELLCASTER=1									SOURCEPAGE:DaD
Avatar	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:An avatar serves as a deity's alter ego, effectively allowing the deity to be in two or more places at the same time. An avatar is an extension of a deity. The deity senses and knows everything the avatar senses and knows and vice versa. Each avatar counts as a remote location where the deity is sensing and communicating. A lesser deity can have up to five avatars at once, an intermediate deity can have up to ten, and a greater deity can have up to twenty avatars at once.																			PREVARGTEQ:DivineRank,6	PRESTAT:1,CHA=29								SOURCEPAGE:DaD
Banestrike	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The affected weapon gains a bonus of +4 on attack rolls, and it deals an extra +4d6 points of damage against the designated foe. The bonus and extra damage stack with any other properties the weapon has.															STACK:NO	MULT:YES	CHOOSE:STRING|Aberrations|Animals|Construct|Dragons|Elementals|Fey|Giants|Magical beasts|Monstrou humanoids|Oozes|Outsiders (chaotic)|Outsiders (evil)|Outsiders (good)|Outsiders (lawful)|Plants|Undead|Vermin|Humanoids (aquatic)|Humanoids (dwarf)|Humanoids (elf)|Humanoids (gnoll)|Humanoids (gnome)|Humanoids (goblinoid)|Humanoids (halfling)|Humanoids (human)|Humanoids (reptilian)|Humanoids (orc)		PREVARGTEQ:DivineRank,6	PRESTAT:1,CHA=29								SOURCEPAGE:DaD
Battlesense	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity cannot be surprised or flanked except by a deity of higher rank. The deity retains its Dexterity bonus to Armor Class even if caught flat-footed or attacked by an invisible opponent, and is not subject to sneak attacks except by deities of higher rank.																												SOURCEPAGE:DaD
Call Creatures	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The kind of creature the deity can call is noted in the deity's description. Each creature called can have no more Hit Dice than the deity has divine ranks, and the deity cannot have more creatures serving it at any given time than the deity has ranks. The creatures are transported to the deity's presence through an interdimensional connection similar to that created by a gate spell, except that it opens to the Material Plane. The creatures willingly serve to the best of their ability. The calling effect is otherwise similar to the calling property of the gate spell.																												SOURCEPAGE:DaD
Clearsight	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can see illusions, transmuted creatures and objects, and disguised creatures or objects for what they really are, provided they are within 10 feet per divine rank of the deity. This ability is similar to the true seeing spell, except that it does not reveal creatures' alignments and it does foil mundane disguises.																			PREVARGTEQ:DivineRank,6	PRESTAT:1,WIS=29								SOURCEPAGE:DaD
Command Plants	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can make plants grow in a radius of up to one mile per divine rank once per day. The deity can use this ability even in a place where no plants grow (such as the middle of a desert), though in this case the plants wither and die after one day. This ability works like the plant growth spell, except that it cannot be countered except by a deity of higher rank than the deity using the ability.																												SOURCEPAGE:DaD
Control Creatures	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can command some kind of creature as noted in the deity's description. This ability is similar to the dominate monster spell, but it is not a mind-affecting ability (the deity seizes direct control over the creature's body).															STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Craft Artifact	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can craft magic arms and armor, staffs, wands, wondrous items, rings, and scrolls that exceed the normal limits for such items (as stated in the DUNGEONMASTER's Guide). For instance, the deity could create a magic sword with an enhancement bonus higher than +5, a staff that allows the use of spells of higher than 9th level, a cloak of Charisma with an enhancement bonus higher than +6, and so on. More information on such items can be found in the Epic Level Handbook.																			PREABILITY:7,CATEGORY=FEAT,Craft Magic Arms and Armor,Craft Rod,Craft Staff,Craft Wand,Craft Wondrous Item,Forge Ring,Scribe Scroll									SOURCEPAGE:DaD
Create Object	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a full-round action, the deity can create one or more simple, nonmagical objects with a total weight of up to 50 pounds per divine rank, or with a total volume of 10 cubic feet per rank. If the deity uses this ability on a divinely morphic plane or within its own godly realm, double the volume and weight the deity can create. If the deity's realm is located on a divinely morphic plane, triple the volume and weight the deity can create there.																			PREVARGTEQ:DivineRank,6	PRESTAT:1,INT=29								SOURCEPAGE:DaD
Create Greater Object	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a full-round action, the deity can create objects weighing up to 100 pounds per divine rank, or with a volume of 20 cubic feet per rank. If the deity uses this ability on a divinely morphic plane or within its own godly realm, double the volume and weight the deity can create. If the deity's realm is located on a divinely morphic plane, triple the volume and weight the deity can create there.																			PREVARGTEQ:DivineRank,11	PRESTAT:1,INT=29	PREABILITY:1,CATEGORY=Salient Divine Ability,Create Object							SOURCEPAGE:DaD
Divine Air Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains a competence bonus on attack rolls, damage, and Armor Class equal to its divine rank if both the deity and its foe are airborne. The deity can fly with perfect maneuverability. When flying, the deity can automatically know the location of any corporeal creature within 10 feet per divine rank, by sensing the disturbance in the air the creature causes.										BONUS:VAR|Maneuverability|5|TYPE=Base									PREDOMAIN:1,Air									SOURCEPAGE:DaD
Divine Archery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can fire a ranged weapon at any target within line of sight and within range of the deity's personal senses. No range increment applies to the attack. The deity does not incur any attacks of opportunity for firing a bow when threatened. As a full-round action, the deity may fire an arrow at her full base attack bonus at each opponent within 10 feet per divine rank. The deity must have the Weapon Focus feat with the type of bow she uses to perform this attack. When shooting a ranged weapon, the deity can ignore any cover bonus to the target's AC or any miss chance conferred by the target's concealment.																			PRETOTALAB:20	PRESTAT:1,DEX=29	PREABILITY:2,CATEGORY=FEAT,Point Blank Shot,Far Shot							SOURCEPAGE:DaD
Divine Armor Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity ignores the maximum Dexterity bonus limit for medium or light armor.																			PREABILITY:2,CATEGORY=FEAT,Armor Proficiency (Light),Armor Proficiency (Medium)	PRESTAT:1,DEX=29	PREABILITY:2,CATEGORY=FEAT,Point Blank Shot,Far Shot							SOURCEPAGE:DaD
Divine Bard	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability has several benefits.																			PRECLASS:1,Bard=20									SOURCEPAGE:DaD
Divine Battle Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can make an unlimited number of attacks of opportunity in one round. (The deity still can't make more than one attack of opportunity against a single opponent in a round.) As a full-round action, the deity may make one melee attack at its full base attack bonus against each opponent within reach. The deity does not incur any attacks of opportunity from this action.																			PRECLASS:1,Fighter=20	PREABILITY:5,CATEGORY=FEAT,Combat Reflexes,Combat Expertise,Mobility,Spring Attack,Whirlwind Attack	PRESTAT:2,INT=13,DEX=13	PREDOMAIN:1,War						SOURCEPAGE:DaD
Divine Blast	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can use this ability a number of times per day equal to 3 + its Charisma bonus. The ray created can extend up to one mile per rank (the deity chooses the length). Targets the ray strikes take 1d12 points of damage per rank of the deity, plus 1d12 points of damage per point of Charisma bonus the deity has. There is no saving throw, but the deity must make a ranged touch attack to hit a target.	DESC:%1/day.|DivineBlastTimes				DEFINE:DivineBlastTimes|0					BONUS:VAR|DivineBlastTimes|3+CHA|TYPE=Base									PRESTAT:1,CHA=29									SOURCEPAGE:DaD
Divine Blessing	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Choose one ability: Strength, Dexterity, Constitution, Intelligence, Wisdom, or Charisma. The deity must have a score of at least 40 in the selected ability. The deity can grant mortals a +6 enhancement bonus to that ability that lasts for one day. In a single day and at one time, the deity can affect a number of creatures equal to its divine rank.															STACK:NO	MULT:YES	CHOOSE:PCSTAT|ALL		PRESTAT:1,STR=40,DEX=40,CON=40,INT=40,WIS=40,CHA=40									SOURCEPAGE:DaD
Divine Celerity	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity acts as if hasted for a number of minutes per day equal to its divine rank. The duration of the effect need not be consecutive rounds. Activating this ability is a free action.	DESC:%1/round.|DivineCelerityDuration				DEFINE:DivineCelerityDuration|0					BONUS:VAR|DivineCelerityDuration|DivineRank|TYPE=Base																		SOURCEPAGE:DaD
Divine Creation	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a full-round action, the deity can create mortal creatures or magic items whose total weight is up to 100 pounds per divine rank, or with a total volume of 20 cubic feet per rank. If the deity uses this ability on a divinely morphic plane or within its own godly realm, double the volume and weight the deity can create. If the deity's realm is located on a divinely morphic plane, triple the volume and weight the deity can create there.																			PREVARGTEQ:DivineRank,16	PRESTAT:1,INT=29	PREABILITY:2,CATEGORY=Salient Divine Ability,Create Object,Create Greater Object							SOURCEPAGE:DaD
Divine Dodge	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Any physical attack or individually targeted spell directed at the deity has a percent miss chance equal to 50 + the deity's rank. Area effects that include the deity have a similar chance to be ineffective.																			PRESTAT:1,DEX=29									SOURCEPAGE:DaD
Divine Druid	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:While in a wild shape, the deity gains all the extraordinary and supernatural abilities of the creature whose form it adopts. For example, when the deity uses wild shape to change into a leopard, it gains the leopard's pounce, improved grab, and rake abilities; when the deity changes into a lamia, it gains the lamia's Wisdom drain attack. In addition to animal forms, the deity can take the form of magical beasts and plant. Some deities can assume additional forms, such as plant, vermin, elemental, or dragon. These are specified in the deity's description. The deity can assume the form of any animal, magical beast or plant from Fine to Colossal in size.																			PRECLASS:1,Druid=20									SOURCEPAGE:DaD
Divine Earth Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains a competence bonus on attack rolls, damage, and Armor Class equal to its divine rank if both the deity and its foe are touching the ground.										BONUS:VAR|TremorsenseRange|10*DivineRank|TYPE=Base									PREDOMAIN:1,Earth	MOVECLONE:Walk,Burrow,*1								SOURCEPAGE:DaD
Divine Fast Healing	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains fast healing of 20 + divine rank. Lost limbs or body parts reattach instantly when pressed against the wound on the body.					DEFINE:DivineFastHealing|0					BONUS:VAR|FastHealing|DivineFastHealing|TYPE=Base	BONUS:VAR|DivineFastHealing|20+DivineRank				STACK:YES	MULT:YES	CHOOSE:NOCHOICE		PREMULT:1,[PRESTAT:1,CON=29],[PREABILITY:1,CATEGORY=Special Ability,Fast Healing]									SOURCEPAGE:DaD
Divine Fire Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains a competence bonus on attack rolls, damage, and Armor Class equal to its divine rank if both the deity and its foe are touching fire or using weapons with the flaming or flaming burst special abilities.																			PREDOMAIN:1,Fire	ABILITY:Special Ability|AUTOMATIC|Immunity to Fire								SOURCEPAGE:DaD
Divine Glibness	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a full-round action, the deity can speak and convince others to take some course of action. This works like a mass suggestion spell cast at a level equal to 10 + the deity's divine rank, except that it affects up to (10 + divine rank) creatures, no two of which can be more than (10 x divine rank) feet apart. The save DC is 10 + the deity's Charisma modifier + the deity's divine rank.	DESC:Will DC %1.|DivineGlibnessDC				DEFINE:DivineGlibnessDC|0					BONUS:VAR|DivineGlibnessDC|10+CHA+DivineRank									PRESTAT:1,CHA=29	PRESKILL:1,Bluff=40	PREDOMAIN:1,Trickery							SOURCEPAGE:DaD
Divine Inspiration	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can enchant creatures to create a specific emotion. The deity can affect one creature per divine rank at once, and up to the same number each day. All must be within the deity's line of sight when first affected. The specific effects depend on the emotional state induced.																												SOURCEPAGE:DaD
Divine Monk	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity's unarmed strikes are treated as a magic slashing weapon with an enhancement bonus of +5 and the keen, lawful, and vorpal qualities. If the deity chooses, a particular attack can be bludgeoning instead of slashing, but the keen and vorpal qualities do not apply to that attack. Any unarmed attack the deity makes has a base damage of 2d12.																			PRECLASS:1,Monk=20									SOURCEPAGE:DaD
Divine Paladin	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity's aura of courage grants a +8 morale bonus on saving throws against fear effects and extends to all allies within 100 feet of the deity.										BONUS:VAR|SmiteEvil|10|TYPE=Base									PRECLASS:1,Paladin=20									SOURCEPAGE:DaD
Divine Radiance	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can shed light in a (10 feet x divine rank) emanation from its body. This light counters and dispels all darkness effects (unless created by a deity of higher rank) and causes pain and damage to undead creatures, who take 2d8 points of damage per round with no save.																			PREALIGN:LG,NG,CG	PREDOMAIN:1,Sun								SOURCEPAGE:DaD
Divine Rage	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability is similar to the barbarian's rage ability (and it replaces the barbarian rage ability for the deity). The deity can activate this ability only after suffering damage from a weapon, and can use it a number of times per day equal to its divine rank. Once used, the ability lasts 1 hour (though the deity can end the rage at will). While raging, the deity gains +10 to Strength, +10 to Constitution, and a +5 morale bonus on Will saves. The deity's spell resistance and energy resistances each increase by +10. The deity also can take one extra partial action each round. While raging, the deity suffers a -5 penalty to Armor Class and cannot perform acts that require patience and concentration, such as moving silently, casting spells, and using salient divine abilities.																			PRECLASS:1,Barbarian=20									SOURCEPAGE:DaD
Divine Ranger	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Any weapon the deity wields against one of its favored enemies is treated as a bane weapon against that creature type. Thus, its enhancement bonus is increased by +2 and it deals +2d6 points of damage.																			PRECLASS:1,Ranger=20									SOURCEPAGE:DaD
Divine Recall	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity remembers every event of a certain type that has ever occurred. The type of event is specified in the deity description.															STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Divine Rogue	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:When struck by an attack from an opponent the deity has designated as its dodge target, the deity may make a Reflex save (DC 10 + damage dealt) to negate all damage from the attack.																			PRECLASS:1,Rogue=20	PREABILITY:1,CATEGORY=FEAT,Dodge	PREABILITY:2,CATEGORY=Special Ability,Improved Evasion,Defensive Roll							SOURCEPAGE:DaD
Divine Shield	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:As a free action, the deity can create a shield that lasts 10 minutes and protects the deity's body and equipment from attacks. The shield stops 10 points of damage per rank. Once the shield stops that much damage, it collapses. The damage can be from any source, including a divine blast attack. The deity can use this ability a number of times per day equal to 3 + its Constitution bonus.																			PRESTAT:1,CHA=29									SOURCEPAGE:DaD
Divine Skill Focus	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity receives a bonus of 10 + its divine rank when using the skill.										BONUS:SKILL|LIST|10+Divine Rank					STACK:NO	MULT:YES	CHOOSE:SKILL|RANKS=23											SOURCEPAGE:DaD
Divine Sneak Attack	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity's sneak attacks deal an additional +3d6 points of damage.										BONUS:VAR|SneakAttackDice|3									PREVARGTEQ:SneakAttackDice,10	PREABILITY:1,CATEGORY=Special Ability,Crippling Strike								SOURCEPAGE:DaD
Divine Spell Focus	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity chooses one school of magic. The save DC for any spell of that school increases by the deity's divine rank. This bonus overlaps (does not stack with) the bonus from Spell Focus or Greater Spell Focus.										BONUS:DC|SCHOOL.%LIST|DivineRank/2|TYPE=SpellFocus					STACK:NO	MULT:YES	CHOOSE:SCHOOLS|ALL											SOURCEPAGE:DaD
###TODO: Divine Spellcasting: bonus spell cast per day based on the class and the ability score related																																
Divine Spellcasting	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can cast spells whose effective level is above 9th. The number of spells per day the deity can cast of each spell level above 9th depends on the deity's key ability score for spellcasting classes in which the deity has achieved 20th level, as shown  on Table 2-6:  Divine Spellcasting (on the next page). The numbers  on that table represent one spell per  day at each spell level above 9th in which it  receives bonus spells from its key ability score, plus bonus spells based on the key ability score. The deity can use these  slots for spells prepared  or cast with a metamagic feat, or for lowerlevel spells. For example, a 20th-level wizard/10th-level cleric with an Intelligence of 46 and the Divine Spellcasting ability can cast the following spells above 9th level each day: four 10th-level, three  11th-level, three 12th-level, three 13th-level, three  14th level, two  15th-level, two 16th-level, two 17th- evel, and two 18th-level. The deity does not receive any higher-level cleric spell slots because it is not a 20th-level cleric.										BONUS:DC|ALLSPELLS|1|TYPE=SpellFocus									PRECLASS:1,SPELLCASTER.Arcane=20,SPELLCASTER.Divine=20	TEMPLATE:Divine Spellcasting								SOURCEPAGE:DaD
Divine Splendor	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Any mortal who approaches within 10 feet per divine rank of the deity in its natural form dies immediately, with no saving throw.																			PREVARGTEQ:DivineRank,16	PRESTAT:1,CHA=26								SOURCEPAGE:DaD
Divine Storm	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can surround itself with a vortex of holy or unholy force that manifests in different forms depending on the deity. The vortex extends from the deity in an emanation with a radius of 10 feet per divine rank. The effect stops attacks with thrown weapons and projectiles (they fail if made by creatures inside the area, or targeted at creatures within the area, or if their paths take them through the area).																			PREVARGTEQ:DivineRank,11									SOURCEPAGE:DaD
Divine Water Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains a competence bonus on attack, damage, and Armor Class equal to its divine rank if both the deity and its foe are touching the same body of water.																			PREDOMAIN:1,Water	MOVECLONE:Walk,Swim,*1								SOURCEPAGE:DaD
Divine Weapon Focus	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the Weapon Focus feat except that the deity receives a bonus of +4 on attacks with the weapon.										BONUS:WEAPONPROF=%LIST|TOHIT|4|TYPE=DivineWeaponFocus					STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|PC			MOVECLONE:Walk,Swim,*1								SOURCEPAGE:DaD
Divine Weapon Mastery	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity receives the benefits of the Weapon Focus, Weapon Specialization, and Improved Criticalfeats when wielding any simple or martial weapon.										BONUS:WEAPONPROF=TYPE.Simple|TOHIT|1|TYPE=WeaponFocus	BONUS:WEAPONPROF=TYPE.Simple|DAMAGE|2|TYPE=WeaponSpecialization	BONUS:WEAPONPROF=TYPE.Simple|CRITRANGEDOUBLE|1|TYPE=NonStackingCrit							PRECLASS:1,Fighter=20	PREDOMAIN:1,War								SOURCEPAGE:DaD
Divine Weapon Specialization	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the fighter's Weapon Specialization feat, except that the deity receives a bonus on damage with the weapon equal to its divine rank.										BONUS:WEAPONPROF=%LIST|DAMAGE|DivineRank|TYPE=DivineWeaponSpecialization					STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|ABILITY=Salient Divine Ability[Divine Weapon Focus]		PRETOTALAB:20									SOURCEPAGE:DaD
Energy Burst	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can create an emanation of a specific type of energy (acid, cold, electricity, fire, or sonic energy, specified in the deity's description) with a radius of 10 feet per divine rank. Anything in the area takes 1d8 points of the appropriate energy damage per divine rank. Damage is halved for those who make successful saving throws (Reflex for acid, cold, electricity, or fire, or Fortitude for sonic energy; DC 10 + the deity's divine rank + the deity's Constitution modifier).		DESC:%1d8 %2 damage (Refl DC %3 half)|EnergyBurstDice|%LIST|EnergyBurstDC			DEFINE:EnergyBurstDice|0	DEFINE:EnergyBurstDC|0				BONUS:VAR|EnergyBurstDice|DivineRank|TYPE=Base	BONUS:VAR|EnergyBurstDC|10+DivineRank+CON|TYPE=Base				STACK:NO	MULT:YES	CHOOSE:STRING|Acid|Cold|Electricity|Fire|Sonic											SOURCEPAGE:DaD
Energy Storm	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can surround itself with a vortex of energy (acid, cold, electricity, fire, sonic, positive, or negative energy, specified in the deity's description). The vortex extends from the deity in an emanation with a radius of 10 feet per divine rank. The effect stops attacks with thrown weapons and projectiles. Such attacks fail if made by creatures inside the area, or targeted at creatures within the area, or if their paths take them through the area.		DESC:%1 %2 damage|EnergyStormDice|%LIST								BONUS:VAR|EnergyBurstDice|DivineRank|TYPE=Base					STACK:NO	MULT:YES	CHOOSE:STRING|Acid|Cold|Electricity|Fire|Sonic|Positive|Negative		PREVARGTEQ:DivineRank,11									SOURCEPAGE:DaD
Extra Domain	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity chooses one domain to add to its list of domains. The deity can grant spells and powers from that domain and use those spells and powers personally, just as it can the spells and powers of its other domains.										BONUS:DOMAIN|NUMBER|1					STACK:NO	MULT:YES	CHOOSE:DOMAIN|ALL											SOURCEPAGE:DaD
Extra Energy Immunity	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains immunity to acid, cold, electricity, fire, or sonic energy.															STACK:NO	MULT:YES	CHOOSE:STRING|Acid|Cold|Electricity|Fire|Sonic											SOURCEPAGE:DaD
Extra Sense Enhancement	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity chooses one sense to enhance. The ability can extend a sense's range one mile per divine rank, or it can allow the sense to ignore one type of physical or magical blockage. For example, the deity could see through solid objects or in magical darkness. The enhanced sense can penetrate 10 feet of a physical barrier per rank or 100 feet of a less tangible barrier (such as fog or smoke) per rank.															STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Footsore	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can sap the energy from living creatures so that they feel tired. It can affect up to one creature per divine rank at once, but no more than one creature per divine rank each day. All must be within the deity's line of sight when first affected. Subjects can attempt Fortitude saves (DC 10 + deity's Charisma modifier + deity's divine rank). Creatures who fail their saves become fatigued (see the Player's Handbook) and their speed is reduced by half. Furthermore, any mount or vehicle they ride is likewise slowed. The effect lasts one day.		DESC:Fort DC %1.|FoostsoreDC			DEFINE:FoostsoreDC|0					BONUS:VAR|FoostsoreDC|10+DivineRank+CHA|TYPE=Base									PREDOMAIN:1,Travel									SOURCEPAGE:DaD
Free Move	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity can move up to its speed once a round as a free action.					DEFINE:FoostsoreDC|0					BONUS:VAR|FoostsoreDC|10+DivineRank+CHA|TYPE=Base									PRESTAT:1,DEX=29	PREABILITY:1,CATEGORY=Salient Divine Ability,Divine Celerity								SOURCEPAGE:DaD
Frightful Presence	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:Whenever the deity performs a specific action specified in the deity's description (usually attacking, but sometimes roaring or making another intimidating gesture), foes within a %2-foot-radius burst must make Will saves (DC 10 + deity's Charisma modifier + deity's divine rank, DC %1). Foes within the burst, but not the deity's immediate target, become shaken for 3d6 rounds if they fail their saves. Creatures the deity attacks when it activates the ability become panicked for 3d6 rounds if they fail their saves. Foes who make successful saving throws are unaffected by this ability for one day.|FrightfulPresenceDC|FrightfulPresenceRange					DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|10+CHA+DivineRank	BONUS:VAR|FrightfulPresenceRange|30																	SOURCEPAGE:DaD
Gift of Life	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity restores the dead creature to life, no matter how long the creature has been dead or what the condition of the body.																												SOURCEPAGE:DaD
Grow Creature	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability works like the animal growth spell, except that it can affect up to one creature of the specified type per divine rank each day, all of which must be within the deity's line of sight when first affected. The effect lasts one day.															STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
Hand of Death	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity points to any mortal within the deity's sensory range and snuffs out its life. There must be an unbroken line of effect between the deity and the target.																												SOURCEPAGE:DaD
Increased Damage Reduction	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:This ability increases the amount of the deity's damage reduction by 5 and adds an alignment requirement opposed to the deity's alignment to bypass the damage reduction. For example, Heironeous has a divine rank of 15, which gives him damage reduction 25/epic. With this ability, Heironeous can choose damage reduction 30/epic and chaotic or damage reduction 30/epic and evil. A deity cannot choose this ability more than once.										BONUS:ABILITYPOOL|Divine Damage Reduction|1																		SOURCEPAGE:DaD
Increased Damage Reduction (Chaotic)	CATEGORY:Salient Divine Ability	TYPE:IncreasedDamageReduction	VISIBLE:YES		KEY:Increased Damage Reduction ~ Chaotic									BONUS:DR|Epic and Chaotic|5									PREALIGN:CG,CN,CE	TEMPLATE:CHOOSE:Demigod ~ DR ~ Chaotic|Lesser Deity ~ DR ~ Chaotic|Intermediate Deity ~ DR ~ Chaotic|Greater Deity ~ DR ~ Chaotic								SOURCEPAGE:DaD
Increased Damage Reduction (Evil)	CATEGORY:Salient Divine Ability	TYPE:IncreasedDamageReduction	VISIBLE:YES		KEY:Increased Damage Reduction ~ Evil									BONUS:DR|Epic and Evil|5									PREALIGN:LE,NE,CE	TEMPLATE:CHOOSE:Demigod ~ DR ~ Evil|Lesser Deity ~ DR ~ Evil|Intermediate Deity ~ DR ~ Evil|Greater Deity ~ DR ~ Evil								SOURCEPAGE:DaD
Increased Damage Reduction (Good)	CATEGORY:Salient Divine Ability	TYPE:IncreasedDamageReduction	VISIBLE:YES		KEY:Increased Damage Reduction ~ Good									BONUS:DR|Epic and Good|5									PREALIGN:LG,NG,CG	TEMPLATE:CHOOSE:Demigod ~ DR ~ Good|Lesser Deity ~ DR ~ Good|Intermediate Deity ~ DR ~ Good|Greater Deity ~ DR ~ Good								SOURCEPAGE:DaD
Increased Damage Reduction (Lawful)	CATEGORY:Salient Divine Ability	TYPE:IncreasedDamageReduction	VISIBLE:YES		KEY:Increased Damage Reduction ~ Lawful									BONUS:DR|Epic and Lawful|5									PREALIGN:LG,LN,LE	TEMPLATE:CHOOSE:Demigod ~ DR ~ Lawful|Lesser Deity ~ DR ~ Lawful|Intermediate Deity ~ DR ~ Lawful|Greater Deity ~ DR ~ Lawful								SOURCEPAGE:DaD
Increased Energy Resistance	CATEGORY:Salient Divine Ability		VISIBLE:YES	DESC:The deity gains resistance of 20 + divine rank to acid, cold, electricity, fire, or sonic energy.										BONUS:ABILITYPOOL|Divine Energy Resistance|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:DaD
