SOURCELONG:Gozzilioni Pathfinder PRD	SOURCESHORT:PRD	SOURCEWEB:http://paizo.com/pathfinderRPG/prd/	SOURCEDATE:2013-01									
Swarmswuit	TYPE:Goods.Shirt	COST:20	WT:10	SOURCEPAGE:PRD	SPROP:These heavy and overlapping layers of clothing, coupled with a wide hat outfitted with a dense, veil-like netting around its brim, makes it all but impossible for Diminutive and Fine creatures to make physical contact with your body. Wearing a swarmsuit cuts your speed in half, but gives you DR 10/- against swarms of Fine creatures and DR 5/- against swarms of Diminutive creatures.	BONUS:MOVEMULT|TYPE.Walk|0.5						
Weapon Cord	TYPE:Goods.Bracer	COST:0.1	WT:0	SOURCEPAGE:PRD	SPROP:Weapon cords are 2-foot-long leather straps that attach your weapon to your wrist. If you drop your weapon or are disarmed, you can recover it as a swift action, and it never moves any farther away from you than an adjacent square. However, you cannot switch to a different weapon without first untying the cord (a full-round action) or cutting it (a move action or an attack, hardness 0, 0 hit points). Unlike with a locked gauntlet, you can still use a hand with a weapon cord, though a dangling weapon may interfere with finer actions.	SLOTS:1						
Cleats	TYPE:Goods.Boot	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:Cleats reduce the penalty for walking over slick surfaces by 50%. For example, walking across ice normally costs 2 squares of movement (1 square plus a 1 square penalty) for every square of movement, but with cleats it costs only 1.5 squares for every square. Cleats cause damage to any type of finished flooring. They may supplement another outfit.	SLOTS:2
Outfit (Diving Suit)	TYPE:Goods.Clothing.Resizable	COST:10	WT:2	SOURCEPAGE:PRD	SPROP:This one-piece suit of clothing reduces one's drag in the water, making swimming easier. It provides a +1 circumstance bonus on Swim checks. The suit only grants this bonus if it is the outermost garment, and has no effect if worn over bulky clothes or armor or with cumbersome gear (such as a backpack, large weapons, and so on). Damage to the suit (such as from several rounds of combat against slashing and piercing attacks) negates the suit's bonus until it is repaired.	BONUS:SKILL|Swim|1|TYPE=Circumstance						
Fire Resistant Boots	TYPE:Goods.Boot	COST:20	WT:2	SOURCEPAGE:PRD	SPROP:These heavy leather boots contain a layer of brick dust that protects your feet from heat. You gain fire resistance 2 against fire attacks directed at or under your feet, such as walking across hot coals. Repeat or prolonged exposure to fire damage eventually burns the outer leather of the boots, ruining them (typically after about 1d10+20 rounds of exposure).	ABILITY:Special Ability|VIRTUAL|Resistance To Fire	BONUS:VAR|FireResistanceBonus|2|TYPE=Resistance	SLOTS:2
Fur	TYPE:Goods.Shirt	COST:12	WT:5	SOURCEPAGE:PRD	SPROP:The most basic of cold-weather gear, animal furs serve to keep their wearers warm. Wearing enough fur to cover the body provides a +2 bonus on Fortitude saves to resist cold weather. This does not stack with any bonuses gained from the Survival skill. Furs may supplement another outfit. 							
Outfit (Hot Weather)	TYPE:Goods.Clothing.Resizable	COST:8	WT:4	SOURCEPAGE:PRD	SPROP:Covering your body from head to foot in light, airy cloth keeps you cooler than baring your skin to the sun. This outfit typically consists of a loose linen robe and either a turban or loose head covering and veil. The outfit provides a +2 bonus on Fortitude saves to resist warm or hot weather. This does not stack with any bonuses gained from the Survival skill. 							
Ice Skates	TYPE:Goods.Boot	COST:1	WT:2	SOURCEPAGE:PRD	SPROP:Each of these calf-high boots bears a vertical blade on the bottom, allowing you to travel swiftly on ice. Wearing ice skates allows you to move on ice at normal speed with a successful DC 5 Acrobatics check (including running and charging), but your movement is reduced to half speed on all other terrain. Donning or removing an ice skate is a full-round action. Skating with only one is possible, but the DC of the Acrobatics check rises to 15.	SLOTS:2
Kilt	TYPE:Goods.Bodywear	COST:0.2	WT:1	SOURCEPAGE:PRD	SPROP:This heavy pleated skirt is usually worn by men. Most have a specific design or pattern that represents allegiance to a particular clan or other social group.							
Cloak (Patchwork)	TYPE:Goods.Cape	COST:5	WT:0.5	SOURCEPAGE:PRD	SPROP:These cloaks are popular among traveling bards, and each patchwork cloak is unique. The patches represent where the traveler has been, and often the performer uses them to recall specific stories from his repertoire. When a bard retires or dies, he often bequeaths his cloak to a young entertainer he mentored or admired.							
Outfit (Pickpocket's)	TYPE:Goods.Clothing.Resizable	COST:5	WT:3	SOURCEPAGE:PRD	SPROP:Outfitted with concealed pockets, this clothing gives you a +2 bonus when hiding small objects on your person.							
Scarf (Pocketed)	TYPE:Goods.Cape	COST:8	WT:0.5	SOURCEPAGE:PRD	SPROP:An elaborate design disguises several small pockets on one side of this scarf. This scarf grants you a +4 bonus on Sleight of Hand checks made to hide objects on your body. This bonus does not stack with the bonus wearing heavy clothing provides but does stack with bonuses for attempting to hide small objects.							
Poncho	TYPE:Goods.Cape	COST:0.5	WT:2	SOURCEPAGE:PRD	SPROP:This circle of water-resistant fabric (typically wool or leather) has a hooded opening in the center, making it easy to slip it on or off and protecting your entire body from rain or snow.							
Scarf (Reinforced)	TYPE:Goods.Amulet	COST:10	WT:1	SOURCEPAGE:PRD	SPROP: One side of this 8-foot-long scarf is reinforced with chain links and metal plates. While not enough to provide a benefit to Armor Class, these versatile scarves can be used like a length of chain to climb short distances or bind an enemy. A reinforced scarf has hardness 10 and 4 hit points. It can be burst with a successful DC 24 Strength check.
Cloak (Cotton/Reversible)	TYPE:Goods.Cape	COST:0.3	WT:1	SOURCEPAGE:PRD	SPROP:This cloak has an outer layer of fabric and an inner layer of a different color. They are worn for the sake of fashion, in theater performances, or to aid a quick appearance change as part of a disguise. The price varies depending on the cloak's quality, with the low end being a simple linen cloak and the high end being made of silk or decorated with fur trim.
Cloak (Wool/Reversible)	TYPE:Goods.Cape	COST:0.5	WT:1	SOURCEPAGE:PRD	SPROP:This cloak has an outer layer of fabric and an inner layer of a different color. They are worn for the sake of fashion, in theater performances, or to aid a quick appearance change as part of a disguise. The price varies depending on the cloak's quality, with the low end being a simple linen cloak and the high end being made of silk or decorated with fur trim.
Outfit (Royal)	TYPE:Goods.Clothing.Resizable	COST:200	WT:15	SOURCEPAGE:PRD	SPROP:Royal clothes are ostentatious, with gems, gold, silk, and fur in abundance. A royal outfit is rarely designed for regular wear or inclement weather—or even for donning unaided—as it's presumed that anyone who might be wearing it has plenty of servants to take care of his or her every need. This outfit includes only the clothing, not a royal scepter, crown, ring, or other regal accoutrements.
Skis	TYPE:Goods.Boot	COST:5	WT:20	SOURCEPAGE:PRD	SPROP:Each ski is a flat piece of wood about 5–6 feet long for a Medium wearer, curled up slightly at the front end, with lengthwise grooves along the underside and a wooden or metal bracket with laces on top for holding the wearer's boot in place. Wearing skis allows you to move on snow and ice at normal speed, but your movement is reduced to 5 feet on all other terrain. You normally use a pair of spiked poles to help you move and maintain balance while skiing, but javelins, shortspears, or even trimmed-down saplings will do if nothing else more suitable is available. Donning or removing a ski is a full-round action, though the laces can be cut as a move action (which requires repairing or replacing the laces if you want to use the skis again).	SLOTS:2
Snowshoes	TYPE:Goods.Boot	COST:5	WT:4	SOURCEPAGE:PRD	SPROP:These high-tension nets of rope or sinew in wooden frames are lashed to the feet to spread your weight across the snow, making you much less likely to break through the crust and rendering walking much easier. Snowshoes reduce the penalty for walking through heavy snow by 50%; for example, if moving through snow normally costs you 2 squares of movement (1 square plus a 1 square penalty) per square traveled, snowshoes reduce this cost to 1.5 squares per square traveled. Snowshoes may supplement another outfit.	SLOTS:2
Soldier's Uniform	TYPE:Goods.Clothing.Resizable	COST:1	WT:5	SPROP:The exact details of this item varies from country to country, but typically includes sturdy boots, leather breeches or a kilt, a belt, a shirt, gloves, a cloak or jacket, and a hat. The belt includes several loops or rings for tying pouches, a waterskin, a scabbard, and similar things a traveling soldier requires.
Tabard	TYPE:Goods.Shirt	COST:5	WT:1	SPROP:Often worn over armor, this outer garment is usually sleeveless and open at the sides. The broad front provides a canvas for insignias and coats of arms, making a wearer's membership in an order readily apparent.

###Block:Consumables												
												
###Block:Goods												
Abacus	TYPE:Goods.General	COST:2	WT:2	SOURCEPAGE:PRD	SPROP:This device helps you perform mathematical calculations. 							
Bellows	TYPE:Goods.General	COST:1	WT:3	SOURCEPAGE:PRD	SPROP:Bellows are useful for starting fires, providing a +1 circumstance bonus on Survival checks to start or maintain fires.	BONUS:SITUATION|Survival=Start or maintain fires|1|TYPE=Circumstance						
Fortune Teller's Deck (Common)	TYPE:Goods.General	COST:1	WT:0.5	SOURCEPAGE:PRD	SPROP:This deck of illustrated cards is used by those in tune with the spirit world to predict the future-and by charlatans to take money from the gullible. A common deck only has simple drawings on simple wooden plaques. A quality fortune-teller's deck usually consists of wooden plaques with painted color images; it is suitable as a focus for the augury spell, and provides a +1 circumstance bonus on Profession (fortune-teller), Profession (medium), and similar Profession checks. A masterwork fortune-teller's deck may be wood, ivory, or even metal, with painted or carved images, and is often highlighted with gold inlays or tiny gems; it has all the benefits of a quality deck, except it provides a +2 circumstance bonus on the listed skill checks.							
Fortune Teller's Deck (Quality)	TYPE:Goods.General.SpellFocus	COST:25	WT:1	SOURCEPAGE:PRD	SPROP:This deck of illustrated cards is used by those in tune with the spirit world to predict the future-and by charlatans to take money from the gullible. A common deck only has simple drawings on simple wooden plaques. A quality fortune-teller's deck usually consists of wooden plaques with painted color images; it is suitable as a focus for the augury spell, and provides a +1 circumstance bonus on Profession (fortune-teller), Profession (medium), and similar Profession checks. A masterwork fortune-teller's deck may be wood, ivory, or even metal, with painted or carved images, and is often highlighted with gold inlays or tiny gems; it has all the benefits of a quality deck, except it provides a +2 circumstance bonus on the listed skill checks.	BONUS:SKILL|Profession (Fortune-teller),Profession (Medium)|1|TYPE=Circumstance	BONUS:SKILL|Profession (Fortune-teller),Profession (Medium)|2|TYPE=Circumstance|PRETYPE:1,Masterwork					
Parasol	TYPE:Goods.General	COST:1	WT:2	SOURCEPAGE:PRD	SPROP:This folding umbrella is translucent and not waterproof. It cuts down on the heat from direct sunlight. In very hot conditions where the sun is a factor (such as a desert), it gives you a +1 circumstance bonus on your hourly Fortitude saves against heat, and reduces the damage from a failed save by 1 hit point (minimum 1). It provides insufficient protection in conditions of severe or extreme heat. You must hold a parasol in one hand and use it to shade yourself from the sun. Alternatively, you can hold the parasol and use it to shade another creature of your size or smaller.							
Umbrella	TYPE:Goods.General	COST:2	WT:3	SOURCEPAGE:PRD	SPROP:Umbrella: An umbrella is a heavier, waterproof parasol made of oiled or waxed cloth. It is intended to keep you dry in the rain or snow, but can still protect against sunlight just like a standard parasol.							
Stretcher	TYPE:Goods.General	COST:1	WT:10	SOURCEPAGE:PRD	SPROP:A stretcher allows two people to share the burden of carrying one heavy object. You can also use it to drag a load you couldn't carry on your own. A stretcher holds up to 300 pounds.							
Air Bladder	TYPE:Goods.General	COST:0.1	WT:0.5	SOURCEPAGE:PRD	SPROP:Used by swimmers for longer dives, this bladder is similar to a waterskin, but is relatively airtight. If inflated, it holds enough air to sustain a Medium creature for 1 round or a Small creature for 2 rounds.							
Animal Glue	TYPE:Goods.General.Consumable	COST:0.5	WT:0.2	SOURCEPAGE:PRD	SPROP:This simple glue is created by extensively boiling animal skin, bones, hooves, horn, and tendons until they turn into a ochre syrup that cools when it hardens. Before you use animal glue, you must heat it until it liquefies. You normally apply it with a brush and hold the pieces together for a minute, at which point it is cooled and hardened. The glue is sufficient to coat 1 square foot of surface, or (because of waste and spills) up to 40 smaller applications of approximately 2 square inches each. Pulling apart a large glued surface (at least 1 square foot) requires a DC 15 Strength check. Pulling apart a small glued surface (anything less than 1 square foot) requires a DC 10 Strength check. Animal glue slowly dissolves in water, reducing the Strength DC needed to break it by 1 per 10 minutes. It softens if heated, even with steam, reducing the Strength DC needed to break it by 1 per minute.							
Astrolabe	TYPE:Goods.General	COST:1000	WT:6	SOURCEPAGE:PRD	SPROP:This device consists of a flat disc upon which two other discs are mounted. The mounted discs can rotate on a central axis, allowing them to spin and move as days pass. The bottom disc represents the latitude of the user; an astrolabe is useless if the user is outside the preset latitude. The upper disc represents the sky, and is filled with astronomical features. Anyone can be shown how to use an astrolabe at night to determine the date and time (which takes 1 minute). When using an astrolabe, you can make a Survival check using your Intelligence modifier instead of your Wisdom modifier to avoid becoming lost.							
Backpack (Masterwork)	TYPE:Goods.Container.General.Resizable.Masterwork	COST:50	WT:4	SOURCEPAGE:PRD	SPROP:This backpack has numerous pockets for storing items that might be needed while adventuring. Hooks are included for attaching items such as canteens, pouches, or even a rolled-up blanket. It has padded bands that strap across the chest and the waist to distribute its weight more evenly. Like a common backpack, it can hold about 2 cubic feet of material in its main container. When wearing a masterwork backpack, treat your Strength score as +1 higher than normal when calculating your carrying capacity.	CONTAINS:UNLIM|Any	EQMOD:MWORKT					
Bandolier	TYPE:Goods.Container.General.Resizable	COST:0.5	WT:0	SOURCEPAGE:PRD	SPROP:This leather belt is worn over one shoulder and runs diagonally across the chest and back. It has small loops or pouches for holding eight objects the size of a flask or small dagger. You can use the 'retrieve a stored item' action to take an item from a bandolier. You can wear up to two bandoliers at the same time (any more than this and they get in each other's way and restrict your movement).	CONTAINS:UNLIM|Any						
Banner (Simple)	TYPE:Goods.General	COST:1	WT:2	SOURCEPAGE:PRD	SPROP:This is a banner, flag, or pennant. You tie it to a pole, lance, or polearm. Most are woven, dyed, or painted with a pattern or symbol, such as a knight's crest or a country's flag. A simple banner with one field color and a simple insignia such as a weapon or shield costs 1 gp.							
Banner	TYPE:Goods.General	COST:1	WT:2	SOURCEPAGE:PRD	SPROP:This is a banner, flag, or pennant. You tie it to a pole, lance, or polearm. Most are woven, dyed, or painted with a pattern or symbol, such as a knight's crest or a country's flag. A simple banner with one field color and a simple insignia such as a weapon or shield costs 1 gp.							
Banner (Complex)	TYPE:Goods.General	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:This is a banner, flag, or pennant. You tie it to a pole, lance, or polearm. Most are woven, dyed, or painted with a pattern or symbol, such as a knight's crest or a country's flag. A banner with two to four field colors and a complex insignia such as a lion or dragon costs 5 gp.							
Banner (Detailed)	TYPE:Goods.General	COST:20	WT:2	SOURCEPAGE:PRD	SPROP:This is a banner, flag, or pennant. You tie it to a pole, lance, or polearm. Most are woven, dyed, or painted with a pattern or symbol, such as a knight's crest or a country's flag. A detailed banner with four or more field colors and a very complex insignia, such as a heraldic device with eight or more sections, costs 20 gp.							
Bell Net	TYPE:Goods.General	COST:2	WT:2	SOURCEPAGE:PRD	SPROP:Copper bells hang at each the corners of this 5-foot-by-5-foot wire net. A bell net is designed to blanket gear while you sleep, hunt, cook, or otherwise can't give it your full attention, rasing an alarm if your possessions are disturbed. Creatures attempting to access gear protected by a bell net must succeed at a DC 25 Sleight of Hand check to avoid chiming the bells. Hearing the chiming bells of a bell net requires a DC 0 Perception check. Because the many bells chime when you move, traveling with a bell net gives you a -2 penalty on Stealth checks.	BONUS:SKILL|Hide,Move Silently|-2						
Breakaway Chains (Masterwork)	TYPE:Goods.General.Masterwork	COST:65	WT:2	SOURCEPAGE:PRD	SPROP:These masterwork chains are easy to break, even though they look like normal chains (Perception DC 25 to notice the difference). A DC 10 Strength check breaks them instantly.							
Buoy (Common)	TYPE:Goods.General	COST:5	WT:16	SOURCEPAGE:PRD	SPROP:A buoy is used to mark a specific spot in a lake, river, or similar body of water, making it possible for you to return to that location at a later date. A common buoy includes a float (typically an air-filled bladder or sealed gourd), a 200-foot length of twine, and a 15-pound stone used as an anchor. The float is usually painted a vivid color, and may have a small flag to attract attention. Though anchor buoys prove quite resilient to normal weather and tides, they offer little challenge to intelligent creatures determined to sabotage them.							
Buoy (Superior)	TYPE:Goods.General	COST:10	WT:30	SOURCEPAGE:PRD	SPROP:A buoy is used to mark a specific spot in a lake, river, or similar body of water, making it possible for you to return to that location at a later date. A common buoy includes a float (typically an air-filled bladder or sealed gourd), a 200-foot length of twine, and a 15-pound stone used as an anchor. The float is usually painted a vivid color, and may have a small flag to attract attention. Though anchor buoys prove quite resilient to normal weather and tides, they offer little challenge to intelligent creatures determined to sabotage them. A superior buoy has a spherical or ovoid hollow metal float (typically copper), a length of chain rather than twine, and a metal anchor rather than a weight.							
Butterfly Net	TYPE:Goods.General	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:One end of this 6-foot-long pole supports a wide metal hoop covered by a thin mesh net. You can use this to sift objects from material capable of passing through the net, such as sand or water. You can also use a butterfly net to capture Fine or Diminutive creatures as if it were a net (weapon), though you don't need to re-fold the butterfly net if you miss, and you use the handle of the butterfly net like you would the rope of a net weapon. 							
Camouflage Net	TYPE:Goods.General	COST:20	WT:5	SOURCEPAGE:PRD	SPROP:This loose mesh of twine and varicolored cloth is used to disguise the presence of creatures or large objects. Camouflage netting must be manufactured to provide camouflage in a single type of terrain, such as snow, sand, forest, grass, swamp, urban, or water. When you hide under the netting in the appropriate terrain, you gain a +4 circumstance bonus on Stealth checks as long as you remain immobile and prone. Covering up with camouflage netting is a full-round action requiring a DC 10 Survival check (failure means you do not cover yourself correctly with the netting and do not gain its bonus on Stealth checks). You have the entangled condition when using the netting, except your Dexterity penalty does not affect your initiative or Stealth checks. Taking off camouflage netting is a move action, or a swift action if combined with a move action to stand up from a prone position.&nl;You may spend 1 minute covering an object with camouflage netting. Make a Survival check with a -10 penalty and use the total as the Stealth check result for the object. Creatures who fail a Perception check against this Stealth DC do not recognize what the object is and usually treat it as a natural part of the terrain. For example, you can conceal a wagon as a rock or patch of brush. Covering a Large object requires two nets. Covering a Huge or Gargantuan object requires five nets and takes 10 minutes of work, and the Survival check penalty is -20 instead of -10. Camouflaging a Colossal object depends on its shape but generally requires at least 10 camouflage nets and takes 1 hour of work, and the Survival check penalty is -30 instead of -10.&nl;A creature with the scent ability ignores the effect of camouflage netting and makes checks against your actual Stealth roll when in scent range. Any creature within 10 feet of a Large or larger object hidden by camouflage netting automatically recognizes it as an object covered in camouflage.							
Candle Lamp	TYPE:Goods.General.LightSource.Container	COST:5	WT:1	SOURCEPAGE:PRD	SPROP:A candle lamp is a small lanternlike device with glass panels and a slot to hold a candle. It protects the candle from drafts and catches wax drippings. It provides the same light as a candle, but can be shuttered such that it only illuminates 1 to 3 adjacent squares. You can use a candle lamp to keep your hands warm.	CONTAINS:1|Candle=1						
Candlestick	TYPE:Goods.General.LightSource.Container	COST:0.01	WT:0.5	SOURCEPAGE:PRD	SPROP:This saucerlike object has a flat bottom, a handle, and a spike on top. You can affix a candle onto the spike (up to 3 inches in diameter) and hold the candlestick by the handle. The flat bottom means you're able to set it down and not worry about the candle falling over and extinguishing itself. A typical candlestick is crafted from baked clay or a cheap metal such as copper, but elaborate and expensive ones exist.	CONTAINS:1|Candle=1						
Canteen	TYPE:Goods.Container.General	COST:2	WT:1	SOURCEPAGE:PRD	SPROP:This saucerlike object has a flat bottom, a handle, and a spike on top. You can affix a candle onto the spike (up to 3 inches in diameter) and hold the candlestick by the handle. The flat bottom means you're able to set it down and not worry about the candle falling over and extinguishing itself. A typical candlestick is crafted from baked clay or a cheap metal such as copper, but elaborate and expensive ones exist.	CONTAINS:4|Liquid=4						
Cauldron (Common)	TYPE:Goods.Container.General	COST:1	WT:5	SOURCEPAGE:PRD	SPROP:This larger version of an iron pot holds approximately 1 gallon-enough to fill the bellies of four hungry humans for one meal. It can also be used for potion-making and similar activities.	CONTAINS:8|Liquid=8						
Cauldron (Mithral)	TYPE:Goods.Container.General.Mithral	COST:1251	WT:2.5	SOURCEPAGE:PRD	SPROP:This larger version of an iron pot holds approximately 1 gallon-enough to fill the bellies of four hungry humans for one meal. It can also be used for potion-making and similar activities. A mithral cauldron is lighter, and food rarely sticks to it.	EQMOD:MITHRAL_ITEM	CONTAINS:8|Liquid=8					
Chalkboard	TYPE:Goods.General	COST:1	WT:2	SOURCEPAGE:PRD	SPROP:A wooden frame approximately the same size as a large book surrounds this thinly sliced piece of polished black stone. Rubbing a damp cloth over the slate erases anything scribed with chalk on its surface.							
Chest (Medium)	TYPE:Goods.Container.General	COST:5	WT:50	SOURCEPAGE:PRD	SPROP:The common wooden chest comes in several sizes, medium (4 cubic feet, 15 hp, break DC 23). Most include a simple inset lock. 	CONTAINS:UNLIM|Any						
Chest (Large)	TYPE:Goods.Container.General	COST:10	WT:100	SOURCEPAGE:PRD	SPROP:The common wooden chest comes in several sizes, large (6 cubic feet, 30 hit points, break DC 29). Most include a simple inset lock. 	CONTAINS:UNLIM|Any						
Chest (Huge)	TYPE:Goods.Container.General	COST:25	WT:250	SOURCEPAGE:PRD	SPROP:The common wooden chest comes in several sizes, huge (8 cubic feet, 50 hit points, break DC 35). Most include a simple inset lock. 	CONTAINS:UNLIM|Any						
Clay	TYPE:Goods.General	COST:0.1	WT:1	SOURCEPAGE:PRD	SPROP:This pound of clay is sold in a watertight container to keep it soft, can be hardened by sunlight, baking, or any heat source.							
Pot (Coffee)	TYPE:Goods.Container.General	COST:3	WT:4	SOURCEPAGE:PRD	SPROP:This tall, teapotlike device contains a small chamber for coffee grounds and a large chamber for water, connected by a small tube. Heating the pot forces boiling water through the tube and into the grounds. A glass knob at the top of the tube allows you to see the color of the brew and stop when it is sufficiently strong. It can brew up to 4 cups of coffee at a time. It can also be used to make tea, steep medicinal herbs, or just boil water.	CONTAINS:4|Liquid=4						
Coffin (Common)	TYPE:Goods.Container.General	COST:10	WT:30	SOURCEPAGE:PRD	SPROP:A plain coffin is made of simple wood and has a loose, flat lid that can be nailed onto it. Ornate coffins are favored by aristocratic families for displaying their dead, and include upholstered cloth liners and a hinged lid.	CONTAINS:UNLIM|Any						
Coffin (Ornate)	TYPE:Goods.Container.General	COST:100	WT:50	SOURCEPAGE:PRD	SPROP:A plain coffin is made of simple wood and has a loose, flat lid that can be nailed onto it. Ornate coffins are favored by aristocratic families for displaying their dead, and include upholstered cloth liners and a hinged lid.	CONTAINS:UNLIM|Any						
Bathtub (Collapsible)	TYPE:Goods.General	COST:15	WT:20	SOURCEPAGE:PRD	SPROP:After 10 minutes of assembly, this collection of wooden slats provides support for a cylindrical watertight canvas cloth. It can hold enough water to allow 1 Medium creature to bathe in comfort without any of the risks that might come from entering lakes, rivers, or other bodies of water.							
Plank (Collapsible)	TYPE:Goods.General	COST:0.4	WT:10	SOURCEPAGE:PRD	SPROP:Hinged in two places, collapsible planks can hold 250 pounds before breaking. The 10-foot-long plank folds down into a 3-foot-by-1-foot-by-6-inch bundle. Folding or unfolding it is a standard action.							
Compass	TYPE:Goods.General	COST:10	WT:0.5	SOURCEPAGE:PRD	SPROP:An ordinary compass that points to the magnetic north pole grants you a +2 circumstance bonus on Survival checks made to avoid becoming lost. You can also use it to grant the same bonus on Knowledge (dungeoneering) checks made to navigate underground.	BONUS:SITUATION|Knowledge (Dungeoneering)=Navigate underground|2|TYPE=Circumstance	BONUS:SITUATION|Survival=Orientation|2|TYPE=Circumstance					
Cot	TYPE:Goods.General	COST:1	WT:30	SOURCEPAGE:PRD	SPROP:This elevated camp bed is made of wood and canvas, and is particularly useful when the ground is wet or rocky. It is large enough for a full-grown human, but folds down into a 4-foot-by-9-inch cylindrical bag.							
Ear Trumpet	TYPE:Goods.General	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:By holding this specially crafted ear trumpet to your ear and placing the other end against a door or wall, you reduce the DC penalty for listening through a door or wall by 5.							
Earplug	TYPE:Goods.General	COST:0.5	WT:3	SOURCEPAGE:PRD	SPROP:Made of waxed cotton or cork, earplugs give you a +2 circumstance bonus on saves against effects that require hearing, but also cause a -5 penalty on hearing-based Perception checks.							
Manacles (Small/False)	TYPE:Goods.General.Masterwork.Weapon.Melee.Exotic.Standard.Bludgeoning.Manacles	PROFICIENCY:WEAPON|Manacles	WIELD:OneHanded	SIZE:S	DAMAGE:1d6	CRITRANGE:1	CRITMULT:x2	EQMOD:STEEL.MWORKW	COST:65	WT:2	SOURCEPAGE:PRD	SPROP:These manacles are nearly indistinguishable from standard manacles upon inspection (Perception DC 25). A wearer who knows the location of the secret catch can open them as a standard action; otherwise they act like masterwork manacles. Some appear to be of common quality, though false manacles are always masterwork.
Manacles (Medium/False)	TYPE:Goods.General.Masterwork.Weapon.Melee.Exotic.Standard.Bludgeoning.Manacles	PROFICIENCY:WEAPON|Manacles	WIELD:OneHanded	SIZE:M	DAMAGE:1d8	CRITRANGE:1	CRITMULT:x2	EQMOD:STEEL.MWORKW	COST:65	WT:2	SOURCEPAGE:PRD	SPROP:These manacles are nearly indistinguishable from standard manacles upon inspection (Perception DC 25). A wearer who knows the location of the secret catch can open them as a standard action; otherwise they act like masterwork manacles. Some appear to be of common quality, though false manacles are always masterwork.
Manacles (Large/False)	TYPE:Goods.General.Masterwork.Weapon.Melee.Exotic.Standard.Bludgeoning.Manacles	PROFICIENCY:WEAPON|Manacles	WIELD:OneHanded	SIZE:L	DAMAGE:2d6	CRITRANGE:1	CRITMULT:x2	EQMOD:STEEL.MWORKW	COST:65	WT:2	SOURCEPAGE:PRD	SPROP:These manacles are nearly indistinguishable from standard manacles upon inspection (Perception DC 25). A wearer who knows the location of the secret catch can open them as a standard action; otherwise they act like masterwork manacles. Some appear to be of common quality, though false manacles are always masterwork.
Manacles (Huge/False)	TYPE:Goods.General.Masterwork.Weapon.Melee.Exotic.Standard.Bludgeoning.Manacles	PROFICIENCY:WEAPON|Manacles	WIELD:OneHanded	SIZE:H	DAMAGE:2d8	CRITRANGE:1	CRITMULT:x2	EQMOD:STEEL.MWORKW	COST:65	WT:2	SOURCEPAGE:PRD	SPROP:These manacles are nearly indistinguishable from standard manacles upon inspection (Perception DC 25). A wearer who knows the location of the secret catch can open them as a standard action; otherwise they act like masterwork manacles. Some appear to be of common quality, though false manacles are always masterwork.
False-Bottomed Chest	TYPE:Goods.Container.General	COST:52	WT:25	SOURCEPAGE:PRD	SPROP:These chests are typically used by smugglers transporting contraband or those with treasures they would prefer to keep hidden. The secret compartment in this chest is approximately 1 inch deep. Different styles open from the inside, from the underside, or through the back. Detecting the compartment requires a DC 20 Perception check.	CONTAINS:UNLIM|Any						
False-Bottomed Cup	TYPE:Goods.Container.General	COST:1	WT:0	SOURCEPAGE:PRD	SPROP:The tiny compartment in the thick bottom of this cup is an excellent place to store a small item or substance. The most insidious are designed with a weighted catch that opens when the cup is tilted back, releasing the hidden substance into the contents of the cup. Spotting the secret compartment in an empty cup requires a DC 15 Perception check.	CONTAINS:UNLIM|Any						
False-Bottomed Scabbard	TYPE:Goods.Container.General	COST:45	WT:1	SOURCEPAGE:PRD	SPROP:The space at the bottom of this sword scabbard is just large enough to hold a potion flask. Some are accessed from the outside; others open on the inside with a secret catch at the top end. Finding the secret compartment requires a DC 25 Perception check, or DC 20 if you can compare the sword's length to that of the scabbard.	CONTAINS:UNLIM|Potion=1						
Folding Chair	TYPE:Goods.General	COST:2	WT:10	SOURCEPAGE:PRD	SPROP:This simple folding chair has a wooden frame and canvas seat and back, making it easy to transport and set up wherever you wish. It folds up easily and fits in a handy carrying bag. The chair can support up to 250 pounds with ease.							
Ladder (10 Ft./Folding)	TYPE:Goods.General	COST:0.2	WT:16	SOURCEPAGE:PRD	SPROP:The hook, pole, and rungs of this 10-foot ladder are hinged, allowing you to fold it into a 3-foot-by-1-foot-by-1-foot bundle. Folding or unfolding it is a standard action.							
Pole (10 Ft./Folding)	TYPE:Goods.General	COST:0.2	WT:10	SOURCEPAGE:PRD	SPROP:This hinged pole can be unfolded and locked in place with sliding pins, creating a 10-foot pole. When collapsed, it is only 3 feet long. Assembling or collapsing the pole is a full-round action. The hinges and pins mean it is not as strong as a one-piece pole, and is best used for probing rather than vaulting or climbing.							
Table (Folding)	TYPE:Goods.General	COST:10	WT:20	SOURCEPAGE:PRD	SPROP:This wooden table has jointed legs and a hinge down the middle. When fully extended, it is a 2-foot-by-4-foot table, but collapses down to 2 feet by 2 feet by 2 inches. Setting up the table is a full-round action; collapsing it is 2 full-round actions.							
