SOURCELONG:Epic Level Handbook 3.0	SOURCESHORT:ELH30	SOURCEWEB:http://www.gozzilioni.net																																	
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Hagunemnon			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Shapechanger	MONSTERCLASS:Aberration:44	MOVE:Walk,50	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*5,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hagunemnon	DR:10/Epic	SR:39	BONUS:STAT|STR|42	BONUS:STAT|DEX|26	BONUS:STAT|CON|28	BONUS:STAT|INT|10	BONUS:STAT|WIS|12	BONUS:STAT|CHA|24	MONCSKILL:Bluff|Diplomacy|Disguise|Hide|Intimidate|Listen|Sense Motive|Spot	CR:29	KIT:1|CN	HITDICEADVANCEMENT:59,74,89		LEGS:0	HANDS:5	SOURCEPAGE:ELH	KIT:1|Hagunemnon Stats	
Hoary Hunter			STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Cold	MONSTERCLASS:Fey:46	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hoary Hunter	DR:10/Epic and Cold Iron	SR:36	BONUS:STAT|STR|28	BONUS:STAT|DEX|22	BONUS:STAT|CON|26	BONUS:STAT|INT|20	BONUS:STAT|WIS|12	BONUS:STAT|CHA|16	MONCSKILL:Intimidate|Listen|Ride|Search|Spot|Survival	CR:25	KIT:1|NE	HITDICEADVANCEMENT:*		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Hoary Hunter Stats	
Hoary Steed			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Cold	MONSTERCLASS:Magical Beast:12	MOVE:Walk,40,Fly,90	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,3d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,5d8		BONUS:WEAPONPROF=Hoof|DAMAGE|-1*(max(0,(STR/2)))		FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hoary Steed	DR:5/Epic and Cold Iron	SR:20	BONUS:STAT|STR|12	BONUS:STAT|DEX|8	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:9	KIT:1|NE	HITDICEADVANCEMENT:24,36		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Hoary Steed Stats	
Hunefer			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:50	MOVE:Walk,100	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,3d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hunefer	DR:10/-	SR:37	BONUS:STAT|STR|36	BONUS:STAT|DEX|24		BONUS:STAT|INT|8	BONUS:STAT|WIS|28	BONUS:STAT|CHA|26	MONCSKILL:Concentration|Knowledge (Religion)|Listen|Spellcraft|Spot	CR:25	KIT:1|LE	HITDICEADVANCEMENT:56,60,66,70,*		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Hunefer Stats	
Lavawight			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Fire	MONSTERCLASS:Undead:32	MOVE:Walk,60	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,3d8,SPROP=Blazefire|Skull Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6,SPROP=Blazefire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Lavawight	DR:10/-	SR:34	BONUS:STAT|STR|42	BONUS:STAT|DEX|16			BONUS:STAT|WIS|12	BONUS:STAT|CHA|18	MONCSKILL:Knowledge (Religion)|Listen|Spot	CR:23	KIT:1|CE	HITDICEADVANCEMENT:42,55		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Lavawight Stats	
Legendary Animal (Legendary Bear)			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Legendary):20	MOVE:Walk,50	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Bear)			BONUS:STAT|STR|26	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Listen|Spot|Swim	CR:9	KIT:1|TN	HITDICEADVANCEMENT:40		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Legendary Animal (Legendary Bear) Stats	
Legendary Animal (Legendary Tiger)			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Legendary):26	MOVE:Walk,50	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Tiger)			BONUS:STAT|STR|22	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Hide|Jump|Listen|Move Silently|Spot|Swim	CR:10	KIT:1|TN	HITDICEADVANCEMENT:48		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Legendary Animal (Legendary Tiger) Stats	
Leshay			STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:50	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Leshay	DR:15/Epic and Cold Iron	SR:42	BONUS:STAT|STR|10	BONUS:STAT|DEX|34	BONUS:STAT|CON|26	BONUS:STAT|INT|22	BONUS:STAT|WIS|12	BONUS:STAT|CHA|36	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Escape Artist|Intimidate|Knowledge (Local)|Knowledge (Nature)|Listen|Move silently|Search|Speak Language|Spot	CR:28				LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Leshay Stats	
Living Vault				SIZE:C	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):96	MOVE:Walk,10	BONUS:COMBAT|AC|60|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,10d6				FACE:30	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Living Vault	DR:15/Epic and Adamantine		BONUS:STAT|STR|70	BONUS:STAT|DEX|-4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-10		CR:33	KIT:1|TN			LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Living Vault Stats	
Mercane		FAVCLASS:Wizard	STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Lawful	MONSTERCLASS:Outsider:7	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor					FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mercane		SR:25	BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4	MONCSKILL:Appraise|Bluff|Diplomacy|Gather Information|Intimidate|knowledge (Arcana)|Knowledge (Nobility and Royalty)|Knowledge (The Planes)|Listen|Profession (Bookkeeper)|Search|Sense Motive|Sleight of Hand|Spellcraft|Spot	CR:5	KIT:1|LN		LEVELADJUSTMENT:7	LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Mercane Stats	
Mu Spore			STARTFEATS:1	SIZE:C	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:35	MOVE:Walk,40	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mu Spore	DR:10/Epic		BONUS:STAT|STR|26	BONUS:STAT|DEX|-6	BONUS:STAT|CON|18	BONUS:STAT|INT|8	BONUS:STAT|WIS|18	BONUS:STAT|CHA|18		CR:21		HITDICEADVANCEMENT:*		LEGS:2	HANDS:0	SOURCEPAGE:ELH	KIT:1|Mu Spore Stats	
Neh-Thalggu			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Neh-Thalggu:32	MOVE:Walk,60,Fly,60		NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d10,SPROP=Poison|Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*10,2d10,SPROP=Ability drain				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Neh-Thalggu	DR:10/Epic	SR:30		BONUS:STAT|DEX|8	BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Knowledge (The Planes)|Search|Spellcraft	CR:26		HITDICEADVANCEMENT:32,66,112		LEGS:12	HANDS:10	SOURCEPAGE:ELH	KIT:1|Neh-Thalggu Stats	
Prismasaurus			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:60	MOVE:Walk,30	BONUS:COMBAT|AC|40|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,8d10|Tail,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,10d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Prismasaurus	DR:10/-	SR:38	BONUS:STAT|STR|22	BONUS:STAT|DEX|14	BONUS:STAT|CON|18	BONUS:STAT|INT|-6	BONUS:STAT|WIS|8		MONCSKILL:Listen|Spot	CR:28	KIT:1|TN	HITDICEADVANCEMENT:90,150		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Prismasaurus Stats	
Swarm (Ruin Swarm)				SIZE:T	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Swarm	MONSTERCLASS:Vermin:50	MOVE:Walk,20,Climb,20,Fly,90	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,5d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Ruin Swarm)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|32	BONUS:STAT|CON|20		BONUS:STAT|WIS|12	BONUS:STAT|CHA|22		CR:23	KIT:1|TN			LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Swarm (Ruin Swarm) Stats	
Shadow of the Void			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Cold|Incorporeal	MONSTERCLASS:Undead:35	MOVE:Walk,30,Fly,60		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,2d6,SPROP=Blightfire				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shadow of the Void	DR:10/Epic	SR:36		BONUS:STAT|DEX|18		BONUS:STAT|INT|10	BONUS:STAT|WIS|14	BONUS:STAT|CHA|20	MONCSKILL:Diplomacy|Hide|Intimidate|Listen|Search|Sense Motive|Spot|Survival	CR:26	KIT:1|LE	HITDICEADVANCEMENT:42,70		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Shadow of the Void Stats	
Shape of Fire			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Fire|Incorporeal	MONSTERCLASS:Undead:35	MOVE:Walk,30,Fly,60		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,2d6,SPROP=Blazefire				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shape of Fire	DR:10/Epic	SR:36		BONUS:STAT|DEX|18		BONUS:STAT|INT|10	BONUS:STAT|WIS|14	BONUS:STAT|CHA|20	MONCSKILL:Diplomacy|Hide|Intimidate|Listen|Search|Sense Motive|Spot|Survival	CR:26	KIT:1|LE	HITDICEADVANCEMENT:42,70		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Shape of Fire Stats	
Sirrush			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:40	MOVE:Walk,90	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sirrush	DR:10/Epic	SR:39	BONUS:STAT|STR|32	BONUS:STAT|DEX|30	BONUS:STAT|CON|34	BONUS:STAT|INT|16	BONUS:STAT|WIS|18		MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot	CR:24		HITDICEADVANCEMENT:50,60,*		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Sirrush Stats	
Slaad (White Slaad)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Slaad	MONSTERCLASS:Outsider:24	MOVE:Walk,40	BONUS:COMBAT|AC|23|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,5d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d10,SPROP=Chaos bite				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaad (White Slaad)	DR:10/Epic and Lawful		BONUS:STAT|STR|26	BONUS:STAT|DEX|16	BONUS:STAT|CON|26	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16	MONCSKILL:Balance|Climb|Diplomacy|Escape artist|Hide|Jump|Knowledge (Arcana)|Knowledge (Local)|Knowledge (The Planes)|Knowledge (Religion)|Listen|Move Silently|Search|Sense Motive|Spot|Tumble	CR:21	KIT:1|CN	HITDICEADVANCEMENT:29,44		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Slaad (White Slaad) Stats	
Slaad (Black Slaad)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Slaad	MONSTERCLASS:Outsider:29	MOVE:Walk,80	BONUS:COMBAT|AC|34|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,5d8|Tongue,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,10d4,SPROP=Chaos touch				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaad (Black Slaad)	DR:15/Epic and Lawful		BONUS:STAT|STR|32	BONUS:STAT|DEX|12	BONUS:STAT|CON|28	BONUS:STAT|INT|18	BONUS:STAT|WIS|20	BONUS:STAT|CHA|20	MONCSKILL:Balance|Bluff|Diplomacy|Escape Artist|Hide|Intimidate|Jump|Knowledge (Arcana)|Knowledge (Local)|Knowledge (The Planes)|Knowledge (Religion)|Listen|Move Silently|Search|Sense Motive|Spot|Tumble	CR:25		HITDICEADVANCEMENT:45,70		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Slaad (Black Slaad) Stats	
Tayellah			STARTFEATS:1	SIZE:G	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:34	MOVE:Walk,100	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*3,2d6|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,3d6,SPROP=Poison				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tayellah	DR:10/Epic	SR:34	BONUS:STAT|STR|22	BONUS:STAT|DEX|38	BONUS:STAT|CON|24	BONUS:STAT|INT|4	BONUS:STAT|WIS|22	BONUS:STAT|CHA|8	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:24	KIT:1|TN	HITDICEADVANCEMENT:68,102		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Tayellah Stats	
Thorciasid			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:29	MOVE:Walk,70	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Forelimb,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*2,0,SPROP=Ability drain|Antennae Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,0,SPROP=Energy drain				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Thorciasid	DR:10/Epic	SR:34	BONUS:STAT|STR|12	BONUS:STAT|DEX|28	BONUS:STAT|CON|24	BONUS:STAT|INT|14	BONUS:STAT|WIS|18	BONUS:STAT|CHA|20	MONCSKILL:Bluff|Concentration|diplomacy|Hide|Intimidate|Listen|Move Silently|Spot	CR:22		HITDICEADVANCEMENT:36,42		LEGS:4	HANDS:2	SOURCEPAGE:ELH	KIT:1|Thorciasid Stats	
Titan (Elder)			STARTFEATS:1	SIZE:C	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Titan (Elder):70	MOVE:Walk,150	BONUS:COMBAT|AC|32|TYPE=NaturalArmor					FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Titan (Elder)	DR:20/Epic	SR:40	BONUS:STAT|STR|34		BONUS:STAT|CON|20	BONUS:STAT|INT|22	BONUS:STAT|WIS|26	BONUS:STAT|CHA|16	MONCSKILL:Concentration|TYPE.Craft|Decipher Script|Diplomacy|Gather Information|TYPE.Knowledge|Listen|Sense Motive|Speak Language|Spellcraft|Spot	CR:30	KIT:1|TN	HITDICEADVANCEMENT:140		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Titan (Elder) Stats	
Treant (Elder)			STARTFEATS:1	SIZE:C	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:50	MOVE:Walk,60	BONUS:COMBAT|AC|40|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,10d6				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Treant (Elder)	DR:10/-	SR:29	BONUS:STAT|STR|38	BONUS:STAT|DEX|-2	BONUS:STAT|CON|32	BONUS:STAT|INT|8	BONUS:STAT|WIS|22	BONUS:STAT|CHA|24	MONCSKILL:Diplomacy|Hide|Intimidate|TYPE.Knowledge|Listen|Sense Motive|Spot|Survival	CR:25	KIT:1|NG	HITDICEADVANCEMENT:150		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Treant (Elder) Stats	
Umbral Blot			STARTFEATS:1	SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:57	MOVE:Fly,90	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Disintegrating Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,5d6,SPROP=Disintegrating touch				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Umbral Blot		SR:44		BONUS:STAT|DEX|20		BONUS:STAT|INT|22	BONUS:STAT|WIS|20	BONUS:STAT|CHA|20	MONCSKILL:Hide|Listen|Move silently|Sense Motive|Spot|Survival	CR:32	KIT:1|TN	HITDICEADVANCEMENT:63,79,95,171		LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Umbral Blot Stats	
Uvuudaum			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar	MONSTERCLASS:Outsider:38	MOVE:Walk,80,Climb,40	BONUS:COMBAT|AC|29|TYPE=NaturalArmor	NATURALATTACKS:Head Spike,Weapon.Natural.Finesseable.Melee.Piercing,*1,10d6,SPROP=Wisdom drain				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Uvuudaum	DR:10/Epic and Good	SR:39	BONUS:STAT|STR|28	BONUS:STAT|DEX|28	BONUS:STAT|CON|34	BONUS:STAT|INT|32	BONUS:STAT|WIS|28	BONUS:STAT|CHA|36	MONCSKILL:Balance|Climb|Concentration|TYPE.Craft|Diplomacy|Escape Artist|Hide|Intimidate|Jump|Knowledge (Arcana)|Knowledge (History)|Knowledge (Local)|Knowledge (Nature)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Swim|Tumble	CR:27				LEGS:6	HANDS:2	SOURCEPAGE:ELH	KIT:1|Uvuudaum Stats	
Vermiurge			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:42	MOVE:Walk,50,Fly,90	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d6,SPROP=Poison|Pincer,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,2d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,3d6,SPROP=Poison				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vermiurge	DR:10/Epic	SR:34	BONUS:STAT|STR|24	BONUS:STAT|DEX|14	BONUS:STAT|CON|26	BONUS:STAT|INT|8	BONUS:STAT|WIS|30	BONUS:STAT|CHA|34	MONCSKILL:Heal|Hide|Jump|Knowledge (Nature)|Listen|Move Silently|Spot	CR:24		HITDICEADVANCEMENT:52,70		LEGS:6	HANDS:2	SOURCEPAGE:ELH	KIT:1|Vermiurge Stats	
Winterwight			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Cold	MONSTERCLASS:Undead:32	MOVE:Walk,60	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,3d8,SPROP=Blightfire|Skull Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6,SPROP=Blightfire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Winterwight	DR:10/-	SR:34	BONUS:STAT|STR|42	BONUS:STAT|DEX|16			BONUS:STAT|WIS|12	BONUS:STAT|CHA|18	MONCSKILL:Listen|Spot	CR:23	KIT:1|CE	HITDICEADVANCEMENT:42,55		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Winterwight Stats	
