SOURCELONG:Epic Level Handbook 3.0	SOURCESHORT:ELH30	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Time Leach	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:For every round of apparent time experienced by the phane, it automatically absorbs the "future" from any creature it has successfully incapsulated in static time via its stasis touch (not its null time field), no matter the distance separating victim and phane, and no matter the number of victims. Of course, to the victim no time passes at all, but each apparent round experienced by the phane ages the victim 1d4 years, at the same time healing the phane of 20 hit points of damage. A victim who is not somehow released from static time by a friend who can cast dispel magic, greater dispelling, or some other likely spell, eventually ages to death. Victims killed in this manner automatically fall out of static time as desiccated husks that disintegrate to a fine dust with even the lightest touch. Victims who are released prior to death immediately apply the physical effects of aging, but not the mental effects (see Table 6-5: Aging Effects in the Player's Handbook).	KEY:Abomination (Phane) ~ Time Leach																											SOURCEPAGE:ELH
Summon Past Time Duplicate	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a phane can summon a duplicate of one its foes stolen from a parallel alternate past. The stolen time duplicate has the same stats and possessions as the original, but is treated as if having two negative levels (which simulates a less experienced version of the original). The phane can never summon a past time duplicate of a creature with more than 25 HD (add sufficient negative levels to compensate for high foe HD, if necessary). The past time duplicate, despite having most of the knowledge of the original, serves the phane loyally like any summoned creature. If the past time duplicate is slain, the original is not harmed because the duplicate was pulled from a parallel past. However, the original does not necessarily realize this, and must make a Will save (DC %1) or be shaken for 1d4 rounds after witnessing the death of a duplicate for the first time.|SummonPastTimeDuplicateDC	KEY:Abomination (Phane) ~ Summon Past Time Duplicate				DEFINE:SummonPastTimeDuplicateDC|0					BONUS:VAR|SummonPastTimeDuplicateDC|DefaultDCCha	BONUS:VAR|SummonPastTimeDuplicateDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Summon Past Time Duplicate)								ABILITY:Ability Focus|AUTOMATIC|Summon Past Time Duplicate									SOURCEPAGE:ELH
Null Time Field	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Phanes continually generate a 30-foot-radius spread null time field. All creatures and objects in the field, except the phane, must make a Will saving throw (DC %1) each round to take any actions. On a failed save, subjects are stuck in a static time stream until their next round of actions, at which time they must make another saving throw. While a subject is stuck in a static time stream induced by a null time field, the phane can use its static touch on the subject to "seal the deal" so to speak, though in all other ways, the subject is invulnerable to attacks and damage as if in temporal stasis.|NullTimeFieldDC	KEY:Abomination (Phane) ~ Null Time Field				DEFINE:NullTimeFieldDC|0					BONUS:VAR|NullTimeFieldDC|DefaultDCCha																		SOURCEPAGE:ELH
Time Regression	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:If the phane spends an action per round for four rounds, at the end of the 4th round the phane regresses back in time 4 rounds, to the very 1st round it originally began concentrating on time regression. On its second pass through the time stream, it can take completely different actions, based on its knowledge of the future (though if it takes different actions from its first pass through the time stream, the events of the original time stream are also changed).	KEY:Abomination (Phane) ~ Time Regression																											SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Phanes take normal damage from holy and good weapons, and from weapons forged in the future or an alternate reality's time stream (if any).	KEY:Abomination (Phane) ~ Regeneration									BONUS:VAR|RegenerationRate|15|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Xixecal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationXixecalRaceTrait											BONUS:VAR|FastHealing|30|TYPE=Base																		
Rend	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:If the xixecal hits with both claw attacks, it latches onto the opponent's body and tears the flesh. This attack automatically deals an additional 4d8+42 points of damage.	KEY:Abomination (Xixecal) ~ Rend									BONUS:VAR|RendDice|4	BONUS:VAR|RendDieSize|8|TYPE=Base																	SOURCEPAGE:ELH
Cold	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A hit from a xixecal's melee attack induces numbing cold. The opponent must succeed at a Fortitude save (DC %1) or be affected as though by a slow spell for 10 rounds.|ColdDC	KEY:Abomination (Xixecal) ~ Cold				DEFINE:ColdDC|0					BONUS:VAR|SummonPastTimeDuplicateDC|DefaultDCCon	BONUS:VAR|ColdDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Cold)								ABILITY:Ability Focus|AUTOMATIC|Cold									SOURCEPAGE:ELH
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Xixecal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=36|Blasphemy|Cone of Cold|Desecrate|Dispel Magic (Greater)|Dominate Monster|Hold Person|Invisibility (Greater)|Unholy Aura|Wall of Ice	SPELLS:Innate|TIMES=5|CASTERLEVEL=36|Haste|Meteor Swarm								SOURCEPAGE:ELH
Breath Weapon	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, 3/day, damage %2d%3 cold, Fortitude DC %4 half. The save DC is Constitution based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Abomination (Xixecal) ~ Breath Weapon				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|300	BONUS:VAR|BreathWeaponDice|12	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:ELH
Summon White Dragon	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Five times per day a xixecal can summon an old white dragon (see the Monster Manual).	KEY:Abomination (Xixecal) ~ Summon White Dragon																											SOURCEPAGE:ELH
Constitution Drain	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This effect permanently reduces a living opponent's Constitution score by 4 when the creature hits with a slam, bite, or rend, or twice that amount on a rend or critical hit. The creature heals 20 points of damage (or 40 on a rend or critical hit) whenever it drains Constitution, gaining any excess as temporary hit points. The attack allows a Fortitude save (DC %1). The temporary hit points gained by the xixecal's Constitution drain last a maximum of 1 hour.|ConstitutionDrainDC	KEY:Abomination (Xixecal) ~ Constitution Drain				DEFINE:ConstitutionDrainDC|0					BONUS:VAR|ConstitutionDrainDC|DefaultDCCha	BONUS:VAR|ConstitutionDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Constitution Drain)								ABILITY:Ability Focus|AUTOMATIC|Constitution Drain									SOURCEPAGE:ELH
Dire Winter	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A xixecal always stands at the center of a permanent dire winter spell effect (see Chapter 2). If dispelled, the effect returns 1 minute later-the only way to permanently remove the effect is to slay the xixecal that generates it.	KEY:Abomination (Xixecal) ~ Dire Winter																											SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationXixecalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Xixecals take normal damage from Lawful weapons, and double damage from burning or fiery weapons.	KEY:Abomination (Xixecal) ~ Regeneration									BONUS:VAR|RegenerationRate|30|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Behemot (Behemot Eagle)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BehemotBehemotEagleRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																		
Skills	CATEGORY:Special Ability	TYPE:BehemotBehemotEagleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*A behemoth eagle receives a +8 racial bonus on Spot checks.	KEY:Behemot (Behemot Eagle) ~ Skills									BONUS:SKILL|Spot|8|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Behemot (Behemot Gorilla)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BehemotBehemotGorillaRaceTrait|Scent																													
Rend	CATEGORY:Special Ability	TYPE:BehemotBehemotGorillaRaceTrait.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:A behemoth gorilla that hits with both claw attacks latches onto the opponent's body and tears the flesh. This automatically deals an additional 8d8+20 points of damage.	KEY:Behemot (Behemot Gorilla) ~ Rend									BONUS:VAR|RendDice|8	BONUS:VAR|RendDieSize|8|TYPE=Base																	SOURCEPAGE:ELH
																																
Race Traits ~ Brachyurus	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BrachyurusRaceTrait	AUTO:LANG|Common																												
Frightful Howl	CATEGORY:Special Ability	TYPE:BrachyurusRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a standard action, a brachyurus can emit a howl in a 60-foot-radius spread that affects opponents with fewer Hit Dice or levels than the brachyurus has. The affected creature must make a successful Will save (DC %1) or become shaken. Success indicates that the target is immune to that brachyurus's frightful howl for one day.|FrightfulHowlDC	KEY:Brachyurus ~ Frightful Howl				DEFINE:FrightfulHowlDC|0					BONUS:VAR|FrightfulHowlDC|DefaultDCCha	BONUS:VAR|FrightfulHowlDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Howl)								ABILITY:Ability Focus|AUTOMATIC|Frightful Howl									SOURCEPAGE:ELH
Savage	CATEGORY:Special Ability	TYPE:BrachyurusRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a brachyurus successfully trips an opponent, it latches onto the opponent's body and tears the flesh. This attack automatically deals an additional 15d6+25 points of damage. If an opponent goes prone for any reason (perhaps as the subject of another brachyurus's Improved Trip attack) in an area a brachyurus threatens, the brachyurus can also savage the victim as a free action (treat as the brachyurus's attack of opportunity for the round), even though it had nothing to do with tripping the foe.	KEY:Brachyurus ~ Savage																											SOURCEPAGE:ELH
																																
Race Traits ~ Colossus (Stone)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Colossus Subtraits|TYPE=ColossusStoneRaceTrait																													
Shatter	CATEGORY:Special Ability	TYPE:ColossusStoneRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A stone colossus can use shatter as a free action once every 2 rounds against an opponent's weapon or other item as a 24th-level caster.	KEY:Colossus (Stone) ~ Shatter																											SOURCEPAGE:ELH
Immunity To Magic	CATEGORY:Special Ability	TYPE:ColossusStoneRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A stone colossus is immune to all spells, spell-like abilities, and supernatural effects, except as follows. A transmute rock to mud spell slows it (as the slow spell) for 1 round, with no saving throw, while transmute mud to rock heals all its lost hit points. A stone to flesh spell has no effect on a stone colossus.	KEY:Colossus (Stone) ~ Immunity To Magic																											SOURCEPAGE:ELH
																																
Race Traits ~ Colossus (Flesh)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Colossus Subtraits|TYPE=ColossusFleshRaceTrait		AUTO:WEAPONPROF|Club									BONUS:COMBAT|AC|20|TYPE=Profane																		
Frightful Presence	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A flesh colossus radiates malignancy to all that live, causing all who come within a mile of it to make Will saves (DC %1). Those who make their saves are shaken. Those who fail by 20 points or less are frightened. Those who fail by 21 to 40 points are panicked. Those who fail by 41 points or more are cowering (see Condition Summary in Chapter 3 of the DUNGEON MASTER's Guide). The save DC is Charisma-based.|FrightfulPresenceDC	KEY:Colossus (Flesh) ~ Frightful Presence				DEFINE:FrightfulPresenceDC|0					BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)								ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:ELH
Horrific Appearance	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, the controlling spirit within a flesh colossus may draw upon the negative energy latent in the construct to transform its countenance into a horrible leering visage: All within 300 feet who see this must make a Fortitude save (DC %1) or take 2d4 points of temporary Strength, Dexterity, and Constitution damage. The save DC is Charisma-based.|HorrificAppearanceDC	KEY:Colossus (Flesh) ~ Horrific Appearance				DEFINE:HorrificAppearanceDC|0					BONUS:VAR|HorrificAppearanceDC|DefaultDCCha	BONUS:VAR|HorrificAppearanceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Horrific Appearance)								ABILITY:Ability Focus|AUTOMATIC|Horrific Appearance									SOURCEPAGE:ELH
Stomp	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:By concentrating all its energy on one attack (as a full-round action), a flesh colossus may stomp upon any adjacent foe (that is any within the area it threatens). Its attack roll modifier for this special attack is +65 (+75 base, -2 Dex, -8 size). If successful, the stomp deals double damage (8d6 +24 and pins the victim until the colossus chooses to release him).	KEY:Colossus (Flesh) ~ Stomp																											SOURCEPAGE:ELH
Stench	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The foul carrion stench that surrounds a flesh colossus is so utterly revolting that all creatures with a sense of smell who come within 300 feet of the construct must make a Fortitude save (DC %1) or be nauseated (unable to attack, cast spells, concentrate on spells, or do anything else requiring attention, except for a single move or move-equivalent action per round). Those who succeed on their saves take a -4 circumstance penalty on all attack rolls, saving throws, and skill checks for the next 2d6+4 minutes.|StenchDC	KEY:Colossus (Flesh) ~ Stench				DEFINE:StenchDC|0					BONUS:VAR|StenchDC|DefaultDCCon	BONUS:VAR|StenchDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Stench)								ABILITY:Ability Focus|AUTOMATIC|Stench									SOURCEPAGE:ELH
Immunity To Magic	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A flesh colossus is immune to all magical and supernatural effects except those that use negative energy (see below).	KEY:Colossus (Flesh) ~ Immunity To Magic																											SOURCEPAGE:ELH
Negative Energy Affinity	CATEGORY:Special Ability	TYPE:ColossusFleshRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A flesh colossus retains some residue of the negative energy that once animated the component corpses from which it was created. Any negative energy spell targeted at the colossus repairs damage taken by the colossus at the rate of 1d10 hit points per level of the spell.	KEY:Colossus (Flesh) ~ Negative Energy Affinity																											SOURCEPAGE:ELH
																																
Race Traits ~ Colossus (Iron)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Colossus Subtraits|TYPE=ColossusIronRaceTrait																													
Breath Weapon	CATEGORY:Special Ability	TYPE:ColossusIronRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds as free action, poison (initial 3d6 CON damage, secondary 2d6 CON damage), Fortitude DC %2 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDC	KEY:Colossus (Iron) ~ Breath Weapon				DEFINE:BreathWeaponCone|0			DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|80			BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:ELH
Immunity To Magic	CATEGORY:Special Ability	TYPE:ColossusIronRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An iron colossus is immune to all magical and supernatural effects, except as follows. An electricity effect restores 1 hit point to the iron colossus for each 3 points of damage it would otherwise deal.	KEY:Colossus (Iron) ~ Immunity To Magic																											SOURCEPAGE:ELH
Rustproof	CATEGORY:Special Ability	TYPE:ColossusIronRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An iron colossus is not affected by rust attacks, unlike smaller iron golems.	KEY:Colossus (Iron) ~ Rustproof																											SOURCEPAGE:ELH
																																
Race Traits ~ Devastation Vermin (Devastation Centipede)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DevastationVerminDevastationCentipedeRaceTrait											BONUS:VAR|DarkvisionRange|300|TYPE=Base																		
Poison	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationCentipedeRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d12 DEX, secondary damage 2d12 DEX. The save DC is Constitution-based.|PoisonDC	KEY:Devastation Vermin (Devastation Centipede) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:ELH
Skills	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationCentipedeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Devastation centipedes receive a +4 racial bonus on Climb, Hide, and Spot checks.	KEY:Devastation Vermin (Devastation Centipede) ~ Skills									BONUS:SKILL|Climb,Hide,Spot|4|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Devastation Vermin (Devastation Spider)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DevastationVerminDevastationSpiderRaceTrait											BONUS:VAR|DarkvisionRange|300|TYPE=Base																		
Poison	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationSpiderRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d12 CON, secondary damage 2d12 CON. The save DC is Constitution-based.|PoisonDC	KEY:Devastation Vermin (Devastation Spider) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:ELH
Web	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationSpiderRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Both types of devastation spiders often wait in their webs, then lower themselves silently on silk strands and leap onto prey passing underneath. A single web strand is strong enough to support the spider and one creature of Gargantuan size. Web-spinning devastation spiders can cast a web eight times per day. This is similar to an attack with a net but has a maximum range of 150 feet, with a range increment of 30 feet, and is effective against targets of up to Gargantuan size (see Chapter 7 of the Player's Handbook for more information on net attacks). The web anchors the target in place, allowing no movement. An entangled creature can escape with a successful Escape Artist check (DC %1) or burst it with a Strength check (DC %2). Both are standard actions. Web-spinning spiders often create sheets of sticky webbing about 1,000 feet square. They usually position these sheets to snare flying creatures but can also try to trap prey on the ground. Approaching creatures must succeed at a Spot check (DC 20) to notice a web; otherwise, they|WebEscapeArtisDC|WebBurstDC	KEY:Devastation Vermin (Devastation Spider) ~ Web				DEFINE:WebEscapeArtisDC|0	DEFINE:WebBurstDC|0				BONUS:VAR|WebEscapeArtisDC|DefaultDCCon	BONUS:VAR|WebBurstDC|DefaultDCStr	BONUS:VAR|WebBurstDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Web)							ABILITY:Ability Focus|AUTOMATIC|Web									SOURCEPAGE:ELH
Skills	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationSpiderRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Web-spinning devastation spiders receive a +4 racial bonus on Hide and Spot checks. Hunting spiders receive a +6 racial bonus on Jump checks and a +8 racial bonus on Spot checks (using the modifiers given in parentheses). *All devastation spiders gain a +8 competence bonus on Hide and Move Silently checks when using their webs.	KEY:Devastation Vermin (Devastation Spider) ~ Skills																											SOURCEPAGE:ELH
																																
Race Traits ~ Devastation Vermin (Devastation Scorpion)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DevastationVerminDevastationScorpionRaceTrait											BONUS:VAR|DarkvisionRange|300|TYPE=Base																		
Improved Grab	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationScorpionRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, the devastation scorpion must hit with its claw attack. If it gets a hold, it hangs on and squeezes.	KEY:Devastation Vermin (Devastation Scorpion) ~ Improved Grab																											SOURCEPAGE:ELH
Squeeze	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationScorpionRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A devastation scorpion that gets a hold on a Gargantuan or smaller opponent automatically deals damage with both claws and its sting.	KEY:Devastation Vermin (Devastation Scorpion) ~ Squeeze																											SOURCEPAGE:ELH
Poison	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationScorpionRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d12 STR, secondary damage 2d12 STR. The save DC is Constitution-based.|PoisonDC	KEY:Devastation Vermin (Devastation Scorpion) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:ELH
Skills	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationScorpionRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Devastation scorpions receive a +4 racial bonus on Climb, Hide, and Spot checks.	KEY:Devastation Vermin (Devastation Scorpion) ~ Skills									BONUS:SKILL|Climb,Hide,Spot|4|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Devastation Vermin (Devastation Beetle)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DevastationVerminDevastationBeetleRaceTrait											BONUS:VAR|DarkvisionRange|300|TYPE=Base																		
Trample	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationBeetleRaceTrait.SpecialAttack.Extraordinary.Trample	VISIBLE:YES	DESC:A devastation beetle can trample Gargantuan and smaller creatures for 30d10+24 points of damage. Opponents who do not make attacks of opportunity against the devastation beetle can attempt a Reflex save (DC %1) to halve the damage.|TrampleDC	KEY:Devastation Vermin (Devastation Beetle) ~ Trample				DEFINE:TrampleDC|0					BONUS:VAR|TrampleDC|DefaultDCStr	BONUS:VAR|TrampleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trample)								ABILITY:Ability Focus|AUTOMATIC|Trample									SOURCEPAGE:ELH
Acid Cloud	CATEGORY:Special Ability	TYPE:DevastationVerminDevastationBeetleRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A devastation beetle exudes a constant vapor that radiates outward in every direction for 60 feet. This vapor deals 6d6 points of acid damage each round to anyone caught in the cloud.	KEY:Devastation Vermin (Devastation Beetle) ~ Acid Cloud																											SOURCEPAGE:ELH
																																
Race Traits ~ Dragon (Force)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Epic Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-15)/5					ABILITY:Special Ability|AUTOMATIC|Immunity To Force Effects|Dragon (Force Dragon) ~ Deflecting Force|Dragon (Force Dragon) ~ Breath Weapon|Dragon (Force Dragon) ~ Frightful Presence|Dragon (Force Dragon) ~ Spells			ABILITY:Special Ability|AUTOMATIC|Dragon (Force Dragon) ~ Otiluke's Resilient Sphere|Dragon (Force Dragon) ~ Blur|PREVARGTEQ:DragonAgeCategory,4		ABILITY:Special Ability|AUTOMATIC|Dragon (Force Dragon) ~ Wall of Force|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Force Dragon) ~ Forcecage|Dragon (Force Dragon) ~ Displacement|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Force Dragon) ~ Maze|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Force Dragon) ~ Otiluke's Telekinetic Sphere|Dragon (Force Dragon) ~ Invisibility|PREVARGTEQ:DragonAgeCategory,12							
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm							
CATEGORY=Internal|Race Traits ~ Dragon (Force).MOD														BONUS:MISC|CR|13|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|6|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|4|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|4|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|4|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|7|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|9|PREVARGTEQ:DragonAgeCategory,12							
#LevelAdj																																
CATEGORY=Internal|Race Traits ~ Dragon (Force).MOD																																
#size																																
CATEGORY=Internal|Race Traits ~ Dragon (Force).MOD														BONUS:VAR|DragonSizeGroup|7|TYPE=Base																		
CATEGORY=Internal|Race Traits ~ Dragon (Force).MOD														BONUS:VAR|DragonDefaultFlySpeed|1|TYPE=NotStandard		BONUS:MOVEADD|TYPE.Fly|50|PREVARGTEQ:DragonAgeCategory,3								BONUS:MOVEADD|TYPE.Fly|50|PREVARGTEQ:DragonAgeCategory,11								
CATEGORY=Internal|Race Traits ~ Dragon (Force).MOD														BONUS:VAR|Maneuverability|2|TYPE=Base		BONUS:VAR|Maneuverability|-1|TYPE=Base.STACK																
#stats														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm							
