SOURCELONG:Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
#PERMANENCY SPELL / ADD THIS FIRST TO ADD NEW EFFECTS	SORTKEY:1	CATEGORY:Special Ability	TYPE:PermanencySpell																											DESC:REMOVE this when you are done to remove the reminder on the TODO.																																																																																																																																																																																																																																																																																																																																																																							BONUS:ABILITYPOOL|Permanency Applied Effects|1																																																																																				COST:0
# Self Only																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Incarnate Power / Aura Sight			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateAuraSightLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateAuraSightLVL|Aura Sight			DESC:Self Only, (2000XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateAuraSightLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Conceal Thought			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateConcealThoughtLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateConcealThoughtLVL|Conceal Thoughts			DESC:Self Only, (500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|9|10|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateConcealThoughtLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Danger Sense			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateDangerSenseLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateDangerSenseLVL|Danger Sense			DESC:Self Only, (1500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateDangerSenseLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Detect Psionics			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateDetectPsionicsLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateDetectPsionicsLVL|Detect Psionics			DESC:Self Only, (500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|9|10|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateDetectPsionicsLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Detect Remote Viewing			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateDetectRemoteViewingLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateDetectRemoteViewingLVL|Detect remote Viewing			DESC:Self Only, (2000XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateDetectRemoteViewingLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Detect Teleportation			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateDetectTeleportationLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateDetectTeleportationLVL|Detect Teleportation			DESC:Self Only, (500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|9|10|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateDetectTeleportationLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Elfsight			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateElfsightLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateElfsightLVL|Elfsight			DESC:Self Only, (1000XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateElfsightLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Know Direction and Location			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateKnowDirectionAndLocationLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateKnowDirectionAndLocationLVL|Elfsight			DESC:Self Only, (500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|9|10|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateKnowDirectionAndLocationLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / My Light			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateMyLightLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateMyLightLVL|My Light			DESC:Self Only, (500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|9|10|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateMyLightLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Darkvision			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateDarkvisionLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateDarkvisionLVL|Darkvision (Psionic)			DESC:Self Only, (1500XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateDarkvisionLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Tongues			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateTonguesLVL|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateTonguesLVL|Tongues (Psionic)			DESC:Self Only, (1000XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|11|12|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateTonguesLVL|%LIST																	COST:0																																																																																																																																																																												
Incarnate Power / Ubiquitous Vision			CATEGORY:Special Ability	TYPE:SpecialQuality.IncarnatePower			DEFINE:IncarnateUbiquitousVision|0		SPELLS:Incarnate Power|TIMES=ATWILL|CASTERLEVEL=IncarnateUbiquitousVision|Ubiquitous Vision			DESC:Self Only, (150XP), Caster Level %1.|%LIST	DESC:.																																																																																																																																																																										MULT:YES	CHOOSE:NUMCHOICES=1|STRING|13|14|15|16|17|18|19|20		SELECT:1																																																																																																		BONUS:VAR|IncarnateUbiquitousVision|%LIST																	COST:0																																																																																																																																																																												
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Favored Enemy - Aberration (Illithid)	CATEGORY:Special Ability	TYPE:ClassFeatures.IllithidSlayerClassFeatures.FavoredEnemy.Extraordinary.SpecialAttack.FavoredEnemyAberration	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|FavoredEnemyBonusAberrationIllithid	KEY:Favored Enemy ~ Aberration ~ Illithid	PREVARGTEQ:IllithidSlayerFavoredEnemyLVL,1			DEFINE:FavoredEnemyBonusAberrationIllithid|0					BONUS:VAR|FavoredEnemyBonusAberrationIllithid|FavoredEnemyBaseBonus	BONUS:VAR|FavoredEnemyBonusAberrationIllithid|ImprovedFavoredEnemyBonus																	SOURCEPAGE:EPH	ASPECT:Ability Benefit|+%1|FavoredEnemyBonusAberrationIllithid																																																																																																																																																																																																																																																																																																																																																																																																																																																								
Aberration (Illithid)	CATEGORY:Special Ability	TYPE:FavoredEnemyBonus	VISIBLE:DISPLAY		KEY:Favored Enemy Bonus ~ Aberration ~ Illithid	PREABILITY:1,CATEGORY=Special Ability,Favored Enemy ~ Aberration ~ Illithid								BONUS:VAR|FavoredEnemyBonusAberrationIllithid|2					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:EPH																																																																																																																																																																																																																																																																																																																																																																																																																																																									
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Thrallherd Score	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	DEFINE:ThrallherdBelieverLVL1|0	DEFINE:ThrallherdBelieverLVL2|0	DEFINE:ThrallherdBelieverLVL3|0	DEFINE:ThrallherdBelieverLVL4|0	DEFINE:ThrallherdBelieverLVL5|0	DEFINE:ThrallherdBelieverLVL6|0	TEMPVALUE:MIN=-10|MAX=10|TITLE=Thrallherd Score Adjustment	TEMPDESC:Several factors can affect a character's Thrallherd score, causing it to vary from the base score. Add modifiers as needed.	TEMPBONUS:PC|VAR|ThrallherdScore|%CHOICE																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
###Block: Magic Item Additions																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Resistance To Mind-Affecting (Sp)	CATEGORY:Special Ability		VISIBLE:NO						DEFINE:MindAffectingResistanceBonusSp|0														ABILITY:Special Ability|VIRTUAL|Resistance To Mind-Affecting Output (Sp)|!PREABILITY:1,CATEGORY=Special Ability,Immunity To Mind-Affecting									SOURCEPAGE:EPH																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Resistance To Mind-Affecting Output (Sp)	CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.Resistance	VISIBLE:YES	DESC:You get a +%1 bonus on all saving throws against Mind-Affecting.|MindAffectingResistanceBonusSp	OUTPUTNAME:Resistance To Mind-Affecting																											SOURCEPAGE:EPH	ASPECT:Resistance|Mind-Affecting	ASPECT:Ability Benefit|%1|MindAffectingResistanceBonusSp																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Resistance To Compulsion (Sp)	CATEGORY:Special Ability		VISIBLE:NO						DEFINE:CompulsionResistanceBonusSp|0														ABILITY:Special Ability|VIRTUAL|Resistance To Compulsion Output (Sp)|!PREABILITY:1,CATEGORY=Special Ability,Immunity To Compulsion									SOURCEPAGE:EPH																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Resistance To Compulsion Output (Sp)	CATEGORY:Special Ability	TYPE:SpecialQuality.SpellLike.Resistance	VISIBLE:YES	DESC:You get a +%1 bonus on all saving throws against Compulsion.|CompulsionResistanceBonusSp	OUTPUTNAME:Resistance To Compulsion																											SOURCEPAGE:EPH	ASPECT:Resistance|Compulsion	ASPECT:Ability Benefit|%1|CompulsionResistanceBonusSp																																																																																																																																																																																																																																																																																																																																																																																																																																																							
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
Crystal Mask	CATEGORY:Internal				KEY:Equipment ~ Crystal Mask											STACK:NO	MULT:YES	CHOOSE:SKILL|TYPE=Knowledge										BONUS:SKILL|LIST|5|TYPE=Competence																																																																																																																																																																																																																																																																																																																																																																																																																																																													

###Block: Monster Class Spellcasting for Domains																																
Psion Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Egoist Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Kineticist Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Nomad Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Seer Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Shaper Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
Psion Telepath Class	CATEGORY:Internal	TYPE:CastingClassSupport																														
