SOURCELONG:Gozzilioni Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Race Traits ~ Astral Construct (7th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu C|1																			
Race Traits ~ Astral Construct (8th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu C|1																			
Race Traits ~ Astral Construct (9th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu C|2																			
Damage Reduction	CATEGORY:Special Ability	TYPE:AstralConstructRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Astral Construct ~ Damage Reduction				DEFINE:AstralConstructDR|0					BONUS:DR|Magic|AstralConstructDR	BONUS:VAR|AstralConstructDR|5|PREVARGTEQ:ConstructLVL,7	BONUS:VAR|AstralConstructDR|5|PREVARGTEQ:ConstructLVL,10	BONUS:VAR|AstralConstructDR|5|PREVARGTEQ:ConstructLVL,16						DR:0/Magic										
Buff	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains an extra 5 hit points.	KEY:Astral Construct ~ Buff									BONUS:HP|CURRENTMAX|5																		SOURCEPAGE:EPH	
Celerity	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct's land speed is increased by 10 feet.	KEY:Astral Construct ~ Celerity									BONUS:MOVEADD|TYPE.Walk|10																		SOURCEPAGE:EPH	
Cleave	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Cleave feat.	KEY:Astral Construct ~ Cleave																		ABILITY:FEAT|AUTOMATIC|Cleave									SOURCEPAGE:EPH	
Deflection	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains a +1 defl ection bonus to Armor Class.	KEY:Astral Construct ~ Deflection									BONUS:COMBAT|AC|1|TYPE=Deflection																		SOURCEPAGE:EPH	
Fly	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct has physical wings and a fl y speed of 20 feet (average).	KEY:Astral Construct ~ Fly									BONUS:VAR|Maneuverability|3|TYPE=Base									MOVE:Fly,20									SOURCEPAGE:EPH	
Improved Bull Rush	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Improved Bull Rush feat.	KEY:Astral Construct ~ Improved Bull Rush																		ABILITY:FEAT|AUTOMATIC|Improved Bull Rush									SOURCEPAGE:EPH	
Improved Slam Attack	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Improved Natural Attack feat (see page 304 of the Monster Manual).	KEY:Astral Construct ~ Improved Natural Attack																		ABILITY:FEAT|AUTOMATIC|Improved Natural Attack (Slam)									SOURCEPAGE:EPH	
Mobility	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Mobility feat.	KEY:Astral Construct ~ Mobility																		ABILITY:FEAT|AUTOMATIC|Mobility									SOURCEPAGE:EPH	
Power Attack	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Power Attack feat.	KEY:Astral Construct ~ Power Attack																		ABILITY:FEAT|AUTOMATIC|Power Attack									SOURCEPAGE:EPH	
Resistance To Acid	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains resistance 5 against Acid.	KEY:Astral Construct ~ Resistance To Acid									BONUS:VAR|AcidResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Acid									SOURCEPAGE:EPH	
Resistance To Cold	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains resistance 5 against Cold.	KEY:Astral Construct ~ Resistance To Cold									BONUS:VAR|ColdResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Cold									SOURCEPAGE:EPH	
Resistance To Electricity	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains resistance 5 against Electricity.	KEY:Astral Construct ~ Resistance To Electricity									BONUS:VAR|ElectricityResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Electricity									SOURCEPAGE:EPH	
Resistance To Fire	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains resistance 5 against Fire.	KEY:Astral Construct ~ Resistance To Fire									BONUS:VAR|FireResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Fire									SOURCEPAGE:EPH	
Resistance To Sonic	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains resistance 5 against Sonic.	KEY:Astral Construct ~ Resistance To Sonic									BONUS:VAR|SonicResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Sonic									SOURCEPAGE:EPH	
Swim	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct is streamlined and shark like, and gains a swim speed of 30 feet.	KEY:Astral Construct ~ Swim																		MOVE:Swim,30									SOURCEPAGE:EPH	
Trip	CATEGORY:Special Ability	TYPE:AstralConstructA.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If the astral construct hits with a slam attack, it can attempt to trip the opponent as a free action without making a touch attack or provoking attacks of opportunity. If the attempt fails, the opponent cannot react to trip the astral construct.	KEY:Astral Construct ~ Trip																											SOURCEPAGE:EPH	
Energy Touch (Acid)	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If you are a kineticist, the astral construct's physical attacks are wreathed in your energy type, dealing an extra 1d6 points of Acid damage. If you are not a kineticist, the astral construct deals an extra 1d4 points of Acid when you manifest the construct.	KEY:Astral Construct ~ Energy Touch ~ Acid																											SOURCEPAGE:EPH	
Energy Touch (Cold)	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If you are a kineticist, the astral construct's physical attacks are wreathed in your energy type, dealing an extra 1d6 points of Cold damage. If you are not a kineticist, the astral construct deals an extra 1d4 points of Cold when you manifest the construct.	KEY:Astral Construct ~ Energy Touch ~ Cold																											SOURCEPAGE:EPH	
Energy Touch (Electricity)	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If you are a kineticist, the astral construct's physical attacks are wreathed in your energy type, dealing an extra 1d6 points of Electricity damage. If you are not a kineticist, the astral construct deals an extra 1d4 points of Electricity when you manifest the construct.	KEY:Astral Construct ~ Energy Touch ~ Electricity																											SOURCEPAGE:EPH	
Energy Touch (Fire)	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If you are a kineticist, the astral construct's physical attacks are wreathed in your energy type, dealing an extra 1d6 points of Fire damage. If you are not a kineticist, the astral construct deals an extra 1d4 points of Fire when you manifest the construct.	KEY:Astral Construct ~ Energy Touch ~ Fire																											SOURCEPAGE:EPH	
Extra Attack	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If the astral construct is Medium or smaller, it gains two slam attacks instead of one when it makes a full attack. Its bonus on damage rolls for each attack is equal to its Strength modifi er, not its Strength modifi er x 1-1/2. If the astral construct is Large or larger, it gains three slams instead of two when it makes a full attack. Its attacks are otherwise unchanged.	KEY:Astral Construct ~ Extra Attack									TEMPLATE:CHOOSE:2xSlam (Small)|2xSlam (Medium)|3xSlam (Large)|3xSlam (Huge)																		SOURCEPAGE:EPH	
Fast Healing	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct heals 2 hit points each round. It is still immediately destroyed when it reaches 0 hit points.	KEY:Astral Construct ~ Fast Healing									BONUS:VAR|FastHealing|2|TYPE=Base																		SOURCEPAGE:EPH	
Heavy Deflection	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains a +4 deflection bonus to Armor Class.	KEY:Astral Construct ~ Heavy Deflection									BONUS:COMBAT|AC|4|TYPE=Deflection																		SOURCEPAGE:EPH	
Improved Buff	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains an extra 15 hit points.	KEY:Astral Construct ~ Improved Buff									BONUS:HP|CURRENTMAX|15																		SOURCEPAGE:EPH	
Improved Critical	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Improved Critical feat with its slam attacks.	KEY:Astral Construct ~ Improved Critical																		ABILITY:FEAT|AUTOMATIC|Improved Critical (Slam)									SOURCEPAGE:EPH	
Improved Damage Reduction	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct's surface forms a hard carapace and provides an additional 3 points of damage reduction (or damage reduction 3/magic if it does not already have damage reduction).	KEY:Astral Construct ~ Improved Damage Reduction									BONUS:VAR|AstralConstructDR|3																		SOURCEPAGE:EPH	
Improved Fly	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct has physical wings and a fly speed of 40 feet (average).	KEY:Astral Construct ~ Improved Fly																		MOVE:Fly,40									SOURCEPAGE:EPH	
Improved Grab	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:To use this ability, the construct must hit with its slam attack. A construct can use this ability only on a target that is at least one size smaller than itself.	KEY:Astral Construct ~ Improved Grab																											SOURCEPAGE:EPH	
Improved Swim	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct is streamlined and sharklike, and gains a swim speed of 60 feet.	KEY:Astral Construct ~ Improved Swim																		MOVE:Swim,60									SOURCEPAGE:EPH	
Improved Muscle	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains a +4 bonus to its Strength score.	KEY:Astral Construct ~ Improved Muscle									BONUS:STAT|STR|4									MOVE:Swim,60									SOURCEPAGE:EPH	
Poison Touch	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If the astral construct hits with a melee attack, the target must make an initial Fortitude save (DC 10 + 1/2 astral construct's HD + astral construct's Cha modifier, DC %1) or take 1 point of Constitution damage. One minute later, the target must save again or take 1d2 points of Constitution damage.|PoisonDC	KEY:Astral Construct ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCha	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:EPH	
Pounce	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If the astral construct charges a foe, it can make a full attack.	KEY:Astral Construct ~ Pounce																											SOURCEPAGE:EPH	
Smite	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day the astral construct can make one attack that deals extra damage equal to its Hit Dice.	KEY:Astral Construct ~ Smite									BONUS:VAR|SmiteDamage|HD|TYPE=Base	BONUS:VAR|Smite|1								ABILITY:Special Ability|AUTOMATIC|Smite									SOURCEPAGE:EPH	
Trample	CATEGORY:Special Ability	TYPE:AstralConstructB.SpecialAttack.Extraordinary.Trample	VISIBLE:YES	DESC:As a standard action during its turn each round, a Large or larger astral construct can literally run over an opponent at least one size smaller than itself. It merely has to move over the opponent to deal bludgeoning damage equal to 1d8 + its Str modifier. The target can attempt a Refl ex save (DC 10 + 1/2 astral construct's Hit Dice + astral construct's Str modifier) to negate the damage, or it can instead choose to make an attack of opportunity at a -4 penalty (see Trample, page 316 of the Monster Manual).	KEY:Astral Construct ~ Trample									BONUS:VAR|TrampleDice|1	BONUS:VAR|TrampleDieSize|8|TYPE=Base	BONUS:VAR|TrampleDamage|-STR/2																SOURCEPAGE:EPH	
2 abilities from Menu A	CATEGORY:Special Ability	TYPE:AstralConstructB	VISIBLE:DISPLAY	DESC:the construct can have two special abilities from Menu A.	KEY:Astral Construct ~ 2 abilities from Menu A									BONUS:ABILITYPOOL|Astral Construct Menu A|2																		SOURCEPAGE:EPH	
Blindsight	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct has blindsight out to 60 feet.	KEY:Astral Construct ~ Blindsight									BONUS:VAR|BlindsightRange|60|TYPE=Base																		SOURCEPAGE:EPH	
Concussion	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialAttack.PsiLike	VISIBLE:YES	DESC:The astral construct can manifest concussion blast (manifester level 7th) as a free action once per round.	KEY:Astral Construct ~ Concussion																											SOURCEPAGE:EPH	
Constrict	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The astral construct has the improved grab ability with its slam attack. In addition, on a successful grapple check, the astral construct deals damage equal to its slam damage.	KEY:Astral Construct ~ Constrict																		ABILITY:Special Ability|AUTOMATIC|Astral Construct ~ Improved Grab									SOURCEPAGE:EPH	
Dimension Slide	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.PsiLike	VISIBLE:YES	DESC:The astral construct can manifest dimension slide (manifester level equal to Hit Dice) as a move action once per round.	KEY:Astral Construct ~ Dimension Slide																											SOURCEPAGE:EPH	
Energy Bolt	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialAttack.PsiLike	VISIBLE:YES	DESC:The astral construct can manifest energy bolt (manifester level 8th) as a standard action once per round. The creator sets the energy type that the astral construct can manifest when he creates it.	KEY:Astral Construct ~ Energy Bolt																											SOURCEPAGE:EPH	
Extra Buff	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains an extra 30 hit points.	KEY:Astral Construct ~ Extra Buff									BONUS:HP|CURRENTMAX|30																		SOURCEPAGE:EPH	
Extreme Damage Reduction	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct's surface forms hard, armorlike plates and provides an additional 6 points of damage reduction.	KEY:Astral Construct ~ Extreme Damage Reduction									BONUS:VAR|AstralConstructDR|6																		SOURCEPAGE:EPH	
Extreme Deflection	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains a +8 defl ection bonus to Armor Class.	KEY:Astral Construct ~ Extreme Deflection									BONUS:COMBAT|AC|8|TYPE=Deflection																		SOURCEPAGE:EPH	
Natural Invisibility	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The astral construct is constantly invisible, even when attacking. This ability is inherent and not subject to the invisibility purge spell.	KEY:Astral Construct ~ Natural Invisibility																											SOURCEPAGE:EPH	
Power Resistance	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains power resistance equal to 10 + its Hit Dice.	KEY:Astral Construct ~ Power Resistance				DEFINE:AstralConstructSR|0					BONUS:VAR|AstralConstructSR|10+HD									SR:AstralConstructSR									SOURCEPAGE:EPH	
Rend	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:The astral construct makes claw attacks instead of slam attacks (it deals the same amount of damage as it would with its slam damage, but does slashing damage instead of bludgeoning damage). An astral construct that hits the same opponent with two claw attacks in the same round rends its foe, which deals extra damage equal to 2d6 + 1-1/2 times its Str modifier.	KEY:Astral Construct ~ Rend									BONUS:VAR|RendDice|2	BONUS:VAR|RendDieSize|6|TYPE=Base																	SOURCEPAGE:EPH	
Spring Attack	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Spring Attack feat.	KEY:Astral Construct ~ Spring Attack																		ABILITY:FEAT|AUTOMATIC|Spring Attack									SOURCEPAGE:EPH	
Whirlwind Attack	CATEGORY:Special Ability	TYPE:AstralConstructC.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The astral construct gains the Whirlwind Attack feat.	KEY:Astral Construct ~ Whirlwind Attack																		ABILITY:FEAT|AUTOMATIC|Whirlwind Attack									SOURCEPAGE:EPH	
2 abilities from Menu B	CATEGORY:Special Ability	TYPE:AstralConstructC	VISIBLE:DISPLAY	DESC:the construct can have two special abilities from Menu B.	KEY:Astral Construct ~ 2 abilities from Menu B									BONUS:ABILITYPOOL|Astral Construct Menu B|2																		SOURCEPAGE:EPH	
																																	
Favored Class	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Psion.	KEY:Blue Goblin ~ Favored Class																		TEMPLATE:Goblin ~ Blue ~ Favored Class									SOURCEPAGE:EPH	
Naturally Psionic	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Blues gain 1 bonus power point at 1st level.	KEY:Blue Goblin ~ Naturally Psionic									BONUS:VAR|BonusPP|1|TYPE=Racial																		SOURCEPAGE:EPH	
																																	
Race Traits ~ Brain Mole	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BrainMoleRaceTrait																				ABILITY:FEAT|AUTOMATIC|Weapon Finesse										
Cascade Flu	CATEGORY:Special Ability	TYPE:BrainMoleRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Disease-bite; Fortitude DC %1, incubation period one day, damage psionic cascade (every time an afflicted character manifests a power, she must make a DC 16 Concentration check; on a failed check, a psionic cascade is triggered [see Psionic Maladies, page 67]). The save DC is Constitution-based.|DiseaseDC	KEY:Brain Mole ~ Cascade Flu				DEFINE:DiseaseDC|0					BONUS:VAR|DiseaseDC|DefaultDCCon	BONUS:VAR|DiseaseDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Disease)								ABILITY:Ability Focus|AUTOMATIC|Disease									SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:BrainMoleRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Brain Mole ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=1|Detect Psionics	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|Power Leech,14+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=1|Aversion,12+CHA|Mind Thrust,11+CHA							SOURCEPAGE:EPH	
Hide Mind	CATEGORY:Special Ability	TYPE:BrainMoleRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A brain mole cannot be identifi ed as psionic by divination spells or clairsentience powers.	KEY:Brain Mole ~ Hide Mind																											SOURCEPAGE:EPH	
Power Conversion	CATEGORY:Special Ability	TYPE:BrainMoleRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When a brain mole drains a power point by means of its power leech power, it immediately heals 1 hit point. If it is already at full normal hit points, it instead gains psionic sustenance suffi cient to supply its need for nourishment for 24 hours.	KEY:Brain Mole ~ Power Conversion																											SOURCEPAGE:EPH	
Skills	CATEGORY:Special Ability	TYPE:BrainMoleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Brain moles have a +4 racial bonus on Hide and Move Silently checks and a -2 racial penalty on Spot checks.	KEY:Brain Mole ~ Skills									BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial	BONUS:SKILL|Spot|-2																	SOURCEPAGE:EPH	
																																	
Race Traits ~ Caller in Darkness	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=CallerInDarknessRaceTrait	AUTO:LANG|Common										BONUS:VAR|Maneuverability|4|TYPE=Base									ABILITY:FEAT|AUTOMATIC|Wild Talent										
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:CallerInDarknessRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Caller in Darkness ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=7|Clairvoyant Sense|Concussion Blast|Detect Psionics|Ego Whip,14+CHA|Mind Thrust,14+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=7|Death Urge,14+CHA|Psychic Crush,11+CHA|Suggestion (Psionic),12+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=7|Co-opt Concentration,14+CHA							SOURCEPAGE:EPH	
Steal Essence	CATEGORY:Special Ability	TYPE:CallerInDarknessRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Any living, intelligent creature slain by a caller in darkness's touch attack is mentally absorbed into the monster's consciousness. (The physical body of the victim remains intact). Stealing a victim's essence is a free action; it grants the caller 12 temporary hit points, and a permanent new screaming face appears within its cloud. A caller in darkness can also steal the essence of living, intelligent creatures within 30 feet that are paralyzed or sleeping, or that are helpless due to having a mental ability score reduced to 0 (often by the caller's ego whip attack). Doing so is a standard action that provokes attacks of opportunity. The victim dies, and the caller gains 12 temporary hit points.	KEY:Caller in Darkness ~ Steal Essence																											SOURCEPAGE:EPH	
Unnatural Aura	CATEGORY:Special Ability	TYPE:CallerInDarknessRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Animals can sense the unnatural presence of a caller in darkness. Any animal within 30 feet must make a DC %1 Will save or become panicked until it is no longer within 30 feet of the caller in darkness. A panicked creature that is cornered begins cowering. The save DC is Charisma-based.|UnnaturalAuraDC	KEY:Caller in Darkness ~ Unnatural Aura				DEFINE:UnnaturalAuraDC|0					BONUS:VAR|UnnaturalAuraDC|DefaultDCCha																		SOURCEPAGE:EPH	
Vulnerability to Sunlight	CATEGORY:Special Ability	TYPE:CallerInDarknessRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Callers in darkness are utterly powerless in natural sunlight (not merely a daylight spell) and fl ee from it. A caller caught in sunlight cannot attack and can take only a single move action or standard action each turn, but not both (nor can it take full-round actions).	KEY:Caller in Darkness ~ Vulnerability to Sunlight																		ABILITY:Special Ability|AUTOMATIC|Vulnerability To Sunlight									SOURCEPAGE:EPH	
																																	
Race Traits ~ Demon (Cerebrilith)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DemonCerebrilithRaceTrait											BONUS:VAR|TelepathyRange|100|TYPE=Base									ABILITY:FEAT|AUTOMATIC|Wild Talent										
Natural Weapons	CATEGORY:Special Ability	TYPE:DemonCerebrilithRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:A cerebrilith's natural weapons, as well as any weapons it wields, are treated as chaotic-aligned and evil-aligned for the purpose of overcoming damage reduction.	KEY:Demon (Cerebrilith) ~ Natural Weapons																											SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:DemonCerebrilithRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Demon (Cerebrilith) ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Brain Lock,12+CHA|Detect Psionics|Ego Whip,14+CHA|Id Insinuation,15+CHA|Mind Trap	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Dominate (Psionic),15+CHA|Ectoplasmic Form|Mind Probe,15+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Mind Thrust,15+CHA							SOURCEPAGE:EPH	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DemonCerebrilithRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Demon (Cerebrilith) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Deeper Darkness|Desecrate|Detect good|Dispel Good,15+CHA|Teleport (Greater) ~ Self only|Magic Circle against Good,13+CHA|Unholy Blight,14+CHA									SOURCEPAGE:EPH	
Summon Tanar'ri	CATEGORY:Special Ability	TYPE:DemonCerebrilithRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day a cerebrilith can attempt to summon 4d6 dretches (see the Monster Manual) or another cerebrilith with a 35%% chance of success. This ability is equivalent to a 4th-level spell.	KEY:Demon (Cerebrilith) ~ Summon Tanar'ri																											SOURCEPAGE:EPH	
Skills	CATEGORY:Special Ability	TYPE:DemonCerebrilithRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Cerebriliths have a +8 racial bonus on Listen and Spot checks.	KEY:Demon (Cerebrilith) ~ Skills																		BONUS:SKILL|Listen,Spot|8|TYPE=Racial									SOURCEPAGE:EPH	
																																	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:CouatlRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Couatl ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Aura Sight|Cloud Mind,12+CHA|Detect Psionics|Read Thoughts,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Mental Barrier|Metamorphosis|Plane Shift (Psionic)|Thought Shield								SOURCEPAGE:EPH	
																																	
Race Traits ~ Crysmal	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=CrysmalRaceTrait|Immunity To Fire|Immunity To Cold|Resistance To Electricity	AUTO:LANG|Terran										BONUS:VAR|ElectricityResistanceBonus|15|TYPE=Resistance																			
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:CrysmalRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Crysmal ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=2|Control Object|Control Sound|Detect Psionics|Empty Mind|Mind Thrust,11+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=1|Dimension Door (Psionic)								SOURCEPAGE:EPH	
Skills	CATEGORY:Special Ability	TYPE:CrysmalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Crysmals have a +8 racial bonus on Appraise checks and Spot checks.	KEY:Crysmal ~ Skills																		BONUS:SKILL|Appraise,Spot|8|TYPE=Racial									SOURCEPAGE:EPH	
																																	
Race Traits ~ Folugub	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=FolugubRaceTrait|Scent																														
