SOURCELONG:Frostburn	SOURCESHORT:Fro	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-09																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
One-Two Punch	CATEGORY:Special Ability	TYPE:ClassFeatures.FrostragerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, while making an unarmed attack, the frostrager may make one extra attack in a round at his highest base attack bonus, but each attack made in that round (the extra one and the normal ones) take a -2 penalty.	KEY:Frostrager ~ One-Two Punch									BONUS:VAR|OneTwoPunchLVL|FrostragerLVL	BONUS:VAR|OneTwoPunchPenaltyLVL|FrostragerLVL								ABILITY:Special Ability|AUTOMATIC|One-Two Punch	AUTO:EQUIP|One-Two Punch							SORTKEY:Class_Frostrager	SOURCEPAGE:Fro	
Absorb Cold	CATEGORY:Special Ability	TYPE:ClassFeatures.FrostragerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, while raging, the frostrager not only gains immunity to cold, but it heals him. For every 2 points of cold damage that would have otherwise have been dealt by an attack, the frostrager heals 1 point of damage.	KEY:Frostrager ~ Absorb Cold																		ABILITY:Special Ability|AUTOMATIC|Immunity to Cold								SORTKEY:Class_Frostrager	SOURCEPAGE:Fro	
Improved Frostrage	CATEGORY:Special Ability	TYPE:ClassFeatures.FrostragerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level while raging, the frostrager's natural armor bonus increases to +6. His unarmed attacks deal 1d8 points of damage plus 1d6 points of cold damage on a successful hit. If the frostrager is Small, his unarmed attack deals 1d6 points of damage, and if the frostrager is Large, his unarmed attack deals 2d6 points of damage.	KEY:Frostrager ~ Improved Frostrage									BONUS:VAR|FrostragerFrostrage|2																	SORTKEY:Class_Frostrager	SOURCEPAGE:Fro	
Rend	CATEGORY:Special Ability	TYPE:ClassFeatures.FrostragerClassFeatures.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:At 5th level, a frostrager gains the ability to rend a target. In any round that the frostrager hits the same foe with two or more unarmed attacks, he immediately deals an additional 2d8 points of damage (plus 1-1/2 times his Strength bonus), plus an additional 1d6 points of cold damage. If he is Small, his rend deals 2d6 points of damage; if he is Large, his rend deals 3d8 points of damage.	KEY:Frostrager ~ Rend									BONUS:VAR|RendDice|2	BONUS:VAR|RendDieSize|8|TYPE=Base																SORTKEY:Class_Frostrager	SOURCEPAGE:Fro	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Knights of the Iron Glacier gain no proficiency with weapons, armor, or shields.	KEY:Knight of the Iron Glacier ~ Weapon and Armor Proficiency																										SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	
Warmount	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Upon becoming a Knight of the Iron Glacier, the character is awarded his own specially bred and trained mount, a war megaloceros. The character is expected to care for, feed, and protect his warmount; when a mission does not require the aid of the warmount, it can be stabled at no cost at any Iron Glacier stronghold. If the knight has enough paladin levels that he has a paladin's special mount, the character has the option of dismissing his current special mount and replacing it with a war megaloceros special mount. In this case, the warmount functions identically to the paladin's special mount except for the improved base statistics given above. The character's paladin levels and Knight of the Iron Glacier levels stack for purposes of determining what sort of bonus Hit Dice, natural armor adjustments, Strength adjustments, base Intelligence, and special abilities the special mount gains.	KEY:Knight of the Iron Glacier ~ Warmount									BONUS:VAR|SpecialMountLVL|KnightOfTheIronGlacier|PRECLASS:1,Paladin=1	BONUS:VAR|KnightOfTheIronGlacierMount|1|TYPE=Base|PRECLASS:1,Paladin=1																SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	
Frostfell Awareness	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Knight of the Iron Glacier trains extensively on how to notice signs of danger in the frostfell, and is quite adept at spotting ambushes and similar danger. Starting at 2nd level, as long as he is in the frostfell, he gains a +2 competence bonus on all Initiative, Listen, and Spot checks. This bonus increases to +4 at 5th level and to +6 at 8th level.	KEY:Knight of the Iron Glacier ~ Frostfell Awareness				DEFINE:KnightOfTheIronGlacierFrostfellAwareness|0					BONUS:VAR|KnightOfTheIronGlacierFrostfellAwareness|(((KnightOfTheIronGlacierLVL+1)/3)*2)																	SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	ASPECT:Name|Frostfell Awareness +%1|KnightOfTheIronGlacierFrostfellAwareness
Rally the Troops	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, the Knight of the Iron Glacier's ability to inspire allies has become so potent that his words take on a supernatural divine power. Once per day, the knight may speak to a number of listeners equal to his class level plus his Charisma modifier. He must speak for at least one minute, after which all listeners are fi lled with hope and bravery. For the next hour, these creatures gain a +2 morale bonus on attack rolls and Will saving throws, and have immunity to fear (magic or otherwise).	KEY:Knight of the Iron Glacier ~ Rally the Troops	DESC:%1/day|KnightOfTheIronGlacierRallyTheTroopsTimes			DEFINE:KnightOfTheIronGlacierRallyTheTroopsTimes|0					BONUS:VAR|KnightOfTheIronGlacierRallyTheTroopsTimes|1	TEMPBONUS:ANYPC|COMBAT|TOHIT|2|TYPE=Morale	TEMPBONUS:ANYPC|SAVE|Will|2|TYPE=Morale															SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	
Oath of Wrath	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Beginning at 7th level, as a free action, the Knight of the Iron Glacier may select a single opponent within 60 feet and swear an oath to defeat him. For the duration of the encounter, the knight gains a +2 morale bonus on melee attack rolls, weapon damage rolls, saving throws, and skill checks made against the challenged target. This effect ends immediately if the Knight of the Iron Glacier makes an attack or casts a spell targeted at any hostile creature other than the challenged target. Attacks of opportunity and spells cast on allies do not end the effect, nor do area spells such as fi reball that catch other creatures in the area (as long as the challenged target is included in the area). The Knight of the Iron Glacier can use oath of wrath once per day.	KEY:Knight of the Iron Glacier ~ Oath of Wrath																										SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	
Overwhelming Odds	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheIronGlacierClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 10th-level Knight of the Iron Glacier has expelled from his mind and soul the very notion of a hopeless battle; no matter how slight, there is always a chance for victory. Whenever the Knight of the Iron Glacier faces an enemy in combat that has 3 or more Hit Dice or levels than he does, the knight's faith that he shall prevail grants him damage reduction 3/- and a +2 insight bonus to his Armor Class and all saving throws. These benefits apply only against attacks made against the knight from a creature whose levels or Hit Dice exceed the knight's by 3 or more; if a creature with fewer Hit Dice or levels attacks the knight, he does not receive these benefits.	KEY:Knight of the Iron Glacier ~ Overwhelming Odds																										SORTKEY:Class_Knight_Of_The_Iron_Glacier	SOURCEPAGE:Fro	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Primevals gain no proficiency with weapons, armor, or shields. (They are proficient with their natural weapons while in primeval form, though.)	KEY:Primeval ~ Weapon and Armor Proficiency																										SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Primeval Form	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The primary ability of the primeval is the supernatural ability to assume an alternate form. This functions similarly to the druid's wild shape ability, except the alternate form chosen must be selected when the character takes his fi rst level of primeval and cannot be changed after that. Each time the character changes form with this ability, he assumes the same form. At 1st level, he may change shape into his primeval form once per day. He can use this ability one additional time each day at 4th level, 7th level, and again at 10th level. This ability functions like the polymorph spell, except as noted here. It lasts for 1 minute per primeval level, or until he changes back. Changing form (into either form) is a standard action and doesn't provoke attacks of opportunity. The primeval does not assume the animal's physical ability scores. Instead, he adds the animal's ability score -10 (for even scores) or -11 (for odd scores) to his own ability scores. For example, a primeval with a Strength score of 16 who assumes the form of a dire lion (Strength 25) adds +14 to his normal Strength of 16 to determine his Strength score in his primeval form. Remember, items that enhance the character's ability scores may be rendered inoperative by his change in form. The primeval loses his ability to speak while in primeval form because he is limited to the sounds that the form can make naturally. The primeval form chosen must be a prehistoric animal of some sort (dinosaur, dire animal, or other creature approved by the DM). The primeval form chosen must have no more than 8 HD and cannot be more than one size category larger than the primeval (so a Small character is limited to Medium animals or smaller, and a Medium character is limited to Large or smaller animals). The primeval form can be from any terrain familiar to the character. Appropriate primeval forms for a frostfell environment from the Monster Manual and this book include the dire lion, dire wolf, dire wolverine, and megaloceros. If the primeval has the wild shape ability from other class levels, he may use wild shape to assume his primeval form. He cannot use his primeval form ability to wild shape, however.	KEY:Primeval ~ Primeval Form									BONUS:VAR|PrimevalFormLVL|PrimevalLVL	BONUS:VAR|PrimevalFormTimes|((PrimevalLVL+2)/3)+WildShapeTimes	BONUS:ABILITYPOOL|Primeval Form|1							ABILITY:Special Ability|AUTOMATIC|Primeval Form								SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Animal Empathy	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:In any form, the primeval can communicate with animals of his chosen primeval form (or related types). For example, a primeval whose primeval form is a dire wolf may communicate with wolves and dire wolves. He gains a +4 bonus on Charisma-based checks against animals of his chosen primeval form and related animals.	KEY:Primeval ~ Animal Empathy																										SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Regression	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a primeval gains levels, he begins to physically regress into a more primal, feral version of himself. At 2nd level, the primeval reduces his Intelligence and Charisma scores by 1 point (to a minimum of 3) and gains 1 point of Strength, Dexterity, Constitution, and Wisdom. At 5th level, he repeats his regression, losing an additional point of Intelligence and Charisma, and gaining an additional point to the rest of his ability scores. At 8th level, the primeval regresses again, losing a third point of Intelligence and Charisma but gaining a third point to the rest of his ability scores.	KEY:Primeval ~ Regression				DEFINE:PrimevalRegressionStat|0					BONUS:VAR|PrimevalRegressionStat|((PrimevalLVL+1)/3)	BONUS:STAT|INT,CHA|-1*PrimevalRegressionStat	BONUS:STAT|STR,DEX,CON,WIS|PrimevalRegressionStat															SORTKEY:Class_Primeval	SOURCEPAGE:Fro	ASPECT:Name|Regression %1|PrimevalRegressionStat
Low-Light Vision	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:In any form, the primeval gains low-light vision at 2nd level. He can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions. If the primeval already has racial low-light vision, he can instead see four times as far as a human.	KEY:Primeval ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|LowLightDistance|2|TYPE=Racial																SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Feral Power	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As the primeval gains levels, his primeval form grows stronger and tougher, as shown. These bonuses are not cumulative. For example, a 6th-level primeval whose primeval form is a dire lion has Str 29, Dex 17, Con 21, and a natural armor bonus of +8, instead of Str 25, Dex 15, Con 17, and natural armor +4.	KEY:Primeval ~ Feral Power				DEFINE:FeralPowerLVL|0					BONUS:VAR|FeralPowerLVL|PrimevalLVL/3																	SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Scent	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, the primeval form gains the scent special quality in any form.	KEY:Primeval ~ Scent																										SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Fast Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As he grows closer to his animal spirit, the primeval becomes quicker in his humanoid form. At 8th level, his base land speed improves by 10 feet. This benefi t does not apply if the primeval is wearing heavy armor or carrying a heavy load.	KEY:Primeval ~ Fast Movement				DEFINE:PrimevalFastMovement|0					BONUS:VAR|FastMovement|PrimevalFastMovement|TYPE=FastMovement	BONUS:VAR|PrimevalFastMovement|10|PREVARLT:ENCUMBERANCE,2,var("COUNT[EQTYPE.ARMOR.IS.HEAVY]"),1								ABILITY:Special Ability|AUTOMATIC|Fast Movement								SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Primeval Shapechanger	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The primeval unites with his animal spirit at 10th level. His type changes to magical beast (shapechanger), which means that he is no longer subject to spells that affect humanoids. In addition, he gains damage reduction 10/magic in any form. His natural attacks (but not weapon attacks) overcome damage reduction as if they were magic weapons.	KEY:Primeval ~ Primeval Shapechanger																		TEMPLATE:Primeval ~ Primeval Shapechanger	ABILITY:Special Ability|AUTOMATIC|Primeval ~ Primeval Shapechanger ~ Natural Weapon							SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Natural Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.PrimevalClassFeatures.SpecialQuality	VISIBLE:YES	DESC:His natural attacks (but not weapon attacks) overcome damage reduction as if they were magic weapons.	KEY:Primeval ~ Primeval Shapechanger ~ Natural Weapon																										SORTKEY:Class_Primeval	SOURCEPAGE:Fro	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Rimefi re witches gain proficiency with the trident. The trident is the favored weapon of Hleid, and many rimefire witches choose to wield tridents as well. They gain no other proficiency with weapons, armor, or shields.	KEY:Rimefire Witch ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfRimefireWitch								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a new rimefire witch level is gained, the character gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spell-casting class she belonged to before adding the prestige class. She does not, however, gain any other benefi t a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a rimefire witch, she must decide to which class she adds the new level for purposes of determining spells per day and spells known.	KEY:Rimefire Witch ~ Spells per Day																										SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Rimefire Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A rimefire witch becomes bonded on a deeply spiritual level with the rimefire eidolon that selected her as its guardian. Both the witch and the eidolon are constantly aware of the other's location and condition, as if both were under the effects of a status spell. This is a permanent effect that cannot be dispelled or destroyed. The bond also shores up the mind and will to live of the witch and her eidolon; both gain a +2 morale bonus on all saving throws against mind-affecting and death effects while the other is alive. A rimefire bond is powerful enough that it even extends across planes. If a rimefire witch or her eidolon is killed, this bond is broken. A surviving rimefire witch loses all her supernatural and spell-like abilities granted by this class (but not her spellcasting ability) until she restores the slain eidolon to life and returns it to its iceberg. A surviving eidolon does not lose any of its abilities, and typically waits for a year before sending out a call for a new guardian. If the slain member of the bond is brought back to life within a year of death, the rimefire bond instantly reforges itself despite any physical distance between the two. If more than a year has passed, the rimefire witch does not regain her powers but within a week she is contacted in her dreams by a new rimefire eidolon; once she travels to its iceberg and accepts its bond of rimefire she immediately regains her lost powers.	KEY:Rimefire Witch ~ Rimefire Bond									BONUS:VAR|RimefireBondLVL|RimefireWitchLVL									ABILITY:Special Ability|AUTOMATIC|Rimefire Bond								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Detect Minion of Iborighu	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A rimefire witch possesses the spell-like ability to detect minions of Iborighu at will. This spell-like ability functions like detect evil, except that it detects the presence or absence of devotion to Iborighu in a living creature's aura and soul. Undetectable alignment can block this ability, as can certain magic items that have similar effects, such as the mantle of hidden faith.	KEY:Rimefire Witch ~ Detect Minion of Iborighu																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=RimefireWitchLVL|Detect Evil								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Rimefire Bolt	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 3rd level, a rimefire witch's bond with her eidolon becomes powerful enough that she can summon and direct a bolt of rimefire, as long as she is currently in the boundaries of a frostfell. Summoning and directing a rimefire bolt is a standard action. Rimefire bolts have a range of 30 feet and attack as ranged touch attacks, dealing damage equal to 1d6 + the witch's Charisma modifier. Half this damage is cold damage and half is fire damage; for more information on rimefire, see Page 17. At 6th level, a rimefire witch deals cold damage equal to 2d6 + her Charisma modifier with her rimefire bolt. At 9th level, a rimefire witch deals cold damage equal to 3d6 + her Charisma modifier with her rimefire bolt.	KEY:Rimefire Witch ~ Rimefire Bolt									BONUS:VAR|RimefireBolt|RimefireWitchLVL/3	BONUS:VAR|RimefireBoltDamage|CHA								ABILITY:Special Ability|AUTOMATIC|Rimefire Bolt								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Ice Skate	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 4th level, a rimefire witch gains the ability to use ice skate as a spell-like ability. She can use this ability a number of times each day equal to her Charisma modifier (minimum of once per day), at a caster level equal to her rimefire witch level.	KEY:Rimefire Witch ~ Ice Skate																		SPELLS:Innate|TIMES=max(CHA,1)|CASTERLEVEL=RimefireWitchLVL|Ice Skate								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Word of Recall	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a rimefire witch gains the ability to use word of recall as a spell-like ability. She can use this ability once per day, and it always recalls her to the chamber of her bonded rimefire eidolon.	KEY:Rimefire Witch ~ Word of Recall																		SPELLS:Innate|TIMES=1|CASTERLEVEL=RimefireWitchLVL|Word of Recall								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Iceberg	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, a rimefire witch gains the ability to use iceberg as a spell-like ability. She can use this ability once per day, at a caster level equal to her rimefire witch level.	KEY:Rimefire Witch ~ Iceberg																		SPELLS:Innate|TIMES=1|CASTERLEVEL=RimefireWitchLVL|Iceberg								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Rimefire Apotheosys	CATEGORY:Special Ability	TYPE:ClassFeatures.RimefireWitchClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Upon achieving 10th level, a rimefire witch undergoes a dramatic transformation as the bond with her eidolon physically changes her into a fey creature. Her type immediately changes to fey, and she can no longer be affected by effects that target her old type; she does become susceptible to attacks and effects that harm or aid fey. She gains low-light vision, damage reduction 5/cold iron, and a +2 racial bonus to her Charisma score as her skin and hair become light blue or white in color. Once she undergoes rimefire apotheosis, the death of her bonded eidolon does not cause the loss of her supernatural or spellcasting abilities.	KEY:Rimefire Witch ~ Rimefire Apotheosys																		TEMPLATE:Rimefire Witch ~ Rimefire Apotheosys								SORTKEY:Class_Rimefire_Witch	SOURCEPAGE:Fro	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Stormsingers gain no proficiency with any weapon, armor, or shields.	KEY:Stormsinger ~ Weapon and Armor Proficiency																										SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each stormsinger level, the character gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class she belonged to before adding the prestige class. She does not, however, gain any other benefi t a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a stormsinger, she must decide to which class she adds the new level for purposes of determining spells per day and spells known.	KEY:Stormsinger ~ Spells per Day																										SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
Bardic Music	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A stormsinger's class level stacks with any levels of bard she has for purposes of determining the number of times per day she may use bardic music. Many of the stormsinger's high-level abilities require her to use bardic music as well. When a stormsinger uses her bardic music ability to create a stormsong effect (see below), it counts as one (or more) uses of her bardic music for the day.	KEY:Stormsinger ~ Bardic Music									BONUS:VAR|BardicMusicLVL|StormsingerLVL	BONUS:VAR|BardicMusicTimes|StormsingerLVL																SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
Stormsong	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The stormsinger can use her bardic music ability to create various storm-related effects in addition to the normal uses of bardic music. Additionally, the stormsinger can detect the approach of a natural storm 24 hours in advance of it reaching the character's current location.	KEY:Stormsinger ~ Stormsong				DEFINE:StormsongLVL|0	DEFINE:StormsongDC|0				BONUS:VAR|StormsongLVL|StormsingerLVL	BONUS:VAR|StormsongDC|DefaultSpellDCCha+StormsongLVL|TYPE=Base																SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Gust of Wind|PRESKILL:1,Perform (Sing)=9|PREVARGTEQ:StormsongLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongGustOfWind																																
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Thunderstrike|PRESKILL:1,Perform (Sing)=11|PREVARGTEQ:StormsongLVL,3|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongThunderstrike																																
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Control Winds|PRESKILL:1,Perform (Sing)=13|PREVARGTEQ:StormsongLVL,5|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongControlWinds																																
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Winter's Ballad|PRESKILL:1,Perform (Sing)=15|PREVARGTEQ:StormsongLVL,7|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongWinterSBallad																																
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Great Thunderstrike|PRESKILL:1,Perform (Sing)=17|PREVARGTEQ:StormsongLVL,9|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongGreatThunderstrike																																
CATEGORY=Special Ability|Stormsinger ~ Stormsong.MOD	ABILITY:Special Ability|AUTOMATIC|Stormsinger ~ Storm of Vengeance|PRESKILL:1,Perform (Sing)=18|PREVARGTEQ:StormsongLVL,10|!PREABILITY:1,CATEGORY=ACF,TYPE.StormsongStormOfVengeance																																
Stormpower	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a stormsinger gains a +2 bonus on Perform (sing) checks made to use her stormsong powers and adds a +2 bonus to her caster level with stormsong powers when the temperature is cold or colder (40° F or lower) or when she is in a storm. For information on storms, see Table 3–24: Wind Effects, page 95 of the Dungeon Master's Guide.	KEY:Stormsinger ~ Stormpower																										SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
Resistance to Electricity	CATEGORY:Special Ability	TYPE:ClassFeatures.StormsingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a stormsinger gains resistance to electricity 5. This increases to resistance to electricity 10 at 6th level, and resistance to electricity 15 at 8th level.	KEY:Stormsinger ~ Resistance to Electricity				DEFINE:StormsingerElectricityResistance|0					BONUS:VAR|ElectricityResistanceBonus|StormsingerElectricityResistance|TYPE=Resistance	BONUS:VAR|StormsingerElectricityResistance|5	BONUS:VAR|StormsingerElectricityResistance|5|PREVARGTEQ:SormsingerLVL,6	BONUS:VAR|StormsingerElectricityResistance|5|PREVARGTEQ:SormsingerLVL,8														SORTKEY:Class_Stormsinger	SOURCEPAGE:Fro	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WinterhauntOfIborighuClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Cloud anchorites gain no proficiency with any weapon, armor or shield.	KEY:Winterhaunt of Iborighu ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfWinterhauntOfIborighu|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Winterhaunt_Of_Iborighu	SOURCEPAGE:Fro	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.WinterhauntOfIborighuClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a new winterhaunt level is gained, the character gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class she belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a winterhaunt, he must decide to which class he adds the new level for purposes of determining spells per day and spells known.	KEY:Winterhaunt of Iborighu ~ Spells per Day																										SORTKEY:Class_Winterhaunt_Of_Iborighu	SOURCEPAGE:Fro	
Cloak of Winter's Chill	CATEGORY:Special Ability	TYPE:ClassFeatures.WinterhauntOfIborighuClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a winterhaunt can shroud himself in a sphere of cold a number of times per day equal to 3 + his Charisma modifi er. This cloak of winter's chill lasts for a number of rounds equal to the winterhaunt's class level + his Charisma modifi er. While cloaked in winter's chill, the winterhaunt gleams with a frosty radiance that is both alluring and terrifying. He gains a +2 profane bonus on Will saving throws and all Charisma-based checks, including all Charisma-based skills and rebuke or command undead checks.	KEY:Winterhaunt of Iborighu ~ Cloak of Winter's Chill	DESC:%1/day|WinterhauntOfIborighuCloakOfWinterSChillTimes			DEFINE:WinterhauntOfIborighuCloakOfWinterSChillTimes|0					BONUS:VAR|WinterhauntOfIborighuCloakOfWinterSChillTimes|1+CHA|TYPE=Base																	SORTKEY:Class_Winterhaunt_Of_Iborighu	SOURCEPAGE:Fro	
