SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-02
																																	
# # Subrace Traits																																	
																																	
###Block: Traits																																	
Stone Walk	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:This ability allows Urdunnirs to pass through stone and earth as if it were air. They can carry up to twice their own body weight with them in this manner.	KEY:Urdunnir Dwarf ~ Stone Walk																											SOURCEPAGE:MCMoF	
Stone Shape	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Urdunnir Dwarf ~ Stone Shape																		SPELLS:Innate|TIMES=1|TIMEUNIT=Round|CASTERLEVEL=8|Stone Shape									SOURCEPAGE:MCMoF	
Shape Metal	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An urdunnir can also use a shape metal spell-like ability by concentrating for a full round and using this ability in the next round. The power works just like the stone shape spell, except that the urdunnir can only affect 5 cubic feet of metal. The dwarf must touch the metal to shape it, which may require a melee touch attack if an opponent is holding or wielding the object. If an urdunnir is prepared for an attack, he can reshape a metal weapon as it hits, taking only half damage from the attack and rendering the weapon useless. (The dwarf must spend one action preparing to use the power, then ready the shape metal ability on his next action, using the ability the next time he is struck in combat.) Magic weapons and armor receive a Fortitude saving throw against this power (see the saving throw rules under Strike an Object in Chapter 8 of the Player's Handbook).	KEY:Urdunnir Dwarf ~ Shape Metal																											SOURCEPAGE:MCMoF	
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DeepspawnRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Deepspawn ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Detect Thoughts|Water Breathing	SPELLS:Innate|TIMES=1|TIMEUNIT=Day|CASTERLEVEL=14|Heal								SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Demon (Ghour)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DemonGhourRaceTrait|Immunity to Poison|Immunity to Electricity|Resistance to Acid|Resistance to Cold|resistance to Fire|Scent	AUTO:LANG|Abyssal|Giant										BONUS:VAR|TelepathyRange|100|TYPE=Base	BONUS:WEAPONPROF=Horn|CRITMULTADD|2|TYPE=Racial	BONUS:VAR|AcidResistanceBonus,ColdResistanceBonus|FireResistanceBonus|10|TYPE=Resistance																	
Breath Weapon	CATEGORY:Special Ability	TYPE:DemonGhourRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:cloud of noxious gas 10-feet wide, 10-feet high, and 30-feet long, once every minute, damage %1d%2 STR damage, Reflex DC %3 half. The save DC is Constitution-based.|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Demon (Ghour) ~ Breath Weapon				DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0			BONUS:VAR|BreathWeaponDice|1	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)						ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MCMoF	
Roar	CATEGORY:Special Ability	TYPE:DemonGhourRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a ghour can bellow an ear-splitting roar. Those within 30 feet of the ghour must succeed at a Fortitude save (DC %1) or be stunned for 1d4 rounds by this sonic attack. Stunned characters lose their Dexterity bonus and can take no actions. Foes gain a +2 bonus to hit stunned characters. Those within 10 feet of the ghour must also succeed at a Fortitude save (DC %1) or become deafened for 2d10 minutes. Deafened characters cannot hear, suffer a -4 penalty on initiative, and have a 20%% chance of spell failure when casting spells with verbal components. They cannot make Listen checks. The save DC is Charisma-based.|RoarDC	KEY:Demon (Ghour) ~ Roar				DEFINE:RoarDC|0					BONUS:VAR|RoarDC|DefaultDCCha	BONUS:VAR|RoarDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Roar)								ABILITY:Ability Focus|AUTOMATIC|Roar									SOURCEPAGE:MCMoF	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DemonGhourRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Demon (Ghour) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Blasphemy|Chaos Hammer|Deeper Darkness|Desecrate|Detect Good|Detect Magic|Dispel Good|Magic Circle against Good|Teleport (Greater)|Unholy Blight	SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Confusion|Fear|Maze|Righteous Might								SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Demon (Yochlol)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DemonYochlolRaceTrait	AUTO:LANG|Abyssal																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DemonYochlolRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Demon (Yochlol) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Charm Person,13+CHA|Darkness|Desecrate,13+CHA|Spider Climb|Stone Shape|Teleport (Greater),13+CHA|Web,13+CHA									SOURCEPAGE:MCMoF	
Psionic-Like Abilities	CATEGORY:Special Ability	TYPE:DemonYochlolRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Demon (Yochlol) ~ Psionic-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Domination,13+CHA|Detect Thoughts,13+CHA|Mind Blank,13+CHA									SOURCEPAGE:MCMoF	
Spider Poison	CATEGORY:Special Ability	TYPE:DemonYochlolRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 CON, secondary damage 2d6 CON. The save DC is Constitution-based.|PoisonDC	KEY:Demon (Yochlol) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MCMoF	
Gaseous Form	CATEGORY:Special Ability	TYPE:DemonYochlolRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Yochlols can transform themselves into a large column of gas, 10 feet tall and 5 feet in diameter. This form is exactly like that produced by a gaseous form spell. Creatures that come into contact with the yochlol in gaseous form are affected as if by a stinking cloud spell. When in gaseous form, yochlols may communicate with their native plane (as if using the contact other plane spell).	KEY:Demon (Yochlol) ~ Gaseous Form																											SOURCEPAGE:MCMoF	
Telepathy	CATEGORY:Special Ability	TYPE:DemonYochlolRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Yochlols can communicate telepathically with any creature within 100 feet that has a language.	KEY:Demon (Yochlol) ~ Telepathy									BONUS:VAR|TelepathyRange|100|TYPE=Base																		SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Doppelganger (Greater)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DoppelgangerGreaterRaceTrait	AUTO:LANG|Common	AUTO:WEAPONPROF|Rapier									BONUS:VAR|AdvancementByClass|1									ABILITY:FEAT|AUTOMATIC|Alertness										
Detect Thoughts	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A greater doppelganger can continuously use detect thoughts as the spell (caster level 18th; Will DC %1 negates). It can suppress or resume this ability as a free action. The save DC is Charisma-based.|DetectThoughtsDC	KEY:Doppelganger (Greater) ~ Detect Thoughts				DEFINE:DetectThoughtsDC|0					BONUS:VAR|DetectThoughtsDC|DefaultDCCha	BONUS:VAR|DetectThoughtsDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Detect Thoughts)								ABILITY:Ability Focus|AUTOMATIC|Detect Thoughts									SOURCEPAGE:MCMoF	
Polymorph Rend	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Greater doppelgangers are masters of form. As a spell-like ability, a greater doppelganger can make a touch attack against a being that is presently enchanted by a polymorph self spell, a shapechange spell, or a polymorph other spell cast by someone other than the greater doppelganger itself. This touch attack inflicts 6d6 points of damage on the polymorphed creature.	KEY:Doppelganger (Greater) ~ Polymorph Rend																											SOURCEPAGE:MCMoF	
Alter Self	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A greater doppelganger can assume the shape of any Small or Medium-size humanoid. This works like alter self as cast by an 18th-level sorcerer, but the doppelganger can remain in the chosen form indefinitely. It can assume a new form or return to its own as a standard action.	KEY:Doppelganger (Greater) ~ Alter Self																											SOURCEPAGE:MCMoF	
Consume Identity	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A greater doppelganger who eats the brain of a Medium-size or smaller humanoid victim absorbs the mind, memories, and personality of that victim. After consuming a victim's identity, the greater doppelganger can assume the victim's form with 100%% accuracy and possess the victim's memories, abilities, and alignment. The only exceptions are cleric spells of 2nd level or greater, a paladin's special abilities, and other powers that are granted by the deities. When a greater doppelganger that has already consumed three or more personalities consumes another, it must make a Will save (DC %1) to avoid losing a random personality from those it consumed earlier. In any case, the greater doppelganger cannot have more consumed identities than it has Hit Dice, losing a random identity from its earlier pool if it tries to exceed that limit. If a greater doppelganger "wearing" one of its consumed identities commits an act that runs counter to that form's alignment, it is immediately forced into its base form for 1d10 rounds. In its base form, a greater doppelganger retains the basic memories of all the identities it has consumed, though not deeper memories. Memories from previously consumed identities that have been forced out by new identities fade quickly.|ConsumeIdentityDC	KEY:Doppelganger (Greater) ~ Consume Identity				DEFINE:ConsumeIdentityDC|0					BONUS:VAR|ConsumeIdentityDC|DefaultDCCha																		SOURCEPAGE:MCMoF	
Immunities	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Greater doppelgangers are immune to sleep, charm, and hold effects, as well as all other mind-influencing spells. They are also immune to effects that detect alignment.	KEY:Doppelganger (Greater) ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Sleep|Immunity to Charm|Immunity to Hold|Immunity To Mind-Affecting									SOURCEPAGE:MCMoF	
Magic Item Use	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:No matter what their form, greater doppelgangers can use magic items.	KEY:Doppelganger (Greater) ~ Magic Item Use																											SOURCEPAGE:MCMoF	
Skills	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A greater doppelganger receives a +4 racial bonus on Bluff and Disguise checks. When using alter self, a greater doppelganger receives a +10 bonus on Disguise checks. If it can read an opponent's mind, it gets a further +4 competence bonus on Bluff and Disguise checks. A greater doppelganger using alter self to assume an identity that it has consumed using its consume identity ability does not have to make Disguise checks; its control of the consumed personality is complete.	KEY:Doppelganger (Greater) ~ Skills									BONUS:SKILL|Bluff,Disguise|4|TYPE=Racial																		SOURCEPAGE:MCMoF	
Languages	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Automatic Languages: Common. Bonus Languages: Auran, Dwarven, Elven, Gnome, Halfling, Giant, Terran.	KEY:Doppelganger ~ Languages																		TEMPLATE:Doppelganger ~ Common ~ Languages									SOURCEPAGE:MM1	
Favored Class	CATEGORY:Special Ability	TYPE:DoppelgangerGreaterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Favored Class: Rogue.	KEY:Doppelganger ~ Favored Class																		TEMPLATE:Doppelganger ~ Common ~ Favored Class									SOURCEPAGE:MM1	
																																	
Race Traits ~ Dragon (Brown)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Chromatic Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-3)/3					ABILITY:Special Ability|AUTOMATIC|Immunity to Acid|Dragon (Brown Dragon) ~ Tremorsense|PREVARGTEQ:DragonAgeCategory,1			ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Spells|Dragon (Brown Dragon) ~ Create Water|PREVARGTEQ:DragonAgeCategory,4	ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Frightful Presence|PREVARGTEQ:DragonAgeCategory,5	ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Sandstorm|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Summon Huge Air Elemental|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Summon Greater Air Elemental|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Brown Dragon) ~ Disintegrate|PREVARGTEQ:DragonAgeCategory,12								
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm								
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,12								
#LevelAdj																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:VAR|DragonLevelAdjustment|2|PREVAREQ:DragonAgeCategory,1	BONUS:VAR|DragonLevelAdjustment|3|PREVAREQ:DragonAgeCategory,2	BONUS:VAR|DragonLevelAdjustment|4|PREVAREQ:DragonAgeCategory,3	BONUS:VAR|DragonLevelAdjustment|5|PREVAREQ:DragonAgeCategory,4																
#size																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:VAR|DragonSizeGroup|5|TYPE=Base																			
#stats																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,2	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,12								
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:STAT|CON|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,2		BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5		BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11									
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11									
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11									
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD														BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11									
#SR																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD				SR:DragonSpellResistance														BONUS:VAR|DragonSpellResistance|20|PREVARGTEQ:DragonAgeCategory,5	BONUS:VAR|DragonSpellResistance|3|PREVARGTEQ:DragonAgeCategory,6	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:VAR|DragonSpellResistance|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,10	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,11	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,12								
#AC / DR																																	
CATEGORY=Internal|Race Traits ~ Dragon (Brown).MOD				DR:0/Magic										BONUS:VAR|DragonNaturalArmorBonus|3				BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,5		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,7		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,9		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,11									
Breath Weapon	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:The brown dragon's breath weapon is a line of acid. It does not use this attack against mounted foes, since it knows that horses are good eating. Damage %1d%2, DC %3, Length %4|BreathWeaponDice|BreathWeaponDieSize|BreathWeaponDC|BreathWeaponLine	KEY:Dragon (Brown Dragon) ~ Breath Weapon									BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDieSize|10|TYPE=Base								ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MCMoF	
Spells	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.DragonSpellcasterSorcerer	VISIBLE:YES	DESC:A Brown Dragon cast spells as Sorcerer.	KEY:Dragon (Brown Dragon) ~ Spells								ADD:SPELLCASTER|Sorcerer	BONUS:VAR|DragonSpellcasterLVL|((DragonAgeCategory-3)*2)	BONUS:PCLEVEL|Sorcerer|DragonSpellcasterLVL-1								ABILITY:Internal|AUTOMATIC|Sorcerer Class									SOURCEPAGE:MCMoF	
Frightful Presence	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Dragon (Brown Dragon) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|30*DragonAgeCategory							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:MCMoF	
Tremorsense	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Brown dragons can automatically sense the location of anything within 500 feet that is in contact with the ground.	KEY:Dragon (Brown Dragon) ~ Tremorsense									BONUS:VAR|TremorsenseRange|500|TYPE=Base																		SOURCEPAGE:MCMoF	
Create Water	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Dragon (Brown Dragon) ~ Create Water																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(DragonAgeCategory,DragonSpellcasterLVL)|Create Water									SOURCEPAGE:MCMoF	
Sandstorm	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, an adult brown dragon can create a vortex of violently churning sand at a distance up to 80 yards away. All creatures within a 60-foot radius of the center of the sandstorm take 1d6 points of damage each round they remain within the sandstorm. Characters in the swirling sands are blinded and must make a Balance check (DC 15) during each round they move more than 5 feet or fall prone.	KEY:Dragon (Brown Dragon) ~ Sandstorm																											SOURCEPAGE:MCMoF	
Summon Huge Air Elemental	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, an old brown dragon can cast summon nature's ally VII to summon one Huge air elemental, 1d3 Large air elementals, or 1d4+1 air elementals of smaller size.	KEY:Dragon (Brown Dragon) ~ Summon Huge Air Elemental																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(DragonAgeCategory,DragonSpellcasterLVL)|Air ~ Summon Nature's Ally VII									SOURCEPAGE:MCMoF	
Summon Greater Air Elemental	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, an ancient brown dragon can cast summon nature's ally VIII to summon one greater air elemental, 1d3 Huge air elementals, or 1d4+1 air elementals of smaller size.	KEY:Dragon (Brown Dragon) ~ Summon Greater Air Elemental																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(DragonAgeCategory,DragonSpellcasterLVL)|Air ~ Summon Nature's Ally VIII									SOURCEPAGE:MCMoF	
Disintegrate	CATEGORY:Special Ability	TYPE:TrueDragonBrownDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Dragon (Brown Dragon) ~ Disintegrate																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(DragonAgeCategory,DragonSpellcasterLVL)|Disintegrate									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Dragon (Deep)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Generic Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-3)/3					ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ True Seeing|Dragon (Deep Dragon) ~ Detect Magic|Immunity to Charm|Resistance to Cold|Resistance to Fire|PREVARGTEQ:DragonAgeCategory,1	ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Snake Form|PREVARGTEQ:DragonAgeCategory,2	ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Humanoid Form|PREVARGTEQ:DragonAgeCategory,3		ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Frightful Presence|PREVARGTEQ:DragonAgeCategory,5	ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Freedom of Movement|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Transmute Rock to Mud|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Passwall|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Deep Dragon) ~ Stone Shape|PREVARGTEQ:DragonAgeCategory,12								
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm								
CATEGORY=Internal|Race Traits ~ Dragon (Deep).MOD														BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,12								
#LevelAdj																																	
