SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-02
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Deepspawn			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:14	MOVE:Walk,20,Swim,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*3,2d6|Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4				FACE:15	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Deepspawn		SR:27	BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-6	MONCSKILL:Craft (Trapmaking)|Diplomacy|Hide|Knowledge (Dungeoneering)|Listen|Sense Motive|Spot|Survival	CR:8		HITDICEADVANCEMENT:16,32,42		LEGS:3	HANDS:3	SOURCEPAGE:MCMoF	KIT:1|Deepspawn Stats	
Demon (Ghour)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:12	MOVE:Walk,40	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Horn,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8|Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Ghour)	DR:15/Good	SR:25	BONUS:STAT|STR|18	BONUS:STAT|DEX|-2	BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|2		MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Disguise|Hide|Intimidate|Jump|Listen|Move Silently|Spot|Survival	CR:12	KIT:1|CE	HITDICEADVANCEMENT:15,31,36		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Demon (Ghour) Stats	
Demon (Yochlol)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:6	MOVE:Walk,30	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*8,1d4,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Yochlol)	DR:10/Good	SR:15	BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Intimidate|Knowledge (The Planes)|Knowledge (Religion)|Listen|Sense Motive|Spellcraft|Spot	CR:5	KIT:1|CE	HITDICEADVANCEMENT:12	LEVELADJUSTMENT:5	LEGS:0	HANDS:8	SOURCEPAGE:MCMoF	KIT:1|Demon (Yochlol) Stats	
Doppelganger (Greater)			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Shapechanger	MONSTERCLASS:Monstrous Humanoid:9	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Doppelganger (Greater)			BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Listen|Search|Sense Motive|Spot	CR:12				LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Doppelganger (Greater) Stats	
Dragon (Brown)			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Earth	MONSTERCLASS:Dragon:6	MOVE:Walk,60,Burrow,60								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Brown)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Climb|Hide|Survival					LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Dragon (Brown) Stats	SORTKEY:Dragon_Faerun_Brown
Dragon (Deep)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Earth	MONSTERCLASS:Dragon:6	MOVE:Walk,40,Fly,100,Burrow,20,Swim,30								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Deep)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Hide|Move Silently|Swim		KIT:1|CE			LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Dragon (Deep) Stats	SORTKEY:Dragon_Faerun_Deep
# Dragon (Fang)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Air	MONSTERCLASS:Dragon:3	MOVE:Walk,60,Fly,90								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Fang)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Bluff|Jump|Survival		KIT:1|CN			LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Dragon (Fang) Stats	SORTKEY:Dragon_Faerun_Fang
# Dragon (Shadow)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Shadow	MONSTERCLASS:Dragon:4	MOVE:Walk,80,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Shadow)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Bluff|Jump|Survival		KIT:1|CE			LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Dragon (Shadow) Stats	SORTKEY:Shadow
Dragon (Song)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Air	MONSTERCLASS:Dragon:5	MOVE:Walk,40,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Song)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Bluff|Disguise|Jump					LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Dragon (Song) Stats	SORTKEY:Dragon_Faerun_Song
Dragonkin		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:monstrous Humanoid	RACESUBTYPE:Reptilian	MONSTERCLASS:Monstrous Humanoid:7	MOVE:Walk,20,Fly,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragonkin			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|2		BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Intimidate|Listen|Spot	CR:3				LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Dragonkin Stats	
Dread Warrior			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Augmented Humanoid	MONSTERCLASS:Undead:4	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dread Warrior			BONUS:STAT|STR|6			BONUS:STAT|INT|-6		BONUS:STAT|CHA|-4	MONCSKILL:Climb|Jump|Spot	CR:3	KIT:1|NE			LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Dread Warrior Stats	
Firenewt		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Fire|Reptilian	MONSTERCLASS:Monstrous Humanoid:2	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Firenewt				BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-2	MONCSKILL:Intimidate|Ride	CR:1			LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Firenewt Stats	
Ghaunadan			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Shapechanger	MONSTERCLASS:Aberration:5	MOVE:Walk,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Pseudopods,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ghaunadan			BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Disguise|Hide|Intimidate	CR:5	KIT:1|CE	DR:5/Piercing or Slashing		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Ghaunadan Stats	
Giant (Fog)			STARTFEATS:1	SIZE:H	TYPE:Giant	RACETYPE:Giant	RACESUBTYPE:Air	MONSTERCLASS:Giant:14	MOVE:Walk,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Giant (Fog)			BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|2	BONUS:STAT|WIS|4		MONCSKILL:Climb|Hide|Jump|Listen|Spot	CR:8				LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Giant (Fog) Stats	
Giant (Phaerlin)		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:H	TYPE:Giant	RACETYPE:Giant	RACESUBTYPE:Earth	MONSTERCLASS:Giant:8	MOVE:Walk,20	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Giant (Phaerlin)			BONUS:STAT|STR|10	BONUS:STAT|DEX|-2	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:8		SR:14	LEVELADJUSTMENT:5		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Giant (Phaerlin) Stats
Giant Strider			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Fire	MONSTERCLASS:Magical Beast:2	MOVE:Walk,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8	NATURALATTACKS:Kick,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8			FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Giant Strider			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-10	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Listen	CR:1	KIT:1|TN	HITDICEADVANCEMENT:6	LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Giant Strider Stats	
Gibberling			STARTFEATS:1	SIZE:S	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:1	MOVE:Walk,30	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gibberling						BONUS:STAT|INT|-6	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|-8	MONCSKILL:Spot	CR:1/3	KIT:1|CN		LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Gibberling Stats	
Goblin (Dekanter)			STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Goblinoid		MOVE:Walk,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Melee.Finesseable.Piercing,*1,1d6	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4			FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Goblin (Dekanter)			BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Intimidate|Jump|Listen|Spot	CR:1			LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Goblin (Dekanter) Stats	
Golem (Gemstone/Ruby)	OUTPUTNAME:Golem, Gemstone (Ruby)		STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:10	MOVE:Walk,30,Burrow,10	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Gemstone/Ruby)	DR:10/Adamantine		BONUS:STAT|STR|12	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-10	MONCSKILL:Climb|Jump	CR:11	KIT:1|TN	HITDICEADVANCEMENT:20,30		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Golem (Gemstone/Ruby) Stats	SORTKEY:Golem_Ruby
Golem (Gemstone/Emerald)	OUTPUTNAME:Golem, Gemstone (Emerald)		STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:12	MOVE:Walk,30	BONUS:COMBAT|AC|17|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Gemstone/Emerald)	DR:10/Adamantine		BONUS:STAT|STR|16	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-10	MONCSKILL:Climb|Jump	CR:12	KIT:1|TN	HITDICEADVANCEMENT:24,36		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Golem (Gemstone/Emerald) Stats	SORTKEY:Golem_Emerald
Golem (Gemstone/Diamond)	OUTPUTNAME:Golem, Gemstone (Diamond)		STARTFEATS:1	SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:14	MOVE:Walk,30	BONUS:COMBAT|AC|19|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Gemstone/Diamond)	DR:15/Adamantine		BONUS:STAT|STR|20	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-10	MONCSKILL:Climb|Jump	CR:12	KIT:1|TN	HITDICEADVANCEMENT:28,42		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Golem (Gemstone/Diamond) Stats	SORTKEY:Golem_Diamond
Golem (Thayan)				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):7	MOVE:Walk,30	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Thayan)	DR:10/Adamantine		BONUS:STAT|STR|6	BONUS:STAT|DEX|6				BONUS:STAT|CHA|-10		CR:8	KIT:1|TN	HITDICEADVANCEMENT:11		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Golem (Thayan) Stats	
Green Warder			STARTFEATS:1	SIZE:M	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:4	MOVE:Walk,20	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Green Warder			BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|6		MONCSKILL:Hide|Move Silently|Survival	CR:4		HITDICEADVANCEMENT:6	LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Green Warder Stats	
Groundling			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,20,Burrow,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Groundling			BONUS:STAT|STR|2	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Escape Artist|Listen|Survival	CR:2	KIT:1|LE	HITDICEADVANCEMENT:3	LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Groundling Stats	
Gulguthydra			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:15	MOVE:Walk,30,Swim,30	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*6,2d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gulguthydra			BONUS:STAT|STR|10		BONUS:STAT|CON|14	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:12		HITDICEADVANCEMENT:30,45		LEGS:4	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Gulguthydra Stats	
Half-Fiend (Draegloth)		FAVCLASS:Cleric	STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Evil|Native	MONSTERCLASS:Outsider:6	MOVE:Walk,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Half-Fiend (Draegloth)			BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|2			MONCSKILL:Concentration|Hide|Jump|Knowledge (Religion)|Listen|Move silently|Search|Spellcraft|Spot	CR:5	KIT:1|LE		LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:McMoF	KIT:1|Half-Fiend (Draegloth) Stats	
Helmed Horror				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:13	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Helmed Horror			BONUS:STAT|STR|6	BONUS:STAT|DEX|2			BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Diplomacy|Listen|Search|Sense Motive|Spot|Survival	CR:10	KIT:1|TN	HITDICEADVANCEMENT:20		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Helmed Horror Stats	
Hybsil			STARTFEATS:1	SIZE:S	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:1	MOVE:Walk,50	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hybsil			BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|2			MONCSKILL:Bluff|TYPE.Craft|Disable Device|Hide|Jump|Listen|Search|Spot|Survival|Use Rope	CR:1			LEVELADJUSTMENT:3	LEGS:4	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Hybsil Stats	
Ibrandlin			STARTFEATS:1	SIZE:G	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Fire	MONSTERCLASS:Dragon:10	MOVE:Walk,20,Climb,20		NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d8				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ibrandlin		SR:20	BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-2	MONCSKILL:Climb|Jump|Listen|Search|Spot	CR:5	KIT:1|LN	HITDICEADVANCEMENT:20	LEVELADJUSTMENT:8	LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Ibrandlin Stats	
Ice Serpent			STARTFEATS:1	SIZE:L	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air|Cold	MONSTERCLASS:Elemental:6	MOVE:Walk,80						FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ice Serpent	DR:5/Magic		BONUS:STAT|STR|10	BONUS:STAT|DEX|14	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2		MONCSKILL:Move Silently|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:9,18	LEVELADJUSTMENT:4	LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Ice Serpent Stats	
Leucrotta			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:6	MOVE:Walk,50,Climb,20	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Leucrotta			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|8	BONUS:STAT|INT|2		BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Jump|Move Silently|Search|Spot|Survival	CR:4	KIT:1|CE	HITDICEADVANCEMENT:16,18	LEVELADJUSTMENT:4	LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Leucrotta Stats	
Malaugrym		FAVCLASS:Wizard	STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Shapechanger	MONSTERCLASS:Outsider:5	MOVE:Fly,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Malaugrym	DR:5/Silver	SR:15	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|TYPE.Knowledge|Listen|Search|Sense Motive|Spot	CR:4	KIT:1|CE		LEVELADJUSTMENT:6	LEGS:0	HANDS:3	SOURCEPAGE:MCMoF	KIT:1|Malaugrym Stats	
Meazel		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:4	MOVE:Walk,30		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8,SPROP=Disease				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Meazel				BONUS:STAT|DEX|4		BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Move Silently|Sleight of Hand|Swim	CR:4			LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Meazel Stats	
Myrlochar			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Outsider:6	MOVE:Walk,20,Climb,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8|Leg,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Myrlochar		SR:13	BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2		MONCSKILL:Balance|Climb|Hide|Jump|Knowledge (Religion)|Listen|Spot|Survival|Tumble	CR:4	KIT:1|CE	HITDICEADVANCEMENT:12	LEVELADJUSTMENT:5	LEGS:8	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Myrlochar Stats	
