SOURCELONG:Underdark	SOURCESHORT:Und	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Telepathic Awareness	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Within a radius of 350 feet, the elder brain detects all creatures whose minds are not shielded with an effect such as mind blank, even through solid rock. Within this same range, it can communicate with any creature that has a language.	KEY:Elder Brain ~ Telepathic Awareness									BONUS:VAR|TelepathyRange|350|TYPE=Base																		SOURCEPAGE:Und	
																																	
Detect Faerzress	CATEGORY:Special Ability	TYPE:FaerzessInfusedRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A faerzress-infused creature is intimately familiar with faerzress-ridden sections of the Underdark. It can immediately tell if it is in an area affected by faerzress.	KEY:Faerzress-Infused ~ Detect Faerzress																											SOURCEPAGE:Und	
Infused Power	CATEGORY:Special Ability	TYPE:FaerzessInfusedRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:In a region of faerzress or within the boundaries of an earth node, the faerzress-infused creature gains a +2 deflection bonus to Armor Class and a +2 luck bonus on attack and damage rolls. If the creature leaves the area of faerzress, it loses these bonuses but regains them when it returns.	KEY:Faerzress-Infused ~ Infused Power																											SOURCEPAGE:Und	
																																	
Race Traits ~ Giant Cockroach	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GiantCockroachRaceTrait|Scent																														
Stench	CATEGORY:Special Ability	TYPE:GiantCockroachRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A giant cockroach secretes oily chemicals that nearly every form of animal life finds offensive. Every creature (except cockroaches) within 30 feet of the giant cockroach must make a DC %1 Fortitude save or be nauseated for 1d4 rounds. Whether or not the save is successful, the creature cannot be affected again by any giant cockroach's stench for 1 hour. The save DC is Constitution-based.|ScentDC	KEY:Giant Cockroach ~ Stench				DEFINE:StenchDC|0					BONUS:VAR|StenchDC|DefaultDCCon	BONUS:VAR|StenchDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Stench)								ABILITY:Ability Focus|AUTOMATIC|Stench									SOURCEPAGE:Und	
Tremorsense	CATEGORY:Special Ability	TYPE:GiantCockroachRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A giant cockroach can automatically sense the location of any creature or object within 60 feet that is in contact with the ground.	KEY:Giant Cockroach ~ Tremorsense									BONUS:VAR|TremorsenseRange|60|TYPE=Base																		SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:GiantCockroachRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A giant cockroach receives a +12 racial bonus on Climb checks. (This value includes the racial bonus for a natural climb speed.) It can always choose to take 10 on Climb checks even if rushed or threatened. A giant cockroach also receives a +10 racial bonus on Hide checks and a +6 racial bonus on Move Silently checks.	KEY:Giant Cockroach ~ Skills									BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Hide|10|TYPE=Racial	BONUS:SKILL|Move Silently|6|TYPE=Racial																SOURCEPAGE:Und	
																																	
Race Traits ~ Giant Maggot	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GiantMaggotRaceTrait																				ABILITY:FEAT|AUTOMATIC|Weapon Finesse										
-	CATEGORY:Special Ability	TYPE:GiantMaggotRaceTrait	VISIBLE:DISPLAY		KEY:Giant Maggot ~ -																											SOURCEPAGE:Und	
																																	
Race Traits ~ Gloura	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GlouraRaceTrait	AUTO:LANG|Common|Sylvan|Undercommon										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base								ABILITY:FEAT|AUTOMATIC|Weapon Finesse										
Spells	CATEGORY:Special Ability	TYPE:GlouraRaceTrait.SpecialAttack	VISIBLE:YES	DESC:A gloura casts arcane spells as a 7thlevel bard.	KEY:Gloura ~ Spells																											SOURCEPAGE:Und	
Unheartly Grace	CATEGORY:Special Ability	TYPE:GlouraRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A gloura gains a bonus to Armor Class and all saving throws that is equal to its Charisma modifier.	KEY:Gloura ~ Unholy Grace									BONUS:COMBAT|AC|CHA|TYPE=Deflection	BONUS:SAVE|ALL|CHA																	SOURCEPAGE:Und	
																																	
Extract	CATEGORY:Special Ability	TYPE:HalfIllithidRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A half-illithid that begins its turn with all four tentacles attached and wins a grapple check automatically extracts the opponent's brain, instantly killing that creature. This power is useless against constructs, elementals, oozes, plants, and undead. Extraction is not instantly fatal to foes with multiple heads, such as ettins and hydras.	KEY:Half-Illithid ~ Extract																											SOURCEPAGE:Und	
Improved Grab	CATEGORY:Special Ability	TYPE:HalfIllithidRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, a half-illithid must hit a Small, Medium, or Large creature with its tentacle attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and attaches the tentacle to the opponent's head. A half-illithid can grab a Huge or larger creature, but only if it can somehow reach the foe's head. If a half-illithid begins its turn with at least one tentacle attached, it can try to attach its remaining tentacles with a single grapple check. The opponent can escape with a single successful grapple check or an Escape Artist check, but the halfillithid gets a +2 circumstance bonus for every tentacle that was attached at the beginning of the opponent's turn.	KEY:Half-Illithid ~ Improved Grab																											SOURCEPAGE:Und	
Mind Blast	CATEGORY:Special Ability	TYPE:HalfIllithidRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a half-illithid can produce a mind blast in a cone 40 feet long. Anyone caught in this area must succeed on a Will save (DC 10 + 1/2 halfillithid's racial Hit Dice + Cha modifier, DC %1) or be stunned for 1d4 rounds. This ability is the equivalent of a 4th-level spell.|MindBlastDC	KEY:Hlaf-Illithid ~ Mind Blast				DEFINE:MindBlastDC|0					BONUS:VAR|MindBlastDC|DefaultDCCha	BONUS:VAR|MindBlastDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Mind Blast)								ABILITY:Ability Focus|AUTOMATIC|Mind Blast									SOURCEPAGE:Und	
Psionics	CATEGORY:Special Ability	TYPE:HalfIllithidRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Half-Illithid ~ Psionics																		SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Detect Thoughts|PRELEVEL:MIN=1	SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Suggestion|PRELEVEL:MIN=3	SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Levitate|PRELEVEL:MIN=5	SPELLS:Innate|TIMES=1|CASTERLEVEL=8|Charm Monster|PRELEVEL:MIN=7						SOURCEPAGE:Und	
																																	
Race Traits ~ Ineffable Horror	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=IneffableHorrorRaceTrait	AUTO:LANG|Undercommon										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|Maneuverability|4|TYPE=Base																		
Attaching Intestines	CATEGORY:Special Ability	TYPE:IneffableHorrorRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Upon a successful grapple check, an ineffable horror's writhing intestines latch onto the grappled opponent's body. Attached intestines can be removed only by escaping the grapple.	KEY:Ineffable Horror ~ Attaching Intestine																											SOURCEPAGE:Und	
Blood Drain	CATEGORY:Special Ability	TYPE:IneffableHorrorRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An ineffable horror's attached intestines drain blood, dealing 1d4+1 points of Constitution damage each round that the monster remains attached to its prey. Creatures immune to critical hits are immune to the monster's blood drain ability. The ineffable horror usually does not cease its blood drain until its victim dies.	KEY:Ineffable Horror ~ Blood Drain																											SOURCEPAGE:Und	
Improved Grab	CATEGORY:Special Ability	TYPE:IneffableHorrorRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If an ineffable horror hits an opponent its own size or smaller with a slam attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +11). If it gets a hold, its intestines latch onto its foe (see Attaching Intestines above).	KEY:Ineffable Horror ~ Improved Grab																											SOURCEPAGE:Und	
																																	
Race Traits ~ Kuo-Toa Leviathan	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=KuoToaLeviathanRaceTrait	AUTO:LANG|Kuo-Toa|Aquan										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity										
Improved Grab	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a kuo-toa leviathan hits an opponent of its own size category or smaller with its bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +31). If it gets a hold, it can attempt to swallow the foe in the next round.	KEY:Kuo.Toa Leviathan ~ Improved Grab																											SOURCEPAGE:Und	
Stun	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Five times per day, a kuo-toa leviathan can attempt to stun its opponent on an attack with one of its natural weapons. If the opponent fails a DC %1 Fortitude save, it is stunned for 1 round in addition to taking normal damage from the attack. The save DC is Wisdom-based.|StunDC	KEY:Kuo.Toa Leviathan ~ Stun				DEFINE:StunDC|0					BONUS:VAR|StunDC|DefaultDCWis	BONUS:VAR|StunDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Stun)								ABILITY:Ability Focus|AUTOMATIC|Stun									SOURCEPAGE:Und	
Swallow Whole	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A kuo-toa leviathan can try to swallow a Large or smaller opponent it has grabbed by making a successful grapple check. Once inside, the opponent takes 2d8+12 points of crushing damage plus 2d6 points of acid damage per round from the kuo-toa leviathan's digestive juices. A swallowed creature can cut its way out by using a light slashing or piercing weapon to deal at least 25 points of damage to the kuo-toa leviathan's digestive tract (AC 20). Once the creature exits, muscular action closes the hole, so another swallowed opponent must cut its own way out. A kuo-toa leviathan's interior can hold 2 Large, 4 Medium, 8 Small, 32 Tiny, 128 Diminutive, or 512 Fine or smaller opponents.	KEY:Kuo.Toa Leviathan ~ Swallow Whole																											SOURCEPAGE:Und	
Amphibious	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although kuotoa leviathans breathe by means of gills, they can survive indefinitely on land.	KEY:Kuo.Toa Leviathan ~ Amphibious																											SOURCEPAGE:Und	
Immunities	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A kuo-toa leviathan is immune to poison and paralysis. The various hold spells also have no effect on it, and its keen sight automatically detects figments for what they are.	KEY:Kuo.Toa Leviathan ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Poison|Immunity to Paralysis									SOURCEPAGE:Und	
Evasion	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraodinary.Evasion	VISIBLE:YES	DESC:When subjected to an attack that normally allows a Reflex saving throw for half damage, a kuotoa leviathan takes no damage if it makes a successful saving throw and half damage even if the saving throw fails.	KEY:Kuo-Toa Leviathan ~ Evasion									BONUS:VAR|EvasionTracker|1|TYPE=Base																		SOURCEPAGE:Und	
Keen Sight	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A kuo-toa leviathan has excellent vision thanks to its two independently focusing eyes. Its eyesight is so keen that it can spot a moving object or creature even if it is invisible or ethereal. Only by remaining perfectly still can such objects or creatures avoid the leviathan's notice.	KEY:Kuo-Toa Leviathan ~ Keen Sight																											SOURCEPAGE:Und	
Light Blindness	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Abrupt exposure to bright light (such as sunlight or a daylight spell) blinds a kuo-toa leviathan for 1 round. In addition, the creature is dazzled while operating in bright light.	KEY:Kuo-Toa Leviathan ~ Light Blindness																											SOURCEPAGE:Und	
Sea Monster Blessing	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A kuo-toa leviathan has a sixth sense that allows it to avoid blows. The creature gains a bonus to its Armor Class equal to its Wisdom bonus. This bonus applies even against touch attacks or when the leviathan is flatfooted. It loses this bonus only when it is immobilized or helpless	KEY:Kuo-Toa Leviathan ~ Sea Monster Blessing									BONUS:COMBAT|AC|WIS																		SOURCEPAGE:Und	
Slippery	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A kuo-toa leviathan secretes an oily film that makes it difficult to grapple or snare. Webs, magic or otherwise, don't affect the kuo-toa leviathan, and it can usually wriggle free from most other forms of confinement.	KEY:Kuo-Toa Leviathan ~ Slippery																											SOURCEPAGE:Und	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:A kuo-toa leviathan retains its Dexterity bonus to AC, even when caught flat-footed or struck by an invisible attacker	KEY:Kuo-Toa Leviathan ~ Uncanny Dodge																											SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:KuoToaLeviathanRaceTrait.SpecialQuality	VISIBLE:YES	DESC:kuo-toa leviathan receives a +8 racial bonus on Escape Artist checks and a +4 racial bonus on Spot and Search checks. It has a +8 racial bonus on any Swim check made to perform some special action or avoid a hazard. A kuo-toa leviathan can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided that it swims in a straight line.	KEY:Kuo-Toa Leviathan ~ Skills									BONUS:SKILL|Escape Artist|8|TYPE=Racial	BONUS:SKILL|Spot,Search|4|TYPE=Racial	BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial																SOURCEPAGE:Und	
																																	
Race Traits ~ Lith	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=LithRaceTrait	AUTO:LANG|Common|Terran										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																		
Psionic	CATEGORY:Special Ability	TYPE:LithRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Lith ~ Psionic																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=6|Meld into Stone	SPELLS:Innate|TIMES=3|CASTERLEVEL=6|Passwall|Wall of Stone	SPELLS:Innate|TIMES=1|CASTERLEVEL=6|Flesh to Stone,16+CHA|Stone Sphere,15+CHA							SOURCEPAGE:Und	
Freeze	CATEGORY:Special Ability	TYPE:LithRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lith can hold itself so still that it appears to be a statue. An observer must succeed on a DC 20 Spot check to notice that the lith is really alive.	KEY:Lith ~ Freeze																											SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:LithRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*A lith receives a +8 racial bonus on Hide checks when concealed against a background of worked stone.	KEY:Lith ~ Skills									BONUS:SITUATION|Hide=Background of stone|8|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Race Traits ~ Lurker	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=LurkerRaceTrait											BONUS:VAR|Maneuverability|3|TYPE=Base																			
Constrict	CATEGORY:Special Ability	TYPE:LurkerRaceTrait.SpecialAttack.Extraordinary.Constrict	VISIBLE:YES	DESC:A lurker deals 1d6+6 points of damage with a successful grapple check.	KEY:Luker ~ Constrict									BONUS:VAR|ConstrictDice|1	BONUS:VAR|ConstrictDieSize|6|TYPE=Base																	SOURCEPAGE:Und	
Improved Grab	CATEGORY:Special Ability	TYPE:LurkerRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a lurker hits a Medium or smaller opponent with its slam attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +12). If it gets a hold, it wraps itself around the victim and constricts. Any attacks that hit a lurker while it is wrapped around a foe deal half their damage to the monster and half to the trapped victim.	KEY:Luker ~ Improved Grab																											SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:LurkerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*A lurker receives a +12 racial bonus on Hide checks in natural rocky areas.	KEY:Luker ~ Skills									BONUS:SITUATION|Hide=Rocky areas|12|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Race Traits ~ Maur	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=MaurRaceTrait	AUTO:LANG|Common|Giant|Undercommon	BONUS:VAR|AdvancementByClass|1									BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																		
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:MaurRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Maur ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=2|CASTERLEVEL=15|Meld into Stone|Move Earth|Spider Climb									SOURCEPAGE:Und	
Tunnel Scream	CATEGORY:Special Ability	TYPE:MaurRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a maur can scream within any enclosure of stone or natural earth (such as in an earthen tunnel or a stone building). Its scream fills a 60-foot cone with sonic energy. Any creature within this area is stunned for 1 round, deafened for 4d6 rounds, and takes 10d6 points of damage. A DC %1Fortitude save negates the stunning and deafness effects and reduces the damage by half. The save DC is Constitution-based.|TunnelScreamDC	KEY:Maur ~ Tunnel Scream				DEFINE:TunnelScreamDC|0					BONUS:VAR|TunnelScreamDC|DefaultDCCon	BONUS:VAR|TunnelScreamDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Tunnel Scream)								ABILITY:Ability Focus|AUTOMATIC|Tunnel Scream									SOURCEPAGE:Und	
Oversized Weapon	CATEGORY:Special Ability	TYPE:MaurRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A maur can wield a two-handed weapon as though it were one-handed and a one-handed weapon as though it were light.	KEY:Maur ~ Oversized Weapon									BONUS:WEAPONPROF=TYPE.Weapon|PCSIZE|1																		SOURCEPAGE:Und	
Unfurled Might	CATEGORY:Special Ability	TYPE:MaurRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When in a space at least 20 feet high that offers sufficient room for a creature with a 15-foot space, a maur can unfurl from its stooped, hunched position as a standard action. Unfurling is an agonizing, joint-popping experience for the maur, though it relishes the change. While completely unfurled, the maur gains a +6 bonus to Strength, a +6 bonus to Constitution, and a +4 morale bonus to AC and saving throws. Its statistics change from the above as follows: Huge giant; 12d8+96; hp 150; AC 26 (touch 12, flat-footed 26), Grp +27, Atk +17 melee (2d8+15/×3, Huge warhammer); Full Atk +17/+12 (2d8+15/×3, Huge warhammer); Space/Reach 15 ft./15 ft.; SV Fort +20, Ref +8, Will +11; Str 31, Con 26; Climb +20, Hide +2. The save DC for its tunnel scream attack becomes 24. A maur can spend 10 rounds unfurled each day before it is forced back into its prior hunched conformation.	KEY:Maur ~ Unfurled Might				DEFINE:UnfurledMight|0					TEMPDESC:When in a space at least 20 feet high that offers sufficient room for a creature with a 15-foot space, a maur can unfurl from its stooped, hunched position as a standard action.	TEMPBONUS:PC|VAR|UnfurledMight|1	BONUS:STAT|STR|6|PREVARGTEQ:UnfurledMight,1	BONUS:STAT|CON|6|PREVARGTEQ:UnfurledMight,1	BONUS:COMBAT|AC|4|TYPE=Morale|PREVARGTEQ:UnfurledMight,1														SOURCEPAGE:Und	
																																	
Earth Strike	CATEGORY:Special Ability	TYPE:MineralWarriorRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, the mineral warrior can make an exceptionally vicious attack against any foe that stands on stone or earth. The mineral warrior adds its Constitution bonus to its attack roll and deals 1 extra point of damage per racial Hit Die.	KEY:Mineral Warrior ~ Earth Strike																											SOURCEPAGE:Und	
																																	
Race Traits ~ Phaerlock	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=PhaerlockRaceTrait	AUTO:LANG|Draconic|Undercommon	BONUS:VAR|AdvancementByClass|1																												
Share Pain	CATEGORY:Special Ability	TYPE:PhaerlockRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a standard action, a phaerlock can fix its gaze on a single opponent within 30 feet. This gaze paralyzes the target with horrible pain for 1 round and leaves it shaken for 2d4 rounds after the paralysis wears off (Fort DC %1 negates both effects). The save DC is Charisma-based. Constructs, elementals, oozes, plants, and undead are immune to this ability.|SharePainDC	KEY:Pharlock ~ Share Pain				DEFINE:SharePainDC|0					BONUS:VAR|SharePainDC|DefaultDCCha	BONUS:VAR|SharePainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Share Pain)								ABILITY:Ability Focus|AUTOMATIC|Share Pain									SOURCEPAGE:Und	
All-Around Vision	CATEGORY:Special Ability	TYPE:PhaerlockRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A phaerlock is exceptionally alert and circumspect. Its many eyes give it a +2 racial bonus on Search and Spot checks, and it can’t be flanked.	KEY:Phaerlock ~ All-Around vision									BONUS:SKILL|Search,Spot|2|TYPE=Racial									ABILITY:Special Ability|AUTOMATIC|All-Around Vision|Immunity To Flanking									SOURCEPAGE:Und	
Hold Breath	CATEGORY:Special Ability	TYPE:PhaerlockRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As a holdover from its lost aquatic lineage, a phaerlock can hold its breath for a number of rounds equal to four times its Constitution score before it risks drowning (see the Drowning rule in the Dungeon Master’s Guide).	KEY:Phaerlock ~ Hold Breath																											SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:PhaerlockRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thanks to its tail, a phaerlock receives a +4 racial bonus on Balance, Jump, and Swim checks.	KEY:Phaerlock ~ Skills									BONUS:SKILL|Balance,Jump,Swim|4|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Race Traits ~ Portal Drake	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=PortalDrakeRaceTrait	AUTO:LANG|Draconic|Undercommon										BONUS:VAR|Maneuverability|3|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base							ABILITY:FEAT|AUTOMATIC|Portal Sensitive	ABILITY:Special Ability|AUTOMATIC|Immunity to Sleep|Immunity to Paralysis									
Breath Weapon	CATEGORY:Special Ability	TYPE:PortalDrakeRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone of poisonous gas, once every 1d4 rounds (but no more than five times per day); initial damage 1d4 Str, secondary damage unconsciousness, Fortitude DC %4 negates. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Portal Drake ~ Breath Weapon				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|40			BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:Und	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:PortalDrakeRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Portal Drake ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HD|Detect Magic	SPELLS:Innate|TIMES=1|CASTERLEVEL=HD|Blur|Mirror Image								SOURCEPAGE:Und	
Portal Jump	CATEGORY:Special Ability	TYPE:PortalDrakeRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Four times per day, a portal drake can enter any portal and emerge from any other portal through which it has traveled. Caster level equal to Hit Dice.	KEY:Portal Drake ~ Portal Jump																											SOURCEPAGE:Und	
Portal Sight	CATEGORY:Special Ability	TYPE:PortalDrakeRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A portal drake can look through any portal and see out of any other portal through which it has traveled. This effect does not change perceptions or properties of the portal on the other side. A portal drake cannot cast spells through a portal. Caster level equal to Hit Dice.	KEY:Portal Drake ~ Portal Sight																											SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:PortalDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A portal drake receives a +4 racial bonus on Hide and Move Silently checks.	KEY:Portal Drake ~ Skills									BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Race Traits ~ Stone Flyer	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=StoneFlyerRaceTrait	AUTO:LANG|Terran										BONUS:VAR|Maneuverability|3|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Earth Glide	CATEGORY:Special Ability	TYPE:StoneFlyerRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A stone flyer can glide through stone, dirt, or almost any other sort of earth except metal as easily as a fish swims through water. Its burrowing leaves behind no tunnel or hole, and its passage does not create any ripples or other signs of its presence. A move earth spell cast on an area the stone flyer occupies pushes it back 30 feet but has no other effect.	KEY:Stone Flyer ~ Earth Glide																											SOURCEPAGE:Und	
Earth Glide Rider	CATEGORY:Special Ability	TYPE:StoneFlyerRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A stone flyer can extend its earth glide ability to include a rider and gear, up to a medium load.	KEY:Stone Flyer ~ Earth Glide Rider																											SOURCEPAGE:Und	
Tremorsense	CATEGORY:Special Ability	TYPE:StoneFlyerRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A stone flyer can automatically sense the location of any creature or object within 60 feet that is in contact with the ground.	KEY:Stone Flyer ~ Tremorsense									BONUS:VAR|TremorsenseRange|60|TYPE=Base																		SOURCEPAGE:Und	
Training	CATEGORY:Special Ability	TYPE:StoneFlyerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Stone flyers are much sought after as mounts in the Underdark, but they require training to bear riders. For training to begin, a stone flyer must have a friendly attitude toward its trainer (this can be achieved through a successful Diplomacy check). Training a friendly stone flyer requires six weeks of work and a DC 25 Handle Animal check.	KEY:Stone Flyer ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:Und	
