SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08					
20	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4,RangerCast5	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4,RangerKnown5						
#								
1			ABILITY:Class|AUTOMATIC|Ranger					
1			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Favored Enemy|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_FavoredEnemy=true					
1			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Natural Explorer|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_NaturalExplorer=true					
2			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Fighting Style|!PREFACT:1,ABILITIES,AltRanger=true					
2			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Spellcasting|!PREFACT:1,ABILITIES,AltRanger=true					
2			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Spell Slots|!PREFACT:1,ABILITIES,AltRanger=true					
3			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Ranger Archetype|!PREFACT:1,ABILITIES,AltRanger=true					
3			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Primeval Awareness|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_PrimevalAwareness=true					
4			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Ability Score Improvement					
5			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Extra Attack|!PREFACT:1,ABILITIES,AltRanger=true					
8			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Land's Stride|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_LandsStride=true					
10			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Hide in Plain Sight|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_HideInPlainSight=true					
14			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Vanish|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_Vanish=true					
18			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Feral Senses|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_FeralSenses=true					
20			ABILITY:Ranger Class Feature|AUTOMATIC|Ranger ~ Foe Slayer|!PREFACT:1,ABILITIES,AltRanger=true|!PREFACT:1,ABILITIES,Ranger_FoeSlayer=true					
								
								
CLASS:Rogue	HD:8	TYPE:PC.Base	DEFINE:RogueLVL|0	BONUS:VAR|RogueLVL|CL				
CLASS:Rogue	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Rogue],[PRECLASS:1,Rogue=1]							
CLASS:Rogue	SPELLSTAT:INT	MEMORIZE:NO	SPELLLIST:1|Rogue	BONUS:CASTERLEVEL|Rogue|CL	BONUS:VAR|SpellCasterTotalLVL|RogueLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Arcane	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
3	CAST:0,1+RogueCast1	KNOWN:0,RogueKnown1						
4	CAST:0,1+RogueCast1	KNOWN:0,RogueKnown1						
5	CAST:0,1+RogueCast1	KNOWN:0,RogueKnown1						
6	CAST:0,1+RogueCast1	KNOWN:0,RogueKnown1						
7	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
8	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
9	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
10	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
11	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
12	CAST:0,1+RogueCast1,RogueCast2	KNOWN:0,RogueKnown1,RogueKnown2						
13	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
14	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
15	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
16	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
17	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
18	CAST:0,1+RogueCast1,RogueCast2,RogueCast3	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3						
19	CAST:0,1+RogueCast1,RogueCast2,RogueCast3,RogueCast4	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3,RogueKnown4						
20	CAST:0,1+RogueCast1,RogueCast2,RogueCast3,RogueCast4	KNOWN:0,RogueKnown1,RogueKnown2,RogueKnown3,RogueKnown4						
#								
1			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Expertise					
1			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Sneak Attack					
1			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Thieves' Cant					
2			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Cunning Action					
3			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Roguish Archetype					
4			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Ability Score Improvement					
5			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Uncanny Dodge					
7			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Evasion					
11			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Reliable Talent					
14			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Blindsense					
15			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Slippery Mind					
18			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Elusive					
20			ABILITY:Rogue Class Feature|AUTOMATIC|Rogue ~ Stroke of Luck					
								
								
CLASS:Sorcerer	HD:6	TYPE:PC.Base	DEFINE:SorcererLVL|0	BONUS:VAR|SorcererLVL|CL				
CLASS:Sorcerer	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Sorcerer],[PRECLASS:1,Sorcerer=1]							
CLASS:Sorcerer	SPELLSTAT:CHA	MEMORIZE:NO		BONUS:CASTERLEVEL|Sorcerer|CL	BONUS:VAR|SpellCasterTotalLVL|SorcererLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Arcane	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
1	CAST:99,SorcererCast1	KNOWN:99,SorcererKnown1						
2	CAST:99,SorcererCast1	KNOWN:99,SorcererKnown1						
3	CAST:99,SorcererCast1,SorcererCast2	KNOWN:99,SorcererKnown1,SorcererKnown2						
4	CAST:99,SorcererCast1,SorcererCast2	KNOWN:99,SorcererKnown1,SorcererKnown2						
5	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3						
6	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3						
7	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4						
8	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4						
9	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5						
10	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5						
11	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6						
12	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6						
13	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7						
14	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7						
15	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8						
16	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8						
17	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8,SorcererCast9	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8,SorcererKnown9						
18	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8,SorcererCast9	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8,SorcererKnown9						
19	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8,SorcererCast9	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8,SorcererKnown9						
20	CAST:99,SorcererCast1,SorcererCast2,SorcererCast3,SorcererCast4,SorcererCast5,SorcererCast6,SorcererCast7,SorcererCast8,SorcererCast9	KNOWN:99,SorcererKnown1,SorcererKnown2,SorcererKnown3,SorcererKnown4,SorcererKnown5,SorcererKnown6,SorcererKnown7,SorcererKnown8,SorcererKnown9						
#								
1			ABILITY:Class|AUTOMATIC|Sorcerer					
1			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Spell Casting					
1			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Cantrips					
1			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Sorcerous Origin					
2			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Font of Magic					
2			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Sorcery Points					
2			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Flexible Casting					
2			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Creating Spell Slots					
3			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Metamagic					
4			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Ability Score Improvement					
20			ABILITY:Sorcerer Class Feature|AUTOMATIC|Sorcerer ~ Sorcerous Restoration					
								
								
CLASS:Warlock	HD:8	TYPE:PC.Base	DEFINE:WarlockLVL|0	BONUS:VAR|WarlockLVL|CL				
CLASS:Warlock	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Warlock],[PRECLASS:1,Warlock=1]							
CLASS:Warlock	SPELLSTAT:CHA	MEMORIZE:NO		BONUS:CASTERLEVEL|Warlock|CL			FACT:SpellType|Arcane	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
1	CAST:0,1	KNOWN:0,WarlockKnown1						
2	CAST:0,2	KNOWN:0,WarlockKnown1						
3	CAST:0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2						
4	CAST:0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2						
5	CAST:0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3						
6	CAST:0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3						
7	CAST:0,0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4						
8	CAST:0,0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4						
9	CAST:0,0,0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
10	CAST:0,0,0,0,0,2	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
11	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
12	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
13	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
14	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
15	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
16	CAST:0,0,0,0,0,3	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
17	CAST:0,0,0,0,0,4	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
18	CAST:0,0,0,0,0,4	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
19	CAST:0,0,0,0,0,4	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
20	CAST:0,0,0,0,0,4	KNOWN:0,WarlockKnown1,WarlockKnown2,WarlockKnown3,WarlockKnown4,WarlockKnown5						
#								
1			ABILITY:Class|AUTOMATIC|Warlock					
1			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Otherworldly Patron					
1			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Pact Magic					
1			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Cantrips					
1			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Spell Slots					
1			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Spellcasting Focus					
2			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Eldritch Invocations					
3			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Pact Boon					
4			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Ability Score Improvement					
11			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Mystic Arcanum					
20			ABILITY:Warlock Class Feature|AUTOMATIC|Warlock ~ Eldritch Master					
								
								
CLASS:Wizard	HD:6	TYPE:PC.Base	DEFINE:WizardLVL|0	BONUS:VAR|WizardLVL|CL				
CLASS:Wizard	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Wizard],[PRECLASS:1,Wizard=1]							
CLASS:Wizard	SPELLSTAT:INT	MEMORIZE:YES		BONUS:CASTERLEVEL|Wizard|CL	BONUS:VAR|SpellCasterTotalLVL|WizardLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Arcane	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
1	CAST:99,WizardCast1							
2	CAST:99,WizardCast1							
3	CAST:99,WizardCast1,WizardCast2							
4	CAST:99,WizardCast1,WizardCast2							
5	CAST:99,WizardCast1,WizardCast2,WizardCast3							
6	CAST:99,WizardCast1,WizardCast2,WizardCast3							
7	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4							
8	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4							
9	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5							
10	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5							
11	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6							
12	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6							
13	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7							
14	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7							
15	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8							
16	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8							
17	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8,WizardCast9							
18	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8,WizardCast9							
19	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8,WizardCast9							
20	CAST:99,WizardCast1,WizardCast2,WizardCast3,WizardCast4,WizardCast5,WizardCast6,WizardCast7,WizardCast8,WizardCast9							
#								
1			ABILITY:Class|AUTOMATIC|Wizard					
1			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Spellcasting					
1			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Cantrips					
#			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Spellbook					
1			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Preparing and Casting Spells					
#			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Spellcasting Ability					
1			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Ritual Casting					
#			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Spellcasting Focus					
#			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Learning Spells of 1st Level and Higher					
1			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Arcane Recovery					
2			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Arcane Tradition					
4			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Ability Score Improvement					
18			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Spell Mastery					
20			ABILITY:Special Ability|AUTOMATIC|Wizard ~ Signature Spells					
