SOURCELONG:Gozzilioni Savage Species	SOURCESHORT:SS	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-01																														
																																	
###Block: Proficiencies																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Implant	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A slaad brooder gains the ability to implant pellets with any of his natural attacks. If he previously had a similar ability (red slaad's implant ability or blue slaad's disease ability), he can now use that ability with any of his natural attacks.|PREABILITY:1,CATEGORY=Special Ability,Red Slaad ~ Implant,Blue Slaad ~ Slaad Fever	KEY:Slaad Brooder ~ Implant	DESC:A slaad brooder gains the ability to implant pellets with any of his natural attacks. If he previously had a similar ability (red slaad's implant ability or blue slaad's disease ability), he can now use that ability with any of his natural attacks. The affected creature must succeed on a Fortitude save DC 10 + slaad brooder's character level + slaad brooder's Con modifier ( DC %1 ) to avoid implantation. The egg gestates for one week before hatching into a slaad that eats his way out, killing the host. Twenty-four hours before the egg fully matures, the host falls extremely ill (-10 to all ability scores). A Remove Disease spell rids a host of the pellet, as does a successful Heal check (DC 20). If the check fails, the healer can try again, but each attempt (successful or not) deals 1d4 points of damage to the patient. If the brooder is a blue slaad, the pellet hatches into a red slaad. If the brooder is a red slaad, the pellet hatches into a blue slaad. If the host is an arcane spellcaster, the egg pellet instead hatches into a green slaad.|ImplantDC|!PREABILITY:1,CATEGORY=Special Ability,Red Slaad ~ Implant,Blue Slaad ~ Slaad Fever			DEFINE:ImplantDC|0					BONUS:VAR|ImplantDC|10+SlaadBrooderLVL+CON																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Improved Grab	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a slaad brooder hits with one or more claw or rake attacks, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. The ability works only against opponents of the same size or smaller. The slaad brooder has the option to conduct the grapple normally, or simply use its natural weapons to hold the opponent. Each successful grapple check it makes during successive rounds automatically deals bite damage.	KEY:Slaad Brooder ~ Improved Grab																										SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Imbue Pellet	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, a slaad brooder imbues a single egg pellet with an additional feature randomly determined from the options described below (roll d4 and apply the appropriate feature). This feature affects the host as indicated. Where a save is permitted, the DC is equal to 10 + slaad brooder's character level + slaad brooder's Con modifier (%1). Roll separately for each implant attack.|ImbuePelletDC	KEY:Slaad Brooder ~ Imbue Pellet				DEFINE:ImbuePelletDC|0					BONUS:VAR|ImbuePelletDC|10+SlaadBrooderLVL+CON																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Deep Implant	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a slaad brooder can implant his pellet more deeply within the host's body, adding +2 to the DC of the Fortitude save to resist implantation. In addition, repeated Heal checks after the first to remove the pellet deal 1d6 points of damage to the patient instead of the usual 1d4 points, as the healer must cut more deeply into the host's body.	KEY:Slaad Brooder ~ Deep Implant									BONUS:VAR|ImplantDC|2																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Rapid Hatching	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 4th level, a slaad brooder gains the ability to transfer some of his own vitality into the egg pellet, allowing it to mature more quickly. The egg hatches in 24 hours instead of 1 week. Six hours before it hatches, the host comes down with the severe illness, losing 10 points from each ability score.	KEY:Slaad Brooder ~ Rapid Hatching																										SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Chaos Focus	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, a slaad brooder's imbue pellet ability becomes more potent: The DC to halve or negate the damage from the additional feature of the pellet (burn, caustic, chill, or shock) increases by +2.	KEY:Slaad Brooder ~ Chaos Focus									BONUS:VAR|ImbuePelletDC|2																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Multiple Implant	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a slaad brooder can implant more than one pellet within the host's body. Each of his natural attacks that hits can implant an egg pellet.	KEY:Slaad Brooder ~ Multiple Implant																										SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Color Choice	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, a slaad brooder can choose the color of his spawn. He can produce a green slaad even if the host creature is not an arcane spellcaster. He can determine the color of each pellet's spawn if he has implanted more than one in the same host.	KEY:Slaad Brooder ~ Color Choice																										SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Heighten Chaos	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 8th level, the DC to halve or negate the damage from the additional feature of an egg pellet increases by +2. This bonus stacks with the bonus provided by the chaos focus ability	KEY:Slaad Brooder ~ Heighten Chaos									BONUS:VAR|ImbuePelletDC|2																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Corporeal Instability	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:On reaching 9th level, a slaad brooder can effect a terrible transformation on the host creature. Unless she makes a successful Fortitude save DC 10 + slaad brooder's level + Slaad brooder's Con modifier ( %1 ), the host's shape melts into a formless mass. She cannot hold or use any item, nor can she wear clothing or armor. Her speed drops to 10 feet or one-quarter normal, whichever is lower. She can no longer cast spells or use magic items, and she cannot distinguish between friend and foe, attacking blindly (-4 penalty on attack rolls, 50%% miss chance). For each round the host spends in an amorphous state, she takes 1 point of permanent Wisdom drain from mental shock. If the creature's Wisdom score falls to 0, she becomes catatonic and unresponsive. A creature can regain her own shape for 1 minute with a successful Charisma check (DC 15). On a failure, the creature can still repeat the check each round until successful. A Shapechange or Stoneskin spell fixes the affected creature's form for the duration of the spell, although it does not cure the affliction. The corporeal instability can be removed with Restoration, Greater Restoration or Heal spell; a separate Restoration spell is required to restore Wisdom drain.|CorporealInstabilityDC	KEY:Slaad Brooder ~ Corporeal Instability				DEFINE:CorporealInstabilityDC|0					BONUS:VAR|CorporealInstabilityDC|10+SlaadBrooderLVL+CON																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Death Spawn	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a slaad brooder's extraordinary vitality gives his egg pellets the ability to hatch even from a host that has died (the death of a host becomes an increasingly likely event as a brooder becomes more powerful). Neither Remove Disease spells nor Heal checks can destroy the pellets growing in a dead host, but destruction of the body by fire, acid, Disintegrate spells, and the like will do so.	KEY:Slaad Brooder ~ Death Spawn																										SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Dominate Spawn	CATEGORY:Special Ability	TYPE:ClassFeatures.SlaadBrooderClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:On reaching 10th level, the slaad brooder becomes the undisputed master of spawn. If he is present at the hatching of a red, blue, or green slaad, he can take control of the newborn as with a Dominate Monster spell. The effect lasts one day per slaad brooder's character level. The hatchling can resist the effect with a successful Will save DC 10 + slaad brooder's level + slaad brooder's Con modifier ( %1 ). A slaad brooder that has reached this level of power is a threat to the dominance of death slaadi, who are his implacable enemies.|DominateSpawnDC	KEY:Slaad Brooder ~ Dominate Spawn				DEFINE:DominateSpawnDC|0					BONUS:VAR|DominateSpawnDC|10+SlaadBrooderLVL+CON																	SORTKEY:Class_Slaad_Brooder	SOURCEPAGE:SS	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:DISPLAY	DESC:A survivor gains the ability to react to danger before his senses would normally allow him to do so. He retains his Dexterity bonus to Armor Class (if any) regardless of being caught flat-footed or struck by an invisible attacker (he still loses his Dexterity bonus to Armor Class if immobilized).	KEY:Survivor ~ Uncanny Dodge									BONUS:VAR|UncannyDodgeFlankingLevel|SurvivorLVL|TYPE=EachClass.REPLACE																	SORTKEY:Class_Survivor	SOURCEPAGE:SS	
Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary.Evasion	VISIBLE:YES	DESC:At 2nd level, a survivor gains evasion. If exposed to any effect that normally allows a character to attempt a Reflex saving throw for half damage (such as a fireball), he takes no damage with a successful saving throw. Evasion can only be used if the survivor wears light armor or no armor.	KEY:Survivor ~ Evasion									BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite|!PREEQUIP:1,TYPE=Medium,TYPE=Heavy																	SORTKEY:Class_Survivor	SOURCEPAGE:SS	
Improved Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:DISPLAY	DESC:At 3rd level, the survivor can no longer be flanked; he can react to opponents on opposite sides of him as easily as he can react to a single attacker. This defense denies rogues the ability to use flank attacks to sneak attack the survivor. The exception to this defense is that a rogue at least four levels higher than the survivor can flank him (and thus sneak attack him).	KEY:Survivor ~ Improved Uncanny Dodge																											SORTKEY:Class_Survivor	SOURCEPAGE:SS	
Improved Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary.Evasion.Improved Evasion	VISIBLE:YES	DESC:This ability, gained at 4th level, works like evasion, except that while the survivor still takes no damage on a successful Reflex save against spells such as fireball or a breath weapon, he now takes only half damage on a failed save. The survivor's training allows him to get out of harm's way with incredible speed.	KEY:Survivor ~ Improved Evasion																										SORTKEY:Class_Survivor	SOURCEPAGE:SS	
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.SurvivorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a survivor gains the ability to shrug off 5 points of damage from each blow or attack. Subtract 5 from the damage the survivor takes each time he is dealt damage. Damage reduction can reduce damage to 0 but not less than 0. This damage reduction stacks with any other damage reduction of the 'x/-' type (such as the damage reduction that is a class feature of the barbarian).	KEY:Survivor ~ Damage Reduction				DEFINE:SurvivorDR|0					BONUS:VAR|SurvivorDR|5	BONUS:DR|-|SurvivorDR								DR:0/-								SORTKEY:Class_Survivor	SOURCEPAGE:SS	
Divine Insight	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A sybil is able to touch the essence of reality, albeit in a mind-bending way. She gains an 'insight score' equal to her level in this prestige class that has three effects.&nl;1. Add the insight score to Wisdom when determining bonus spells or save DCs when casting divine spells or using divine spell-like abilities.&nl;2. Subtract this score from her Wisdom score when making any other checks or saving throws involving Wisdom alone.&nl;3. Once per day, the sybil can add her insight score to Wisdom when making a check or save. She must choose to use this power before making the roll.	KEY:Sybil ~ Divine Insight									BONUS:VAR|Insight|SybilLVL	BONUS:DC|SCHOOL.Divination|Insight	BONUS:SAVE|Will|-Insight	BONUS:SKILL|TYPE=Wisdom|-Insight						ABILITY:Special Ability|AUTOMATIC|Insight								SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Reclusive Insight	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, a sybil learns to focus inwardly and discern hidden truths. By spending 24 hours in complete solitude, she gains two additional effects of her insight score for the next 24 hours.&nl;1. This score is added to her Intelligence score when making any checks that depend on Intelligence, such as Scry or bardic knowledge.&nl;2. This score is subtracted from Intelligence to determine bonus spells or save DCs when casting arcane spells or using arcane spell-like abilities.	KEY:Sybil ~ Reclusive Insight																										SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Riddle	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Beginning at 3rd level, a sybil gains the gift of prophecy and can see more clearly as she increases in experience. However, the truths she sees are couched in mystery. These revelations are always accurate and carry no cost in experience points or material components, but demand a price be paid-answer the sybil's riddle. A correct answer earns the questioner the benefit of the specified divination spell, with no chance of failure. An incorrect answer, however, carries a penalty, which is more severe the more difficult the riddle becomes.	KEY:Sybil ~ Riddle				DEFINE:RiddleLVL|0					BONUS:VAR|RiddleLVL|SybilLVL									ABILITY:Sybil Class Feature|AUTOMATIC|Sybil ~ Riddle ~ Conundrum|PREVARGTEQ:SybylLVL,3	ABILITY:Sybil Class Feature|AUTOMATIC|Sybil ~ Riddle ~ Mystery|PREVARGTEQ:SybylLVL,5	ABILITY:Sybil Class Feature|AUTOMATIC|Sybil ~ Riddle ~ Koan|PREVARGTEQ:SybylLVL,7	ABILITY:Sybil Class Feature|AUTOMATIC|Sybil ~ Riddle ~ Enigma|PREVARGTEQ:SybylLVL,8	ABILITY:Sybil Class Feature|AUTOMATIC|Sybil ~ Riddle ~ Apocrypha|PREVARGTEQ:SybylLVL,10				SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Conundrum	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 3rd level, a sybil begins to express her gift of prophecy. The riddle is a simple one. A correct answer earns the benefit of an Augury spell, with no chance of failure. An incorrect answer causes the questioner to take 1 point of temporary damage to an ability score of the sybil's choice. The sybil can use this ability once per day per class level (%1).|RiddleConundrumTimes	KEY:Sybil ~ Riddle ~ Conundrum				DEFINE:RiddleConundrumTimes|0					BONUS:VAR|RiddleConundrumTimes|RiddleLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Mystery	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 5th level, a sybil's prophecy becomes more precise. The riddle is moderately challenging. A correct answer earns the benefit of a divination spell, with no chance of failure. An incorrect answer causes the questioner to take 2 points of temporary damage to an ability score of the sybil's choice. The sybil can use this ability once per day per class level (%1).|RiddleMysteryTimes	KEY:Sybil ~ Riddle ~ Mystery				DEFINE:RiddleMysteryTimes|0					BONUS:VAR|RiddleMysteryTimes|RiddleLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Koan	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a sybil's prophecy is uncanny. The riddle is challenging. A correct answer earns the benefit of a Commune spell as cast by a cleric of the sybil's character level (the sybil contacts a powerful extraplanar being of like philosophical bent). An incorrect answer causes the questioner to take 2 points of temporary damage to each ability score. The sybil can use this ability once per day per two class levels round down (%1).|RiddleKoanTimes	KEY:Sybil ~ Riddle ~ Koan				DEFINE:RiddleKoanTimes|0					BONUS:VAR|RiddleKoanTimes|RiddleLVL/2																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Enigma	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 8th level, a sybil can supplement prophecy with preternatural knowledge. The riddle is difficult. A correct answer earns the benefit of a Legend Lore spell, but it requires only 1d4x10 rounds to gain an answer about a person or item at hand. Detailed information about a person, place, or thing requires 1d4x10 minutes to retrieve, while rumors require 1d10 days to garner details. An incorrect answer causes the questioner to take 2 points of temporary damage to each ability score, to a maximum of -8. Ability scores are not reduced below 1. The sybil can use this ability no more than three times per week (%1)|RiddleEnigmaTimes	KEY:Sybil ~ Riddle ~ Enigma				DEFINE:RiddleEnigmaTimes|0					BONUS:VAR|RiddleEnigmaTimes|3																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Apocrypha	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, a sybil's preternatural clarity is near infallible. The riddle is nearly impossible. A correct answer earns the benefit of a Discern Location spell, but the sybil need not have come into contact with the person or thing sought. An incorrect answer bestows 2d6 negative levels on the questioner. The sybil can use this ability once per week (%1).|RiddleApocryphaTimes	KEY:Sybil ~ Riddle ~ Apocrypha				DEFINE:RiddleApocryphaTimes|0					BONUS:VAR|RiddleApocryphaTimes|1																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Lesser Geas	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 4th level, a sybil can use Lesser Geas once per day as a divine spell cast by a cleric of her class level (include any cleric levels).	KEY:Sybil ~ Lesser Geas				DEFINE:LesserGeasTimes|0					BONUS:VAR|LesserGeasTimes|1									SPELLS:Class|TIMES=LesserGeasTimes|CASTERLEVEL=SybilLVL+ClericLVL|Geas (Lesser)								SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Mysterious Lore	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.Extraordinary.Lore	VISIBLE:YES	DESC:At 4th level, a sybil gains access to a special lore check much like that of bards and loremasters, but she is restricted in how it can use this ability. She adds her insight score (see Divine Insight, above) to the die roll, which stacks with any levels in bard or loremaster, but on a failure she loses the benefit of her reclusive insight ability until she can spend another 24 hours in solitude.	KEY:Sybil ~ Mysterious Lore				DEFINE:MysteriousLore|0					BONUS:VAR|MysteriousLore|Insight+BardLVL+LoremasterLVL																	SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Geas	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 6th level, a sybil can use Geas/Quest once per day as a divine spell cast by a cleric of her class level (include any cleric levels).	KEY:Sybil ~ Geas				DEFINE:GeasTimes|0					BONUS:VAR|GeasTimes|1									SPELLS:Class|TIMES=LesserGeasTimes|CASTERLEVEL=SybilLVL+ClericLVL|Geas/Quest								SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Limited Wish	CATEGORY:Special Ability	TYPE:ClassFeatures.SybilClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 9th level, a sybil can use Limited Wish once per year as a divine spell cast by a cleric of its class level (include any cleric levels).	KEY:Sybil ~ Limited Wish				DEFINE:LimitedWishTimes|0					BONUS:VAR|LimitedWishTimes|1									SPELLS:Class|TIMES=LimitedWishTimes|TIMEUNIT=Year|CASTERLEVEL=SybilLVL+ClericLVL|Limited Wish								SORTKEY:Class_Sybil	SOURCEPAGE:SS	
Waverider Mount	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A waverider can call a special aquatic mount to serve her. This may be a hippocampus (see sidebar), sea cat, shark, porpoise, elasmosaurus, or whale. This creature is stronger and more intelligent than others of its type. A waverider may have only one mount at a time. If the mount is slain, the waverider can call another one after a year and a day. See the Waverider Mount sidebar for more information.	KEY:Waverider ~ Waverider Mount				DEFINE:WaveriderMountClassLVL|0					BONUS:VAR|WaveriderMountLVL|TL	BONUS:VAR|WaveriderMountClassLVL|CL								ABILITY:Internal|AUTOMATIC|Waverider Mount (Base)								SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Mounted Weapon Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At each level, a waverider gains the indicated bonus on her attack roll with the designated weapon while mounted.	KEY:Waverider ~ Mounted Weapon Bonus	DESC:Trident +%1|MountedWeaponBonusTrident	DESC:Javelin/Harpoon +%1|MountedWeaponBonusJavelin		DEFINE:MountedWeaponBonusTrident|0	DEFINE:MountedWeaponBonusJavelin|0				BONUS:VAR|MountedWeaponBonusTrident|(WaveriderLVL+1)/2	BONUS:VAR|MountedWeaponBonusJavelin|WaveriderLVL/2																SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Trident Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A waverider can use a trident to deal double damage when used from the back of a charging mount. The Spirited Charge feat can be used to increase the damage multiple to triple normal.	KEY:Waverider ~ Trident Charge																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Ride Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd, 5th, 7th, and 9th level, a waverider gains the indicated bonus on Ride checks (+%1).|RideBonus	KEY:Waverider ~ Ride Bonus				DEFINE:RideBonus|0					BONUS:SKILL|Ride|RibeBonus	BONUS:VAR|RideBonus|max(2,((WaveriderLVL-1)/2)*2)																SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Breach	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 3rd level, a mounted waverider can make a leaping charge to attack opponents out of the water. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a 'running' high jump as part of a charge, with a maximum height distance of twice its length. If it contacts an opponent during the jump, the waverider gains the normal +2 bonus on her attack roll. At the end of the jump, waverider and mount are once again submerged and thus do not take the -2 penalty to Armor Class against opponents out of the water (those underwater are still able to take advantage of the waverider's being temporarily off balance). A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Breach																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Sound	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 4th level, a waverider can dive at high speed as part of a charge when attacking opponents underwater. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a 'running' long jump as part of a charge, with a maximum distance of six times its length. If it contacts an opponent during the dive, the waverider gains a +4 bonus on her attack roll and increases the damage multiplier with her mounted weapon one more step (double to triple, triple to quadruple) but takes a -4 penalty to Armor Class for the next round. A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Sound																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Improved Mounted Archery	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a waverider is better able to use a crossbow, harpoon, javelin, trident, or shortspear while mounted. When making ranged attacks with any of these weapons while mounted, she takes only a -1 penalty on ranged attacks if the mount is making a double move, and -2 if the mount is running.	KEY:Waverider ~ Improved Mounted Archery																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Full Mounted Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a waverider may attack as a standard action when its mount moves more than 5 feet rather than as a partial action.	KEY:Waverider ~ Full Mounted Attack																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Skim	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 7th level, a mounted waverider can make more effective charges against opponents out of the water, skimming over the surface like a flying fish. The mount makes a Jump check using its own ranks in the skill or the waverider's, whichever is better, to make a "running" long jump as part of a charge, with a maximum distance of four times its length, and a "running" high jump with a maximum vertical distance of twice its length. (Use the same roll to determine both height and length.) If it contacts an opponent during the jump, the waverider gains the normal +2 bonus on its attack roll. At the end of the jump, waverider and mount are once again submerged and thus do not take the -2 penalty to Armor Class against opponents out of the water (those underwater are still able to take advantage of the waverider's being temporarily off balance). A waverider cannot use this ability in two consecutive rounds.	KEY:Waverider ~ Skim																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Superior Mounted Archery	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, a waverider takes no penalties when making ranged attacks with a crossbow, harpoon, javelin, trident, or shortspear while mounted.	KEY:Waverider ~ Superior Mounted Archery																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Wavedancing	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:On reaching 9th level, a mounted waverider can maneuver very effectively out of the water. Rider and mount can move up to four times the mount's swim speed out of water and can make charges, including Ride-By Attacks if the waverider has this feat (normal charge rules apply). In addition, she can now use her breach, sound, and skim abilities in consecutive rounds.	KEY:Waverider ~ Wavedancing																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Call of the Deeps	CATEGORY:Special Ability	TYPE:ClassFeatures.WaveriderClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 10th level, a waverider can summon one or more water elementals once per day, as with a Planar Ally spell.	KEY:Waverider ~ Call of the Deeps																										SORTKEY:Class_Waverider	SOURCEPAGE:SS	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist is proficient with all simple weapons and with shields. Otherwise, a cultist neither gains nor loses any weapon, armor, or shield proficiency by gaining levels in this class.	KEY:Yuan-Ti Cultist ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple|TYPE=ShieldProf								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS	
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist continues training in magic. Thus, when a new yuan-ti cultist level is gained, the character gains new spells known and spells per day as if he had also gained a level in a divine spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or rebuk-ing undead, metamagic or item creation feats, and so on). This essentially means that he adds the level of yuan-ti cultist to the level of some other spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly.	KEY:Yuan-Ti Cultist ~ Spellcasting																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS	
Outer Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A yuan-ti cultist enters the service of Merrshaulk and learns some of the secrets of the cult. He gains a +2 circumstance bonus on Diplomacy and Intimidate checks when dealing with yuan-ti not of the temple hierarchy and a +2 circumstance bonus on Knowledge (religion) checks dealing with the worship of Merrshaulk. In addition, the yuan-ti cultist learns the secret of brewing the dreadful mixture that transforms humans into tainted ones or broodguards (see Yuan-Ti in Chapter 10: Templates) The mixture requires the venom of a halfblood or pureblood yuan-ti as well as certain herbs and roots found only in tropical forests, whose raw materials cost is at least 50 gp. The DC to craft this mixture is 25; if the cultist has 5 or more ranks in Profession (herbalist), he gains a +2 synergy bonus on this check.	KEY:Yuan-Ti Cultist ~ Outer Circle																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS	
