SOURCELONG:Arms and Equipment Guide 3.0	SOURCESHORT:AaEG30	SOURCEWEB:http://www.gozzilioni.net
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionColossalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Colossal) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderTinyRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Tiny) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderSmallRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Small) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderMediumRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Medium) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderLargeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Large) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderHugeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Huge) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderGargantuanRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Gargantuan) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousSpiderColossalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Those who can actually tame spiders of this size find hunters to be better mounts than web spinners, since they are more inclined toward moving and stalking rather than weaving webs and waiting. Like giant preying mantises, however, web-spinning spiders are good for stationary duty, such as guarding gates. DC Young/Adult: -/35; Egg Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Spider (Colossal) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Giant Dragonfly	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GiantDragonflyRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																		
Training	CATEGORY:Special Ability	TYPE:GiantDragonflyRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a giant dragonfly as a mount requires a successful Handle Animal check (DC 30). Giant dragonfly eggs are worth 500 gp on the open market. Professional trainers charge 300 gp to tame a giant dragonfly.	KEY:Giant Dragonfly ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Giant Firefly	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GiantFireflyRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																		
Training	CATEGORY:Special Ability	TYPE:GiantFireflyRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a giant firefly as a mount requires a successful Handle Animal check (DC 30). Giant firefly eggs are worth 300 gp on the open market. Professional trainers charge 300 gp to tame a giant firefly.	KEY:Giant Firefly ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Training	CATEGORY:Special Ability	TYPE:GirallonRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Though these creatures are savage in the wild, girallons captured young can make hearty mounts for primitive tribespeople. DC Young/Adult: 25/32; Young Price: 4,000 gp; Training Cost: 3,000 gp.	KEY:Girallon ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:GrayRenderRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A gray render does not need a saddle. Its hunched shoulders provide a broad, flat seating surface, and when carrying a passenger, its gait is surprisingly smooth. DC Young/Adult: 33/40; Young Price: 6,000 gp; Training Cost: 20,000 gp.	KEY:Gray Render ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
CATEGORY=Internal|Ogre ~ Common.MOD																							ABILITY:Ogre Race Trait|AUTOMATIC|Ogre ~ Training									
Training	CATEGORY:Special Ability	TYPE:OgreRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An ogre sometimes straps a goblin with a crossbow to its back and uses the little wretch as a tail gunner. DC Young/Adult: 22/29; Young Price: 1,000 gp; Training Cost: 1,500 gp.	KEY:Ogre ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
