SOURCELONG:Planar Handbook	SOURCESHORT:PH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Ki Strikie (Cold Iron)	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 16th level, a planar monk's unarmed attacks are treated as cold iron weapons for the purpose of overcoming damage reduction.	KEY:Ki Strike ~ Cold Iron									BONUS:VAR|KiStrikeAdamantine|-1	BONUS:VAR|KiStrikeColdIron|1|PREVARGTEQ:MonkKiStrikeLVL,16																SORTKEY:Class_Monk	SOURCEPAGE:PH	
Smite Evil Outsider	CATEGORY:ACF	TYPE:AlternateClass.PaladinTurnUndead	VISIBLE:YES	DESC:Smite Evil Outsider.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=4																ABILITY:Alternate Class Feature|AUTOMATIC|Smite Evil Outsider ~ Smite Evil Outsider|PREVARGTEQ:PaladinLVL,4							COST:0	SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Smite Evil Outsider	CATEGORY:ACF	TYPE:AlternateClassFeatures.PaladinClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A planar paladin of 4th level or higher can attempt to smite an evil outsider with one normal melee attack. She adds her Charisma bonus (if any) to the damage dealt by the attack. In addition, the attack is treated as good-aligned for the purpose of overcoming damage reduction. If the paladin accidentally smites a creature that is not an evil outsider, the smite has no effect, but the ability is still used up. A paladin may use this ability a number of times per day equal to 1 + her Cha modifier (minimum 1). If the paladin is on a plane that is both good-aligned and lawful-aligned (such as the Seven Mounting Heavens of Celestia), she also adds her Charisma bonus (if any) to the attack roll. A planar paladin can use smite evil and smite evil outsider on the same attack, and the bonuses stack.	KEY:Smite Evil Outsider ~ Smite Evil Outsider									BONUS:VAR|SmiteEvilOutsiderLVL|PaladinLVL		BONUS:VAR|SmiteEvilOutsiderDamage|max(CHa,0)	BONUS:VAR|SmiteEvilOutsider|1+max(CHA,0)						ABILITY:Special Ability|VIRTUAL|Smite Evil Outsider								SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Celestial Mount	CATEGORY:ACF	TYPE:AlternateClass.PaladinRemoveDisease	VISIBLE:YES	DESC:Celestial Mount.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=6																ABILITY:Alternate Class Feature|AUTOMATIC|Celestial Mount ~ Celestial Mount|PREVARGTEQ:PaladinLVL,6	ABILITY:Alternate Class Feature|AUTOMATIC|Celestial Mount ~ Remove Disease|PREVARGTEQ:PaladinLVL,9						COST:0	SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Celestial Mount	CATEGORY:ACF	TYPE:AlternateClassFeatures.PaladinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A paladin who chooses this planar substitution benefit at 6th level may apply the celestial template (see page 31 of the Monster Manual) to her special mount. The mount gains darkvision out to 60 feet, spell resistance equal to its Hit Dice + 5 (maximum 25), and resistance to acid, cold, and electricity 5 (or resistance 10 if it has 8 or more Hit Dice). If the mount has 4 or more Hit Dice, it also gains damage reduction (5/magic for Hit Dice 4 to 11, or 10/magic for Hit Dice 12 or more), and its natural weapons are treated as magic weapons for the purpose of overcoming damage reduction. It also gains a smite evil attack, allowing it to deal extra damage once per day equal to its Hit Dice (maximum +20) with a single melee attack against an evil foe.	KEY:Celestial Mount ~ Celestial Mount									BONUS:VAR|CelestialSpecialMountLVL|1|TYPE=Base																	SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Remove Disease	CATEGORY:ACF	TYPE:AlternateClassFeatures.PaladinClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 9th level, a paladin can produce a remove disease effect, as the spell, once per week. She can use this ability one additional time per week for every three levels after 9th (twice per week at 12th, three times at 15th, and so forth).	KEY:Celestial Mount ~ Remove Disease	DESC:%1/week|RemoveDiseaseTimes			DEFINE:RemoveDiseaseTimes|0					BONUS:VAR|RemoveDiseaseTimes|((PaladinLVL-6)/3)																	SORTKEY:Class_Paladin	SOURCEPAGE:PHB	
Alignment Purity	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Alignment Purity.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=10																ABILITY:Alternate Class Feature|AUTOMATIC|Alignment Purity ~ Alignment Purity|PREVARGTEQ:PaladinLVL,10							COST:0	SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Alignment Purity	CATEGORY:ACF	TYPE:AlternateClassFeatures.PaladinClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 10th-level paladin who chooses this planar substitution benefit can ignore the penalty to Intelligence-, Wisdom-, and/or Charisma-based checks that she would normally take when on a plane that is chaotic- or evil-aligned. Her spirit and determination are so pure that she effectively brings her own planar alignment traits wherever she goes. This ability only affects the paladin, not any other allies or foes in her vicinity.	KEY:Alignment Purity ~ Alignment Purity									BONUS:VAR|SmiteEvil|-1																	SORTKEY:Class_Paladin	SOURCEPAGE:PH	
Planar Animal Companion	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Planar Animal Companion.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=4																ABILITY:Alternate Class Feature|AUTOMATIC|Planar Animal Companion ~ Planar Animal Companion|PREVARGTEQ:RangerLVL,4							COST:0	SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Planar Animal Companion	CATEGORY:ACF	TYPE:AlternateClassFeatures.RangerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a planar ranger can select a celestial or fi endish animal as his animal companion. Doing this reduces the ranger's effective druid level by one. For example, a 4th-level planar ranger (with an effective druid level of 1st) can select an animal from the normal list of potential companions. When he reaches 8th level, that companion would gain the bonus Hit Dice and other special abilities granted to the animal companion of a 3rdlevel druid. He can't select a celestial leopard or fi endish wolverine until he reaches 10th level (effective druid level 4th). Unlike a typical animal companion, the planar animal companion is a magical beast. However, the ranger (and only the ranger) can still affect it with his spells as if it were an animal. To gain a celestial companion, a ranger must have a nonevil alignment. To gain a fiendish companion, a ranger must have a nongood alignment. If the ranger's alignment changes to one that is ineligible for the companion, the companion either turns on the ranger or leaves at its earliest convenience, depending on its natural tendencies.	KEY:Planar Animal Companion ~ Planar Animal Companion									BONUS:VAR|AnimalCompanionLVL|RangerLVL/2	BONUS:VAR|CompanionDetermination|1|TYPE=Base	BONUS:VAR|CelestialAnimalCompanionLVL|1							ABILITY:Internal|AUTOMATIC|Celestial Selection ~ Animal Companion (Ranger)								SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Portal Intuition	CATEGORY:ACF	TYPE:AlternateClass.RangerSwiftTracker	VISIBLE:YES	DESC:Portal Intuition.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=8																ABILITY:Alternate Class Feature|AUTOMATIC|Portal Intuition ~ Portal Intuition|PREVARGTEQ:RangerLVL,8							COST:0	SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Portal Intuition	CATEGORY:ACF	TYPE:AlternateClassFeatures.RangerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, a planar ranger becomes an expert at tracking quarry across planes and through various portals and breaches. When examining a portal, the ranger may attempt to determine to which plane the portal leads. To do this, he must succeed on both a DC 20 Survival check and a DC 20 Knowledge (the planes) check. The ranger can also use this ability to determine whether or not a planar breach occurred within 20 feet of a particular spot within the last 24 hours. To do this, he must succeed on a DC 20 Search check. If the ranger determines that a breach did occur in the area, he may then use this ability to ascertain where it led.	KEY:Portal Intuition ~ Portal Intuition																										SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Planar Tracking	CATEGORY:ACF	TYPE:AlternateClass.RangerCamouflage	VISIBLE:YES	DESC:Planar Tracking.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Paladin=13																ABILITY:Alternate Class Feature|AUTOMATIC|Planar Tracking ~ Planar Tracking|PREVARGTEQ:RangerLVL,13							COST:0	SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Planar Tracking	CATEGORY:ACF	TYPE:AlternateClassFeatures.RangerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a ranger who chooses this substitution benefit can use plane shift as a spell-like ability (with a caster level equal to his class level) in order to follow his quarry. He must be tracking a favored enemy, and he must be at the spot where the creature traveled from one plane to another. Unlike with the plane shift spell, the ranger has no chance of deviation from the intended destination. He and anyone he brings with him arrives in the exact spot that his quarry did. Spells that prevent planar travel (such as dimensional lock) affect this ability as they would any casting of plane shift. The ranger does not automatically pick up his quarry's trail when he arrives on the new plane. He must use his Track feat to find the creature's tracks and pick up the hunt. But he has the advantage of knowing that his target definitely passed that way.	KEY:Planar Tracking ~ Planar Tracking																		SPELLS:Innate|TIMES=1|CASTERLEVEL=RangerLVL|Plane Shift								SORTKEY:Class_Ranger	SOURCEPAGE:PH	
Breach Sense	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Breach Sense.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Rogue=6																ABILITY:Alternate Class Feature|AUTOMATIC|Breach Sense ~ Breach Sense|PREVARGTEQ:RogueLVL,6							COST:0	SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Breach Sense	CATEGORY:ACF	TYPE:AlternateClassFeatures.RogueClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 6th-level planar rogue gains an intuitive sense that alerts her of the imminent opening of a nearby conduit between the planes. She automatically detects the activation of any portal or the opening of any planar breach within 30 feet of her, as well as any spell or effect that crosses over or through the planes (such as summon monster, teleport, or plane shift) used within 30 feet of her. The rogue may immediately attempt a DC 25 Spot check to pinpoint the exact location of the portal, breach, or effect, as long as she has line of sight to it. For example, a planar rogue would detect a demon teleporting to a spot within 30 feet of her, and with a DC 25 Spot check could even pinpoint the precise location where the demon appeared (though she would lose this precision as soon as the demon moved).	KEY:Breach Sense ~ Breach Sense									BONUS:VAR|TrapSenseBonus|-1																	SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Slip the Bonds	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Slip the Bonds.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Rogue=10																ABILITY:Alternate Class Feature|AUTOMATIC|Slip the Bonds ~ Slip the Bonds|PREVARGTEQ:RogueLVL,10							COST:0	SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Slip the Bonds	CATEGORY:ACF	TYPE:AlternateClassFeatures.RogueClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A rogue who chooses this substitution benefi t at 10th level knows how to slip momentarily into the periphery of the plane she is on. Once per day as a free action, she can turn ethereal for a single round.	KEY:Slip the Bonds ~ Slip the Bonds									BONUS:ABILITYPOOL|Rogue Special Ability|-1																	SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Blink	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Slip the Bonds.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Rogue=16																ABILITY:Alternate Class Feature|AUTOMATIC|Slip the Bonds ~ Slip the Bonds|PREVARGTEQ:RogueLVL,16							COST:0	SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Blink	CATEGORY:ACF	TYPE:AlternateClassFeatures.RogueClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:By 16th level, a planar rogue's understanding of how to skirt the periphery of a plane is such that she can use a blink effect on herself once per day. This effect lasts for a number of rounds equal to 1/2 her rogue level (rounded down).	KEY:Blink ~ Blink									BONUS:ABILITYPOOL|Rogue Special Ability|-1									SPELLS:Innate|TIMES=1|CASTERLEVEL=RogueLVL|Blink								SORTKEY:Class_Rogue	SOURCEPAGE:PH	
Force-Charged Energy	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Force-Charged Energy.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Sorcerer=5																ABILITY:Alternate Class Feature|AUTOMATIC|Force-Charged Energy ~ Force-Charged Energy|PREVARGTEQ:SorcererLVL,5							COST:0	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Force-Charged Energy	CATEGORY:ACF	TYPE:AlternateClassFeatures.SorcererClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 5th level, a planar sorcerer can lace his spells with pure force, the better to affect the various energy-resistant elementals and outsiders he faces. At the sorcerer's option, half of the energy damage dealt by a spell he casts is replaced by force damage. This effect can be applied to any spell that deals acid, cold, electricity, fi re, or sonic damage. The maximum spell level to which a planar sorcerer can apply this effect is one lower than the highest level of sorcerer spell that he can cast. For instance, a 5th-level planar sorcerer can apply this effect to 0-level and 1st-level sorcerer spells, while an 18th-level planar sorcerer can apply it to spells of up to 8th level.	KEY:Force-Charged Energy ~ Force-Charged Energy									BONUS:SPELLKNOWN|CLASS=Sorcerer;LEVEL=2|-1																	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Extraplanar Spell Penetration	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Extraplanar Spell Penetration.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Sorcerer=9																ABILITY:Alternate Class Feature|AUTOMATIC|Extraplanar Spell Penetration ~ Extraplanar Spell Penetration|PREVARGTEQ:SorcererLVL,9							COST:0	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Extraplanar Spell Penetration	CATEGORY:ACF	TYPE:AlternateClassFeatures.SorcererClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:9th-level planar sorcerer can imbue his spells with the ability to penetrate the spell resistance of extraplanar creatures more readily. Three times per day, for 1 round each time, the sorcerer can add his Charisma bonus to all his caster level checks made to overcome the spell resistance of extraplanar creatures.	KEY:Extraplanar Spell Penetration ~ Extraplanar Spell Penetration									BONUS:SPELLKNOWN|CLASS=Sorcerer;LEVEL=4|-1																	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Spontaneous Casting	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Spontaneous Casting.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Sorcerer=13																ABILITY:Alternate Class Feature|AUTOMATIC|Spontaneous Casting ~ Spontaneous Casting|PREVARGTEQ:SorcererLVL,13							COST:0	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Spontaneous Casting	CATEGORY:ACF	TYPE:AlternateClassFeatures.SorcererClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 13th-level planar sorcerer learns to summon extraplanar creatures spontaneously. When he chooses this planar substitution benefi t, a sorcerer selects one of the following categories: elementals (creatures of the elemental type), celestial creatures (creatures with the celestial template), or fi endish creatures (creatures with the fi endish template). He can use any spell slot to spontaneously cast a summon monster spell of the same level, but he can use that spell to summon only creatures of the selected category.	KEY:Spontaneous Casting ~ Spontaneous Casting									BONUS:SPELLKNOWN|CLASS=Sorcerer;LEVEL=6|-1																	SORTKEY:Class_Sorcerer	SOURCEPAGE:PH	
Unimpeded Magic	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Unimpeded Magic.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Wizard=6																ABILITY:Alternate Class Feature|AUTOMATIC|Unimpeded Magic ~ Unimpeded Magic|PREVARGTEQ:WizardLVL,6							COST:0	SORTKEY:Class_Wizard	SOURCEPAGE:PH	
Unimpeded Magic	CATEGORY:ACF	TYPE:AlternateClassFeatures.WizardClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 6th-level planar wizard learns to overcome planar impediments to her spellcasting. When casting a wizard spell that would normally be impeded because of a plane's magic traits (such as a fire spell on the Elemental Plane of Water), the spell functions normally without need for a Spellcraft check.	KEY:Unimpeded Magic ~ Unimpeded Magic									BONUS:SPELLCAST|CLASS=Wizard;LEVEL=3|-1																	SORTKEY:Class_Wizard	SOURCEPAGE:PH	
Planar Spellcasting	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Planar Spellcasting.		PREMULT:1,[PRESKILL:1,Knowledge (The Planes)=1],[PREABILITY:1,CATEGORY=FEAT,TYPE.Heritage],[PRERACE:1,RACESUBTYPE:Extraplanar]	PRECLASS:1,Wizard=10																ABILITY:Alternate Class Feature|AUTOMATIC|Planar Spellcasting ~ Planar Spellcasting|PREVARGTEQ:WizardLVL,10							COST:0	SORTKEY:Class_Wizard	SOURCEPAGE:PH	
Planar Spellcasting	CATEGORY:ACF	TYPE:AlternateClassFeatures.WizardClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 6th-level planar wizard learns to overcome planar impediments to her spellcasting. When casting a wizard spell that would normally be impeded because of a plane's magic traits (such as a fire spell on the Elemental Plane of Water), the spell functions normally without need for a Spellcraft check.	KEY:Planar Spellcasting ~ Planar Spellcasting	DEFINE:PlanarSpellCastingMalus|0	DEFINE:PlanarSpellCastingWizardFeat|0	DEFINE:PlanarSpellCastingAlignedSpellcasting|0						BONUS:VAR|PlanarSpellCastingWizardFeat|-1	BONUS:VAR|PlanarSpellCastingAlignedSpellcasting|1	BONUS:ABILITYPOOL|Wizard Feat|PlanarSpellCastingWizardFeat	BONUS:ABILITYPOOL|Aligned Spellcasting|PlanarSpellCastingAlignedSpellcasting														SORTKEY:Class_Wizard	SOURCEPAGE:PH	
																																	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Defiants gain no proficiency with any weapon or armor.	KEY:Defiant ~ Weapon and Armor Proficiency																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Spell Resistance	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A defiant gains spell resistance equal to 15 + class level against all divine mind-affecting spells. He cannot voluntarily lower this spell resistance. This benefit does not stack with other sources of spell resistance. When a defiant is the target of a divine mind-affecting spell,he uses his highest spell resistance value.	KEY:Defiant ~ Spell Resistance	DESC:SR %1.|DefiantSR	DEFINE:DefiantSR|0							BONUS:VAR|DefiantSR|15+DefiantLVL																	SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Resistance	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level and higher, a defiant adds his Charisma modifier (if positive) to his saving throws against divine spells.	KEY:Defiant ~ Divine Resistance	DESC:Divine Resistance +%1.|DefiantDivineResistance	DEFINE:DefiantDivineResistance|0							BONUS:VAR|DefiantDivineResistance|max(CHA,0)	TEMPBONUS:PC|SAVE|ALL|DefiantDivineResistance																SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Damage Immunity	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a Defiant gains immunity to damage from divine power, such as that dealt by a flame strike spell.	KEY:Defiant ~ Divine Damage Immunity																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Cancellation	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a defiant learns how to counterspell divine spells without casting a spell. The defiant must ready an action to counterspell (as normal), but need not identify the spell with Spellcraft. Treat this ability as if the defiant were using dispel magic to counter the spell, at a caster level of 5 + the defiant's class level. A defiant can use this ability a number of times per day equal to 1 + his Charisma bonus (minimum 1).	KEY:Defiant ~ Divine Cancellation	DESC:%1/day|DefiantDivineCacnellationTimes	DEFINE:DefiantDivineCancellationTimes|0							BONUS:VAR|DefiantDivineCancellationTimes|1+max(CHA,0)																	SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Aligned Strike	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A defiant of 5th level or higher can, with a touch, align a weapon or natural weapon so that it is treated as of a specific alignment for the purpose of overcoming damage reduction. The Defiant can choose any alignment (chaotic, evil, good, or lawful), even if that alignment opposes his own. He may not use this ability on any weapon that already has an alignment. He can use this ability once per day at 5th level and twice per day at 10th level. Each use lasts for a number of minutes equal to his class level.	KEY:Defiant ~ Aligned Strike	DESC:%1/day|DefiantAlignedStrikeTimes	DEFINE:DefiantAlignedStrikeTimes|0							BONUS:VAR|DefiantAlignedStrikeTimes|DefianLVL/5																	SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Prevention	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a Defiant of 6th level or higher can use a standard action to bestow temporary spell resistance (15 + class level) upon a single target. The spell resistance affects only the next divine spell targeted at the subject, even a benefi cial spell such as bless or cure light wounds. If the target has not used the spell resistance within 24 hours, it fades. If the target is unwilling, the Defiant must make a successful touch attack as a standard action. If the attack succeeds, the target must attempt a Will saving throw (DC 10 + defiant's class level + defiant's Cha modifier). If the saving throw fails, the spell resistance takes effect.	KEY:Defiant ~ Divine Prevention																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Nondetection	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, a defiant gains the continuous benefit of a nondetection spell as though cast by a sorcerer of a level equal to the Defiant's class level. The DC of any attempt to break through the effect is equal to 15 + the defiant's class level. A defiant can choose to suppress this ability. Suppressing or reestablishing it is a free action.	KEY:Defiant ~ Nondetection																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Retribution	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 8th level, a Defiant expands the versatility of his divine cancellation ability. If he successfully counters a divine spell, the Defiant may cause the spell to rebound at the original caster instead of causing it to fail. This ability can be used only against divine spells that target the Defiant, not spells that affect an area or those that target another creature.	KEY:Defiant ~ Divine Retribution																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Interference	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 9th level, a defi ant's connection to the Great Unknown becomes so strong that he generates a field that interferes with all divine spellcasting. Any spellcaster within 30 feet of the defiant must succeed on a Concentration check (DC 15 + defiant's class level + spell level) in order to successfully cast a divine spell. If the check fails, the spell fails and is lost. A defiant cannot choose to suppress this ability.	KEY:Defiant ~ Divine Interference																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Divine Disavowal	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 10th level, a defi ant's spell resistance extends to cover all divine spells. He cannot voluntarily lower this spell resistance. This benefit does not stack with other sources of spell resistance. When a defiant is the target of a divine spell, he uses his highest spell resistance value.	KEY:Defiant ~ Divine Disavowal																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Fallen Cleric	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Clerics who have turned away from their deities make the best defi ants. They have heard the lies, and even believed them for a time, which makes them extremely effective at speaking out against their previous beliefs. A cleric who worshiped a specifi c deity (as opposed to an alignment, cause, or philosophy) before taking a level in the defi ant prestige class can immediately exchange up to nine of his cleric class levels in exchange for an equal number of defiant levels.	KEY:Defiant ~ Fallen Cleric																										SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Heal Wounds	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The defi ant can heal his own wounds as a supernatural ability. Each day, he can heal a number of points of damage equal to his defiant class level x his Cha modifier, and he can spread this healing out among several uses.	KEY:Defiant ~ Fallen Cleric ~ Heal Wounds									BONUS:VAR|LayOnHandsLVL|1|TYPE=Base	BONUS:VAR|LayOnHandsCHABonus|CHA|TYPE=Base	BONUS:VAR|LayOnHands|BlackguardLVL*LayOnHandsCHABonus|TYPE=Base															SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Ability Bonus	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The defiant can imbue himself with enhanced strength, health, insight, or force of personality three times per day as a supernatural ability. He gains a +4 enhancement bonus to Strength, Constitution, Wisdom, or Charisma for a number of minutes equal to his defiant class level.	KEY:Defiant ~ Fallen Cleric ~ Ability Bonus	DESC:%1/day|DefiantAbilityBonus			DEFINE:DefiantAbilityBonus|0					BONUS:VAR|DefiantAbilityBonus|1																	SORTKEY:Class_Defiant	SOURCEPAGE:PH	
Languages	CATEGORY:Special Ability	TYPE:AlternateClassFeatures.DefiantClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, the defi ant can grant himself the supernatural ability to speak and understand the language of any intelligent creature. This ability lasts for 1 hour and otherwise functions like the tongues spell.	KEY:Defiant ~ Fallen Cleric ~ Languages	DESC:%1/day|DefiantLanguagesTimes			DEFINE:DefiantLanguagesTimes|0					BONUS:VAR|DefiantLanguagesTimes|1																	SORTKEY:Class_Defiant	SOURCEPAGE:PH	
