SOURCELONG:Planar Handbook	SOURCESHORT:PH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Light Blindness	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Abrupt exposure to bright light (such as sunlight or a daylight spell) blinds a shadowswyft for 1 round. On subsequent rounds, it is dazzled as long as it remains in the affected area.	KEY:Shadowswyft ~ Light Blindness																											SOURCEPAGE:PH	
Initiative Bonus	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+2 bonus on initiative checks: Shadowswyfts have quick reactions.	KEY:Shadowswyft ~ Initiative Bonus									BONUS:COMBAT|INITIATIVE|2																		SOURCEPAGE:PH	
Hide Skill Bonus	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+2 racial bonus on Hide checks.	KEY:Shadowswyft ~ Hide Skill Bonus				DEFINE:ShadowswyftHideSkillBonus|0					BONUS:VAR|ShadowswyftHideSkillBonus|2	BONUS:SKILL|Hide|ShadowswyftHideSkillBonus|TYPE=Racial																	SOURCEPAGE:PH	
Move Silently Skill Bonus	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+2 racial bonus on Move Silently checks.	KEY:Shadowswyft ~ Move Silently Skill Bonus				DEFINE:ShadowswyftMoveSilentlySkillBonus|0					BONUS:VAR|ShadowswyftMoveSilentlySkillBonus|2	BONUS:SKILL|Move Silently|ShadowswyftMoveSilentlySkillBonus|TYPE=Racial																	SOURCEPAGE:PH	
Languages	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Shadowswyft, Common. Bonus Languages: Abyssal, Celestial, Elven.	KEY:Shadowswyft ~ Languages																		TEMPLATE:Shadowswyft ~ Common ~ Languages									SOURCEPAGE:PH	
Favored Class	CATEGORY:Special Ability	TYPE:ShadowswyftRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Rogue.	KEY:Shadowswyft ~ Favored Class																		TEMPLATE:Shadowswyft ~ Common ~ Favored Class									SOURCEPAGE:PH	
																																	
Race Traits ~ Spiker	CATEGORY:Internal				BONUS:VAR|AdvancementByClass|1																		ABILITY:Special Ability|AUTOMATIC|Spiker Racial Traits	ABILITY:Spiker Subrace|AUTOMATIC|Spiker ~ Common|!PREABILITY:1,CATEGORY=Internal,TYPE.AltSubraceChoice									
Spiker Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Spiker Racial Traits																												
Darkvision	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spiker have darkvision out to 60 feet.	KEY:Spiker ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																		SOURCEPAGE:PH	
Natural Armor	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Natural Armor: A spiker's metallic hide offers protection from physical attacks in the form of a +1 bonus to natural armor.	KEY:Spiker ~ Natural Armor									BONUS:COMBAT|AC|1|TYPE=NaturalArmor																		SOURCEPAGE:PH	
Damage Reduction	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Damage reduction 2/bludgeoning: A spiker's spiny skin grants resistance to bludgeoning attacks, though piercing or slashing attacks slip through normally.	KEY:Spiker ~ Natural Armor				DEFINE:SpikerDR|0					BONUS:VAR|SpikerDR|2									DR:SpikerDR/Bludgeoning									SOURCEPAGE:PH	
Resistances	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Spiker ~ Resistances									BONUS:VAR|AcidResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Acid									SOURCEPAGE:PH	
Weapon Proficiency	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Weapon Profi ciency: Spikers receive the Martial Weapon Proficiency feat for armor spikes as a bonus feat. This allows them to use their natural spiked skin as a weapon without penalty (see below).	KEY:Spiker ~ Weapon Proficiency																		AUTO:WEAPONPROF|Spiked Armor									SOURCEPAGE:PH	
Natural Spikes	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A spiker's skin is replete with sharp, jagged spikes. A spiker can deal extra piercing damage on a successful grapple check, or deal piercing damage with a melee attack, as if she wore armor spikes. Because of their spiked skin, spikers have a difficult time wearing armor. The maximum Dexterity bonus of the armor is reduced by 1, and the armor check penalty is worsened by 2. For instance, a chain shirt worn by a spiker has a maximum Dexterity bonus of +3 (instead of +4) and an armor check penalty of -4 (rather than -2). These changes don't affect the armor's arcane spell failure chance, nor do they apply to shields used by the spiker.	KEY:Spiker ~ Weapon Proficiency									 BONUS:MISC|MAXDEX|-1	BONUS:MISC|ACCHECK|-2																	SOURCEPAGE:PH	
Languages	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Language: Infernal.	KEY:Spiker ~ Languages																		TEMPLATE:Spiker ~ Common ~ Languages									SOURCEPAGE:PH	
Favored Class	CATEGORY:Special Ability	TYPE:SpikerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fighter.	KEY:Spiker ~ Favored Class																		TEMPLATE:Spiker ~ Common ~ Favored Class									SOURCEPAGE:PH	
																																	
Race Traits ~ Tiefling	CATEGORY:Internal													BONUS:VAR|AdvancementByClass|1	BONUS:VAR|RaceSubtypePlanetouched|1|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Planetouched (Tiefling) Racial Traits	ABILITY:Tiefling Subrace|AUTOMATIC|Tiefling ~ Common|!PREABILITY:1,CATEGORY=Internal,TYPE.AltSubraceChoice									
Planetouched (Tiefling) Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Planetouched (Tiefling) Racial Traits																												
Darkvision	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Tieflings have darkvision out to 60 feet.	KEY:Tiefling ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																		SOURCEPAGE:PH	
Bluff Skill Bonus	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+2 racial bonus on Bluff checks.	KEY:Tiefling ~ Bluff Skill Bonus				DEFINE:TieflingBluffSkillBonus|0					BONUS:VAR|TieflingBluffSkillBonus|2	BONUS:SKILL|Bluff|TieflingBluffSkillBonus|TYPE=Racial																	SOURCEPAGE:PH	
Hide Skill Bonus	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+2 racial bonus on Hide checks.	KEY:Tiefling ~ Hide Skill Bonus				DEFINE:TieflingHideSkillBonus|0					BONUS:VAR|TieflingHideSkillBonus|2	BONUS:SKILL|Hide|TieflingHideSkillBonus|TYPE=Racial																	SOURCEPAGE:PH	
Darkness	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Tiefling ~ Darkness																		SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|Darkness									SOURCEPAGE:PH	
Resistances	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Tiefling ~ Resistances									BONUS:VAR|ColdResistanceBonus,ElectricityResistanceBonus,FireResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Cold|Resistance To Electricity|Resistance to Fire									SOURCEPAGE:PH	
Languages	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Infernal. Bonus Languages: Draconic, Dwarven, Elven, Gnome, Goblin, Halfl ing, Orc.	KEY:Tiefling ~ Languages																		TEMPLATE:Tiefling ~ Common ~ Languages									SOURCEPAGE:PH	
Favored Class	CATEGORY:Special Ability	TYPE:TieflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Rogue.	KEY:Tiefling ~ Favored Class																		TEMPLATE:Tiefling ~ Common ~ Favored Class									SOURCEPAGE:PH	
																																	
Race Traits ~ Wildren	CATEGORY:Internal													BONUS:VAR|AdvancementByClass|1	BONUS:VAR|RaceSubtypePlanetouched|1|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Planetouched (Wildren) Racial Traits	ABILITY:Wildren Subrace|AUTOMATIC|Wildren ~ Common|!PREABILITY:1,CATEGORY=Internal,TYPE.AltSubraceChoice									
Wildren Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Planetouched (Wildren) Racial Traits																												
Darkvision	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Wildrens have darkvision out to 60 feet.	KEY:Wildren ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																		SOURCEPAGE:PH	
Scent	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Wildren have the scent ability. See page 314 of the Monster Manual for details.	KEY:Wildren ~ Scent																		ABILITY:Special Ability|AUTOMATIC|Scent									SOURCEPAGE:PH	
Fury	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Once per day, a wildren who has taken at least 1 point of damage can choose to enter a brief state of ragelike fury at the beginning of her next turn. In this state, a wildren gains +4 to Strength and -2 to Armor Class. The fury lasts for 1 round, and a wildren cannot end her fury voluntarily. The effect of this ability stacks with similar effects (such as the barbarian's rage class feature).	KEY:Wildren ~ Fury																											SOURCEPAGE:PH	
Stability	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Wildren are exceptionally stable on their feet. A wildren has a +4 bonus on ability checks made to resist being bull rushed or tripped when standing on the ground (but not when climbing, flying, riding, or otherwise not standing firmly on the ground).	KEY:Wildren ~ Stability				DEFINE:WildrenStabilityBonus|0				BONUS:VAR|WildrenStabilityBonus|4	BONUS:VAR|StabilityBonus|WildrenStabilityBonus									ABILITY:Special Ability|AUTOMATIC|Stability									SOURCEPAGE:PH	
Languages	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common and Dwarven, and are able to communicate with badgers as though under the effect of a speak with animals spell that affects only badgers. Bonus Languages: Sylvan, Gnome, Goblin, Orc, Terran	KEY:Wildren ~ Languages																		TEMPLATE:Wildren ~ Common ~ Languages									SOURCEPAGE:PH	
Favored Class	CATEGORY:Special Ability	TYPE:WildrenRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Barbarian.	KEY:Wildren ~ Favored Class																		TEMPLATE:Wildren ~ Common ~ Favored Class									SOURCEPAGE:PH	
