SOURCELONG:Book of Vile Darkness	SOURCESHORT:BoVD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-10											
6				ABILITY:Disciple of Mephistopheles Class Feature|AUTOMATIC|Disciple of Mephistopheles ~ Hellfire|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfMephistophelesHellfire										
7				ABILITY:Disciple of Mephistopheles Class Feature|AUTOMATIC|Disciple of Mephistopheles ~ Fire Shield|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfMephistophelesFireShield										
8				ABILITY:Disciple of Mephistopheles Class Feature|AUTOMATIC|Disciple of Mephistopheles ~ Hellfire Storm|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfMephistophelesHellfireStorm										
10				ABILITY:Disciple of Mephistopheles Class Feature|AUTOMATIC|Disciple of Mephistopheles ~ Body of Flame|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfMephistophelesBodyOfFlame										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Lifedrinker	HD:12	TYPE:Prestige	FACT:Abb|Lid	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:LifedrinkerLVL|0	BONUS:VAR|LifedrinkerLVL|CL	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Lifedrinker	PREALIGN:LE,NE,CE	PRESKILL:2,Knowledge (Arcana)=6,Spellcraft=6	PREMULT:1,[PRERACE:1,Vampire],[PRETEMPLATE:1,Vampire]											
CLASS:Lifedrinker	STARTSKILLPTS:4	CSKILL:Bluff|Hide|Knowledge (Arcana)|Listen|Move Silently|TYPE.Profession|Search|Sense Motive|Spellcraft|Spot												
1				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerProficiencies										
#														
1				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Lifewell|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerLifewell										
1				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Invigorate|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerInvigorate										
2				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Spell Boost ~ Empower|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpellBoostEmpower										
3				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Spell Boost ~ Heighten|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpellBoostHeighten										
4				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Special Attack Boost ~ Empower|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpecialAttackBoostEmpower										
5				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Blood Servant|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerBloodServant										
5				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Boost Defenses|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerBoostDefenses										
6				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Spell Boost ~ Maximize|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpellBostMaximize										
7				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Greater Blood Drain|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerGreaterBloodDrain										
7				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Special Attack Boost ~ Maximize|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpecialAttackBoostMaximize										
8				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Spell Boost ~ Quicken|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerSpellBostQuicken										
9				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Greater Invigorate|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerGreaterInvigorate										
10				ABILITY:Lifedrinker Class Feature|AUTOMATIC|Lifedrinker ~ Blood Revel|!PREABILITY:1,CATEGORY=ACF,TYPE.LifedrinkerBloodRevel										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Mortal Hunter	HD:10	TYPE:Prestige	FACT:Abb|Mor	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:MortalHunterLVL|0	BONUS:VAR|MortalHunterLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Mortal Hunter	PRERACE:1,RACETYPE=Outsider	PREALIGN:LE,NE,CE	PREATT:5	PRESKILL:1,Move Silently=3	PRESKILL:1,Survival=5	PRELANG:1,Common	PREABILITY:2,CATEGORY=FEAT,Mortalbane,Track							
CLASS:Mortal Hunter	STARTSKILLPTS:4	CSKILL:Bluff|Climb|Concentration|Disguise|Hide|Survival|Jump|Knowledge (Arcana)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spot|Survival												
CLASS:Mortal Hunter	SPELLSTAT:CHA	FACT:SpellType|Arcane	MEMORIZE:NO											
1	CAST:0,0													
2	CAST:0,1													
3	CAST:0,1,0													
4	CAST:0,1,1													
5	CAST:0,1,1,0													
6	CAST:0,1,1,1													
7	CAST:0,2,1,1,0													
8	CAST:0,2,1,1,1													
9	CAST:0,2,2,1,1													
10	CAST:0,2,2,2,1													
#														
1				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterProficiencies										
1				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Spells										
#														
1				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Mortal Hunting|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterMortalHunting										
1				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Mortal Skin|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterMortalSkin										
2				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Detect Mortals|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterDetectMortals										
2				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Boost Spell-Like Ability|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterBoostSpellLikeAbility										
4				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Smite Mortals|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterSmiteMortals										
5				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Spurn Mortal Magic|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterSpurnMortalMagic										
7				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Claws of the Overfiend|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterClawsOfTheOverfiend										
8				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Mortalbane Shout|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterMortalbaneShout										
10				ABILITY:Mortal Hunter Class Feature|AUTOMATIC|Mortal Hunter ~ Slay Mortal|!PREABILITY:1,CATEGORY=ACF,TYPE.MortalHunterSlayMortal										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Soul Eater	HD:8	TYPE:Prestige	FACT:Abb|Sou	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:SoulEaterLVL|0	BONUS:VAR|SoulEaterLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Soul Eater	!PRERACE:1,RACETYPE=Humanoind	PREALIGN:LE,NE,CE	PREATT:5	PRESKILL:1,Knowledge (Arcana)=2	PREABILITY:2,CATEGORY=FEAT,Alertness,Weapon Focus	PRETEXT:Soul eaters are usually created against their will. Sometimes, the emissary of an evil god or a powerful fiend approaches a monster on the verge of death. In exchange for continued life, the creature must feed on souls thereafter. More rarely, a creature desiring the ability to feed on souls undergoes a forbidden, profane ritual that allows it to become a soul eater.								
CLASS:Soul Eater	STARTSKILLPTS:4	CSKILL:Climb|Concentration|Hide|Intimidate|Jump|Listen|Move Silently|TYPE.Profession|Search|Spellcraft|Spot|Swim|Use Rope												
#														
1				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterProficiencies										
#														
1				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Energy Drain|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterEnergyDrain										
2				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Strength|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulStrength										
3				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Blast|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulBlast										
4				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Enhancement|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulEnhancement										
5				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Endurance|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulEndurance										
6				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Radiance|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulRadiance										
8				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Agility|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulAgility										
9				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Slave|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulSlave										
10				ABILITY:Soul Eater Class Feature|AUTOMATIC|Soul Eater ~ Soul Power|!PREABILITY:1,CATEGORY=ACF,TYPE.SoulEaterSoulPower										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Thrall of Demogorgon	HD:8	TYPE:Prestige	FACT:Abb|ToD	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ThrallOfDemogorgonLVL|0	BONUS:VAR|ThrallOfDemogorgonLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Thrall of Demogorgon	PREALIGN:CE	PREATT:4	PRESKILL:2,Knowledge (Arcana)=2,Knowledge (Religion)=2	PRESKILL:3,TYPE.Knowledge=2	PREABILITY:2,CATEGORY=FEAT,willing Deformity,Thrall to Demon	PREMULT:1,[PRESPELLTYPE:1,ANY=1],[PREABILITY:1,CATEGORY=Special Ability,Sneak Attack]	PRETEXT:A thrall of Demogorgon is initiated in a horrific rite that involves the sacrifice of an intelligent being dedicated to Demogorgon. This ceremony must take place on unhallowed ground, at night, in the presence of a demon.							
CLASS:Thrall of Demogorgon	STARTSKILLPTS:4	CSKILL:Bluff|Climb|Concentration|Hide|Intimidate|Survival|Jump|TYPE.Knowledge|Move Silently|TYPE.Profession|Search|Sense Motive|Spot|Swim|Use Rope												
#														
1				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonProficiencies										
#														
1				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Bonus Feat or Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonBonusFeatOrSpells										
1				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Scaly Flesh|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonScalyFlesh										
1				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Hypnosis|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonHypnosis										
2				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Touch of Fear|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonTouchOfFear										
3				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Reaching Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonReachingTouch										
4				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Dual Actions|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonDualActions										
5				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Summon Demon|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonSummonDemon										
6				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Rotting Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonRottingTouch										
8				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Two Personas|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonTwoPersonas										
10				ABILITY:Thrall of Demogorgon Class Feature|AUTOMATIC|Thrall of Demogorgon ~ Demogorgon's Will|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfDemogorgonDemogorgonSWill										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Thrall of Graz'zt	HD:6	TYPE:Prestige	FACT:Abb|ToG	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ThrallOfGrazztLVL|0	BONUS:VAR|ThrallOfGrazztLVL|CL	BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Thrall of Graz'zt	PREALIGN:LE,NE,CE	PRESKILL:1,Knowledge (Arcana)=5	PRESKILL:2,Bluff=2,Diplomacy=2	PREABILITY:2,CATEGORY=FEAT,Thrall to Demon,Violate Spell	PRESPELLDESCRIPTOR:1,Evil=3	PRETEXT:Graz'zt's followers initiate new thralls in a horrific rite that involves the sacrifice of an intelligent being. This rite must be performed within an area of magical darkness under the influence of a desecrate or unhallow spell								
CLASS:Thrall of Graz'zt	STARTSKILLPTS:4	CSKILL:Bluff|Concentration|Decipher Script|Diplomacy|Gather Information|Hide|TYPE.Knowledge|Listen|Move Silently|Open Lock|TYPE.Perform|Sleight of Hand|Search|Sense Motive|Spellcraft|Spot|Use Magic Device												
1	ADD:SPELLCASTER|ANY													
3	ADD:SPELLCASTER|ANY													
5	ADD:SPELLCASTER|ANY													
7	ADD:SPELLCASTER|ANY													
9	ADD:SPELLCASTER|ANY													
10	ADD:SPELLCASTER|ANY													
#														
1				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGrazztProficiencies										
1				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Spells										
#														
1				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Charm|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGraz'ztCharm										
2				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Spell Betrayal|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGraz'ztSpellBetrayal										
3				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Dark Charisma|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGraz'ztDarkCharisma										
4				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Summon Demon|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGraz'ztSummonDemon										
6				ABILITY:Thrall of Graz'zt Class Feature|AUTOMATIC|Thrall of Graz'zt ~ Spellstrike|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfGraz'ztSpellstrike										
														
CLASS:Thrall of Juiblex	HD:10	TYPE:Prestige	FACT:Abb|ToJ	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ThrallOfJuiblexLVL|0	BONUS:VAR|ThrallOfJuiblexLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Thrall of Juiblex	PREALIGN:LE,NE,CE	PREATT:6	PRESKILL:1,Escape Artist=5	PREABILITY:2,CATEGORY=FEAT,Thrall to Demon,Willing Deformity	PRETEXT:The thrall of Juiblex is initiated in a horrific rite that involves the sacrifice of an intelligent being. At least three oozes, slimes, or puddings must be present for the ritual. The victim of the sacrificial ritual must be dissolved in acid. Special: Must have been polymorphed or experienced some sort of shapechanging experience.									
CLASS:Thrall of Juiblex	STARTSKILLPTS:2	CSKILL:Climb|Disguise|Escape Artist|Intimidate|Jump|Knowledge (Religion)|Listen|Move Silently|Spot												
#														
1				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexProficiencies										
#														
1				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Sickening Slime|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexSickeningSlime										
2				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Corrosive Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexCorrosiveTouch										
3				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Summon Ooze|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexSummonOoze										
4				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Contagion|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexContagion										
4				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Alter Self|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexAlterSelf										
5				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Summon Demon|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexSummonDemon										
6				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Corrosive Spew|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexCorrosiveSpew										
7				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Summon Pudding|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexSummonPudding										
8				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ Polymorph Self|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexPolymorphSelf										
10				ABILITY:Thrall of Juiblex Class Feature|AUTOMATIC|Thrall of Juiblex ~ No Discernible Anatomy|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfJuiblexNoDiscernibleAnatomy										
#														
11	PREPCLEVEL:MIN=20													
														
CLASS:Thrall of Orcus	HD:8	TYPE:Prestige	FACT:Abb|ToO	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ThrallOfOrcusLVL|0	BONUS:VAR|ThrallOfOrcusLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Thrall of Orcus	PREALIGN:LE,NE,CE	PREATT:4	PRESKILL:2,Knowledge (Arcana)=2,Knowledge (Religion)=2	PREABILITY:2,CATEGORY=FEAT,Lichloved,Thrall to Demon	PRESPELLSCHOOL:1,Necromancy=1	PRETEXT:The sacrifice of an intelligent being is the centerpiece of the horrific rite that initiates a new thrall of Orcus. This ritual takes place in complete darkness atop an altar made of at least thirty skulls.								
CLASS:Thrall of Orcus	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|TYPE.Craft|Hide|Intimidate|TYPE.Knowledge|Move Silently|TYPE.Profession|Spot												
#														
1				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusProficiencies										
#														
1				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Bonus Feat or Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusBonusFeatOrSpells										
1				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Carrion Stench|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusCarrionStench										
2				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Touch of Fear|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusTouchOfFear										
3				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Demon Wings|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusDemonWings										
4				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Massive Girth ~ Skeletal Visage|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusMassiveGirthSkeletalVisage										
5				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Summon Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusSummonUndead										
6				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Pallor of Death|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusPallorOfDeath										
8				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Death Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusDeathTouch										
10				ABILITY:Thrall of Orcus Class Feature|AUTOMATIC|Thrall of Orcus ~ Summon Nightwing|!PREABILITY:1,CATEGORY=ACF,TYPE.ThrallOfOrcusSummonNightwing										
#														
11	PREPCLEVEL:MIN=20													
														
# CLASS:Ur-Priest														
# CLASS:Ur-Priest														
# CLASS:Ur-Priest														
														
CLASS:Vermin Lord	HD:6	TYPE:Prestige	FACT:Abb|Vrm	MAXLEVEL:NOLIMIT	SOURCEPAGE:BoVD	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:VerminLordLVL|0	BONUS:VAR|VerminLordLVL|CL	BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Vermin Lord	PREALIGN:LE,NE,CE	PRESKILL:2,Move Silently=3,Hide=3	PRESKILL:1,Knowledge (Nature)=2	PREABILITY:2,CATEGORY=FEAT,Verminfriend	PRESPELL:1,Giant Vermin	PRETEXT:The vermin lord must be ordained by an intelligent evil creature with a physical resemblance to vermin- a drider, chasme, gelugon, aranea, bebilith, phase spider, evil formian, or similar creature. The ordaining creature must be intelligent enough to communicate with the vermin lordto- be. Of course, such a creature will demand service or payment in return.								
CLASS:Vermin Lord	STARTSKILLPTS:4	CSKILL:Bluff|Climb|Concentration|Hide|Knowledge (Nature)|Listen|Move Silently|TYPE.Perform|Sleight of Hand|Search|Spellcraft|Spot												
1	ADD:SPELLCASTER|ANY													
3	ADD:SPELLCASTER|ANY													
