SOURCELONG:Book of Vile Darkness	SOURCESHORT:BoVD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-10																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialAttack	VISIBLE:YES	DESC:If a disciple of Baalzebul of 2nd level or higher can catch an opponent when he is unable to defend himself effectively from her attack, she can strike a vital spot for extra damage. Basically, any time the disciple's target would be denied his Dexterity bonus to AC (whether he actually has a Dexterity bonus or not), the disciple's attack deals +1d6 points of damage. This extra damage increases by +1d6 points every third level afterward (+2d6 at 5th level, +3d6 at 8th level). Should the disciple score a critical hit with a sneak attack, this extra damage is not multiplied. It takes precision and penetration to hit a vital spot, so ranged attacks can only count as sneak attacks if the target is 30 feet away or less. With a sap or an unarmed strike, a disciple of Baalzebul can make a sneak attack that deals subdual damage instead of normal damage. She cannot use a weapon that deals normal damage to deal subdual damage in a sneak attack, not even with the usual –4 penalty, because she must make optimal use of her weapon in order to execute the sneak attack. A disciple of Baalzebul can only sneak attack a living creatures with a discernible anatomy—undead, constructs, oozes, plants, and incorporeal creatures lack vital areas to attack. Additionally, any creature immune to critical hits is similarly immune to sneak attacks. Also, the disciple of Baalzebul must be able to see the target well enough to pick out a vital spot and must be able to reach a vital spot. The disciple cannot sneak attack while striking at a creature with concealment or by striking the limbs of a creature whose vitals are beyond reach. If a disciple of Baalzebul gets a sneak attack bonus from another source (such as rogue levels), the bonuses to damage stack.	KEY:Disciple of Baalzebul ~ Sneak Attack									BONUS:VAR|SneakAttackDice|(DiscipleOfBaalzebulLVL+1)/3									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Suggestion	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a 3rd-level disciple of Baalzebul can produce an effect identical to that of a suggestion spell. The DC to resist the disciple's entreaties is 10 + disciple's class level + disciple's Cha bonus.	KEY:Disciple of Baalzebul ~ Suggestion																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DiscipleOfBaalzebul|Suggestion,DefaulSpellDCCha+DiscipleOfBaalzebulLVL								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Summon Osyluth	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 4th-level disciple of Baalzebul can summon 1 osyluth once per day. This functions as a summon monster spell cast by a 15th-level caster.	KEY:Disciple of Baalzebul ~ Summon Osyluth																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Baalzebul ~ Summon Osyluth								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Insect Plague	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a 6th-level disciple of Baalzebul can produce an effect identical to that of a insect plague spell cast by a 15th-level spellcaster. The insects summoned are always biting flies.	KEY:Disciple of Baalzebul ~ Insect Plague																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Insect Plague								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Beguiling Nature	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Every other day, a 7th-level disciple of Baalzebul can produce an effect identical to the mass charm spell, with aWill save DC of 10 + disciple's class level + disciple's Cha bonus.	KEY:Disciple of Baalzebul ~ Beguiling Nature																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DiscipleOfBaalzebulLVL|Charm Monster (Mass),DefaultSpellDCCha+DiscipleOfBaalzebulLVL								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Summon Cornugon	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 9th-level disciple of Baalzebul can summon 1 cornugon once per day. This functions as a summon monster spell cast by a 15th-level caster.	KEY:Disciple of Baalzebul ~ Summon Cornugon																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Baalzebul ~ Summon Cornugon								SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
King of Lies	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfBaalzebulClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 10th-level disciple of Baalzebul gains a +4 inherent bonus to Charisma.	KEY:Disciple of Baalzebul ~ King of Lies									BONUS:STAT|CHA|4|TYPE=Inherent																	SORTKEY:Class_Disciple_Of_Baalzebul	SOURCEPAGE:BoVD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Disciples of Dispater are proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Disciple of Dispater ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Device Lore	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A disciple of Dispater can find traps made mostly of metal just as a rogue can. Furthermore, he gains a +2 competency bonus on Disable Device checks against devices made mostly of metal.	KEY:Disciple of Dispater ~ Device Lore									BONUS:SKILL|Disable Device|2|TYPE=Competence																	SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Iron Hews	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per point of Constitution bonus, a 2nd-level disciple of Dispater may add a +3 divine bonus on damage from attacks made that round.	KEY:Disciple of Dispater ~ Iron Hews	DESC:%1/day.|IronHewsTimes			DEFINE:IronHewsTimes|0					BONUS:VAR|IronHewsTimes|CON																	SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Rusting Grasp	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a 3rd-level disciple of Dispater can produce an effect identical to that of the rusting grasp spell cast by a 15th-level caster.	KEY:Disciple of Dispater ~ Rusting Grasp																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Rusting Grasp,14+CHA								SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Iron Power	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When using an iron or steel weapon, a 4th-level disciple of Dispater gains a +1 insight bonus on attack and damage rolls. Furthermore, his threat range is doubled as if he were using a keen weapon. At 8th level, the insight bonus improves to +2, and the threat range triples. This ability does not stack with the keen weapon quality, but it does stack with the Improved Critical feat.	KEY:Disciple of Dispater ~ Iron Power	DESC:+%1 bonus.|IronPowerBonus			DEFINE:IronPowerBonus|0					BONUS:VAR|IronPowerBonus|1|PREVARGTEQ:DiscipleOfDispaterLVL,4	BONUS:VAR|IronPowerBonus|1|PREVARGTEQ:DiscipleOfDispaterLVL,8	BONUS:WEAPONPROF=TYPE.Metal|CRITRANGEDOUBLE|1|TYPE=NonStackingCrit|PREVARGTEQ:DiscipleOfDispaterLVL,4	BONUS:WEAPONPROF=TYPE.Metal|CRITRANGEDOUBLE|1|TYPE=NonStackingCrit|PREVARGTEQ:DiscipleOfDispaterLVL,8														SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Summon Erinyes	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 5th-level disciple of Dispater can summon 1 erinyes once per day. This functions as a summon monster spell cast by a 15th-level caster. A 9th-level disciple of Dispater can summon 1d4 erinyes once per day.	KEY:Disciple of Dispater ~ Summon Erinyes																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Dispater ~ Summon Erinyes I|PREVARLTEQ:DiscipleOfDispaterLVL,7	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Dispater ~ Summon Erinyes II|PREVARGTEQ:DiscipleOfDispaterLVL,8							SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Iron Hews	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per point of Constitution bonus, a 6th-level disciple of Dispater may add a +6 divine bonus on damage from attacks made that round. While this bonus does not stack with the iron hews ability, the abilities are separate: A disciple of Dispater with a Constitution bonus of +3 can use each ability three times per day.	KEY:Disciple of Dispater ~ Greater Iron Hews	DESC:%1/day.|GreaterIronHewsTimes			DEFINE:GreaterIronHewsTimes|0					BONUS:VAR|GreaterIronHewsTimes|CON																	SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Ironskin	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a 7th-level disciple of Dispater can produce an effect identical to that of the stoneskin spell cast by a 15th-level caster upon himself only.	KEY:Disciple of Dispater ~ Ironskin																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Stoneskin								SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Iron Body	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfDispaterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a 10th-level disciple of Dispater can produce an effect identical to that of an iron body spell cast by an 18th-level caster.	KEY:Disciple of Dispater ~ Iron Body																		SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Iron Body								SORTKEY:Class_Disciple_Of_Dispater	SOURCEPAGE:BoVD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Disciples of Mammon are proficient with all simple and martial weapons, but no type of armor or shields.	KEY:Disciple of Mammon ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Lie	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A disciple of Mammon gains a +4 competence bonus on Bluff checks and spell resistance of 11 + disciple level against spells that reveal falsehood, such as zone of truth and discern lies, even when spell resistance is normally not allowed (such as with discern lies).	KEY:Disciple of Mammon ~ Lie	DESC:SR %1 against spells that reveal falsehood.|LieSR			DEFINE:LieSR|0					BONUS:VAR|LieSR|11+DiscipleOfMammonLVL	BONUS:SKILL|Bluff|4|TYPE=Competence																SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Cheat	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day per class level, a disciple of Mammon can produce an effect identical to that of a cheat spell cast by a 15th-level caster.	KEY:Disciple of Mammon ~ Cheat																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Cheat								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Thief	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 3rd-level disciple of Mammon gains a +4 competence bonus on Pick Pocket and Open Lock checks.	KEY:Disciple of Mammon ~ Thief									BONUS:SKILL|Sleight of Hands,Open Lock|4|TYPE=Competence																	SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Steal	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 3rd-level disciple of Mammon can call a single unattended object weighing no more than 5 pounds to her as if using telekinesis. This functions as the spell cast by a 15th-level caster.	KEY:Disciple of Mammon ~ Steal																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Telekinesis								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Divert Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Three times per day, a 4th-level disciple of Mammon can maneuver events so that an opponent's melee attack meant for her is actually directed at another character within the attacker's reach. The new target must also be a foe of the attacker. If there is no such foe within reach, the maneuver fails.	KEY:Disciple of Mammon ~ Divert Attack																										SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Summon Osyluth	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 5th-level disciple of Mammon can summon 1 osyluth once per day. This functions as a summon monster spell cast by a 15th-level caster.	KEY:Disciple of Mammon ~ Summon Osyluth																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Mammon ~ Summon Osyluth								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Take Object	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A 6th-level disciple of Mammon gains a +4 competence bonus on attempts to disarm a foe, and she draws no attacks of opportunity for making an attempt unarmed.	KEY:Disciple of Mammon ~ Take Object																										SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Enhance Value	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:By careful, slight modifications, a 7th-level disciple of Mammon can increase the value of a nonmagical item of value, such as a gem, an art object, or a piece of equipment. The disciple spends 1 hour performing these modifications and then makes an Appraise check, increasing the value of the object by 1%% per point of the check result. A disciple of Mammon cannot enhance something with a readily obvious value, such as a coin, and she cannot enhance the same object twice.	KEY:Disciple of Mammon ~ Enhance Value																										SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Divert Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, an 8th-level disciple of Mammon can maneuver events so that an opponent's spell targeted on her is actually targeted at another instead. The new target must be within range and must also be a foe of the attacker. If there is no such foe within reach, the maneuver fails.	KEY:Disciple of Mammon ~ Divert Spell																										SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Nondetection	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 9th-level disciple of Mammon can constantly produce an effect identical to a nondetection spell cast by an 18th-level caster. This ability cannot be dispelled, but it can be suppressed.	KEY:Disciple of Mammon ~ Nondetection																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Nondetection								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Summon Gelugon	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMammonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 10th-level disciple of Mammon can summon 1 gelugon once per day. This functions as a summon monster spell cast by an 18th-level caster.	KEY:Disciple of Mammon ~ Summon Gelugon																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Mammon ~ Summon Gelugon								SORTKEY:Class_Disciple_Of_Mammon	SOURCEPAGE:BoVD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Disciples of Mephistopheles are proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Disciple of Mephistopheles ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Hellfire Grasp	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A disciple of Mephistopheles can deal 1d6 points of fire damage as a touch attack at will. This damage is added to damage dealt by other unarmed attacks.	KEY:Disciple of Mephistopheles ~ Hellfire Grasp																										SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Fire Adept	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A disciple of Mephistopheles who can cast spells gains a +1 bonus to caster level when casting a spell with the fire descriptor.	KEY:Disciple of Mephistopheles ~ Fire Adept									BONUS:CASTERLEVEL|DESCRIPTOR.Fire|1																	SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Fire Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, a disciple of Mephistopheles gains fire resistance 10. At 6th level, this becomes fire resistance 20.	KEY:Disciple of Mephistopheles ~ Fire Resistance				DEFINE:DiscipleOfMephistophelesFireResistance|0					BONUS:VAR|DiscipleOfMephistophelesFireResistance|10	BONUS:VAR|DiscipleOfMephistophelesFireResistance|10|PREVARGTEQ:DiscipleOfMephistophelesLVL,6	BONUS:VAR|FireResistanceBonus|DiscipleOfMephistophelesFireResistance|TYPE=Resistance															SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Hellfire Blast	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 3rd-level disciple of Mephistopheles can release a gout of hellfire from his hand at will, dealing 4d6 points of fire damage as a ranged touch attack. The range for this attack is 30 feet.	KEY:Disciple of Mephistopheles ~ Hellfire Blast	DESC:%1/day.|HellfireBlastTimes			DEFINE:HellfireBlastTimes|0					BONUS:VAR|HellfireBlast|4|TYPE=Base	BONUS:VAR|HellfireBlastTimes|DiscipleOfMephistophelesLVL								ABILITY:Special Ability|AUTOMATIC|Hellfire Blast								SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Flare	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day per class level, a disciple of Mephistopheles can produce an effect identical to that of a flare spell cast by a 15th-level caster.	KEY:Disciple of Mephistopheles ~ Flare																		SPELLS:Innate|TIMES=DiscipleOfMephistopheles|CASTERLEVEL=15|Flare,10+CHA								SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Summon Hamatula	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 5th-level disciple ofMephistopheles can summon 1 hamatula once per day. This functions as a summon monster spell cast by a 15th-level caster. A 9th-level disciple can summon 1d4 hamatulas once per day.	KEY:Disciple of Mephistopheles ~ Summon Hamatula																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Mephistopheles ~ Summon Hamatula I|PREVARLTEQ:DiscipleOfMephistophelesLVL,8	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Disciple of Mephistopheles ~ Summon Hamatula II|PREVARGTEQ:DiscipleOfMephistophelesLVL,9							SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Hellfire 	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Three times per day, a 6th-level disciple of Mephistopheles can produce an effect identical to that of a hellfire spell cast by a 15th-level caster.	KEY:Disciple of Mephistopheles ~ Hellfire																		SPELLS:Innate|TIMES=3|CASTERLEVEL=15|Hellfire,14+CHA								SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Fire Shield	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Twice per day, a 7th-level disciple of Mephistopheles can produce an effect identical to that of a fire shield spell cast by a 15th-level caster.	KEY:Disciple of Mephistopheles ~ Fire Shield																		SPELLS:Innate|TIMES=2|CASTERLEVEL=15|Fire Shield								SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Hellfire Storm	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Twice per day, an 8th-level disciple of Mephistopheles can produce an effect identical to that of the hellfire storm spell cast by a 15th-level caster.	KEY:Disciple of Mephistopheles ~ Hellfire Storm																		SPELLS:Innate|TIMES=2|CASTERLEVEL=15|Hellfire Storm,17+CHA								SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Body of Flame	CATEGORY:Special Ability	TYPE:ClassFeatures.DiscipleOfMephistophelesClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 10th-level disciple of Mephistopheles can transform his body into flame for up to 10 minutes once per day. He gains fire immunity and damage reduction 10/Magic or Good, and anyone he touches must succeed at a Reflex save (DC 15) or catch fire. The flame burns for 1d4 rounds (see Catching on Fire in Chapter 3 of the DUNGEON MASTER's Guide). A burning creature can take a move-equivalent action to put out the flame. Creatures hitting a disciple ofMephistopheles with natural weapons or unarmed attacks take 2d6 points of fire damage and also catch fire unless they succeed at a Reflex save (DC 15).	KEY:Disciple of Mephistopheles ~ Body of Flame																										SORTKEY:Class_Disciple_Of_Mephistopheles	SOURCEPAGE:BoVD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A lifedrinker is proficient with no weapons, armor, or shields.	KEY:Lifedrinker ~ Weapon and Armor Proficiency																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Lifewell	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lifedrinker stores the life energy that it steals in a reservoir within itself called a lifewell. From this lifewell, the lifedrinker draws the power needed to use their its abilities. A lifedrinker gains lifewell points by bestowing negative levels and by dealing Constitution drain. Each negative level bestowed by the vampire's energy drain ability grants 2 lifewell points. Each point of Constitution drained grants 1 lifewell point. The lifewell of a lifedrinker can hold a maximum of 3 points per lifedrinker level. Lifewell points gained when the lifewell is already full are wasted. A lifedrinker with 0 lifewell points must succeed at aWill saving throw (DC 20) or go temporarily insane, attacking any living creature within sight until the lifewell has at least 1 point per lifedrinker level. A successful saving throw means that the lifedrinker need not make a saving throw against this temporary insanity until one week has passed— and even then only if the lifewell has remained at 0 points throughout the week.	KEY:Lifedrinker ~ Lifewell																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Invigorate	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lifedrinker can spend 1 lifewell point to gain 1d6 temporary hit points. These hit points last 24 hours, and while they do not stack with those granted by other sources of temporary hit points, they do stack with more hit points gained from the invigorate ability, so a lifedrinker may spend multiple lifewell points to gain more temporary hit points.No more lifewell points may be spent on this ability in any given day than the lifedrinker has levels.	KEY:Lifedrinker ~ Invigorate																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Spell Boost (Empower)	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If a lifedrinker of 2nd level or higher casts spells, it may spend 4 lifewell points to empower a spell as if using the Empower Spell feat. The spell slot and level of the spell do not change.	KEY:Lifedrinker ~ Spell Boost ~ Empower																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Spell Boost (Heighten)	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If a lifedrinker of 3rd level or higher casts spells, it may spend a variable number of lifewell points to heighten a spell as if using the Heighten Spell feat. For every 2 lifewell points devoted to the spell boost, the spell's effective level is treated as one higher for purposes of save DC and other effects. For example, if a lifedrinker spends 4 lifewell points to boost a fireball spell, the spell is treated as a 5th-level spell when calculating the Reflex save DC, and the boosted fireball can penetrate a minor globe of invulnerability, which a 3rd-level fireball cannot. The spell slot and level of the spell do not change	KEY:Lifedrinker ~ Spell Boost ~ Heighten																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Special Attack Boost (Empower)	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 4th-level lifedrinker can spend 4 lifewell points to empower a special attack, increasing its variable, numeric effects by a factor of 1.5. The special attack is empowered for one use only. For example, a lifedrinker empowering its blood drain ability would drain 1d3 points of Constitution, multiplied by 1.5. A lifedrinker could also use this ability to summon more creatures using the children of the night ability it gains as a vampire. Some lifedrinkers might have other special abilities that they can use with this ability; a sea hag vampire lifedrinker, for example, could use this to empower her horrific appearance.	KEY:Lifedrinker ~ Special Attack Boost ~ Empower																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Blood Servant	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:By spending 10 lifewell points, a 5th-level lifedrinker can call forth a lesser planar ally (evil only), as per the spell of the same name. The ally automatically serves the lifedrinker for 24 hours.	KEY:Lifedrinker ~ Blood Servant																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Boost Defeses	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a lifedrinker can spend 8 lifewell points to add +2 to its natural armor bonus and turn resistance, add +10 to its cold resistance and electricity resistance, and increase its damage reduction to 10/Good. The effects last for 24 hours.	KEY:Lifedrinker ~ Boost Defenses																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
Spell Boost (Maximize)	CATEGORY:Special Ability	TYPE:ClassFeatures.LifedrinkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If a lifedrinker of 6th level or higher casts spells, it can spend 6 lifewell points to maximize a spell as if using theMaximize Spell feat.The spell slot and level of the spell do not change.	KEY:Lifedrinker ~ Spell Boost ~ Maximize																										SORTKEY:Class_Lifedrinker	SOURCEPAGE:BoVD	
