SOURCELONG:Monster Manual	SOURCESHORT:MM1	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Tojanida Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:TojanidaAgeCategory|0	DEFINE:TojanidaSizeTracker|0																						SOURCEPAGE:MM1	
# CATEGORY=Special Ability|Tojanida Race Tracker.MOD														BONUS:VAR|RaceSizeIsLong|1	BONUS:VAR|ActivateSizeMaster|1								ABILITY:Internal|AUTOMATIC|SIZE_S|PREVAREQ:TojanidaSizeTracker,1	ABILITY:Internal|AUTOMATIC|SIZE_M|PREVAREQ:TojanidaSizeTracker,2	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVAREQ:TojanidaSizeTracker,3	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVARGTEQ:TojanidaSizeTracker,4							
# CATEGORY=Special Ability|Tojanida Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|TOJANIDA_ATTACKS_S|PREVAREQ:TojanidaAgeCategory,1	ABILITY:Internal|AUTOMATIC|TOJANIDA_ATTACKS_M|PREVAREQ:TojanidaAgeCategory,2	ABILITY:Internal|AUTOMATIC|TOJANIDA_ATTACKS_L|PREVAREQ:TojanidaAgeCategory,3	ABILITY:Internal|AUTOMATIC|TOJANIDA_ATTACKS_L|PREVAREQ:TojanidaAgeCategory,4							
CATEGORY=Special Ability|Tojanida Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Tojanida ~ Juvenile|PREVAREQ:TojanidaAgeCategory,1	ABILITY:Internal|AUTOMATIC|Tojanida ~ Adult|PREVAREQ:TojanidaAgeCategory,2	ABILITY:Internal|AUTOMATIC|Tojanida ~ Elder|PREVAREQ:TojanidaAgeCategory,3	ABILITY:Internal|AUTOMATIC|Tojanida ~ Elder|PREVARGTEQ:TojanidaAgeCategory,4							
Juvenile	CATEGORY:Internal		VISIBLE:NO		KEY:Tojanida ~ Juvenile																		TEMPLATE:Tojanida ~ Juvenile										
Adult	CATEGORY:Internal		VISIBLE:NO		KEY:Tojanida ~ Adult																		TEMPLATE:Tojanida ~ Adult										
Elder	CATEGORY:Internal		VISIBLE:NO		KEY:Tojanida ~ Elder																		TEMPLATE:Tojanida ~ Elder										
																																	
Xorn Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:XornAgeCategory|0	DEFINE:XornSizeTracker|0																						SOURCEPAGE:MM1	
# CATEGORY=Special Ability|Xorn Race Tracker.MOD														BONUS:VAR|RaceSizeIsLong|1	BONUS:VAR|ActivateSizeMaster|1								ABILITY:Internal|AUTOMATIC|SIZE_S|PREVAREQ:XornSizeTracker,1	ABILITY:Internal|AUTOMATIC|SIZE_M|PREVAREQ:XornSizeTracker,2	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVAREQ:XornSizeTracker,3	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVARGTEQ:XornSizeTracker,4							
# CATEGORY=Special Ability|Xorn Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|XORN_ATTACKS_S|PREVAREQ:XornAgeCategory,1	ABILITY:Internal|AUTOMATIC|XORN_ATTACKS_M|PREVAREQ:XornAgeCategory,2	ABILITY:Internal|AUTOMATIC|XORN_ATTACKS_L|PREVAREQ:XornAgeCategory,3	ABILITY:Internal|AUTOMATIC|XORN_ATTACKS_H|PREVAREQ:XornAgeCategory,4							
CATEGORY=Special Ability|Xorn Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Xorn ~ Minor|PREVAREQ:XornAgeCategory,1	ABILITY:Internal|AUTOMATIC|Xorn ~ Average|PREVAREQ:XornAgeCategory,2	ABILITY:Internal|AUTOMATIC|Xorn ~ Elder|PREVAREQ:XornAgeCategory,3	ABILITY:Internal|AUTOMATIC|Xorn ~ Elder|PREVARGTEQ:XornAgeCategory,4							
Minor	CATEGORY:Internal		VISIBLE:NO		KEY:Xorn ~ Minor																		TEMPLATE:Xorn ~ Minor										
Average	CATEGORY:Internal		VISIBLE:NO		KEY:Xorn ~ Average																		TEMPLATE:Xorn ~ Average										
Elder	CATEGORY:Internal		VISIBLE:NO		KEY:Xorn ~ Elder																		TEMPLATE:Xorn ~ Elder										
																																	
Animal (Shark) Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:AnimalSharkAgeCategory|0	DEFINE:AnimalSharkSizeTracker|0																						SOURCEPAGE:MM1	
# CATEGORY=Special Ability|AnimalShark Race Tracker.MOD														BONUS:VAR|RaceSizeIsLong|1	BONUS:VAR|ActivateSizeMaster|1								ABILITY:Internal|AUTOMATIC|SIZE_S|PREVAREQ:AnimalSharkSizeTracker,1	ABILITY:Internal|AUTOMATIC|SIZE_M|PREVAREQ:AnimalSharkSizeTracker,2	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVAREQ:AnimalSharkSizeTracker,3	ABILITY:Internal|AUTOMATIC|SIZE_L|PREVARGTEQ:AnimalSharkSizeTracker,4							
# CATEGORY=Special Ability|AnimalShark Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|AnimalShark_ATTACKS_S|PREVAREQ:AnimalSharkAgeCategory,1	ABILITY:Internal|AUTOMATIC|AnimalShark_ATTACKS_M|PREVAREQ:AnimalSharkAgeCategory,2	ABILITY:Internal|AUTOMATIC|AnimalShark_ATTACKS_L|PREVAREQ:AnimalSharkAgeCategory,3	ABILITY:Internal|AUTOMATIC|AnimalShark_ATTACKS_H|PREVAREQ:AnimalSharkAgeCategory,4							
CATEGORY=Special Ability|Animal (Shark) Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Animal (Shark) ~ Medium|PREVAREQ:AnimalSharkAgeCategory,1	ABILITY:Internal|AUTOMATIC|Animal (Shark) ~ Large|PREVAREQ:AnimalSharkAgeCategory,2	ABILITY:Internal|AUTOMATIC|Animal (Shark) ~ Huge|PREVAREQ:AnimalSharkAgeCategory,3								
Medium	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Shark) ~ Medium																		TEMPLATE:Animal (Shark) ~ Medium										
Large	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Shark) ~ Large									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Shark) ~ Large										
Huge	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Shark) ~ Huge									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Shark) ~ Huge										
																																	
Animal (Snake (Viper)) Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:AnimalSnakeViperAgeCategory|0	DEFINE:AnimalSnakeViperSizeTracker|0																						SOURCEPAGE:MM1	
CATEGORY=Special Ability|Animal (Snake (Viper)) Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Animal (Snake (Viper)) ~ Small|PREVAREQ:AnimalSnakeViperAgeCategory,1	ABILITY:Internal|AUTOMATIC|Animal (Snake (Viper)) ~ Medium|PREVAREQ:AnimalSnakeViperAgeCategory,2	ABILITY:Internal|AUTOMATIC|Animal (Snake (Viper)) ~ Large|PREVAREQ:AnimalSnakeViperAgeCategory,3	ABILITY:Internal|AUTOMATIC|Animal (Snake (Viper)) ~ Huge|PREVAREQ:AnimalSnakeViperAgeCategory,4							
Small	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Snake (Viper)) ~ Small																		TEMPLATE:Animal (Snake (Viper)) ~ Small	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d2,SPROP=Poison									
Medium	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Snake (Viper)) ~ Medium																		TEMPLATE:Animal (Snake (Viper)) ~ Medium	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d3,SPROP=Poison									
Large	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Snake (Viper)) ~ Large									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Snake (Viper)) ~ Large	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4,SPROP=Poison									
Huge	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Snake (Viper)) ~ Huge									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Snake (Viper)) ~ Huge	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4,SPROP=Poison									
																																	
Animal (Squid) Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:AnimalSquidAgeCategory|0	DEFINE:AnimalSquidSizeTracker|0																						SOURCEPAGE:MM1	
CATEGORY=Special Ability|Animal (Squid) Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Animal (Squid) ~ Medium|PREVAREQ:AnimalSquidAgeCategory,1	ABILITY:Internal|AUTOMATIC|Animal (Squid) ~ Large|PREVAREQ:AnimalSquidAgeCategory,2	ABILITY:Internal|AUTOMATIC|Animal (Squid) ~ Huge|PREVAREQ:AnimalSquidAgeCategory,3	ABILITY:Internal|AUTOMATIC|Animal (Squid) ~ Gargantuan|PREVAREQ:AnimalSquidAgeCategory,4							
Medium	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Squid) ~ Medium																		TEMPLATE:Animal (Squid) ~ Medium										
Large	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Squid) ~ Large									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Squid) ~ Large										
Huge	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Squid) ~ Huge									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Squid) ~ Huge										
Gargantuan	CATEGORY:Internal		VISIBLE:NO		KEY:Animal (Squid) ~ Gargantuan									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Animal (Squid) ~ Gargantuan										
																																	
Monstrous Scorpion Race Tracker	CATEGORY:Special Ability	TYPE:SubTraitAbility							DEFINE:MonstrousScorpionAgeCategory|0	DEFINE:MonstrousScorpionSizeTracker|0																						SOURCEPAGE:MM1	
CATEGORY=Special Ability|Monstrous Scorpion Race Tracker.MOD																							ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Small|PREVAREQ:MonstrousScorpionAgeCategory,1	ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Medium|PREVAREQ:MonstrousScorpionAgeCategory,2	ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Large|PREVAREQ:MonstrousScorpionAgeCategory,3	ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Huge|PREVAREQ:MonstrousScorpionAgeCategory,4	ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Gargantuan|PREVAREQ:MonstrousScorpionAgeCategory,5	ABILITY:Internal|AUTOMATIC|Monstrous Scorpion ~ Colossal|PREVAREQ:MonstrousScorpionAgeCategory,6					
Small	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Small																		TEMPLATE:Monstrous Scorpion ~ Small										
Medium	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Medium																		TEMPLATE:Monstrous Scorpion ~ Medium										
Large	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Large									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Monstrous Scorpion ~ Large										
Huge	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Huge									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Monstrous Scorpion ~ Huge										
Gargantuan	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Gargantuan									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Monstrous Scorpion ~ Gargantuan										
Colossal	CATEGORY:Internal		VISIBLE:NO		KEY:Monstrous Scorpion ~ Colossal									BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))									TEMPLATE:Monstrous Scorpion ~ Colossal										
