SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02												
#															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
CLASS:Bardic Sage	HD:6	TYPE:PC.Base	FACT:Abb|Bds	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Bard	DEFINE:BardLVL|0	BONUS:VAR|BardLVL|CL	EXCLASS:Ex-Bard	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Bardic Sage	PREALIGN:NG,TN,NE	!PRECLASS:1,Bard=1,Divine Bard=1,Savage Bard=1	SERVESAS:CLASS|Bard												
CLASS:Bardic Sage	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Sense Motive|Sleight of Hand|Speak Language|Spellcraft|Swim|Tumble|Use Magic Device													
CLASS:Bardic Sage	SPELLSTAT:INT	FACT:SpellType|Arcane	MEMORIZE:NO		SPELLLIST:2|Bard|Bardic Sage		BONUSSPELLSTAT:CHA								
#															
1				ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.BardProficiencies											
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Bardic Sage ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.BardSpells											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Bardic Sage ~ Bardic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicKnowledge											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Bardic Sage ~ Bardic Music|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicMusic											
#															
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=0|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=1|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=2|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=3|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=4|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=5|1														
1	BONUS:SPELLKNOWN|CLASS=Bardic Sage;LEVEL=6|1														
#															
1	CAST:2	KNOWN:4													
2	CAST:3,0	KNOWN:5,2													
3	CAST:3,1	KNOWN:6,3													
4	CAST:3,2,0	KNOWN:6,3,2													
5	CAST:3,3,1	KNOWN:6,4,3													
6	CAST:3,3,2	KNOWN:6,4,3													
7	CAST:3,3,2,0	KNOWN:6,4,4,2													
8	CAST:3,3,3,1	KNOWN:6,4,4,3													
9	CAST:3,3,3,2	KNOWN:6,4,4,3													
10	CAST:3,3,3,2,0	KNOWN:6,4,4,4,2													
11	CAST:3,3,3,3,1	KNOWN:6,4,4,4,3													
12	CAST:3,3,3,3,2	KNOWN:6,4,4,4,3													
13	CAST:3,3,3,3,2,0	KNOWN:6,4,4,4,4,2													
14	CAST:4,3,3,3,3,1	KNOWN:6,4,4,4,4,3													
15	CAST:4,4,3,3,3,2	KNOWN:6,4,4,4,4,3													
16	CAST:4,4,4,3,3,2,0	KNOWN:6,5,4,4,4,4,2													
17	CAST:4,4,4,4,3,3,1	KNOWN:6,5,5,4,4,4,3													
18	CAST:4,4,4,4,4,3,2	KNOWN:6,5,5,5,4,4,3													
19	CAST:4,4,4,4,4,4,3	KNOWN:6,5,5,5,5,4,4													
20	CAST:4,4,4,4,4,4,4	KNOWN:6,5,5,5,5,5,4													
															
CLASS:Divine Bard	HD:6	TYPE:PC.Base	FACT:Abb|DBr	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Bard	DEFINE:BardLVL|0	BONUS:VAR|BardLVL|CL	EXCLASS:Ex-Bard	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Divine Bard	PREALIGN:NG,TN,NE,CG,CN,CE	!PRECLASS:1,Bardic Sage=1,Bard=1,Savage Bard=1	SERVESAS:CLASS|Bard												
CLASS:Divine Bard	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Sense Motive|Sleight of Hand|Speak Language|Spellcraft|Swim|Tumble|Use Magic Device													
CLASS:Divine Bard	SPELLSTAT:WIS	FACT:SpellType|Divine	MEMORIZE:NO		SPELLLIST:2|Bard|Divine Bard		BONUSSPELLSTAT:CHA								
#															
1				ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.BardProficiencies											
#															
1	PROHIBITSPELL:ALIGNMENT.Good|!PREALIGN:LG,NG,CG														
1	PROHIBITSPELL:ALIGNMENT.Evil|!PREALIGN:LE,NE,CE														
1	PROHIBITSPELL:ALIGNMENT.Lawful|!PREALIGN:LG,LN,LE														
1	PROHIBITSPELL:ALIGNMENT.Chaotic|!PREALIGN:CG,CN,CE														
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Divine Bard ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.BardSpells											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Divine Bard ~ Bardic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicKnowledge											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Divine Bard ~ Bardic Music|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicMusic											
#															
1	CAST:2	KNOWN:4													
2	CAST:3,0	KNOWN:5,2													
3	CAST:3,1	KNOWN:6,3													
4	CAST:3,2,0	KNOWN:6,3,2													
5	CAST:3,3,1	KNOWN:6,4,3													
6	CAST:3,3,2	KNOWN:6,4,3													
7	CAST:3,3,2,0	KNOWN:6,4,4,2													
8	CAST:3,3,3,1	KNOWN:6,4,4,3													
9	CAST:3,3,3,2	KNOWN:6,4,4,3													
10	CAST:3,3,3,2,0	KNOWN:6,4,4,4,2													
11	CAST:3,3,3,3,1	KNOWN:6,4,4,4,3													
12	CAST:3,3,3,3,2	KNOWN:6,4,4,4,3													
13	CAST:3,3,3,3,2,0	KNOWN:6,4,4,4,4,2													
14	CAST:4,3,3,3,3,1	KNOWN:6,4,4,4,4,3													
15	CAST:4,4,3,3,3,2	KNOWN:6,4,4,4,4,3													
16	CAST:4,4,4,3,3,2,0	KNOWN:6,5,4,4,4,4,2													
17	CAST:4,4,4,4,3,3,1	KNOWN:6,5,5,4,4,4,3													
18	CAST:4,4,4,4,4,3,2	KNOWN:6,5,5,5,4,4,3													
19	CAST:4,4,4,4,4,4,3	KNOWN:6,5,5,5,5,4,4													
20	CAST:4,4,4,4,4,4,4	KNOWN:6,5,5,5,5,5,4													
															
CLASS:Savage Bard	HD:6	TYPE:PC.Base	FACT:Abb|SBr	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Bard	DEFINE:BardLVL|0	BONUS:VAR|BardLVL|CL	EXCLASS:Ex-Bard	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Savage Bard	PREALIGN:CG,CN,CE	!PRECLASS:1,Bardic Sage=1,Divine Bard=1,Bard=1	SERVESAS:CLASS|Bard												
CLASS:Savage Bard	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Sense Motive|Sleight of Hand|Spellcraft|Swim|Tumble|Use Magic Device|Survival													
CLASS:Savage Bard	SPELLSTAT:CHA	FACT:SpellType|Arcane	MEMORIZE:NO		SPELLLIST:2|Bard|Savage Bard										
1				ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.BardProficiencies											
#															
1	PROHIBITSPELL:SPELL.Calm Emotion,Comprehend Languages,Detect Secret Doors,Erase,Prestidigitation,Read Magic,Sepia Snake Sigil,Summon Monster I,Summon Monster II,Summon Monster III,Summon Monster IV,Summon Monster V,Summon Monster VI														
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Savage Bard ~ Illiteracy|!PREABILITY:1,CATEGORY=ACF,TYPE.BardIlliteracy|PREVAREQ:TL,IlliteracyLVL											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Savage Bard ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.BardSpells											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Savage Bard ~ Bardic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicKnowledge											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Savage Bard ~ Bardic Music|!PREABILITY:1,CATEGORY=ACF,TYPE.BardBardicMusic											
#															
1	CAST:2	KNOWN:4													
2	CAST:3,0	KNOWN:5,2													
3	CAST:3,1	KNOWN:6,3													
4	CAST:3,2,0	KNOWN:6,3,2													
5	CAST:3,3,1	KNOWN:6,4,3													
6	CAST:3,3,2	KNOWN:6,4,3													
7	CAST:3,3,2,0	KNOWN:6,4,4,2													
8	CAST:3,3,3,1	KNOWN:6,4,4,3													
9	CAST:3,3,3,2	KNOWN:6,4,4,3													
10	CAST:3,3,3,2,0	KNOWN:6,4,4,4,2													
11	CAST:3,3,3,3,1	KNOWN:6,4,4,4,3													
12	CAST:3,3,3,3,2	KNOWN:6,4,4,4,3													
13	CAST:3,3,3,3,2,0	KNOWN:6,4,4,4,4,2													
14	CAST:4,3,3,3,3,1	KNOWN:6,4,4,4,4,3													
15	CAST:4,4,3,3,3,2	KNOWN:6,4,4,4,4,3													
16	CAST:4,4,4,3,3,2,0	KNOWN:6,5,4,4,4,4,2													
17	CAST:4,4,4,4,3,3,1	KNOWN:6,5,5,4,4,4,3													
18	CAST:4,4,4,4,4,3,2	KNOWN:6,5,5,5,4,4,3													
19	CAST:4,4,4,4,4,4,3	KNOWN:6,5,5,5,5,4,4													
20	CAST:4,4,4,4,4,4,4	KNOWN:6,5,5,5,5,5,4													
															
CLASS:Cleric.MOD	!PRECLASS:1,Cloistered Cleric=1														
															
CLASS:Cloistered Cleric	HD:6	TYPE:PC.Base	FACT:Abb|CCl	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Cleric	DEFINE:ClericLVL|0	BONUS:VAR|ClericLVL|CL	EXCLASS:Ex-Cleric	BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Cloistered Cleric	!PRECLASS:1,Cleric=1	SERVESAS:CLASS|Cleric													
CLASS:Cloistered Cleric	STARTSKILLPTS:6	CSKILL:Decipher Script|Speak Language|TYPE.Knowledge													
CLASS:Cloistered Cleric	SPELLSTAT:WIS	FACT:SpellType|Divine	MEMORIZE:NO	KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4|LEVEL=5|LEVEL=6|LEVEL=7|LEVEL=8|LEVEL=9	SPELLLIST:2|Cleric|Cloistered Cleric		BONUS:DOMAIN|NUMBER|2								
1				ABILITY:Alternate Class Feature|AUTOMATIC|Cloistered Cleric ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericProficiencies											
#															
1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE													
1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG													
1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE													
1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE													
1	DOMAIN:Knowledge			ABILITY:Alternate Class Feature|AUTOMATIC|Cloistered Cleric ~ Deity - Domains and Domain Spells											
#															
1				ABILITY:Alternate Class Feature|AUTOMATIC|Cloistered Cleric ~ Lore|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericLore											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Aura|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericAura											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Cloistered Cleric ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericSpells											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Spontaneous Casting|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericSpontaneousCasting											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Turn or Rebuke Undead|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericTurnRebukeUndead											
1				ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Bonus Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericBonusLanguages											
#															
1	CAST:3,1														
2	CAST:4,2														
3	CAST:4,2,1														
4	CAST:5,3,2														
5	CAST:5,3,2,1														
6	CAST:5,3,3,2														
7	CAST:6,4,3,2,1														
8	CAST:6,4,3,3,2														
9	CAST:6,4,4,3,2,1														
10	CAST:6,4,4,3,3,2														
11	CAST:6,5,4,4,3,2,1														
12	CAST:6,5,4,4,3,3,2														
13	CAST:6,5,5,4,4,3,2,1														
14	CAST:6,5,5,4,4,3,3,2														
15	CAST:6,5,5,5,4,4,3,2,1														
16	CAST:6,5,5,5,4,4,3,3,2														
17	CAST:6,5,5,5,5,4,4,3,2,1														
18	CAST:6,5,5,5,5,4,4,3,3,2														
19	CAST:6,5,5,5,5,5,4,4,3,3														
20	CAST:6,5,5,5,5,5,4,4,4,4														
															
CLASS:Druid.MOD	!PRECLASS:1,Druidic Avenger=1														
															
CLASS:Druidic Avenger	HD:8	TYPE:PC.Base	FACT:Abb|Drd	MAXLEVEL:20	SOURCEPAGE:PHB	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Druid	DEFINE:DruidLVL|0	BONUS:VAR|DruidLVL|CL	EXCLASS:Ex-Druid	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Druidic Avenger	PREALIGN:NG,LN,TN,CN,NE	!PRECLASS:1,Druid=1	SERVESAS:CLASS|Druid												
CLASS:Druidic Avenger	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Handle Animal|Heal|Intimidate|Knowledge (Nature)|Listen|TYPE.Profession|Ride|Spellcraft|Spot|Survival|Swim													
CLASS:Druidic Avenger	SPELLSTAT:WIS	FACT:SpellType|Divine	MEMORIZE:NO	KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4|LEVEL=5|LEVEL=6|LEVEL=7|LEVEL=8|LEVEL=9											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidProficiencies											
1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE													
1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG													
1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE													
1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE													
#															
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidSpells											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Druidic Avenger ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidSpells											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Bonus Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidBonusLanguages											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Nature Sense|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidNatureSense											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Druidic Avenger ~ Wild Empathy|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWildEmpathy											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Druidic Avenger ~ Fast Movement|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidFastMovement											
2				ABILITY:Alternate Class Feature|AUTOMATIC|Druidic Avenger ~ Rage|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidRage											
2				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Woodland Stride|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWoodlandStride											
3				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Trackless Step|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidTracklessStep											
4				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Resist Nature's Lure|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidResistSNatureLure											
5				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Wild Shape|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWildShape											
9				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Venom Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidVenomImmunity											
13				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ A Thousand Faces|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidAThousandFaces											
15				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Timeless Body|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidTimelessBody											
17				ABILITY:Alternate Class Feature|AUTOMATIC|Druidic Avenger ~ Tireless Rage|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidTirelessRage											
#															
1	CAST:3,1														
2	CAST:4,2														
3	CAST:4,2,1														
4	CAST:5,3,2														
5	CAST:5,3,2,1														
6	CAST:5,3,3,2														
7	CAST:6,4,3,2,1														
8	CAST:6,4,3,3,2														
9	CAST:6,4,4,3,2,1														
10	CAST:6,4,4,3,3,2														
11	CAST:6,5,4,4,3,2,1														
12	CAST:6,5,4,4,3,3,2														
13	CAST:6,5,5,4,4,3,2,1														
14	CAST:6,5,5,4,4,3,3,2														
15	CAST:6,5,5,5,4,4,3,2,1														
16	CAST:6,5,5,5,4,4,3,3,2														
17	CAST:6,5,5,5,5,4,4,3,2,1														
18	CAST:6,5,5,5,5,4,4,3,3,2														
19	CAST:6,5,5,5,5,5,4,4,3,3														
20	CAST:6,5,5,5,5,5,4,4,4,4														
															
CLASS:Fighter.MOD	!PRECLASS:1,Thug=1														
															
CLASS:Thug	HD:10	TYPE:PC.Base	FACT:Abb|Thu	MAXLEVEL:20	SOURCEPAGE:PHB	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:FighterLVL|0	BONUS:VAR|FighterLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Thug	!PRECLASS:1,Fighter=1	SERVESAS:CLASS|Fighter													
CLASS:Thug	STARTSKILLPTS:4	CSKILL:Climb|TYPE.Craft|Handle Animal|Intimidate|Jump|Ride|Swim|Bluff|Gather Information|Knowledge (Local)|Sleight of Hand													
1				ABILITY:Alternate Class Feature|AUTOMATIC|Thug ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.FighterProficiencies											
#															
3				ABILITY:Alternate Class Feature|AUTOMATIC|Thug ~ Bonus Feats|!PREABILITY:1,CATEGORY=ACF,TYPE.FighterBonusFeats											
															
CLASS:Paladin.MOD	!PRECLASS:1,Paladin of Freedom=1,Paladin of Slaughter=1,Paladin of Tyranny=1														
															
CLASS:Paladin of Freedom	HD:10	TYPE:PC.Base	FACT:Abb|PFr	MAXLEVEL:20	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Combat	DEFINE:PaladinLVL|0	BONUS:VAR|PaladinLVL|CL	EXCLASS:Ex-Paladin	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Paladin of Freedom	PREALIGN:CG	!PRECLASS:1,Paladin=1,Paladin of Slaughter=1,Paladin of Tyranny=1	SERVESAS:CLASS|Paladin												
CLASS:Paladin of Freedom	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|TYPE.Craft|Handle Animal|Heal|Knowledge (Nobility and Royalty)|Knowledge (Religion)|TYPE.Profession|Ride|Sense Motive													
CLASS:Paladin of Freedom	SPELLSTAT:WIS	FACT:SpellType|Divine		KNOWNSPELLS:LEVEL=0|LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4	SPELLLIST:2|Paladin|Paladin of Freedom		ITEMCREATE:0.5								
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinProficiencies											
#															
1	PROHIBITSPELL:SPELL.Death Ward														
1	PROHIBITSPELL:SPELL.Discern Lies														
1	PROHIBITSPELL:SPELL.Dispel Chaos														
1	PROHIBITSPELL:SPELL.Magic Circle against Chaos														
1	PROHIBITSPELL:SPELL.Protection from Chaos														
#															
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Aura of Good|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfGood											
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Detect Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDetectEvil											
1				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Smite Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSmiteEvil											
1				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Freedom ~ Code of Conduct|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinCodeOfConduct											
2				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineGrace											
2				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Lay on Hands|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinLayOnHands											
3				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Freedom ~ Aura of Resolve|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinAuraOfCourage											
3				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Health|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinDivineHealth											
4				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
4				ABILITY:Alternate Class Feature|AUTOMATIC|Paladin of Freedom ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpells											
5				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Special Mount|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinSpecialMount											
6				ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Remove Disease|!PREABILITY:1,CATEGORY=ACF,TYPE.PaladinRemoveDisease											
#															
4	CAST:0,0														
5	CAST:0,0														
6	CAST:0,1														
7	CAST:0,1														
8	CAST:0,1,0														
9	CAST:0,1,0														
10	CAST:0,1,1														
11	CAST:0,1,1,0														
12	CAST:0,1,1,1														
13	CAST:0,1,1,1														
14	CAST:0,2,1,1,0														
15	CAST:0,2,1,1,1														
16	CAST:0,2,2,1,1														
17	CAST:0,2,2,2,1														
