SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Bluff, Diplomacy, and Sense Motive checks: Desert gnomes are skilled at haggling and negotiating.|GnomeSkillBonus	KEY:Desert Gnome ~ Skill Bonus				DEFINE:GnomeSkillBonus|0					BONUS:VAR|GnomeSkillBonus|2	BONUS:SKILL|Bluff,Diplomacy,Sense Motive|GnomeSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Bluff, Diplomacy and Sense Motive checks.|GnomeSkillBonus
Low-Light Vision	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A desert goblin can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Desert Goblin ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Gather Information checks: Desert goblins soak up gossip like sponges when they visit towns or settlements.|GoblinSkillBonus	KEY:Desert Goblin ~ Skill Bonus				DEFINE:GoblinSkillBonus|0					BONUS:VAR|GoblinSkillBonus|2	BONUS:SKILL|Gather Information|GoblinSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Gather Information checks.|GoblinSkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Search, and Spot checks: A half-elf does not have the elf's ability to notice secret doors simply by passing near them. Half-elves have keen senses, but not as keen as those of an elf.|HalfElfSkillBonus	KEY:Desert Half-Elf ~ Skill Bonus				DEFINE:HalfElfSkillBonus|0					BONUS:SKILL|Search,Spot|HalfElfSkillBonus|TYPE=Racial	BONUS:VAR|HalfElfSkillBonus|1|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Search and Spot checks.|HalfElfSkillBonus
Sense Motive Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Sense Motive checks: A desert half-elf's survival often relies on his ability to gauge the social situation.|HalfElfSenseMotiveSkillBonus	KEY:Desert Half-Elf ~ Sense Motive Skill Bonus				DEFINE:HalfElfSenseMotiveSkillBonus|0					BONUS:SKILL|Sense Motive|HalfElfSenseMotiveSkillBonus|TYPE=Racial	BONUS:VAR|HalfElfSenseMotiveSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Sense Motive checks.|HalfElfSenseMotiveSkillBonus
Low-Light Vision	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A desert half-orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Desert Half-Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Run	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Desert half-orcs receive Run as a racial bonus feat. Typically too poor to afford mounts, half-orcs learn from an early age to get from place to place by running.	KEY:Desert Half-Orc ~ Run																		ABILITY:FEAT|AUTOMATIC|Run									SOURCEPAGE:UA	
Skill Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Move Silently checks.|HalflingSkillBonus	KEY:Desert Halfling ~ Skill Bonus				DEFINE:HalflingSkillBonus|0					BONUS:VAR|HalflingSkillBonus|2	BONUS:SKILL|Move Silently|HalflingSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Move Silently checks.|HalflingSkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Hide and Sleight of Hand checks. Desert halflings are stealthy and nimblefi ngered.|Halfling2SkillBonus	KEY:Halfling ~ 2 Skill Bonus				DEFINE:Halfling2SkillBonus|0					BONUS:VAR|Halfling2SkillBonus|2	BONUS:SKILL|Hide,Sleight of Hand|Halfling2SkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Hide and Sleight of Hand checks.|Halfling2SkillBonus
Survival Skill Bonus	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Survival checks.|KoboldSurvivalSkillBonus	KEY:Kobold ~ Survival Skill Bonus				DEFINE:KoboldSurvivalSkillBonus|0					BONUS:SKILL|Survival|KoboldSurvivalSkillBonus|TYPE=Racial	BONUS:VAR|KoboldSurvivalSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Survival checks.|KoboldSurvivalSkillBonus
Favored Class	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Rogue. A multiclass desert kobold's rogue class does not count when determining whether he takes an experience point penalty for multiclassing (see XP for Multiclass Characters, page 60 of the Player's Handbook). This trait replaces the normal kobold's favored class.	KEY:Desert Kobold ~ Favored Class																		TEMPLATE:Kobold ~ Desert ~ Favored Class									SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A desert orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. She retains the ability to distinguish color and detail under these conditions.	KEY:Desert Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Endurance	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Desert orcs gain Endurance as a racial bonus feat.	KEY:Desert Orc ~ Endurance																		ABILITY:FEAT|AUTOMATIC|Endurance									SOURCEPAGE:UA	
Skill Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Hide and Sleight of Hand checks. Desert halflings are stealthy and nimble-fi ngered.|Halfling2SkillBonus	KEY:Desert Halfling ~ 2 Skill Bonus				DEFINE:Halfling2SkillBonus|0					BONUS:VAR|Halfling2SkillBonus|2	BONUS:SKILL|Hide,Sleight of Hand|Halfling2SkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Hide and Sleight of Hand checks.|Halfling2SkillBonus
Survival Skill Bonus	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Survival checks.|KoboldSurvivalSkillBonus	KEY:Desert Kobold ~ Survival Skill Bonus				DEFINE:KoboldSurvivalSkillBonus|0					BONUS:SKILL|Survival|KoboldSurvivalSkillBonus|TYPE=Racial	BONUS:VAR|KoboldSurvivalSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Survival checks.|KoboldSurvivalSkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 bonus on Heal, Knowledge (nature), and Survival checks: Jungle dwarves know a great deal about what lives in the jungle, and are adept at fi nding it (or avoiding it, as the case may be).|DwarfSkillBonus	KEY:Jungle Dwarf ~ Skill Bonus				DEFINE:DwarfSkillBonus|0					BONUS:VAR|DwarfSkillBonus|2	BONUS:SKILL|Heal,Knowledge (Nature),Survival|DwarfSkillBonus																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 bonus on Heal, Knowledge (Nature) and Survival checks.|DwarfSkillBonus
Spot Skill Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 bonus on Spot checks: Jungle dwarves have keen eyesight.|DwarfSpotSkillBonus	KEY:Jungle Dwarf ~ Spot Skill Bonus				DEFINE:DwarfSpotSkillBonus|0					BONUS:VAR|DwarfSpotSkillBonus|2	BONUS:SKILL|Spot|DwarfSpotSkillBonus																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 bonus on Spot checks.|DwarfSpotSkillBonus
Favored Class	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Ranger. A multiclass jungle dwarf's ranger class does not count when determining whether she takes an XP penalty for multiclassing (see XP for Multiclass Characters, page 60 of the Player's Handbook). Jungle dwarves need both outdoor skills and combat profi ciency to survive. This trait replaces the normal dwarf's favored class.	KEY:Jungle Dwarf ~ Favored Class																		TEMPLATE:Dwarf ~ Jungle ~ Favored Class									SOURCEPAGE:UA	
Weapon Proficiency	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Jungle elves receive the Martial Weapon Profi ciency feats for the handaxe, rapier, shortsword, and shortbow (including composite shortbow) as bonus feats. Profi ciency with a rapier is a vestige of past glories and an honored tradition among jungle elves. The other weapons are useful tools for survival in their environment.	KEY:Jungle Elf ~ Weapon Proficiency																		ABILITY:FEAT|AUTOMATIC|Martial Weapon Proficiency (Handaxe)|Martial Weapon Proficiency (Rapier)|Martial Weapon Proficiency (Sword (Short))|Martial Weapon Proficiency (Shortbow)									SOURCEPAGE:UA	
Knowledge (History) Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 bonus on Knowledge (History) checks: Jungle elves pride themselves on being the keepers of much lore that has been forgotten to others.|ElfKnowledgeHistorySkillBonus	KEY:Jungle Elf ~ Knowledge (History) Skill Bonus				DEFINE:ElfKnowledgeHistorySkillBonus|0					BONUS:VAR|ElfKnowledgeHistorySkillBonus|2|TYPE=Racial	BONUS:SKILL|Knowledge (History)|ElfKnowledgeHistorySkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 bonus on Knowledge (History) checks.|ElfKnowledgeHistorySkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Listen, Search, and Spot checks.|ElfSkillBonus	KEY:Jungle Elf ~ Skill Bonus				DEFINE:ElfSkillBonus|0					BONUS:SKILL|Listen,Search,Spot|ElfSkillBonus|TYPE=Racial	BONUS:VAR|ElfSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Listen, Search and Spot checks.|ElfSkillBonus
Combat Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus to attack rolls against goblinoid (including goblins, hob-goblins and bugbears): Gnomes battle these creatures frequently and practice special techniques for fighting them.|GnomeCombatBonus	KEY:Jungle Gnome ~ Combat Bonus				DEFINE:GnomeCombatBonus|0					BONUS:VAR|GnomeCombatBonus|1																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on attack rolls against goblinoids|GnomeCombatBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Climb and Swim checks: Jungle gnomes live their lives clambering in and out of boats, and in and out of the water.|GnomeSkillBonus	KEY:Jungle Gnome ~ Skill Bonus				DEFINE:GnomeSkillBonus|0					BONUS:SKILL|Climb,Swim|GnomeSkillBonus|TYPE=Racial	BONUS:VAR|GnomeSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Climb and Swim checks.|GnomeSkillBonus
Craft (Shipbuilding) Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Craft (shipbuilding) checks: A little lumber and a few simple tools make for a happy and industrious jungle gnome.|GnomeCraftShipbuildingSkillBonus	KEY:Jungle Gnome ~ Craft (Shipbuilding) Skill Bonus				DEFINE:GnomeCraftShipbuildingSkillBonus|0					BONUS:VAR|GnomeCraftShipbuildingSkillBonus|2|TYPE=Racial	BONUS:SKILL|Craft (Shipbuilding)|GnomeCraftShipbuildingSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Craft (Shipbuilding) checks.|GnomeCraftShipbuildingSkillBonus
Use Rope Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Use Rope checks: Jungle gnomes consider rope the most useful tool on their boats.|GnomeUseRopeSkillBonus	KEY:Jungle Gnome ~ Use Rope Skill Bonus				DEFINE:GnomeUseRopeSkillBonus|0					BONUS:VAR|GnomeUseRopeSkillBonus|2|TYPE=Racial	BONUS:SKILL|Use Rope|GnomeUseRopeSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Use Rope checks.|GnomeUseRopeSkillBonus
Climb Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Jungle goblins are natural climbers, able to scramble up trees with ease. A jungle goblin has a +8 racial bonus on all Climb checks. It must make a Climb check to climb any wall or slope with a DC of more than 0, but it always can choose to take 10 (see Checks without Rolls, page 65 of the Player's Handbook), even if rushed or threatened while climbing. If it chooses an accelerated climb (see the Climb skill, page 69 of the Player's Handbook), it moves at double its climb speed and makes a single Climb check at a -5 penalty. It cannot run while climbing. It retains its Dexterity bonus to Armor Class (if any) while climbing, and opponents get no special bonus on their attacks against a climbing jungle goblin. Also, jungle goblins add their Dexterity modifi er to Climb checks instead of their Strength modifier.	KEY:Jungle Goblin ~ Climb Skill Bonus									BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Climb|max(DEX,STR)-STR																	SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A jungle goblin can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Jungle Goblin ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Jump Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Jump checks: Jungle goblins are accomplished leapers.|GoblinJumpSkillBonus	KEY:Jungle Goblin ~ Jump Skill Bonus				DEFINE:GoblinJumpSkillBonus|0					BONUS:VAR|GoblinJumpSkillBonus|4|TYPE=Racial	BONUS:SKILL|Jump|GoblinJumpSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Jump checks.|GoblinJumpSkillBonus
Favored Class	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Barbarian. A multiclass jungle goblin's barbarian class does not count when determining whether he takes an experience point penalty for multiclassing (see XP for Multiclass Characters, page 60 of the Player's Handbook). This trait replaces the normal goblin's favored class.	KEY:Jungle Goblin ~ Favored Class																		TEMPLATE:Goblin ~ Jungle ~ Favored Class									SOURCEPAGE:UA	
+2 Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Bluff and Sense Motive checks: Jungle half-elves must maintain constant awareness of their place within society.|HalfElf2SkillBonus	KEY:Jungle Half-Elf ~ 2 Skill Bonus				DEFINE:HalfElf2SkillBonus|0					BONUS:SKILL|Bluff,Sense Motive|HalfElf2SkillBonus|TYPE=Racial	BONUS:VAR|HalfElf2SkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Bluff and Sense Motive checks.|HalfElf2SkillBonus
Low-Light Vision	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A jungle half-orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Jungle Half-Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Skill Bonus	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Climb and Jump checks: Jungle half-orcs move almost as easily through the trees of their jungle home as they do on the ground.|HalfOrcSkillBonus	KEY:Jungle Half-Orc ~ Skill Bonus				DEFINE:HalfOrcSkillBonus|0					BONUS:SKILL|Climb,Jump|HalfOrcSkillBonus|TYPE=Racial	BONUS:VAR|HalfOrcSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Climb and Jump checks.|HalfOrcSkillBonus
Weapon Proficiency	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Jungle halflings receive the Martial Weapon Proficiency feats for the throwing axe, handaxe, and shortbow (including composite shortbow) as bonus feats. For jungle halflings, the axe is both a practical tool and a ceremonial item. They grow up using the other weapons for hunting and fishing.	KEY:Jungle Halfling ~ Weapon Proficiency																		ABILITY:FEAT|AUTOMATIC|Martial Weapon Proficiency (Axe (Throwing))|Martial Weapon Proficiency (Handaxe)|Martial Weapon Proficiency (Shortbow)									SOURCEPAGE:UA	
Poison Use	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Jungle halflings use poison extensively when hunting, and as a result never poison themselves when applying poison to a weapon or when using a poisoned weapon in combat. Jungle halflings make extensive use of poisons harvested from vermin, particularly those that damage Dexterity Scores.	KEY:Jungle Halfling ~ Poison Use																		ABILITY:Special Ability|AUTOMATIC|Poison Use									SOURCEPAGE:UA	
Poison Save Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Fortitude saving throws against poison: Jungle halflings have adapted a resistance to their own favorite method of bringing down prey.|HalflingPoisonSaveBonus	KEY:Jungle Halfling ~ Poison Save Bonus				DEFINE:HalflingPoisonSaveBonus|0					BONUS:VAR|HalflingPoisonSaveBonus|2	BONUS:VAR|PoisonResistanceBonus|HalflingPoisonSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance To Poison									SOURCEPAGE:UA	ASPECT:SaveBonus|+%1 racial bonus on saving throws against poison|HalflingPoisonSaveBonus
Favored Class	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Barbarian. A multiclass halfling's barbarian class does not count when determining whether she takes an experience point penalty for multiclassing (see XP for Multiclass Characters, page 60 of the Player's Handbook). Jungle halflings live much closer to nature, and must rely on cunning, resourcefulness, persistence, courage, and mercilessness to survive.	KEY:Jungle Halfling ~ Favored Class																		TEMPLATE:Halfling ~ Jungle ~ Favored Class									SOURCEPAGE:UA	
Altitude Adaptation	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Jungle kobolds are adapted to life at high altitudes, and thus don't suffer altitude sickness. They are always considered acclimated to high altitudes	KEY:Jungle Kobold ~ Altitude Adaptation																											SOURCEPAGE:UA	
Climb Skill Bonus	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:%1 racial bonus on Climb checks: Jungle kobolds add their Dexterity modifi er to Climb checks instead of their Strength modifi er.	KEY:Jungle Kobold ~ Climb Skill Bonus				DEFINE:KoboldClimbSkillBonus|0					BONUS:VAR|KoboldClimbSkillBonus|2|TYPE=Racial	BONUS:SKILL|Climb|KoboldClimbSkillBonus|TYPE=Racial	BONUS:SKILL|Climb|max(DEX,STR)-STR																SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A jungle orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Jungle Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Skill Bonus	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Heal and Survival checks: Jungle orcs must be self-suffi cient in order to survive their environment.|OrcSkillBonus	KEY:Jungle Orc ~ Skill Bonus				DEFINE:OrcSkillBonus|0					BONUS:SKILL|Heal,Survival|OrcSkillBonus|TYPE=Racial	BONUS:VAR|OrcSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Heal and Survival checks.|OrcSkillBonus
Dodge Earth Creature Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 dodge bonus to Armor Class against Large or larger creatures of the earth subtype.|GnomeDodgeEarthBonus	KEY:Air Gnome ~ Dodge Earth Creature Bonus				DEFINE:GnomeDodgeEarthBonus|0					BONUS:VAR|GnomeDodgeEarthBonus|4																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 Dodge bonus to Armor Class against monsters of the earth subtype|GnomeDodgeEarthBonus
Improved Stonecunning	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An earth dwarf 's racial bonus on Search checks to notice unusual stonework is +4 (instead of +2).	KEY:Earth Dwarf ~ Improved Stonecunning									BONUS:VAR|StonecunningSearchBonus|4|TYPE=Racial																		SOURCEPAGE:UA	
Improved Skill Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+4 racial bonus on Appraise checks and Craft checks that are related to stone or metal items: An earth dwarf has a particularly strong familiarity with objects made of the bones of the earth, hence the higher racial bonus.	KEY:Earth Dwarf ~ Improved Skill Bonus									BONUS:VAR|DwarfAppraiseSkillBonus,DwarfCraftSkillBonus|4|TYPE=Racial																		SOURCEPAGE:UA	
Improved Skill Bonus	CATEGORY:Special Ability	TYPE:KoboldRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+4 racial bonus on Craft (trapmaking) checks related to stone work traps: Earth kobolds are particularly skilled at crafting traps made from the earth.	KEY:Earth Kobold ~ Improved Skill Bonus																											SOURCEPAGE:UA	ASPECT:SkillBonus|+4 racial bonus on Craft (Trapmaking) checks.
Low-Light Vision	CATEGORY:Special Ability	TYPE:HobgoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A fire hobgoblin can see twice as far as a human in starlight, moonlight, torchlight (the preferred lighting condition among fire hobgoblins), and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Fire Hobgoblin ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
																																	
Race Traits ~ Item Familiar	CATEGORY:Internal	TYPE:Special							DEFINESTAT:NONSTAT|STR	DEFINESTAT:NONSTAT|DEX	DEFINESTAT:NONSTAT|CON	DEFINESTAT:NONSTAT|INT	DEFINESTAT:NONSTAT|WIS	DEFINESTAT:NONSTAT|CHA																			
