SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Countersong|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicCountersong																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Fascinate|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicFascinate																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Courage|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCourage																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Competence|PRESKILL:1,TYPE.Perform=11|PREVARGTEQ:BardicMusicLVL,3|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCompetence																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Suggestion|PRESKILL:1,TYPE.Perform=14|PREVARGTEQ:BardicMusicLVL,6|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSuggestion																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Greatness|PRESKILL:1,TYPE.Perform=17|PREVARGTEQ:BardicMusicLVL,9|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireGreatness																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Song of Freedom|PRESKILL:1,TYPE.Perform=20|PREVARGTEQ:BardicMusicLVL,12|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSongOfFreedom																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Heroics|PRESKILL:1,TYPE.Perform=23|PREVARGTEQ:BardicMusicLVL,15|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireHeroics																																
CATEGORY=ACF|Divine Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Mass Suggestion|PRESKILL:1,TYPE.Perform=26|PREVARGTEQ:BardicMusicLVL,18|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicMassSuggestion																																
Illiteracy	CATEGORY:ACF	TYPE:AlternateClassFeatures.BardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A savage bard is illiterate, just as a barbarian is. An illiterate savage bard cannot use or scribe scrolls.	KEY:Savage Bard ~ Illiteracy				DEFINE:IlliteracyLVL|0					BONUS:VAR|IlliteracyLVL|SavageBardLVL																	SORTKEY:Class_Savage_Bard	SOURCEPAGE:UA	
Spellcasting	CATEGORY:ACF	TYPE:AlternateClassFeatures.BardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Remove the following spells from the savage bard's class spell list: calm emotions, comprehend languages, detect secret doors, erase, prestidigitation, read magic, sepia snake sigil, summon monster (I through VI). Add the following spells to the savage bard's class spell list: 1st-calm animals, detect snares and pits, endure elements, summon nature's ally I; 2nd-bull's strength, pass without trace, summon nature's ally II; 3rd-snare, summon nature's ally III; 4th-insect plague, summon nature's ally IV; 5th-commune with nature, summon nature's ally V; 6th-creeping doom, reincarnate, summon nature's ally VI.	KEY:Savage Bard ~ Spellcasting				DEFINE:Caster_Level_Savage_Bard|0	DEFINE:Caster_Level_BL_Savage_Bard|0				BONUS:CASTERLEVEL|Savage Bard|Caster_Level_Savage_Bard	BONUS:VAR|Caster_Level_Savage_Bard|SavageBardLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Savage_Bard|charbonusto("PCLEVEL","Savage Bard")	BONUS:VAR|Caster_Level_Highest__Arcane|Caster_Level_Savage_Bard+Caster_Level_BL_Savage_Bard|TYPE=Base														SORTKEY:Class_Savage_Bard	SOURCEPAGE:UA	
Bardic Knowledge	CATEGORY:ACF	TYPE:AlternateClassFeatures.BardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A bard picks up a lot of stray knowledge while wandering the land and learning stories from other bards. He may make a special bardic knowledge check with a bonus equal to his bard level + his Intelligence modifier to see whether he knows some relevant information about local notable people, legendary items, or noteworthy places. (If the bard has 5 or more ranks in Knowledge (history), he gains a +2 bonus on this check.) A successful bardic knowledge check will not reveal the powers of a magic item but may give a hint as to its general function. A bard may not take 10 or take 20 on this check  this sort of knowledge is essentially random. The DM can determine the Difficulty Class of the check by referring to the table above.	KEY:Savage Bard ~ Bardic Knowledge									BONUS:VAR|BardicKnowledge|SavageBardLVL+INT									ABILITY:Special Ability|AUTOMATIC|Bardic Knowledge								SORTKEY:Class_Savage_Bard	SOURCEPAGE:UA	
Bardic Music	CATEGORY:ACF	TYPE:AlternateClassFeatures.BardClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once per day per bard level, a bard can use his song or poetics to produce magical effects on those around him (usually including himself, if desired). While these abilities fall under the category of bardic music and the descriptions discuss singing or playing instruments, they can all be activated by reciting poetry, chanting, singing lyrical songs, singing melodies (fa-la-la, and so forth), whistling, playing an instrument, or playing an instrument in combination with some spoken performance. Each ability requires both a minimum bard level and a minimum number of ranks in the Perform skill to qualify if a bard does not have the required number of ranks in at least one Perform skill, he does not gain the bardic music ability until he acquires the needed ranks.	KEY:Savage Bard ~ Bardic Music				DEFINE:SavageBardBardicMusicLVL|0					BONUS:VAR|SavageBardBardicMusicLVL|SavageBardLVL	BONUS:VAR|BardicMusicLVL|SavageBardBardicMusicLVL	BONUS:VAR|InspireCourageLVL|SavageBardBardicMusicLVL	BONUS:VAR|BardicMusicTimes|SavageBardBardicMusicLVL	BONUS:VAR|InspireDurationBase|5|TYPE=Base					ABILITY:Special Ability|AUTOMATIC|Bardic Music								SORTKEY:Class_Savage_Bard	SOURCEPAGE:UA	
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Countersong|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicCountersong																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Fascinate|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicFascinate																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Courage|PRESKILL:1,TYPE.Perform=8|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCourage																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Competence|PRESKILL:1,TYPE.Perform=11|PREVARGTEQ:BardicMusicLVL,3|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCompetence																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Suggestion|PRESKILL:1,TYPE.Perform=14|PREVARGTEQ:BardicMusicLVL,6|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSuggestion																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Greatness|PRESKILL:1,TYPE.Perform=17|PREVARGTEQ:BardicMusicLVL,9|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireGreatness																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Song of Freedom|PRESKILL:1,TYPE.Perform=20|PREVARGTEQ:BardicMusicLVL,12|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSongOfFreedom																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Heroics|PRESKILL:1,TYPE.Perform=23|PREVARGTEQ:BardicMusicLVL,15|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireHeroics																																
CATEGORY=ACF|Savage Bard ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Mass Suggestion|PRESKILL:1,TYPE.Perform=26|PREVARGTEQ:BardicMusicLVL,18|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicMassSuggestion																																
Weapon and Armor Proficiency	CATEGORY:ACF	TYPE:AlternateClassFeatures.ClericClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Cloistered clerics are profi cient with simple weapons and with light armor.	KEY:Cloistered Cleric ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Cloistered_Cleric	SOURCEPAGE:UA	
Lore	CATEGORY:ACF	TYPE:AlternateClassFeatures.ClericClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Thanks to long hours of study, a cloistered cleric has a wide range of stray knowledge. This ability is identical to the bard's bardic knowledge class feature, using the cloistered cleric's class level in place of the bard level.	KEY:Cloistered Cleric ~ Lore									BONUS:VAR|BardicKnowledge|CloisteredClericLVL+INT									ABILITY:Special Ability|AUTOMATIC|Bardic Knowledge								SORTKEY:Class_Cloistered_Cleric	SOURCEPAGE:UA	
Deity - Domains and Domain Spell	CATEGORY:ACF	TYPE:AlternateClassFeatures.ClericClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Most cloistered clerics worship deities associated with knowledge and learning, including (but not necessarily limited to) Boccob, Vecna, and Wee Jas. Other deities who might have cloistered clerics among their clergy include Corellon Larethian, Moradin, Pelor, and Yondalla. In addition to any domains selected from his deity's list, a cloistered cleric automatically gains Knowledge as a bonus domain (even if Knowledge is not normally available to clerics of that deity). He gains the Knowledge domain granted power and may select his bonus domain spell from the Knowledge domain or from one of his two regular domains.	KEY:Cloistered Cleric ~ Deity - Domains and Domain Spells	OUTPUTNAME:Deity, Domains and Domain Spells																									SORTKEY:Class_Cloistered_Cleric	SOURCEPAGE:UA	
Spells	CATEGORY:ACF	TYPE:AlternateClassFeatures.ClericClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Add the following spells to the cloistered cleric's class spell list: 0-message; 1st-erase, identify, unseen servant; 2nd-fox's cunning; 3rd-illusory script, secret page, tongues (reduced from 4th level); 4th-detect scrying; 6th-analyze dweomer; 7th-sequester; 9th-vision.	KEY:Cloistered Cleric ~ Spells				DEFINE:Caster_Level_Cloistered_Cleric|0	DEFINE:Caster_Level_BL_Cloistered_Cleric|0				BONUS:CASTERLEVEL|Cloistered Cleric|Caster_Level_Cloistered_Cleric	BONUS:VAR|Caster_Level_Cloistered_Cleric|ClericLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Cloistered_Cleric|charbonusto("PCLEVEL","Cloistered Cleric")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Cloistered_Cleric+Caster_Level_BL_Cloistered_Cleric|TYPE=Base														SORTKEY:Class_Cloistered_Cleric	SOURCEPAGE:UA	
Spellcasting	CATEGORY:ACF	TYPE:AlternateClassFeatures.DruidClassFeatures.SpecialQuality	VISIBLE:YES		KEY:Druidic Avenger ~ Spellcasting				DEFINE:Caster_Level_Druidic_Avenger|0	DEFINE:Caster_Level_BL_Druidic_Avenger|0				BONUS:CASTERLEVEL|Druidic Avenger|Caster_Level_Druidic_Avenger	BONUS:VAR|Caster_Level_Druidic_Avenger|DruidicAvengerLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Druidic_Avenger|charbonusto("PCLEVEL","Druidic Avenger")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Druidic_Avenger+Caster_Level_BL_Druidic_Avenger|TYPE=Base														SORTKEY:Class_Druidic_Avenger	SOURCEPAGE:UA	
Fast Movement	CATEGORY:ACF	TYPE:AlternateClassFeatures.DruidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A druidic avenger's base land speed is faster than the norm for her race by 10 feet. This ability is identical to the barbarian ability of the same name.	KEY:Druidic Avenger ~ Fast Movement				DEFINE:DruidicAvengerFastMovement|0					BONUS:VAR|FastMovement|DruidicAvengerFastMovement|TYPE=FastMovement	BONUS:VAR|DruidicAvengerFastMovement|10|PREVARLT:ENCUMBERANCE,2,var("COUNT[EQTYPE.ARMOR.IS.HEAVY]"),1						ABILITY:Special Ability|AUTOMATIC|Fast Movement										SORTKEY:Class_Druidic_Avenger	SOURCEPAGE:UA	
Rage	CATEGORY:ACF	TYPE:AlternateClassFeatures.DruidClassFeatures.SpecialQuality.Extraordinary.Rage	VISIBLE:YES	DESC:An avenger can enter a furious rage, identical to that of a barbarian. An avenger can use this ability once per day at 1st level, and one additional time per day for every five levels above 1st. An avenger does not gain the greater rage, indomitable will, or mighty rage abilities.	KEY:Druidic Avenger ~ Rage				DEFINE:DruidicAvengerRageTimesLVL|0	DEFINE:DruidicAvengerRagePowerLVL|0				BONUS:VAR|DruidicAvengerRageTimesLVL,DruidicAvengerRagePowerLVL|DruidicAvengerLVL|TYPE=Class	BONUS:VAR|RageTimes|(DruidicAvengerRageTimesLVL+4)/5	BONUS:VAR|RageLVL|DruidicAvengerRagePowerLVL|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Rage								SORTKEY:Class_Druidic_Avenger	SOURCEPAGE:UA	
Tireless Rage	CATEGORY:ACF	TYPE:AlternateClassFeatures.DruidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 17th level and higher, an avenger no longer becomes fatigued at the end of her rage.	KEY:Druidic Avenger ~ Tireless Rage				DEFINE:TirelessRage|0					BONUS:VAR|TirelessRage|1|PREVARGTEQ:DruidAvengerRagePowerLVL,17																	SORTKEY:Class_Druidic_Avenger	SOURCEPAGE:UA	
Wild Empathy	CATEGORY:ACF	TYPE:AlternateClassFeatures.DruidClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A druid can use body language, vocalizations, and demeanor to improve the attitude of an animal (such as a bear or a monitor lizard). This ability functions just like a Diplomacy check made to improve the attitude of a person (see Chapter 4: Skills). The druid rolls 1d20 and adds her druid level and her Charisma modifier to determine the wild empathy check result. The typical domestic animal has a starting attitude of indifferent, while wild animals are usually unfriendly. To use wild empathy, the druid and the animal must be able to study each other, which means that they must be within 30 feet of one another under normal conditions. Generally, influencing an animal in this way takes 1 minute but, as with influencing people, it might take more or less time. A druid can also use this ability to influence a magical beast with an Intelligence score of 1 or 2 (such as a basilisk or a girallon), but she takes a -4 penalty on the check. A druidic avenger takes a -4 penalty on wild empathy checks.	KEY:Druidic Avenger ~ Wild Empathy									BONUS:VAR|WildEmpathyBonus|DruidLVL-4|TYPE=Base	BONUS:VAR|WildEmpathyBonusMagicalBeast|-4								ABILITY:Special Ability|AUTOMATIC|Wild Empathy								SORTKEY:Class_Druidic_Avenger	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:ACF	TYPE:AlternateClassFeatures.FighterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Thugs are proficient with all simple and martial weapons and with light armor.	KEY:Thug ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight		ABILITY:Internal|AUTOMATIC|Fighter Qualify					SORTKEY:Class_Thug	SOURCEPAGE:UA	
Bonus Feats	CATEGORY:ACF	TYPE:AlternateClassFeatures.FighterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a fighter gets a bonus combat-oriented feat in addition to the feat that any other feats character gets and the bonus feat granted to a human character. The fighter gains an additional bonus feat at 2nd level and every two fighter levels thereafter (4th, 6th, 8th, 10th, 12th, 14th, 16th, 18th, and 20th). These bonus feats must be drawn from the feats noted as fighter bonus feats on Table 5-1: Feats (page 90). A fighter must still meet all prerequisites for a bonus feat, including ability score and base attack bonus minimums. (See Chapter 5: Feats for descriptions of feats and their prerequisites.) These bonus feats are in addition to the feat that a character of any class gets from advancing levels (see Table 3-2: Experience and Level-Dependent Benefits, page 22). A fighter is not limited to the list of fighter bonus feats when choosing these feats.	KEY:Thug ~ Bonus Feats				DEFINE:ThugBonusFeats|0					BONUS:VAR|ThugBonusFeats|(ThugLVL/2)	BONUS:ABILITYPOOL|Thug Feat|ThugBonusFeats																SORTKEY:Class_Thug	SOURCEPAGE:UA	
Alternate Fighting Styles	CATEGORY:ACF	TYPE:AlternateClass.MonkBonusFeat	VISIBLE:YES	DESC:In literature and lore, the combat styles and aptitudes of a monk depend greatly on where (or by whom) she was trained.		PRECLASS:1,Monk=1								BONUS:ABILITYPOOL|Monk Fighting Style|1	BONUS:VAR|MonkBonusFeatLVL|MonkLVL															COST:0	SORTKEY:Class_Monk	SOURCEPAGE:UA	
Classic	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES						DEFINE:MonkBonusFeatLVL|0					BONUS:ABILITYPOOL|Monk Feat LVL 1|1|PREVARGTEQ:MonkBonusFeatLVL,1	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6															SORTKEY:Class_Monk_Fighting_Style_Classic	SOURCEPAGE:UA	
Cobra Strike	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Cobra Strike									BONUS:SKILL|Escape Artist|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Dodge	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Cobra Strike Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Mobility|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Spring Attack|PRESKILL:2,Balance=4,Escape Artist=9							SORTKEY:Class_Monk_Fighting_Style_Cobra_Strike	SOURCEPAGE:UA	
Denying Stance	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Denying Stance									BONUS:SKILL|Tumble|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Improved Grapple	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Denying Stance Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Combat Reflexes|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Improved Disarm|PRESKILL:1,Tumble=9|PREABILITY:1,CATEGORY=FEAT,Combat Expertise							SORTKEY:Class_Monk_Fighting_Style_Denying_Stance	SOURCEPAGE:UA	
Hand and Foot	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Hand and Foot									BONUS:SKILL|Balance|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Stunning Fist	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Hand and Foot Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Deflect Arrows|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Improved Trip|PRESKILL:2,Balance=9,Tumble=4							SORTKEY:Class_Monk_Fighting_Style_Hand_And_Foot	SOURCEPAGE:UA	
Invisible Eye	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Invisible Eye									BONUS:SKILL|Listen|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Combat Reflexes	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Invisible Eye Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Lightning Reflexes|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Blind-Fight|PRESKILL:1,Listen=9|PREABILITY:1,CATEGORY=FEAT,Agile							SORTKEY:Class_Monk_Fighting_Style_Invisible_Eye	SOURCEPAGE:UA	
Overwhelming Attack	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Overwhelming Attack									BONUS:SKILL|Intimidate|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Power Attack	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Overwhelming Attack Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Improved Bull Rush|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Improved Overrun|PRESKILL:2,Intimidate=4,Perform (Dance)=4							SORTKEY:Class_Monk_Fighting_Style_Overwhelming_Attack	SOURCEPAGE:UA	
Passive Way	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Passive Way									BONUS:SKILL|Bluff|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Combat Expertise	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Passive Way Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Improved Trip|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Improved Feint|PRESKILL:2,Bluff=4,Sense Motive=4|PREABILITY:1,CATEGORY=FEAT,Skill Focus (Bluff)							SORTKEY:Class_Monk_Fighting_Style_Passive_Way	SOURCEPAGE:UA	
Sleeping Tiger	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Sleeping Tiger									BONUS:SKILL|Hide|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Weapon Finesse	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Sleeping Tiger Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Improved Initiative|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Improved Sunder|PRESKILL:1,Hide=9|PREABILITY:1,CATEGORY=FEAT,Power Attack							SORTKEY:Class_Monk_Fighting_Style_Sleeping_Tiger	SOURCEPAGE:UA	
Undying Way	CATEGORY:ACF	TYPE:MonkFightingStyle.MonkFightingStyleAlt	VISIBLE:YES		KEY:Monk Fighting Style ~ Undying Way									BONUS:SKILL|Concentration|2|TYPE=FightingStyle	BONUS:ABILITYPOOL|Monk Feat LVL 2|1|PREVARGTEQ:MonkBonusFeatLVL,2	BONUS:ABILITYPOOL|Monk Feat LVL 6|1|PREVARGTEQ:MonkBonusFeatLVL,6							ABILITY:FEAT|AUTOMATIC|Toughness	ABILITY:Alternate Class Feature|AUTOMATIC|Monk ~ Undying Way Ability|PREVARGTEQ:MonkLVL,6|PREABILITY:1,CATEGORY=Monk Feat LVL 2,Emdurance|PREABILITY:1,CATEGORY=Monk Feat LVL 6,Diehard|PRESKILL:1,Concentration=9							SORTKEY:Class_Monk_Fighting_Style_Undying_Way	SOURCEPAGE:UA	
Cobra Strike Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The dodge bonus to Armor Class granted by your Dodge feat increases to +2.	KEY:Monk ~ Cobra Strike Ability									BONUS:VAR|FeatDodgeBonus|1|TYPE=MonkFightingStyle																	SORTKEY:Class_Monk	SOURCEPAGE:UA	
Denying Stance Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When fighting defensively or using the Combat Expertise feat, you gain a +2 bonus on grapple checks and disarm attempts.	KEY:Monk ~ Denying Stance Ability																										SORTKEY:Class_Monk	SOURCEPAGE:UA	
Invisible Eye Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When unarmed and fi ghting defensively, using Combat Expertise, or using the total defense action, increase the dodge bonus to Armor Class that you gain from using that tactic by 1.	KEY:Monk ~ Invisible Eye Ability				BONUS:VAR|TotalDefenseAC|1																						SORTKEY:Class_Monk	SOURCEPAGE:UA	
Hand and Foot Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:You gain a +2 bonus on attacks of opportunity made against an opponent attempting to bull rush or trip you, and a +4 bonus on Dexterity or Strength checks to avoid being tripped or bull rushed.	KEY:Monk ~ Hand and Foot Ability																										SORTKEY:Class_Monk	SOURCEPAGE:UA	
Overwhelming Attack Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:If you have used Intimidate to demoralize your opponent at any time within the previous 10 rounds, you gain a +4 bonus on Strength checks made to bull rush or overrun that opponent.	KEY:Monk ~ Overwhelming Attack Ability																										SORTKEY:Class_Monk	SOURCEPAGE:UA	
Passive Way Ability	CATEGORY:ACF	TYPE:AlternateClassFeatures.MonkClassFeatures.SpecialQuality	VISIBLE:YES	DESC:You gain a +4 bonus on Strength checks made to trip an opponent who is denied his Dexterity bonus to Armor Class.	KEY:Monk ~ Passive Way Ability																										SORTKEY:Class_Monk	SOURCEPAGE:UA	
