SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																						
#																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Inspired Aim				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Language-Dependent|Mind-Affecting	CLASSES:Bard=4|Cleric=3|Ranger=3	COMPS:V	CASTTIME:1 standard action	RANGE:40 ft.	TARGETAREA:Allies with 40-ft-radius emanation centered on you.	DURATION:Concentration	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You inspire allies within the spell's area to focus their minds on hitting their intended targets.	SOURCEPAGE:BoED								
Lantern Light				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good|Light	CLASSES:Cleric=1|Paladin=1|Sorcerer=1|Wizard=1	COMPS:S, Abstinence	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Rays of holy light flash from your eyes. Abstinence Component: You must abstain from sexual intercourse for 24 hours before casting this spell.	SOURCEPAGE:BoED								
Last Judgment				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Death|Good	CLASSES:Cleric=8|Sorcerer=8|Wizard=8	COMPS:V, Celestial	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One evil humanoid, monstrous humanoid or giant/2 levels.	DURATION:Instantaneous	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Reciting a list of the targets' evil deeds, you call down the judgment of the heavens upon their heads.	SOURCEPAGE:BoED								
Leonal's Roar				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good|Sonic	CLASSES:Druid=8	COMPS:V	CASTTIME:1 standard action	RANGE:40 ft.	TARGETAREA:Nongood creatures in a 40-ft-radius spread centered on you.	DURATION:Instantaneous	SAVEINFO:Fortitude partial	SPELLRES:Yes	DESC:This spell has the effect of a holy word, and it additionally deals 2d6 points of sonic damage to nongood creatures in the area.	SOURCEPAGE:BoED								
Lastai's Caress				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Good|Mind-Affecting	CLASSES:Cleric=2	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One known evil creature touched.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Your gentle touch fills the target with tremendous feelings of love and compassion, and has the power to unnerve and debilitate evil creatures. Material Component: A peach seed.	SOURCEPAGE:BoED								
Luminous Armor				TYPE:Sanctified	SCHOOL:Abjuration				COMPS:Sacrifice	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One good creature touched.	DURATION:1 hour/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:This spell, favored among eladrins visiting the Material Plane, envelops the target in a protective, shimmering aura of light. Sacrifice: 1d2 points of Strength damage.	SOURCEPAGE:BoED								
Luminous Armor (Greater)				TYPE:Sanctified	SCHOOL:Abjuration				COMPS:Sacrifice	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One good creature touched.	DURATION:1 hour/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:This spell functions like luminous armor, except that it imparts the benefits of full plate (+8 armor bonus to AC). Sacrifice: 1d3 points of Strength damage.	SOURCEPAGE:BoED								
Mind Bond				TYPE:Spell	SCHOOL:Divination			CLASSES:Paladin=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Special mount	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You temporarily strengthen the mental bond with your special mount, allowing you and your special mount to predict each other's movements and gain a significant edge in combat.	SOURCEPAGE:BoED								
Moment of Clarity				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Paladin=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:When you cast this spell and touch a creature that is under the influence of a mind-affecting spell or effect, that creature immediately receives another saving throw against the effect's original DC to break free of the effect.	SOURCEPAGE:BoED								
Path of the Exalted				TYPE:Sanctified	SCHOOL:Divination				COMPS:V, Abstinence	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 decision; see text	SAVEINFO:None	SPELLRES:No	DESC:Path of the exalted allows the caster to consult her deity (or an agent of her deity) to help make a difficult decision. Abstinence Component: The caster must abstain from casting Divination spells for 24 hours prior to the casting of this spell.	SOURCEPAGE:BoED								
Perfect Summon				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:40-ft-radius spread.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You create an area in which only good creatures can be magically summoned.	SOURCEPAGE:BoED								
Phieran's Resolve				TYPE:Sanctified	SCHOOL:Abjuration		DESCRIPTOR:Good		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:One good creature/level in a 20-ft-radius burst centered on you.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Phieran's resolve (named after the exalted god of suffering, endurance, and perseverance) was devised to combat wielders of vile magic. Sacrifice: 1d3 points of Strength damage.	SOURCEPAGE:BoED								
Phoenix Fire				TYPE:Sanctified	SCHOOL:Necromancy		DESCRIPTOR:Fire|Good		COMPS:V, S, F, Sacrifice	CASTTIME:1 standard action	RANGE:15 ft.	TARGETAREA:15-ft-radius spread centered on you.	DURATION:Instantaneous; see text	SAVEINFO:Reflex half; see text	SPELLRES:Yes	DESC:You immolate yourself, consuming your flesh in a cloud of flame 20 feet high and 30 feet in diameter. Focus: A tail feather from a phoenix, worth 40 gp. Sacrifice: Your death and the level you lose when you return to life are the sacrifice cost for this spell.	SOURCEPAGE:BoED								
Quickshift				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Cleric=6|Sorcerer=6|Wizard=6	COMPS:V, S, Celestial	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:For the duration of this spell, the caster's teleport or greater teleport spelllike ability is quickened (as if enhanced with the Quicken Spell feat).	SOURCEPAGE:BoED								
Radiant Fog				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Good	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, Abstinence	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Fog that spread  in a 20-ft-radius, 20 ft high.	DURATION:1 minute/level	SAVEINFO:Fortitude partial; see text	SPELLRES:Yes	DESC:As solid fog, but the cloud of fog shimmers with brilliant celestial radiance. Abstinence Component: You must not have cast a darkness or Necromancy spell within the past 24 hours before casting this spell.	SOURCEPAGE:BoED								
Radiant Shield				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Electricity|Good	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, Abstinence	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:A scintillating aura of white radiance wreathes you and causes damage to each creature that attacks you in melee. Abstinence Component: You must not have cast a darkness or Necromancy spell within the last 24 hours before casting this spell.	SOURCEPAGE:BoED								
Rain of Black Tulips				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Druid=9	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (80-ft radius, 80-ft high)	DURATION:1 round/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Tulips as black as midnight fall from the sky. Material Component: A black tulip.	SOURCEPAGE:BoED								
Rain of Embers				TYPE:Sanctified	SCHOOL:Evocation		DESCRIPTOR:Fire|Good		COMPS:V, S, Sacrifice	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Cylinder (40-ft radius, 120-ft high)	DURATION:1 round/level	SAVEINFO:Reflex half; see text	SPELLRES:Yes	DESC:This spell causes orange, starlike embers to rain steadily from above. Sacrifice: 1d2 points of Strength drain.	SOURCEPAGE:BoED								
Rain of Roses				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Druid=7	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (80-ft radius, 80-ft high)	DURATION:1 round/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Red roses fall from the sky. Material Component: A red rose.	SOURCEPAGE:BoED								
Ray of Hope				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Good|Mind-Affecting	CLASSES:Bard=1|Cleric=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.	DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Powerful hope wells up in the subject, who gains a +2 morale bonus on saving throws, attack rolls, ability checks, and skill checks.	SOURCEPAGE:BoED								
Refreshment				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing	DESCRIPTOR:Good	CLASSES:Bard=3|Cleric=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:20-ft-radius burst centered on you.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Refreshment channels celestial energy to remove all nonlethal damage the targets have taken, including damage from environmental conditions, starvation and thirst, and related effects as well as damage dealt by nonlethal attacks.	SOURCEPAGE:BoED								
Remove Addiction				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Cleric=2|Druid=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature touched.	DURATION:Instantaneous	SAVEINFO:Fortitude negates (harmless)	SPELLRES:Yes	DESC:Remove addiction cures all addictions that the target suffers from (see Drugs in the Book of Vile Darkness for more information about addictions).	SOURCEPAGE:BoED								
Remove Fatigue				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=4	COMPS:S	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Up to one living creature touched/2 levels.	DURATION:Instantaneous	SAVEINFO:Fortitude negates (harmless)	SPELLRES:Yes	DESC:The creatures you touch gain the benefits of 8 hours of restful sleep.	SOURCEPAGE:BoED								
Remove Nausea				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Cleric=3	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Remove nausea restores to health a creature who is nauseated or sickened.	SOURCEPAGE:BoED								
Restore Soul's Treasure				TYPE:Sanctified	SCHOOL:Transmutation				COMPS:Sacrifice	CASTTIME:1 full round	RANGE:Close	TARGETAREA:Disintegrated remains of one item.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:If the target of this spell has lost a valuable item as the result of the spell soul's treasure lost (described in the Book of Vile Darkness), this spell restores that item. Sacrifice: 1d4 points of Constitution drain.	SOURCEPAGE:BoED								
Righteous Glare				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Death|Good	CLASSES:Cleric=7|Sorcerer=7|Wizard=7	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You gain a supernatural gaze attack like that of a ghaele eladrin.	SOURCEPAGE:BoED								
Righteous Smite				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Cleric=7	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius spread.	DURATION:Instantaneous	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:You draw down holy power to smite your enemies.	SOURCEPAGE:BoED								
Sacred Guardian				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=5	COMPS:V, S, Celestial	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Object or willing creature touched.	DURATION:1 day/level	SAVEINFO:None; see text	SPELLRES:Yes	DESC:Celestials use sacred guardian to monitor the location and condition of a creature or object that has been placed in their care.	SOURCEPAGE:BoED								
Sacred Heaven				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Paladin=4	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You shield one creature in a nimbus of holy light.	SOURCEPAGE:BoED								
Sanctify the Wicked				TYPE:Sanctified	SCHOOL:Necromancy		DESCRIPTOR:Good		COMPS:V, S, F, Sacrifice	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One evil creature.	DURATION:See text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell tears the foul, corrupted soul from the body of an evil creature and traps it in a diamond receptacle (the spell's focus). Focus: A flawless diamond worth no less than 10,000 gp. Sacrifice: 1 character level.	SOURCEPAGE:BoED		COST:10000						
Second Wind				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Paladin=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:For the duration of the spell, the target can perform long-term strenuous activity as though it had the Endurance feat.	SOURCEPAGE:BoED								
Secure Corpse				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Cleric=6	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Stores one creature's corpse in your holy symbol.	DURATION:1 day/level	SAVEINFO:None	SPELLRES:No	DESC:This spell turns your holy symbol into a magical receptacle capable of holding one creature's corpse.	SOURCEPAGE:BoED								
Shield of the Archons				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Good	CLASSES:Cleric=7	COMPS:V, Archon	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:A mystic shield of beneficent energies interposes itself between you an incoming magical attack.	SOURCEPAGE:BoED								
Sicken Evil				TYPE:Sanctified	SCHOOL:Necromancy		DESCRIPTOR:Good		COMPS:V, S, Sacrifice	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:20-ft-radius emanation.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:You emanate a powerful aura that sickens evil creatures within the specified area. Sacrifice: 1d4 points of Strength damage.	SOURCEPAGE:BoED								
Silvered Claws				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=1|Ranger=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One living creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell allows the target to treat all of its natural attacks as silvered weapons.	SOURCEPAGE:BoED								
Silvered Weapon				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Paladin=1|Ranger=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One weapon or projectile touched.	DURATION:1 round/level	SAVEINFO:Fortitude negates (harmless, object)	SPELLRES:Yes	DESC:This spell transforms a single weapon or projectile you are holding into a silvered weapon.	SOURCEPAGE:BoED								
Smite Heretic				TYPE:Spell	SCHOOL:Conjuration			CLASSES:Paladin=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:For the duration of the spell, when using your smite evil class ability against an evil creature with the ability to cast divine spells, you gain a +2 sacred bonus on the attack roll.	SOURCEPAGE:BoED								
Spear of Valarian				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=5|Ranger=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One nonmagical weapon touched.	DURATION:1 round/level	SAVEINFO:Fortitude negates (harmless, object)	SPELLRES:Yes	DESC:The spear of Valarian spell transforms one nonmagical weapon into a shimmering silver spear.	SOURCEPAGE:BoED								
Spread of Contentment				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Cleric=8	COMPS:V, S, M	CASTTIME:1 hour	RANGE:Long	TARGETAREA:10-ft/level-radius spread.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:Yes	DESC:This spell has a calming effect on creatures within the spell's area. Material Component: Lammasu's feather.	SOURCEPAGE:BoED								
Starmantle				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One living creature touched.	DURATION:1 minute/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:This spell manifests as a draping cloak of tiny, cascading stars that seem to flicker out before touching the ground. Material Component: A pinch of dust from a pixie's wing (20 gp).	SOURCEPAGE:BoED		COST:20						
Stars of Arvandor				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Force|Good	CLASSES:Cleric=4|Druid=4|Ranger=4|Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Up to one creature or object/round	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:You create one tiny, twinkling star per level (maximum 10 stars).	SOURCEPAGE:BoED								
Storm of Shards				TYPE:Sanctified	SCHOOL:Evocation		DESCRIPTOR:Good		COMPS:V, S, Sacrifice	CASTTIME:1 standard action	RANGE:0 ft.	TARGETAREA:80-ft-radius spread.	DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:Yes	DESC:Shards of heavenly light rain down from above. Sacrifice: 1d3 points of Strength drain.	SOURCEPAGE:BoED								
Sublime Revelry				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Cleric=9	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One creature/level, no two of which can be more than 30-ft apart.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Sublime revelry immediately removes any lingering effects of pain, including penalties imposed by symbol of pain, angry ache, and similar spells.	SOURCEPAGE:BoED								
Sunmantle				TYPE:Sanctified	SCHOOL:Abjuration				COMPS:S, Sacrifice	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature touched.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:This spell cloaks the target in a wavering cloak of light that illuminates an area around the target (and dispels darkness) as a daylight spell. Sacrifice: 1d4 points of Strength damage.	SOURCEPAGE:BoED								
Sustain				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=4	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:Up to one living creature touched/2 levels.	DURATION:6 hours/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:This spell instantly relieves the negative effects of hunger and thirst and allows the targets to go without food or water for the duration of the spell, suffering no ill effects from the deprivation. Material Component: A flask of warm wine and a loaf of bread.	SOURCEPAGE:BoED								
Sword of Conscience				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Good|Mind-Affecting	CLASSES:Cleric=4|Paladin=4	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One evil creature.	DURATION:Instantaneous; see text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The target creature, which must be evil, is struck by pangs of conscience and remorse.	SOURCEPAGE:BoED								
Telepathy Block				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Bard=5|Cleric=5|Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:80-ft-radius emanation centered on a creature, object or a point in space.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:This spell blocks all telepathic communication within the affected area, making telepathic conversation impossible.	SOURCEPAGE:BoED								
Telepathy Trap				TYPE:Sanctified	SCHOOL:Divination				COMPS:Sacrifice	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:10-ft/level-radius emanation.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You can overhear the telepathic conversations of other creatures within the spell's area. Sacrifice: 1d3 points of Strength damage.	SOURCEPAGE:BoED								
Tomb of Light				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Cleric=7|Sorcerer=7|Wizard=7	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:Evil extraplanar creature touched.	DURATION:Concentration	SAVEINFO:Fortitude partial	SPELLRES:Yes	DESC:When you cast this spell, you attempt to draw out the impure substance of an evil extraplanar creature and replace it with your own pure substance. Material Component: A pure crystal or clear gemstone worth at least 50 gp.	SOURCEPAGE:BoED		COST:50						
Touch of Adamantine				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=6|Druid=6|Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:This spell grants one weapon the properties of an adamantine weapon.	SOURCEPAGE:BoED								
Twilight Luck				TYPE:Sanctified	SCHOOL:Abjuration		DESCRIPTOR:Good		COMPS:V, Abstinence	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One nonevil creature touched.	DURATION:1 minute/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:By means of this spell, the caster can impart the luck of the fey to one nonevil being. Abstinence: The caster must refrain from imbibing alcohol for 3 days prior to casting this spell.	SOURCEPAGE:BoED								
Unearthly Beauty				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Druid=8	COMPS:V, S, Abstinence	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As blinding beauty, but at any time during the duration of the spell, you can evoke an additional effect as a free action. Abstinence Component: You must abstain from sexual intercourse for one month before casting this spell.	SOURCEPAGE:BoED								
Valiant Steed				TYPE:Sanctified	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:Good		COMPS:V, S, Sacrifice	CASTTIME:1 hour	RANGE:Close	TARGETAREA:Calls 1 ppegasus or unicorn.	DURATION:Instantaneous; see text	SAVEINFO:None	SPELLRES:No	DESC:The caster calls a special servant of the exalted god Valarian-either a pegasus or unicorn-to her location. Sacrifice: 1d3 points of Strength drain.	SOURCEPAGE:BoED								
Vanishing Weapon				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 minute/level	SAVEINFO:None; see text	SPELLRES:No	DESC:This spell encapsulates a weapon in a faint blue glow.	SOURCEPAGE:BoED								
Vengeance Halo				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Good	CLASSES:Cleric=6	COMPS:V, S, DF, Abstinence	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One good-aligned creature; see text.	DURATION:1 minute/level	SAVEINFO:None or Reflex half; see text	SPELLRES:No	DESC:A luminous ring of holy power appears above the head of a good creature and remains in place until the spell expires or the creature is slain (reduced to -10 hp). Abstinence Component: You must abstain from alcohol for 1 week prior to casting this spell.	SOURCEPAGE:BoED								
Vision of Heaven				TYPE:Spell	SCHOOL:Enchantment		DESCRIPTOR:Mind-Affecting	CLASSES:Cleric=1	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One evil creature.	DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Your words allow the target creature the merest glimpse of the blessed joy of the Seven Heavens, spurring the target to a moment of regret for its evil deeds.	SOURCEPAGE:BoED								
Wages of Sin				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Good|Mind-Affecting	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, Abstinence	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One evil creature/level.	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The affected creatures' own evil thoughts and impulses blossom in their minds into intense suspicion and distrust. Abstinence Component: You must refrain from intoxicants and stimulants for one week before casting this spell.	SOURCEPAGE:BoED								
Warcry				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=3|Sorcerer=3|Wizard=3	COMPS:V	CASTTIME:1 standard action	RANGE:30 ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:You unleash a tremendous battle cry that causes creatures within a 30-foot cone to cower in fear for 1d4 rounds.	SOURCEPAGE:BoED								
Warding Gems				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Cleric=5	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:1 gem/3 levels.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You cast this spell upon one or more gems, imbuing them with healing energy. Material Components: One 500-gp gem for each warding gem created.	SOURCEPAGE:BoED		COST:500						
Winged Mount				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Paladin=4	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Special mount touched.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:This spell causes your mount to sprout giant, feathery white wings.	SOURCEPAGE:BoED								
Yoke of Mercy				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Good|Mind-Affecting	CLASSES:Sorcerer=2|Wizard=2	COMPS:V, Abstinence	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:No	DESC:This spell compels a creature up to 4 HD more than the caster's level to fight in a merciful manner. Abstinence Component: You must not have dealt damage, by spell or any other means, to another living creature within the last 8 hours before casting this spell.	SOURCEPAGE:BoED								
#																									
Channel Celestial Paragon (Manahth)				TYPE:Epic	SCHOOL:Transmutation		DESCRIPTOR:Good	CLASSES:Epic Spells (Arcane/CHA),Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Divine/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS)=10	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:You and 3-5 willing creatures and 1 willing celestial.	DURATION:20 rounds	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:By means of this mighty epic spell, you channel the power of a celestial paragon through you body and at least 3 (but no more than 5) of your allies. Focus: You must have a major artifact of good alignment, such as the Regalia of Good (see Chapter 6 for a description of this item). Abstinence Component: You and each willing participant must abstain from intoxicants and stimulants for one week before casting this spell. You and each willing participant must not be the subject of any other spell at the time you cast this spell. You and each willing participant must not be suffering from any ability damage, ability drain, or energy drain at the time you cast this spell, including the effects of any previously cast sanctified spell. Sacrifice: You and each willing participant in the spell each lose one experience level. Spellcraft DC 28.	SOURCEPAGE:BoVD p. 122	PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting							
