SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:EladrinShiradiRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:The following spell-like abilities are always active on the shiradi: blessed sight*, discern lies (DC %1), and see invisibility.|14+CHA	KEY:Eladrin (Shiradi) ~ Spell-Like Abilities									BONUS:VAR|HasSeeInvisibilityVision|1|TYPE=Base									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Aid|Bless|Bless Weapon|Detect Poison|Detect Undead|Dispel Magic (Greater)|Divine Favor|Remove Curse,13+CHA|Remove Fear,11+CHA|Remove Paralysis,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Break Enchantment|Holy Smite,14+CHA|Restoration,14+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=14|Cloak of Chaos,18+CHA|Heal,16+CHA							SOURCEPAGE:BoED	
Alternate Form	CATEGORY:Special Ability	TYPE:EladrinShiradiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A shiradi can shift between its humanoid and "cloud of light shards" forms as a standard action. In humanoid form, it cannot use its slam attack, but it can fly and use its spell-like abilities and its weapons. In cloud form, it can fly, make slam attacks, and use spell-like abilities, but it cannot use its weapons. A shiradi remains in one form until it chooses to assume a new one. A change in form cannot be dispelled, nor does the shiradi revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Eladrin (Shiradi) ~ Alternate Form																											SOURCEPAGE:BoED	
Enchantment Awareness	CATEGORY:Special Ability	TYPE:EladrinShiradiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Shiradis are automatically aware of Enchantment effects affecting creatures within 20 feet.	KEY:Eladrin (Shiradi) ~ Enchantment Awareness																											SOURCEPAGE:BoED	
Protective Aura	CATEGORY:Special Ability	TYPE:EladrinShiradiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a shiradi can surround itself with a nimbus of light having a radius of 20 feet. This acts as a double-strength magic circle against evil and as a lesser globe of invulnerability, both as cast by a cleric whose level equal to the shiradi's Hit Dice.	KEY:Eladrin (Shiradi) ~ Protective Aura																											SOURCEPAGE:BoED	
Skills	CATEGORY:Special Ability	TYPE:EladrinShiradiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Shiradis get a +10 racial bonus on Sense Motive checks.	KEY:Eladrin (Shiradi) ~ Skills									BONUS:SKILL|Sense Motive|10|TYPE=Racial																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Eladrin (Tulani)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=EladrinTulaniRaceTrait	AUTO:LANG|Celestial|Common|Draconic|elven|Infernal|Sylvan										BONUS:VAR|Maneuverability|5|TYPE=Base																			
Natural Weapons	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:A tulani's natural weapons, as well as any weapons it wields, are treated as having the chaotic and good alignments for the purpose of overcoming damage reduction.	KEY:Eladrin (Tulani) ~ Natural Weapons																											SOURCEPAGE:BoED	
Dream Ray	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:In globe form, a tulani can fire a coruscating ray of light with a range of 300 feet. The ray deals 1d6 points of temporary Charisma damage with a successful hit. Any nonevil creature reduced to 0 Charisma by the dream ray falls into a dream-filled coma. An evil creature reduced to 0 Charisma falls into a nightmare-wracked coma and takes 1d10 points of damage plus an additional 1d10 points of damage per hour spent in the comatose state. A creature awakens from its coma if its Charisma is raised to 1 or higher. This is a mindaffecting effect.	KEY:Eladrin (Tulani) ~ Dream Ray																											SOURCEPAGE:BoED	
Gaze	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialAttack.Supernatural.Gaze	VISIBLE:YES	DESC:Slay evil creatures of 5 HD or fewer, range 60 feet, Will DC %1 negates. The DC is Charisma-based.|GazeDC	KEY:Eladrin (Tulani) ~ Gaze				DEFINE:GazeDC|0					BONUS:VAR|GazeDC|DefaultDCCha	BONUS:VAR|GazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Gaze)								ABILITY:Ability Focus|AUTOMATIC|Gaze									SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:The following abilities are always active on the tulani's person, as the spells cast by an 18th-level sorcerer: blessed sight*, detect law, detect magic, magic circle against evil (20-foot radius), and true seeing.	KEY:Eladrin (Tulani) ~ Spell-Like Abilities									BONUS:VAR|HasTrueSeeingVision|1|TYPE=Base									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Chain Lightning,21+CHA|Charm Monster (Mass),23+CHA|Cure Serious wounds,18+CHA|Dancing Light|Detect Thoughts,17+CHA|Dispel Magic|Divine Favor|Haste,18+CHA|Invisibility (Greater),19+CHA|Major Image,18+CHA|Polymorph any Object,23+CHA|Righteous Smite,22+CHA|Teleport (Greater) ~ Self only|Telekinesis,20+CHA|Wall of Force	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Heal,21+CHA|Meteor Swarm,24+CHA|Power Word Kill|Time Stop								SOURCEPAGE:BoED	
Sword of Light	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A tulani can create a +4 brilliant energy holy longsword at will as a free action. If the tulani dies or loses physical contact with the sword, the sword disappears instantly.	KEY:Eladrin (Tulani) ~ Sword of Light																											SOURCEPAGE:BoED	
Alternate Form	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A tulani can shift between its humanoid and globe forms as a standard action. In humanoid form, it cannot fly or use its dream rays, but it can use its gaze attack and spell-like abilities, make physical attacks, and cast spells. In globe form, it can fly, use its dream rays, and use spell-like abilities, but it cannot cast spells or use its gaze attack. The globe form is incorporeal, and a tulani has no Strength score while in that form. While incorporeal, a tulani can be harmed only by other incorporeal creatures, +1 or better magic weapons (though its damage reduction still applies as well), and spells, spell-like abilities, or supernatural abilities. It is immune to all nonmagical attack forms. Even when hit by spells or magic weapons, it has a 50%% chance to ignore any damage from a corporeal source (except for positive energy, negative energy, force effects, such as magic missile, or attacks made with ghost touch weapons). A tulani remains in one form until it chooses to assume a new one. A change in form cannot be dispelled, nor does the tulani revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Eladrin (Tulani) ~ Alternate Form																											SOURCEPAGE:BoED	
Bardic Music	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Tulanis use the bardic music ability as 18thlevel bards. Tulanis can use or maintain concentration on one such ability per round as a free action, requiring no instrument other than their unearthly voices.	KEY:Eladrin (Tulani) ~ Bardic Music				DEFINE:EladrinTulaniBardicMusicLVL|0					BONUS:VAR|EladrinTulaniBardicMusicLVL|18	BONUS:VAR|BardicMusicLVL|EladrinTulaniBardicMusicLVL	BONUS:VAR|InspireCourageLVL|EladrinTulaniBardicMusicLVL	BONUS:VAR|BardicMusicTimes|EladrinTulaniBardicMusicLVL	BONUS:VAR|InspireDurationBase|5|TYPE=Base					ABILITY:Special Ability|AUTOMATIC|Bardic Music									SOURCEPAGE:BoED	
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Countersong|PRESKILL:1,TYPE.Perform=3|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicCountersong
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Fascinate|PRESKILL:1,TYPE.Perform=3|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicFascinate
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Courage|PRESKILL:1,TYPE.Perform=3|PREVARGTEQ:BardicMusicLVL,1|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCourage
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Competence|PRESKILL:1,TYPE.Perform=6|PREVARGTEQ:BardicMusicLVL,3|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireCompetence
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Suggestion|PRESKILL:1,TYPE.Perform=9|PREVARGTEQ:BardicMusicLVL,6|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSuggestion
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Greatness|PRESKILL:1,TYPE.Perform=12|PREVARGTEQ:BardicMusicLVL,9|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireGreatness
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Song of Freedom|PRESKILL:1,TYPE.Perform=15|PREVARGTEQ:BardicMusicLVL,12|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicSongOfFreedom
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Inspire Heroics|PRESKILL:1,TYPE.Perform=18|PREVARGTEQ:BardicMusicLVL,15|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicInspireHeroics
CATEGORY=Special Ability|Eladrin (Tulani) ~ Bardic Music.MOD	ABILITY:Special Ability|AUTOMATIC|Bardic Music ~ Mass Suggestion|PRESKILL:1,TYPE.Perform=21|PREVARGTEQ:BardicMusicLVL,18|!PREABILITY:1,CATEGORY=ACF,TYPE.BardicMusicMassSuggestion
Protective Aura	CATEGORY:Special Ability	TYPE:EladrinTulaniRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a tulani can surround itself with a nimbus of light having a radius of 20 feet. This acts as a double-strength magic circle against evil and as a lesser globe of invulnerability, both as cast by a cleric whose level equal to the tulani's Hit Dice.	KEY:Eladrin (Tulani) ~ Protective Aura																											SOURCEPAGE:BoED	
																																	
Race Traits ~ Guardinal (Equinal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GuardinalEquinalRaceTrait	AUTO:LANG|Celestial|Common																			ABILITY:FEAT|AUTOMATIC|Run										
Natural Weapons	CATEGORY:Special Ability	TYPE:GuardinalEquinalRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:An equinal's natural weapons, as well as any weapons it wields, are treated as having the good alignment for the purpose of overcoming damage reduction.	KEY:Guardinal (Equinal) ~ Natural Weapons																											SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GuardinalEquinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Guardinal (Equinal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=6|Aid,12+CHA|Command,11+CHA|Detect Evil|Detect Magic|Dimension Door,14+CHA|Dispel Magic|Fog Cloud|Light|Magic Circle against Evil ~ Self only|Magic Missile|See Invisibility	SPELLS:Innate|TIMES=1|CASTERLEVEL=6|Slow,13+CHA|Wall of Stone,15+CHA								SOURCEPAGE:BoED	
Whinny	CATEGORY:Special Ability	TYPE:GuardinalEquinalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per hour, as a free action, an equinal can emit a piercing shriek that affects all nonguardinals in a 20-foot spread. Creatures with 4 HD or fewer are stunned for 1d6 rounds, while creatures with more than 4 HD are deafened for 1d6 rounds. A successful DC %1 Fortitude save negates either effect. This is a sonic effect. The save DC is Constitution-based.|WhinnyDC	KEY:Guardinal (Equinal) ~ Whinny				DEFINE:WhinnyDC|0					BONUS:VAR|WhinnyDC|DefaultDCCon	BONUS:VAR|WhinnyDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Whinny)								ABILITY:Ability Focus|AUTOMATIC|Whinny									SOURCEPAGE:BoED	
Speak with Animals	CATEGORY:Special Ability	TYPE:GuardinalEquinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An equinal can mentally communicate with animals as a free action. This works exactly like speak with animals as cast by an 8th-level druid but does not require sound.	KEY:Guardinal (Equinal) ~ Speak with Animals																											SOURCEPAGE:BoED	
Lay on Hands	CATEGORY:Special Ability	TYPE:GuardinalEquinalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This works just like the paladin's ability, but the equinal can heal as much damage per day as its own undamaged hit point total.	KEY:Guardinal (Equinal) ~ Lay on Hands																		ABILITY:Special Ability|AUTOMATIC|Lay on Hands									SOURCEPAGE:BoED	
																																	
Race Traits ~ Guardinal (Musteval)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GuardinalMustevalRaceTrait	AUTO:LANG|Celestial																													
Natural Weapons	CATEGORY:Special Ability	TYPE:GuardinalMustevalRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:musteval's natural weapons, as well as any weapons it wields, are treated as having the good alignment for the purpose of overcoming damage reduction.	KEY:Guardinal (Musteval) ~ Natural Weapons																											SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GuardinalMustevalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Guardinal (Musteval) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=3|Detect Evil|Detect Magic|Disguise Self|Magic Missile|Protection from Evil ~ Self only|See Invisibility	SPELLS:Innate|TIMES=1|CASTERLEVEL=3|Invisibility								SOURCEPAGE:BoED	
Focused Movement	CATEGORY:Special Ability	TYPE:GuardinalMustevalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:When moving, a musteval can take a move action and a standard action at any point during the move. The musteval cannot take a second move action during a round when it uses its focused movement ability. Mustevals almost always use this ability to move before and after using a spell-like ability during combat.	KEY:Guardinal (Musteval) ~ Focused Movement																											SOURCEPAGE:BoED	
Skills	CATEGORY:Special Ability	TYPE:GuardinalMustevalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Mustevals have good claws for climbing and sharp hearing. They receive a +4 racial bonus on Climb and Listen checks.	KEY:Guardinal (Musteval) ~ Skills									BONUS:SKILL|Climb,Listen|4|TYPE=Racial																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Guardinal (Ursinal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GuardinalUrsinalRaceTrait	AUTO:LANG|Abyssal|Celestial|Common|Draconic|Infernal																													
Natural Weapons	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:An ursinal's natural weapons, as well as any weapons it wields, are treated as having the good alignment for the purpose of overcoming damage reduction.	KEY:Guardinal (Ursinal) ~ Natural Weapons																											SOURCEPAGE:BoED	
Improved Grab	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If an ursinal hits an opponent that is at least one size category smaller than itself with a claw attack, it deals normal lethal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. Thereafter, the ursinal has the option to conduct the grapple normally, or simply use one claw to hold the opponent (-20 penalty on grapple check, but the ursinal is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals claw damage.	KEY:Guardinal (Ursinal) ~ Improved Grab																											SOURCEPAGE:BoED	
Spells	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialAttack	VISIBLE:YES	DESC:An ursinal casts spells as a 12th-level wizard. They favor Divination and Enchantment spells, as well as those that mislead or confuse opponents rather than deal damage.	KEY:Guardinal (Ursinal) ~ Spells																											SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Guardinal (Ursinal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Aid|Daylight|Deep Slumber,13+CHA|Detect Evil|Detect Magic|Detect Thoughts,12+CHA|Dimension Door|Dispel Magic|Hold Monster,15+CHA|Magic Circle against Evil ~ Self only|Magic Missile|Polymorph|See Invisibility|Solid Fog	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Holy Word,17+CHA								SOURCEPAGE:BoED	
Lay on Hands	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This works just like the paladin's ability, but the ursinal can heal as much damage per day as its own undamaged hit point total.	KEY:Guardinal (Ursinal) ~ Lay on Hands																		ABILITY:Special Ability|AUTOMATIC|Lay on Hands									SOURCEPAGE:BoED	
Speak with Animals	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An ursinal can mentally communicate with animals as a free action. This works exactly like speak with animals as cast by an 8th-level druid but does not require sound.	KEY:Guardinal (Ursinal) ~ Speak with Animals																											SOURCEPAGE:BoED	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:GuardinalUrsinalRaceTrait.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:While on Elysium, ursinals can react to danger before their senses would normally allow them to do so. They retain their Dexterity bonuses to Armor Class even when caught flat-footed. They lose this ability on other planes.	KEY:Guardinal (Ursinal) ~ Uncanny Dodge																											SOURCEPAGE:BoED	
																																	
Race Traits ~ Hollyphant	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=HollyphantRaceTrait|Immunity to Disease|Immunity to Poison	ABILITY:Special Ability|AUTOMATIC|Hollyphant ~ Invulnerability|!PRETEMPLATE:1,Winged Mastodon Hollyphant										BONUS:VAR|Maneuverability|4|TYPE=Base	BONUS:COMBAT|AC|3|TYPE=Deflection|!PRETEMPLATE:1,Winged Mastodon Hollyphant	BONUS:VAR|AdvancementByClass|1																	
Psionics	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Hollyphant ~ Psionics																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=6|Blessed Sight|Detect Chaos|Detect Law|Detect Poison|Detect Thoughts,12+CHA|Invisibility|Know Direction|See Invisibility|Suggestion,13+CHA									SOURCEPAGE:BoED	
Summon Celestial	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, a hollyphant can attempt to summon another hollyphant, an asura, or an avoral guardinal with a 45%% chance of success. The summoned creature automatically returns whence it came after 1 hour. A hollyphant that has just been summoned cannot use its own summon ability for 1 hour.	KEY:Hollyphant ~ Summon Celestial																											SOURCEPAGE:BoED	
Trumpet	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Three times per day, a hollyphant can issue a blast of sound through its trunk, choosing one of the following effects each time:&nl;- A 60-foot cone-shaped burst of sound forces creatures in its area to make a DC %1 Fortitude save or take 2d10 points of sonic damage and be stunned for 2 rounds. Creatures that make a successful save take 1d10 points of sonic damage and are stunned for 1 round. This DC is Constitution-based. &nl;- A 30-foot cone-shaped burst of sun sparkles. These motes of holy power deal 8d8 points of damage to evil outsiders, undead, and any other creature vulnerable to holy water. A successful DC 16 Fortitude save reduces the damage by half. This DC is Charisma-based.|TrumpetDCSound|TrumpetDCSun	KEY:Hollyphant ~ Trumpet				DEFINE:TrumpetDCSound|0	DEFINE:TrumpetDCSun|0				BONUS:VAR|TrumpetDCSound|DefaultDCCon	BONUS:VAR|TrumpetDCSound|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trumpet)	BONUS:VAR|TrumpetDCSun|DefaultDCCha	BONUS:VAR|TrumpetDCSun|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trumpet)						ABILITY:Ability Focus|AUTOMATIC|Trumpet									SOURCEPAGE:BoED	
Alternate Form	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A hollyphant can shift between its Small and Large forms as a standard action. In Large form, it loses the benefits of its invulnerability ability (see below) but gains the advantages of its new size and strength. A hollyphant remains in one form until it chooses to assume the other form. A change in form cannot be dispelled, nor does the hollyphant revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Hollyphant ~ Alternate Form																											SOURCEPAGE:BoED	
Invulnerability	CATEGORY:Special Ability	TYPE:HollyphantWingedElephantRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Small hollyphant's shimmering coat protects it as a continuous globe of invulnerability, but only the hollyphant is warded. In Large form, the hollyphant loses this ability.	KEY:Hollyphant ~ Invulnerability																											SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Hollyphant ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Bless|Light|Teleport (Greater) ~ Self only	SPELLS:Innate|TIMES=3|CASTERLEVEL=15|Cure Moderate Wounds,12+CHA|Protection from Evil	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Banishment,16+CHA|Flame Strike,15+CHA|Heal,16+CHA|Raise Dead							SOURCEPAGE:BoED	
Telepathy	CATEGORY:Special Ability	TYPE:HollyphantRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A hollyphant can communicate telepathically with any creature within 60 feet that has a language.	KEY:Hollyphant ~ Telepathy									BONUS:VAR|TelepathyRange|60|TYPE=Base																		SOURCEPAGE:BoED	
																																	
Race Traits ~ Leskylor	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=LeskylorRaceTrait	AUTO:LANG|Leskylor|Celestial|Draconic										BONUS:VAR|Maneuverability|3|TYPE=Base																			
Frost Breath	CATEGORY:Special Ability	TYPE:LeskylorRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Cone-shaped burst of frost, %4 feet long, %5/day; damage %1d%2; Reflex half DC %3.|Damage %1d%2, DC %3, Length %4|BreathWeaponDice|BreathWeaponDieSize|BreathWeaponDC|BreathWeaponCone|BreathWeaponTimes	KEY:Leskylor ~ Frost Breath				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0	DEFINE:BreathWeaponTimes|0	BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponTimes|3				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:BoED	
Pounce	CATEGORY:Special Ability	TYPE:LeskylorRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a leskylor charges a foe, it can make a full attack, including two rake attacks.	KEY:Leskylor ~ Pounce																											SOURCEPAGE:BoED	
Rake	CATEGORY:Special Ability	TYPE:LeskylorRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Attack bonus +11 melee, damage 1d8+3.	KEY:Leskylor ~ Rake																		NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8	BONUS:WEAPONPROF=Rake|DAMAGE|-STR/2								SOURCEPAGE:BoED	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:LeskylorRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Leskylor ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=6|Blessed Sight|Cause Fear,11+WIS|Cure Moderate Wounds,12+WIS|Eyes of the Avoral|Hold Person,12+WIS|Obscuring Mist|Vision of Heaven									SOURCEPAGE:BoED	
Improved Grab	CATEGORY:Special Ability	TYPE:LeskylorRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, the leskylor must hit with a claw or bite attack. If it wins the grapple check, it establishes a hold and can rake.	KEY:Leskylor ~ Improved Grab																											SOURCEPAGE:BoED	
																																	
Race Traits ~ Moon Dog	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=MoonDogRaceTrait|Scent	AUTO:LANG|Celestial|Common|Infernal																													
Bark	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:When a moon dog barks, as a standard action, it creates a dispel evil effect as cast by a 12th-level cleric. The save DC is Charisma-based.	KEY:Moon Dog ~ Bark																											SOURCEPAGE:BoED	
Bay	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A moon dog can bay as a standard action. Its baying has the effect of a fear spell cast by a 12th-level sorcerer (Will save DC %1), but it affects only evil creatures within an 80-foot radius of the moon dog. A creature that makes a successful Will save is immune to that particular moon dog's baying for 24 hours. This is a sonic, mind-affecting effect. The save DC is Charisma-based.|BayDC	KEY:Moon Dog ~ Bay				DEFINE:BayDC|0					BONUS:VAR|BayDC|DefaultDCCha	BONUS:VAR|BayDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Bay)								ABILITY:Ability Focus|AUTOMATIC|Bay									SOURCEPAGE:BoED	
Howl	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:When a moon dog howls, evil creatures within 40 feet of the moon dog take 1d4+4 points of damage per round, in addition to the fear effect of its baying. Evil extraplanar creatures within 40 feet of a howling moon dog are targeted by a dismissal effect as cast by a 12th-level caster. If more than one moon dog is howling within 40 feet of such a creature, the creature receives only one saving throw, and the effective caster level of the dismissal effect is increased by +2 for each additional moon dog beyond the first.	KEY:Moon Dog ~ Howl																											SOURCEPAGE:BoED	
Soothing Ministration	CATEGORY:Special Ability	TYPE:MoonDogRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:By licking a wound, a moon dog can create any of the following effects, one time each per individual per day: cure light wounds, remove disease, and slow poison. The moon dog's caster level is 12th.	KEY:Moon Dog ~ Soothing Ministration																											SOURCEPAGE:BoED	
