SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																																																																																																																																																																																																																																	
Ability Score Enhancement	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, an ascetic gains a +2 enhancement bonus to one ability score. At 11th level, he gains an extra +2 bonus to that score, and a +2 bonus to another ability score. At 15th level, he gains an extra +2 bonus to those two scores, and a +2 bonus to a third ability score. At 19th level, he gains an extra +2 bonus to those three scores, and a +2 bonus to a fourth ability score.	KEY:Vow of Poverty ~ Ability Score Enhancement				DEFINE:VowOfPovertyScoreEnhancement|0					BONUS:ABILITYPOOL|Vow of Poverty Stat Boost Choice|VowOfPovertyScoreEnhancement	BONUS:VAR|VowOfPovertyScoreEnhancement|1|PREVARGTEQ:VowOfPovertyLVL,7	BONUS:VAR|VowOfPovertyScoreEnhancement|1|PREVARGTEQ:VowOfPovertyLVL,11	BONUS:VAR|VowOfPovertyScoreEnhancement|1|PREVARGTEQ:VowOfPovertyLVL,15	BONUS:VAR|VowOfPovertyScoreEnhancement|1|PREVARGTEQ:VowOfPovertyLVL,19														SOURCEPAGE:BoED																																																																																																																																																																																																				
Natural Armor	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, an ascetic gains a +1 natural armor bonus, or his existing natural armor bonus increases by +1. It increases an extra +1 at 16th level.	KEY:Vow of Poverty ~ Natural Armor				DEFINE:VowOfPovertyNaturalArmorBonus|0					BONUS:COMBAT|AC|VowOfPovertyNaturalArmorBonus|TYPE=NaturalArmor.STACK	BONUS:VAR|VowOfPovertyNaturalArmorBonus|1|PREVARGTEQ:VowOfPovertyLVL,8	BONUS:VAR|VowOfPovertyNaturalArmorBonus|1|PREVARGTEQ:VowOfPovertyLVL,16																SOURCEPAGE:BoED																																																																																																																																																																																																				
Mind Shielding	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Also at 8th level, an ascetic character becomes immune to detect thoughts, discern lies, and any attempt to discern his alignment.	KEY:Vow of Poverty ~ Mind Shielding																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Damage Reduction	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural	VISIBLE:YES	DESC:An ascetic gains damage reduction 5/magic at 10th level. At 15th level, this improves to 5/evil, and at 19th level to 10/evil.	KEY:Vow of Poverty ~ Damage Reduction																		DR:5/Magic|PREMULT:2,[PREVARGTEQ:VowOfPovertyLVL,10],[PREVARLTEQ:VowOfPovertyLVL,14]	DR:5/Evil|PREMULT:2,[PREVARGTEQ:VowOfPovertyLVL,15],[PREVARLTEQ:VowOfPovertyLVL,18]	DR:10/Evil|PREVARGTEQ:VowOfPovertyLVL,19							SOURCEPAGE:BoED																																																																																																																																																																																																				
Greater Sustenance	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Once he attains 12th level, an ascetic character doesn't need to breathe.	KEY:Vow of Poverty ~ Greater Sustenance																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Energy Resistance	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 13th level, an ascetic gains resistance 5 to acid, cold, electricity, fire, and sonic energy. At 20th level, this increases to resistance 15.	KEY:Vow of Poverty ~ Energy Resistance				DEFINE:VowOfPovertyEnergyResistanceBonus|0					BONUS:VAR|AcidResistanceBonus,ColdResistanceBonus,ElectricityResistanceBonus,FireResistanceBonus,SonicResistanceBonus|VowOfPovertyEnergyResistanceBonus|TYPE=Resistance	BONUS:VAR|VowOfPovertyEnergyResistanceBonus|5|PREVARGTEQ:VowOfPovertyLVL,13	BONUS:VAR|VowOfPovertyEnergyResistanceBonus|10|PREVARGTEQ:VowOfPovertyLVL,20							ABILITY:Special Ability|AUTOMATIC|Resistance to Acid|Resistance to Cold|Resistance to Electricity|Resistance to Fire|Resistance to Sonic									SOURCEPAGE:BoED																																																																																																																																																																																																				
Freedom of Movement	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 14th level, an ascetic can act as if continually under the effect of a freedom of movement spell.	KEY:Vow of Poverty ~ Freedom of Movement																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Regeneration	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 17th level, an ascetic heals 1 point of damage per level every hour rather than every day (This ability cannot be aided by the Heal skill). Nonlethal damage heals at a rate of 1 point of damage per level every 5 minutes.	KEY:Vow of Poverty ~ Regeneration									BONUS:VAR|RegenerationRate|1																		SOURCEPAGE:BoED																																																																																																																																																																																																				
True Seeing	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 18th level, an ascetic gains a continusous true seeing ability, as the spell.	KEY:Vow of Poverty ~ True Seeing									BONUS:VAR|HasTrueSeeingVision|1|TYPE=Base																		SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
Stat Increase First Choice	CATEGORY:Internal	TYPE:VowOfPovertyStatChoice				PREVARGTEQ:VowOfPovertyLVL,7			DEFINE:StatBoostOne|0					BONUS:STAT|%LIST|StatBoostOne|TYPE=VowOfPoverty	BONUS:VAR|StatBoostOne|2|PREVARGTEQ:VowOfPovertyLVL,7	BONUS:VAR|StatBoostOne|2|PREVARGTEQ:VowOfPovertyLVL,11	BONUS:VAR|StatBoostOne|2|PREVARGTEQ:VowOfPovertyLVL,15	BONUS:VAR|StatBoostOne|2|PREVARGTEQ:VowOfPovertyLVL,19		MULT:YES	CHOOSE:PCSTAT|ALL											SOURCEPAGE:BoED																																																																																																																																																																																																				
Stat Increase Second Choice	CATEGORY:Internal	TYPE:VowOfPovertyStatChoice				PREVARGTEQ:VowOfPovertyLVL,11			DEFINE:StatBoostTwo|0					BONUS:STAT|%LIST|StatBoostTwo|TYPE=VowOfPoverty		BONUS:VAR|StatBoostTwo|2|PREVARGTEQ:VowOfPovertyLVL,11	BONUS:VAR|StatBoostTwo|2|PREVARGTEQ:VowOfPovertyLVL,15	BONUS:VAR|StatBoostTwo|2|PREVARGTEQ:VowOfPovertyLVL,19		MULT:YES	CHOOSE:PCSTAT|ALL											SOURCEPAGE:BoED																																																																																																																																																																																																				
Stat Increase Third Choice	CATEGORY:Internal	TYPE:VowOfPovertyStatChoice				PREVARGTEQ:VowOfPovertyLVL,15			DEFINE:StatBoostThree|0					BONUS:STAT|%LIST|StatBoostThree|TYPE=VowOfPoverty			BONUS:VAR|StatBoostThree|2|PREVARGTEQ:VowOfPovertyLVL,15	BONUS:VAR|StatBoostThree|2|PREVARGTEQ:VowOfPovertyLVL,19		MULT:YES	CHOOSE:PCSTAT|ALL											SOURCEPAGE:BoED																																																																																																																																																																																																				
Stat Increase Fourth Choice	CATEGORY:Internal	TYPE:VowOfPovertyStatChoice				PREVARGTEQ:VowOfPovertyLVL,19			DEFINE:StatBoostFour|0					BONUS:STAT|%LIST|StatBoostFour|TYPE=VowOfPoverty				BONUS:VAR|StatBoostFour|2|PREVARGTEQ:VowOfPovertyLVL,19		MULT:YES	CHOOSE:PCSTAT|ALL											SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				

# Fist of Raziel Sanctify Martial Strike																																	
Sanctify Martial Strike	CATEGORY:Special Ability	TYPE:SanctifyMartialStrike.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Choose weapon.	KEY:Sanctify Martial Strike ~ Sanctify Martial Strike	STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|ABILITY=FEAT[Weapon Focus]	ABILITY:FEAT|AUTOMATIC|Sanctify Martial Strike (%LIST)										SOURCEPAGE:BoED

###Block: Stalker Favored Enemy Bonuses																																																																																																																																																																																																																																				
Favored Enemy - Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.StalkerFavoredEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|FavoredEnemyBonusEvil	KEY:Stalker Favored Enemy ~ Evil	PREVARGTEQ:StalkerOfKharashFavoredEnemyLVL,1			DEFINE:StalkerFavoredEnemyBonusEvil|0					BONUS:VAR|StalkerFavoredEnemyBonusEvil|StalkerFavoredEnemyBaseBonus	BONUS:VAR|StalkerFavoredEnemyBonusEvil|ImprovedFavoredEnemyBonus																	SOURCEPAGE:BoED	ASPECT:Ability Benefit|+%1|FavoredEnemyBonusAberration																																																																																																																																																																																																			
###Block: Favored Enemy Bonuses																																																																																																																																																																																																																																				
Evil	CATEGORY:Special Ability	TYPE:StalkerFavoredEnemyBonus	VISIBLE:DISPLAY		KEY:Stalker Favored Enemy Bonus ~ Evil	PREABILITY:1,CATEGORY=Special Ability,Stalker Favored Enemy ~ Evil								BONUS:VAR|StalkerFavoredEnemyBonusEvil|2					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
###Block:Permanency																																																																																																																																																																																																																																				
# Self Only																																																																																																																																																																																																																																				
# Anyone																																																																																																																																																																																																																																				
Permanency Spell / Silvered Claws			CATEGORY:Special Ability	TYPE:SpecialQuality.PermanencySpell					DEFINE:PermanencySilveredClawsLVL|0		SPELLS:Permanency Spell|TIMES=ATWILL|CASTERLEVEL=PermanencySilveredClawsLVL|Silvered Claws			DESC:(? XP), Caster Level %1.|%LIST	DESC:.																																																																																																	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|09|10|11|12|13|14|15|16|17|18|19|20																																																																																																		BONUS:VAR|PermanencySilveredClawsLVL|%LIST																	COST:0
Permanency Spell / Silvered Weapon			CATEGORY:Special Ability	TYPE:SpecialQuality.PermanencySpell					DEFINE:PermanencySilveredWeaponLVL|0		SPELLS:Permanency Spell|TIMES=ATWILL|CASTERLEVEL=PermanencySilveredWeaponLVL|Silvered Weapon			DESC:(? XP), Caster Level %1.|%LIST	DESC:.																																																																																																	MULT:YES	CHOOSE:NUMCHOICES=1|STRING|09|10|11|12|13|14|15|16|17|18|19|20																																																																																																		BONUS:VAR|PermanencySilveredWeaponLVL|%LIST																	COST:0
