SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Blessing of the Glittering Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 9th level, a celestial mystic gains spell resistance 20 and damage reduction 10/unholy.	KEY:Celestial Mystic ~ Blessing of the Glittering Heaven				DEFINE:GlitteringHeavenSR|0					BONUS:VAR|GlitteringHeavenSR|20|TYPE=Base									SR:GlitteringHeavenSR	DR:10/Unholy							SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Illuminated Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 10th-level celestial mystic is surrounded by an aura of positive energy to a radius of 10 feet. Within that emanation, life flourishes: colors are brighter, fires are hotter, noises are louder, and sensations are more intense. (This effect is purely sensory; game effects such as energy damage are not affected.) All living creatures within the aura, including the celestial mystic, gain fast healing 2 as an extraordinary ability as long as they remain there. No undead creature with fewer than 10 HD can enter the aura, and those brought into it act as if they had been turned. Undead with 10 HD or more can enter the aura unharmed, but they do not gain fast healing.	KEY:Celestial Mystic ~ Blessing of the Illuminated Heaven									BONUS:VAR|FastHealing|2|TYPE=Base																	SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Champions of Gwynharwyf gain no proficiency with any weapon or armor.	KEY:Champion of Gwynharwyf ~ Weapon and Armor Proficiency																										SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A champion of Gwynharwyf has the ability to cast a small number of divine spells. To cast a champion of Gwynharwyf spell, the champion must have a Wisdom score of at least 10 + the spell's level, so a champion of Gwynharwyf with a Wisdom of 10 or lower cannot cast these spells. Champion of Gwynharwyf bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the champion's Wisdom modifier. When the champion gets 0 spells of a given spell level (for instance, 1st-level spells for a 1st level champion of Gwynharwyf), she gets only the bonus spells she would be entitled to based on her Wisdom score for that spell level. The champion of Gwynharwyf's spell list appears below. A champion of Gwynharwyf prepares and casts spells just as a cleric does (though a champion cannot spontaneously cast cure spells).	KEY:Champion of Gwynharwyf ~ Spells				DEFINE:Caster_Level_Champion_Of_Gwynharwyf|0	DEFINE:Caster_Level_BL_Champion_Of_Gwynharwyf|0				BONUS:CASTERLEVEL|Champion of Gwynharwyf|Caster_Level_Champion_Of_Gwynharwyf	BONUS:VAR|Caster_Level_Champion_Of_Gwynharwyf|ChampionOfGwynharwyf+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Champion_Of_Gwynharwyf|charbonusto("PCLEVEL","Champion of Gwynharwyf")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Champion_Of_Gwynharwyf+Caster_Level_BL_Champion_Of_Gwynharwyf|TYPE=Base														SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, a champion of Gwynharwyf can use detect evil, as the spell. She can use this ability even while raging.	KEY:Champion of Gwynharwyf ~ Detect Evil																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=ChampionOfGwynharwyfLVL|Detect Evil								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A champion of Gwynharwyf adds her class levels to her barbarian levels to determine how often she can rage and when she gains the greater rage, tireless rage, and mighty rage barbarian class abilities. She does not gain or improve any other barbarian class abilities.	KEY:Champion of Gwynharwyf ~ Rage									BONUS:VAR|RageTimesLVL,RagePowerLVL|ChampionOfGwynharwyfLVL																	SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Smite Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a champion of Gwynharwyf may attempt to smite evil with one normal melee attack. She adds her Charisma bonus to her attack roll and deals 1 extra point of damage per champion of Gwynharwyf level. If she accidentally smites a creature that is not evil, the smite has no effect but the ability is still used up for that day. A 5th- evel champion of Gwynharwyf can smite evil twice per day. At 9th level, she can use this ability three times per day.	KEY:Champion of Gwynharwyf ~ Smite Evil									BONUS:VAR|SmiteEvilLVL|ChampionOfGwynharwyfLVL	BONUS:VAR|SmiteEvilToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|SmiteEvilDamage|ChampionOfGwynharwyfLVL	BONUS:VAR|SmiteEvil|(ChampionOfGwynharwyfLVL+3)/4						ABILITY:Special Ability|VIRTUAL|Smite Evil								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Divine Grace	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 2nd-level champion of Gwynharwyf gains a bonus equal to her Charisma bonus on all saving throws.	KEY:Champion of Gwynharwyf ~ Divine Grace									BONUS:SAVE|ALL|max(CHA,0)										ABILITY:Special Ability|AUTOMATIC|Divine Grace							SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Furious Casting	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 2nd level, a champion of Gwynharwyf can cast her champion spells even while raging. If she has another spellcasting class, she cannot cast spells from that class while raging, only the spells that she gains from her champion levels.	KEY:Champion of Gwynharwyf ~ Furious Casting																										SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 3rd level, a champion of Gwynharwyf gains the ability to shrug off some amount of injury from each blow or attack. Subtract 2 from the damage the champion takes each time she is dealt damage from a weapon or natural attack. At 6th level, and every 2 levels thereafter, this damage reduction rises by 1 point. Damage reduction can reduce damage to 0 but not below 0.	KEY:Champion of Gwynharwyf ~ Damage Reduction				DEFINE:ChampionOfGwynharwyfDR|0					BONUS:VAR|ChampionOfGwynharwyfDR|max(2,ChampionOfGwynharwyfLVL/2)									DR:ChampionOfGwynharwyfDR/-								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Resist Enchantment	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a champion of Gwynharwyf gains a +2 morale bonus on all saving throws against Enchantment spells or effects.	KEY:Champion of Gwynharwyf ~ Resist Enchantment									BONUS:VAR|EnchantmentResistanceBonus|2|TYPE=Morale									ABILITY:Special Ability|AUTOMATIC|Resistance To Enchantment								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Fearsome Fury	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a champion of Gwynharwyf can strike terror into the hearts of her foes while she rages. When she enters a rage, she makes an Intimidate check. Any enemy that comes within 30 feet of her while she is raging must make a Will save against a DC equal to her Intimidate check result. Those who fail become shaken for 1d4+1 rounds or the duration of the rage, whichever is longer.	KEY:Champion of Gwynharwyf ~ Fearsome Fury																										SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Energy Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, a champion of Gwynharwyf grows closer to her eladrin patrons, gaining acid, cold, and electricity resistance 5. This resistance increases to 10 at 10th level.	KEY:Champion of Gwynharwyf ~ Energy Resistance									BONUS:VAR|AcidResistanceBonus,ColdResistanceBonus,ElectricityResistanceBonus|5|TYPE=Resistance	BONUS:VAR|AcidResistanceBonus,ColdResistanceBonus,ElectricityResistanceBonus|10|TYPE=Resistance|PREVARGTEQ:ChampionOfGwynharwyfLVL,10								ABILITY:Special Ability|AUTOMATIC|Resistance to Acid|Resistance to Cold|Resistance to Electricity								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Immune to Charm and Compulsion	CATEGORY:Special Ability	TYPE:ClassFeatures.ChampionOfGwynharwyfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 7th-level champion of Gwynharwyf is completely immune to charm and compulsion spells.	KEY:Champion of Gwynharwyf ~ Immune to Charm and Compulsion																		ABILITY:Special Ability|AUTOMATIC|Immunity to Charm|Immunity to Compulsion								SORTKEY:Class_Champion_Of_Gwynharwyf	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Defenders of Sealtiel gain no proficiency with any weapon or armor.	KEY:Defender of Sealtiel ~ Weapon and Armor Proficiency																										SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Defensive Stance	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When he needs to, a defender of Sealtiel can become a stalwart bastion of defense. In this defensive stance, a defender gains phenomenal strength and durability, but he cannot move from the spot he is defending. He gains +2 to Strength, +4 to Constitution, a +2 resistance bonus on all saves, and a +4 dodge bonus to AC. The increase in Constitution increases the defender of Sealtiel's hit points by 2 points per level, but these hit points go away at the end of the defensive stance when the Constitution score drops back 4 points. These extra hit points are not lost first the way temporary hit points are. While in a defensive stance, a defender cannot use skills or abilities that would require him to shift his position, such as Move Silently or Jump. A defensive stance lasts for a number of rounds equal to 3 + the character's (newly improved) Constitution modifier. A defender may end his defensive stance voluntarily prior to this limit. At the end of the defensive stance, the defender is winded and takes a -2 penalty to Strength for the duration of that encounter. A defender can only use his defensive stance a certain number of times per day as determined by his level. Using the defensive stance takes no time itself, but a defender can only do so during his action. (A defender can't, for example, use the stance when struck down by an arrow in order to get the extra hit points from the increased Constitution).	KEY:Defender of Sealtiel ~ Defensive Stance				DEFINE:DefenderOfSealtielDefensiveStanceTimes|0	DEFINE:DefenderOfSealtielDefensiveStanceLVL|0				BONUS:VAR|DefensiveStanceTimes|(DefenderOfSealtielDefensiveStanceLVL+1)/2	BONUS:VAR|DefenderOfSealtielDefensiveStanceLVL|DefenderOfSealtielLVL								ABILITY:Special Ability|AUTOMATIC|Defensive Stance								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Shield of Faith	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A defender of Sealtiel can use shield of faith, as the spell, three times per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Shield of Faith																		SPELLS:Innate|TIMES=3|CASTERLEVEL=DefenderOfSealtielLVL|Shield of Faith								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Magic Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A defender of Sealtiel who is 2nd level or higher is constantly surrounded by an effect that duplicates the magic circle against evil spell as cast by a cleric of his defender level.	KEY:Defender of Sealtiel ~ Magic Circle																										SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Shield Other	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 2nd-level defender of Sealtiel can use shield other, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Shield Other																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DefenderOfSealtielLVL|Shield Other								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Blood of the Martyr	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 4th-level defender of Sealtiel can use blood of the martyr*, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Blood of the Martyr																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DefenderOfSealtielLVL|Blood of the Martyr								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Protective Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 6th-level defender of Sealtiel can use protective aura, as the spell, once per day. The effect overlaps (does not stack with) his constant magic circle against evil. His effective caster level is his defender level. At 10th level, a defender can use this ability three times per day.	KEY:Defender of Sealtiel ~ Protective Aura				DEFINE:ProtectiveAuraTimes|0				BONUS:VAR|ProtectiveAuraTimes|1	BONUS:VAR|ProtectiveAuraTimes|2|PREVARGTEQ:DefenderOfSealtielLVL,10									SPELLS:Innate|TIMES=ProtectiveAuraTimes|CASTERLEVEL=DefenderOfSealtielLVL|Protective Aura								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Glory of the Martyr	CATEGORY:Special Ability	TYPE:ClassFeatures.DefenderOfSealtielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:An 8th-level defender of Sealtiel can use glory of the martyr*, as the spell, once per day. His effective caster level is his defender level.	KEY:Defender of Sealtiel ~ Glory of the Martyr																		SPELLS:Innate|TIMES=1|CASTERLEVEL=DefenderOfSealtielLVL|Glory of the Martyr								SORTKEY:Class_Defender_Of_Sealtiel	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Emissaries of Barachiel gain no proficiency with any weapon or armor.	KEY:Emissary of Barachiel ~ Weapon and Armor Proficiency																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:BoED	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An emissary of Barachiel has the ability to cast a small number of divine spells. To cast an emissary of Barachiel spell, the emissary must have a Charisma score of at least 10 + the spell's level, so an emissary with a Charisma of 10 or lower cannot cast these spells. Emissary of Barachiel bonus spells are based on Charisma, and saving throws against these spells have a DC of 10 + spell level + the emissary's Charisma modifier. When the emissary gets 0 spells of a given level (for instance, 1st-level spells for a 1st-level emissary of Barachiel), he gets only the bonus spells he would be entitled to based on his Charisma score for that spell level. The emissary's spell list appears below. An emissary of Barachiel casts spells just as a bard does, except that his spells are divine and not arcane.	KEY:Emissary of Barachiel ~ Spells				DEFINE:Caster_Level_Emissary_Of_Barachiel|0	DEFINE:Caster_Level_BL_Emissary_Of_Barachiel|0				BONUS:CASTERLEVEL|Emissary of Barachiel|Caster_Level_Emissary_Of_Barachiel	BONUS:VAR|Caster_Level_Emissary_Of_Barachiel|EmissaryOfBarachielLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Emissary_Of_Barachiel|charbonusto("PCLEVEL","Emissary of Barachiel")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Emissary_Of_Barachiel+Caster_Level_BL_Emissary_Of_Barachiel|TYPE=Base														SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:BoED	
Calling	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielClassFeatures.SpecialAttack	VISIBLE:YES	DESC:An emissary of Barachiel's most fundamental ability is the power to issue a celestial call, stirring the conscience of those who hear it. An emissary can use this ability once per day per class level (%1/day) , spending a full-round action to issue the call. Humanoid creatures within 30 feet of the emissary are potentially affected. The emissary makes a Diplomacy check, and the result is the DC for affected creatures' Will saving throws. Creatures that fail their saves suffer effects that depend on their alignment, see table. Using any manifestation of the calling class ability requires the use of the Words of Creation and deals 3d4 points of nonlethal damage to the emissary. Calling is an Enchantment (Compulsion) [Language-Dependent, Mind-Affecting] effect.|CallingTimes	KEY:Emissary of Barachiel ~ Calling				DEFINE:CallingTimes|0					BONUS:VAR|CallingTimes|EmissaryOfBarachielLVL																	SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:BoED	
Conversion	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielClassFeatures.SpecialAttack	VISIBLE:YES	DESC:A 3rd-level emissary of Barachiel can use his calling ability to facilitate actual conversion of nongood humanoids. Doing so counts as a use of the calling class ability (see above) for the day, and the initial effects of the calling are the same-except that the emissary takes 5d4 points of nonlethal damage instead of 3d4. When the initial effects are over, however, all creatures that were subject to any effect of the calling (except lawful good creatures) must make another saving throw. Creatures who fail begin acting as though their alignment were one step closer to good. Lawful evil creatures act lawful neutral, neutral evil creatures act neutral, and chaotic evil creatures act chaotic neutral. Lawful neutral and neutral good creatures act lawful good. True neutral and chaotic good creatures act neutral good, and chaotic neutral creatures act chaotic good.	KEY:Emissary of Barachiel ~ Conversion																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:BoED	
Sustenance	CATEGORY:Special Ability	TYPE:ClassFeatures.EmissaryOfBarachielClassFeatures.SpecialAttack	VISIBLE:YES	DESC:At 5th level, an emissary of Barachiel can help to keep good creatures good. As a use of his calling ability, he can produce one of the following effects:&nl;- Duplicate the effects of an atonement spell.&nl;- Reverse any magical alignment change (such as that produced by a helm of opposite alignment or a morality undone spell).&nl; Dispel a charm or compulsion effect cast by an evil creature upon a good target, by making a dispel check (1d20 + character level against a DC of 11 + evil caster's level).&nl;These effects require the emissary of Barachiel to touch the target creature.	KEY:Emissary of Barachiel ~ Sustenance																										SORTKEY:Class_Emissary_Of_Barachiel	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Exalted arcanists gain no proficiency with any weapon or armor.	KEY:Exalted Arcanist ~ Weapon and Armor Proficiency																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Exalted Spell List	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An exalted arcanist gains access to spells that do not normally appear on arcane spellcasters' spell lists. The exalted arcanist's spell list additions appear below. At 1st level, an exalted arcanist adds the spells of up to 3rd level to her spell list, and each additional exalted arcanist level grants her access to two more spell levels on the spell list. She does not automatically know these spells, but can choose them as spells known.	KEY:Exalted Arcanist ~ Exalted Spell List																		ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Spell List ~ 1|PREVARGTEQ:ExaltedArcanistLVL,1	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Spell List ~ 2|PREVARGTEQ:ExaltedArcanistLVL,2	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Spell List ~ 3|PREVARGTEQ:ExaltedArcanistLVL,3	ABILITY:Special Ability|AUTOMATIC|Exalted Arcanist ~ Exalted Spell List ~ 4|PREVARGTEQ:ExaltedArcanistLVL,4					SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Exalted Spell List ~ 1	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Spell List ~ 1																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Bless,Vision of Heaven|SPELLCASTER.Arcane=2|Consecrate,Zone of Truth|SPELLCASTER.Arcane=3|Helping Hand,Searing Light								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Exalted Spell List ~ 2	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Spell List ~ 2																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=4|Aspect of the Deity (Lesser),Holy Smite,Planar Ally (Lesser),Sword of Conscience|SPELLCASTER.Arcane=5|Crown of Flame,Hallow,Heavenly Lightning,Mark of Justice								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Exalted Spell List ~ 3	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Spell List ~ 3																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=6|Aspect of the Deity,Bolt of Glory,Planar Ally|SPELLCASTER.Arcane=7|Heavenly Lightning Storm,Holy Word,Righteous Smite								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Exalted Spell List ~ 4	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Spell List ~ 4																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=8|Holy Aura,Planar Ally (Greater)|SPELLCASTER.Arcane=9|Aspect of the Deity (Greater)								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Spell knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, an exalted arcanist learns two new arcane spells of any level up to the maximum spell level she can cast. These can be spells from her normal spell list or from the exalted spell list that appears below. She does not gain any extra spell slots at this level.	KEY:Exalted Arcanist ~ Spell Knowledge																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Faster Consecrate	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, an exalted arcanist can spontaneously cast spells with the Consecrate Spell feat without extending the spells' casting time.	KEY:Exalted Arcanist ~ Faster Consecrate																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each exalted arcanist level after the first, the character gains new spells per day and spells known as if she had also gained a level in an arcane spellcasting class to which she belonged before adding the prestige class level. She does not, however, gain any other benefit a character of that class would have gained (bardic music abilities, improved familiar abilities, and so on), though she does retain the ability to exchange spells known with every even-numbered equivalent sorcerer or bard level. If the character had more than one arcane spellcasting class before becoming an exalted arcanist, she must decide to which class she adds each exalted arcanist level for the purpose of determining spells per day and spells known.	KEY:Exalted Arcanist ~ Spells per Day																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Bonus Exalted Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, and again at 5th level, an exalted arcanist gains a bonus feat. This feat must be chosen from the exalted feats that appear in Chapter 4.	KEY:Exalted Arcanist ~ Bonus Exalted Feat									BONUS:ABILITYPOOL|Exalted Arcanist Feat|1	BONUS:ABILITYPOOL|Exalted Arcanist Feat|1|PREVARGTEQ:ExaltedArcanistLVL,5																SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Faster Purify	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, an exalted arcanist can spontaneously cast spells with the Purify Spell feat without extending the spells' casting time.	KEY:Exalted Arcanist ~ Faster Purify																										SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Sanctified Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ExaltedArcanistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A 5th-level exalted arcanist can use sanctified spells as though they were among her spells known.	KEY:Exalted Arcanist ~ Sanctified Spells																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Twilight Luck,Divine Inspiration|SPELLCASTER.Arcane=2|Luminous Armor,Ayailla's Radiant Burst|SPELLCASTER.Arcane=3|Phieran's Resolve,Path of the Exalted,Telepathy Trap,Brilliant Emanation,Hammer of Righteousness,Celestial Aspect|SPELLCASTER.Arcane=4|Luminous Armor (Greater),Sunmantle,Diamond Spray|SPELLCASTER.Arcane=5|Inquisition,Curtain of Light,Sicken Evil|SPELLCASTER.Arcane=6|Exalted Raiment,Valiant Steed,Storm of Shards|SPELLCASTER.Arcane=7|Cry of Ysgard,Constricting Chains,Rain of Embers,Phoenix Fire,Channel Celestial|SPELLCASTER.Arcane=8|Dragon Cloud,Restore Soul's Treasure|SPELLCASTER.Arcane=9|Armageddon,Exalted fury,Sanctify the Wicked,Channel Celestial (Greater)								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A fist of Raziel is proficient with all simple and martial weapons, all types of armor, and shields (except tower shields).	KEY:Fist of Raziel ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:BoED	
Magic Circle	CATEGORY:Special Ability	TYPE:ClassFeatures.FistOfRazielClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:1st-level fist of Raziel is constantly surrounded by a magic circle against evil effect, as the spell cast by a cleric of the fist's character level.	KEY:Fist of Raziel ~ Magic Circle																										SORTKEY:Class_Fist_Of_Raziel	SOURCEPAGE:BoED	
