SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Counterspell				TYPE:Spell	SCHOOL:Abjuration				COMPS:S	CASTTIME:1 reaction, which you take when you see a creature within 60 feet of you casting a spell	RANGE:60 feet		DURATION:Instantaneous			DESC:You attempt to interrupt a creature in the process o f casting a spell. If the creature is casting a spell o f 3rd level or lower, its spell fails and has no effect. If it is casting a spell o f 4th level or higher, make an ability check using your spellcasting ability. The DC equals 10 + the spell’s level. On a success, the creature’s spell fails and has no effect. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, the interrupted spell has no effect if its level is less than or equal to the level o f the spell slot you used.	SOURCEPAGE:PHB								
Create Food and Water				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Instantaneous			DESC:You create 45 pounds o f food and 30 gallons o f water on the ground or in containers within range, enough to sustain up to fifteen humanoids or five steeds for 24 hours. The food is bland but nourishing, and spoils if uneaten after 24 hours. The water is clean and doesn’t go bad.	SOURCEPAGE:PHB								
Create or Destroy Water				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M	CASTTIME:1 action	RANGE:30 feet		DURATION:Instantaneous			DESC:You either create or destroy water. &nl; Create Water. You create up to 10 gallons o f clean water within range in an open container. Alternatively, the water falls as rain in a 30-foot cube within range, extinguishing exposed flames in the area. &nl; Destroy Water. You destroy up to 10 gallons o f water in an open container within range. Alternatively, you destroy fog in a 30-foot cube within range. &nl; A t Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, you create or destroy 10 additional gallons of water, or the size of the cube increases by 5 feet, for each slot level above 1st. &nl; Material component: a drop of water if creating water or a few grains of sand if destroing.	SOURCEPAGE:PHB								
Create Undead				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S, M	CASTTIME:1 minute	RANGE:10 feet		DURATION:Instantaneous			DESC:You can cast this spell only at night. Choose up to three corpses o f Medium or Small humanoids within range. Each corpse becomes a ghoul under your control. (The DM has game statistics for these creatures.) As a bonus action on each o f your turns, you can mentally command any creature you animated with this spell if the creature is within 120 feet o f you (if you control multiple creatures, you can command any or all o f them at the same time, issuing the same command to each one). You decide what action the creature w ill take and where it will move during its next turn, or you can issue a general command, such as to guard a particular chamber or corridor. If you issue no commands, the creature only defends itself against hostile creatures. Once given an order, the creature continues to follow it until its task is complete. The creature is under your control for 24 hours, after which it stops obeying any command you have given it. To maintain control o f the creature for another 24 hours, you must cast this spell on the creature before the current 24-hour period ends. This use o f the spell reasserts your control over up to three creatures you have animated with this spell, rather than animating new ones. &nl; At Higher Levels. When you cast this spell using a 7th-level spell slot, you can animate or reassert control over four ghouls. When you cast this spell using an 8th-level spell slot, you can animate or reassert control over five ghouls or two ghasts or wights. When you cast this spell using a 9th-level spell slot, you can animate or reassert control over six ghouls, three ghasts or wights, or two mummies.	SOURCEPAGE:PHB						TEMPDESC:Create undead	TEMPBONUS:PC|VAR|HasCreateUndead|1	
Creation				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M	CASTTIME:1 minute	RANGE:30 feet		DURATION:Special			DESC:You pull w isps of shadow material from the Shadowfell to create a nonliving object of vegetable matter within range: soft goods, rope, wood, or something similar. You can also use this spell to create mineral objects such as stone, crystal, or metal. The object created must be no larger than a 5-foot cube, and the object must be o f a form and material that you have seen before. The duration depends on the object’s material. If the object is composed o f multiple materials, use the shortest duration.&nl; Material Duration &nl; Vegetable matter 1 day &nl; Stone or crystal 12 hours &nl; Precious metals 1 hour &nl; Gems 10 minutes &nl; Adamantine or mithral 1 minute &nl; Using any material created by this spell as another spell’s material component causes that spell to fail. &nl; At Higher Levels. When you cast this spell using a spell slot o f 6th level or higher, the cube increases by 5 feet for each slot level above 5th. &nl; Material components: a tiny piece of matter of the same type of the item you plan to create.	SOURCEPAGE:PHB								
Crown of Madness				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 minute			DESC:One humanoid o f your choice that you can see within range must succeed on a W isdom saving throw or become charmed by you for the duration. While the target is charmed in this way, a twisted crown of jagged iron appears on its head, and a madness glows in its eyes. The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach. On your subsequent turns, you must use your action to maintain control over the target, or the spell ends. Also, the target can make a Wisdom saving throw at the end o f each o f its turns. On a success, the spell ends.	SOURCEPAGE:PHB								
Crusader’s Mantle				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:Holy power radiates from you in an aura with a 30-foot radius, awakening boldness in friendly creatures. Until the spell ends, the aura moves with you, centered on you. While in the aura, each nonhostile creature in the aura (including you) deals an extra 1d4 radiant damage when it hits with a w eapon attack.	SOURCEPAGE:PHB								
Cure Wounds				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Instantaneous			DESC:A creature you touch regains a number o f hit points equal to 1d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. &nl; At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the healing increases by 1d8 for each slot level above 1st.	SOURCEPAGE:PHB								
Dancing Lights				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 minute			DESC:You create up to four torch-sized lights within range, making them appear as torches, lanterns, or glowing orbs that hover in the air for the duration. You can also combine the four lights into one glowing vaguely humanoid form of Medium size. Whichever form you choose, each light sheds dim light in a 10-foot radius. As a bonus action on your turn, you can move the lights up to 60 feet to a new spot within range. A light must be within 20 feet o f another light created by this spell, and a light winks out if it exceeds the spell’s range. &nl; Material components: a bit of phosphorous or wychwood or a glowworm.	SOURCEPAGE:PHB								
Darkness				TYPE:Spell	SCHOOL:Evocation				COMPS:V, M	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 10 minutes			DESC:Magical darkness spreads from a point you choose within range to fill a 15-foot-radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can’t see through this darkness, and nonmagical light can’t illuminate it. If the point you choose is on an object you are holding or one that isn’t being w orn or carried, the darkness emanates from the object and moves with it. Completely covering the source o f the darkness with an opaque object, such as a bowl or a helm, blocks the darkness. If any of this spell’s area overlaps with an area o f light created by a spell o f 2nd level or lower, the spell that created the light is dispelled. &nl; Material components: bat fur and a drop of pitch or piece of coal.	SOURCEPAGE:PHB								
Darkvision				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M	CASTTIME:1 action	RANGE:Touch		DURATION:8 hours			DESC:You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range o f 60 feet. &nl; Material components: either a pinch of dried carrot or an agate.	SOURCEPAGE:PHB								
Daylight				TYPE:Spell	SCHOOL:Evocation				COMPS:V, M	CASTTIME:1 action	RANGE:60 feet		DURATION:1 hour			DESC:A 60-foot-radius sphere o f light spreads out from a point you choose within range. The sphere is bright light and sheds dim light for an additional 60 feet. If you chose a point on an object you are holding or one that isn’t being w orn or carried, the light shines from the object and moves with it. Completely covering the affected object with an opaque object, such as a bowl or a helm, blocks the light. If any o f this spell’s area overlaps with an area of darkness created by a spell o f 3rd level or lower, the spell that created the darkness is dispelled.	SOURCEPAGE:PHB								
Death Ward				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:8 hours			DESC:You touch a creature and grant it a measure of protection from death. The first time the target w ould drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends. If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spell ends.	SOURCEPAGE:PHB								
Delayed Blast Fireball				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M	CASTTIME:1 action	RANGE:150 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Dexterity		DESC:A beam o f yellow light flashes from your pointing finger, then condenses to linger at a chosen point within range as a glowing bead for the duration. When the spell ends, either because your concentration is broken or because you decide to end it, the bead blossoms with a low roar into an explosion o f flame that spreads around corners. Each creature in a 20-foot-radius sphere centered on that point must make a Dexterity saving throw. A creature takes fire damage equal to the total accumulated damage on a failed save, or half as much damage on a successful one. The spell’s base damage is 12d6. If at the end of your turn the bead has not yet detonated, the damage increases by 1d6. If the glowing bead is touched before the interval has expired, the creature touching it must make a Dexterity saving throw. On a failed save, the spell ends immediately, causing the bead to erupt in flame. On a successful save, the creature can throw the bead up to 40 feet. When it strikes a creature or a solid object, the spell ends, and the bead explodes. The fire damages objects in the area and ignites flammable objects that aren’t being w orn or carried. &nl; At Higher Levels. When you cast this spell using a spell slot o f 8th level or higher, the base damage increases by 1d6 for each slot level above 7th. &nl; Material components: a tiny ball of bat guano and sulfur.	SOURCEPAGE:PHB								
Demiplane				TYPE:Spell	SCHOOL:Conjuration				COMPS:S	CASTTIME:1 action	RANGE:60 feet		DURATION:1 hour			DESC:You create a shadowy d oor on a flat solid surface that you can see within range. The door is large enough to allow Medium creatures to pass through unhindered. When opened, the door leads to a demiplane that appears to be an empty room 30 feet in each dimension, made o f wood or stone. When the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side. Each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents o f a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.	SOURCEPAGE:PHB								
Destructive				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 action	RANGE:Self (30-foot radius)		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:You strike the ground, creating a burst of divine energy that ripples outward from you. Each creature you choose within 30 feet of you must succeed on a Constitution saving throw or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn’t knocked prone.	SOURCEPAGE:PHB								
Detect Evil and Good				TYPE:Spell	SCHOOL:Divination				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 10 minutes			DESC:For the duration, you know if there is an aberration, celestial, elemental, fey, fiend, or undead within 30 feet o f you, as well as where the creature is located. Similarly, you know if there is a place or object within 30 feet o f you that has been magically consecrated or desecrated. The spell can penetrate most barriers, but it is blocked by 1 foot o f stone, 1 inch o f common metal, a thin sheet o f lead, or 3 feet o f wood or dirt.	SOURCEPAGE:PHB								
Detect Magic				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Ritual			COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 10 minutes			DESC:For the duration, you sense the presence o f magic within 30 feet o f you. If you sense magic in this way, you can use your action to see a faint aura around any visible creature or object in the area that bears magic, and you learn its school o f magic, if any. The spell can penetrate most barriers, but it is blocked by 1 foot o f stone, 1 inch o f common metal, a thin sheet of lead, or 3 feet o f wood or dirt.	SOURCEPAGE:PHB								
Detect Poison and Disease				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Ritual			COMPS:V, S, M	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 10 minutes			DESC:For the duration, you can sense the presence and location o f poisons, poisonous creatures, and diseases within 30 feet o f you. You also identify the kind of poison, poisonous creature, or disease in each case. The spell can penetrate most barriers, but it is blocked by 1 foot o f stone, 1 inch o f common metal, a thin sheet o f lead, or 3 feet o f w o od or dirt. &nl; Material components: a yew leaf.	SOURCEPAGE:PHB								
Detect Thoughts				TYPE:Spell	SCHOOL:Divination				COMPS:V, S, M	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:For the duration, you can read the thoughts o f certain creatures. When you cast the spell and as your action on each turn until the spell ends, you can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn’t speak any language, the creature is unaffected. You initially learn the surface thoughts o f the creature—what is most on its mind in that moment. As an action, you can either shift your attention to another creature’s thoughts or attempt to probe deeper into the same creature’s mind. If you probe deeper, the target must make a Wisdom saving throw. If it fails, you gain insight into its reasoning (if any), its emotional state, and something that looms large in its mind (such as something it w orries over, loves, or hates). If it succeeds, the spell ends. Either way, the target knows that you are probing into its mind, and unless you shift your attention to another creature’s thoughts, the creature can use its action on its turn to make an Intelligence check contested by your Intelligence check; if it succeeds, the spell ends. Questions verbally directed at the target creature naturally shape the course o f its thoughts, so this spell is particularly effective as part o f an interrogation. You can also use this spell to detect the presence of thinking creatures you can’t see. When you cast the spell or as your action during the duration, you can search for thoughts within 30 feet o f you. The spell can penetrate barriers, but 2 feet o f rock, 2 inches o f any metal other than lead, or a thin sheet o f lead blocks you. You can’t detect a creature with an Intelligence o f 3 or lower or one that doesn’t speak any language. Once you detect the presence o f a creature in this way, you can read its thoughts for the rest o f the duration as described above, even if you can’t see it, but it must still be within range. &nl; Material components: a copper piece	SOURCEPAGE:PHB		COST:0.01						
Dimension Door				TYPE:Spell	SCHOOL:Conjuration				COMPS:V	CASTTIME:1 action	RANGE:500 feet		DURATION:Instantaneous			DESC:You teleport yourself from your current location to any other spot within range. You arrive at exactly the spot desired. It can be a place you can see, one you can visualize, or one you can describe by stating distance and direction, such as “ 200 feet straight downward” or “upward to the northwest at a 45-degree angle, 300 feet.” You can bring along objects as long as their weight doesn’t exceed what you can carry. You can also bring one willing creature o f your size or smaller w ho is carrying gear up to its carrying capacity. The creature must be within 5 feet o f you when you cast this spell. If you w ould arrive in a place already occupied by an object or a creature, you and any creature traveling with you each take 4d6 force damage, and the spell fails to teleport you.	SOURCEPAGE:PHB								
Disguise Self				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:1 hour			DESC:You make yourself—including your clothing, armor, weapons, and other belongings on your person—look different until the spell ends or until you u se your action to dismiss it. You can seem 1 foot shorter or taller and can appear thin, fat, or in between. You can’t change your body type, so you must adopt a form that has the same basic arrangement o f limbs. Otherwise, the extent o f the illusion is up to you. The changes wrought by this spell fail to hold up to physical inspection. For example, if you use this spell to add a hat to your outfit, objects pass through the hat, and anyone w ho touches it w ould feel nothing or would feel your head and hair. If you use this spell to appear thinner than you are, the hand o f someone who reaches out to touch you would bump into you while it was seemingly still in midair. To discern that you are disguised, a creature can use its action to inspect your appearance and must succeed on an Intelligence (Investigation) check against your spell save DC.	SOURCEPAGE:PHB								
Disintegrate				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous			DESC:A thin green ray springs from your pointing finger to a target that you can see within range. The target can be a creature, an object, or a creation o f magical force, such as the wall created by wall o f force. A creature targeted by this spell must make a Dexterity saving throw. On a failed save, the target takes 10d6 + 40 force damage. If this damage reduces the target to 0 hit points, it is disintegrated. A disintegrated creature and everything it is wearing and carrying, except magic items, are reduced to a pile o f fine gray dust. The creature can be restored to life only by means o f a true resurrection or a wish spell. This spell automatically disintegrates a Large or smaller nonmagical object or a creation o f magical force. If the target is a Huge or larger object or creation o f force, this spell disintegrates a 10-foot-cube portion of it. A m agic item is unaffected by this spell. &nl; At Higher Levels. When you cast this spell using a spell slot o f 7th level or higher, the damage increases by 3d6 for each slot level above 6th. &nl; Material components: a lodestone and a pinch of dust.	SOURCEPAGE:PHB								
Dispel Evil and Good				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:Shimmering energy surrounds and protects you from fey, undead, and creatures originating from beyond the Material Plane. For the duration, celestials, elementals, fey, fiends, and undead have disadvantage on attack rolls against you. You can end the spell early by using either of the following special functions. &nl; Break Enchantment. As your action, you touch a creature you can reach that is charmed, frightened, or possessed by a celestial, an elemental, a fey, a fiend, or an undead. The creature you touch is no longer charmed, frightened, or possessed by such creatures. &nl; Dismissal. As your action, make a melee spell attack against a celestial, an elemental, a fey, a fiend, or an undead you can reach. On a hit, you attempt to drive the creature back to its home plane. The creature must succeed on a Charisma saving throw or be sent back to its home plane (if it isn't there already). If they aren’t on their home plane, undead are sent to the Shadowfell, and fey are sent to the Feywild. &nl; Material components: holy water or powedered silver and iron.	SOURCEPAGE:PHB								
Dispel Magic				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Instantaneous			DESC:Choose one creature, object, or magical effect within range. Any spell of 3rd level or lower on the target ends. For each spell o f 4th level or higher on the target, make an ability check using your spellcasting ability. The DC equals 10 + the spell’s level. On a successful check, the spell ends. &nl; At Higher Levels. When you cast this spell using a spell slot o f 4th level or higher, you automatically end the effects o f a spell on the target if the spell’s level is equal to or less than the level o f the spell slot you used.	SOURCEPAGE:PHB								
Dissonant Whisperers				TYPE:Spell	SCHOOL:Enchantment				COMPS:V	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous			DESC:You whisper a discordant melody that only one creature of your choice within range can hear, wracking it with terrible pain. The target must m ake a Wisdom saving throw. On a failed save, it takes 3d6 psychic damage and must immediately use its reaction, if available, to move as far as its speed allows away from you. The creature doesn’t move into obviously dangerous ground, such as a fire or a pit. On a successful save, the target takes half as much damage and doesn’t have to move away. A deafened creature automatically succeeds on the save. At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.	SOURCEPAGE:PHB								
Divination				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Ritual			COMPS:V, S, M	CASTTIME:1 action	RANGE:Self		DURATION:Instantaneous			DESC:Your magic and an offering put you in contact with a god or a god’s servants. You ask a single question concerning a specific goal, event, or activity to occur within 7 days. The DM offers a truthful reply. The reply might be a short phrase, a cryptic rhyme, or an omen. The spell doesn’t take into account any possible circumstances that might change the outcome, such as the casting of additional spells or the loss or gain o f a companion. If you cast the spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get a random reading. The DM makes this roll in secret. &nl; Material components: incense and a sacrifical offering appropriate to your religion, together worth at least 25gp which the spell consumes.	SOURCEPAGE:PHB		COST:25						
Divine Favor				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:Your prayer empowers you with divine radiance. Until the spell ends, your weapon attacks deal an extra 1d4 radiant damage on a hit.	SOURCEPAGE:PHB								
Divine Word				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 bonus action	RANGE:30 feet		DURATION:Instantaneous	SAVEINFO:Charisma		DESC:You utter a divine word, imbued with the power that shaped the world at the dawn o f creation. Choose any number o f creatures you can see within range. Each creature that can hear you must make a Charisma saving throw. On a failed save, a creature suffers an effect based on its current hit points: &nl; 50 hit points or fewer: deafened for 1 minute &nl; 40 hit points or fewer: deafened and blinded for 10 minutes &nl; 30 hit points or fewer: blinded, deafened, and stunned for 1 hour &nl; 20 hit points or fewer: killed instantly &nl; Regardless o f its current hit points, a celestial, an elemental, a fey, or a fiend that fails its save is forced back to its plane o f origin (if it isn’t there already) and can’t return to your current plane for 24 hours by any means short o f a wish spell.	SOURCEPAGE:PHB								
Dominate Beast				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Wisdom		DESC:You attempt to beguile a beast that you can see within range. It must succeed on a W isdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw. While the beast is charmed, you have a telepathic link with it as long as the two o f you are on the same plane o f existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course o f action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best o f its ability. You can u se your action to take total and precise control o f the target. Until the end o f your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well. Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends. &nl; At Higher Levels. When you cast this spell with a 5th-level spell slot, the duration is concentration, up to 10 minutes. When you use a 6th-level spell slot, the duration is concentration, up to 1 hour. When you use a spell slot o f 7th level or higher, the duration is concentration, up to 8 hours.	SOURCEPAGE:PHB								
Dominate Monster				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 hour	SAVEINFO:Wisdom		DESC:You attempt to beguile a creature that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw. While the creature is charmed, you have a telepathic link with it as long as the two of you are on the same plane o f existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course o f action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best o f its ability. You can use your action to take total and precise control o f the target. Until the end o f your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well. Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends. &nl; At Higher Levels. When you cast this spell with a 9th-level spell slot, the duration is concentration, up to 8 hours.	SOURCEPAGE:PHB								
Dominate Person				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Wisdom		DESC:You attempt to beguile a humanoid that you can see within range. It must succeed on a W isdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw. While the target is charmed, you have a telepathic link with it as long as the two o f you are on the same plane o f existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course o f action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best o f its ability. You can use your action to take total and precise control o f the target. Until the end o f your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time you can also cause the creature to use a reaction, but this requires you to use your own reaction as well. Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends. &nl; At Higher Levels. When you cast this spell using a 6th-level spell slot, the duration is concentration, up to 10 minutes. When you use a 7th-level spell slot, the duration is concentration, up to 1 hour. When you use a spell slot of 8th level or higher, the duration is concentration, up to 8 hours.	SOURCEPAGE:PHB								
Drawmij’s Instant Summons				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M	CASTTIME:1 minute	RANGE:Touch		DURATION:Until dispelled			DESC:You touch an object weighing 10 pounds or less w hose longest dimension is 6 feet or less. The spell leaves an invisible mark on its surface and invisibly inscribes the name o f the item on the sapphire you use as the material component. Each time you cast this spell, you must use a different sapphire. At any time thereafter, you can use your action to speak the item’s name and crush the sapphire. The item instantly appears in your hand regardless of physical or planar distances, and the spell ends. If another creature is holding or carrying the item, crushing the sapphire doesn’t transport the item to you, but instead you learn who the creature possessing the object is and roughly where that creature is located at that moment. Dispel magic or a similar effect successfully applied to the sapphire ends this spell’s effect. &nl; Material components: a sapphire worth 1000gp.	SOURCEPAGE:PHB		COST:1000						
Dream				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M	CASTTIME:1 minute	RANGE:Special		DURATION:8 hours			DESC:This spell shapes a creature’s dreams. Choose a creature known to you as the target o f this spell. The target must be on the same plane o f existence as you. Creatures that don’t sleep, such as elves, can’t be contacted by this spell. You, or a w illing creature you touch, enters a trance state, acting as a m essenger. While in the trance, the messenger is aware o f his or her surroundings, but can’t take actions or move. If the target is asleep, the messenger appears in the target’s dreams and can converse with the target as long as it remains asleep, through the duration o f the spell. The messenger can also shape the environment o f the dream, creating landscapes, objects, and other images. The messenger can emerge from the trance at any time, ending the effect o f the spell early. The target recalls the dream perfectly upon waking. If the target is awake when you cast the spell, the messenger knows it, and can either end the trance (and the spell) or wait for the target to fall asleep, at which point the messenger appears in the target’s dreams. You can make the messenger appear monstrous and terrifying to the target. If you do, the messenger can deliver a message o f no more than ten words and then the target must make a W isdom saving throw. On a failed save, echoes o f the phantasmal monstrosity spawn a nightmare that lasts the duration o f the target’s sleep and prevents the target from gaining any benefit from that rest. In addition, when the target wakes up, it takes 3d6 psychic damage. If you have a body part, lock o f hair, clipping from a nail, or similar portion o f the target’s body, the target makes its saving throw with disadvantage.	SOURCEPAGE:PHB								
																									
Druidcraft				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Instantaneous			DESC:Whispering to the spirits o f nature, you create one o f the following effects within range: &nl; You create a tiny, harmless sensory effect that predicts what the weather will be at your location for the next 24 hours. The effect might manifest as a golden orb for clear skies, a cloud for rain, falling snowflakes for snow, and so on. This effect persists for 1 round. &nl; You instantly make a flower blossom, a seed pod open, or a leaf bud bloom. &nl; You create an instantaneous, harmless sensory effect, such as falling leaves, a puff o f wind, the sound o f a small animal, or the faint odor o f skunk. The effect must fit in a 5-foot cube. &nl; You instantly light or snuff out a candle, a torch, or a small campfire.	SOURCEPAGE:PHB								
Earthquake				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a pinch of dirt, a piece of rock, and a lump of clay)	CASTTIME:1 action	RANGE:500 feet		DURATION:Concentration, up to 1 minute			DESC:You create a seismic disturbance at a point on the ground that you can see within range. For the duration, an intense tremor rips through the ground in a 100-foot-radius circle centered on that point and shakes creatures and structures in contact with the ground in that area. The ground in the area becomes difficult terrain. Each creature on the ground that is concentrating must make a Constitution saving throw. On a failed save, the creature’s concentration is broken. When you cast this spell and at the end o f each turn you spend concentrating on it, each creature on the ground in the area must make a Dexterity saving throw. On a failed save, the creature is knocked prone. This spell can have additional effects depending on the terrain in the area, as determined by the DM. &nl; Fissures. Fissures open throughout the spell’s area at the start o f your next turn after you cast the spell. A total o f 1d6 such fissures open in locations chosen by the DM. Each is 1d10 x 10 feet deep, 10 feet wide, and extends from one edge o f the spell’s area to the opposite side. A creature standing on a spot where a fissure opens must succeed on a Dexterity saving throw or fall in. A creature that successfully saves moves with the fissure’s edge as it opens. A fissure that opens beneath a structure causes it to automatically collapse (see below). Structures. The tremor deals 50 bludgeoning damage to any structure in contact with the ground in the area when you cast the spell and at the start o f each o f your turns until the spell ends. If a structure drops to 0 hit points, it collapses and potentially damages nearby creatures. A creature within half the distance o f a structure’s height must make a Dexterity saving throw. On a failed save, the creature takes 5d6 bludgeoning damage, is knocked prone, and is buried in the rubble, requiring a DC 20 Strength (Athletics) check as an action to escape. The DM can adjust the DC higher or lower, depending on the nature o f the rubble. On a successful save, the creature takes half as much damage and doesn’t fall prone or become buried. &nl; Material components: a pinch of dirt, a piece of rock and a lump of clay.	SOURCEPAGE:PHB								
