SOURCELONG:Complete Divine	SOURCESHORT:CD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-05																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Chilling Tentacles	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use Evard's black tentacles as the spell, and deal extra cold damage to creatures in the area.	KEY:Warlock ~ Greater Invocation ~ Chilling Tentacles																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Chilling Tentacles,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Devour Magic	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use targeted greater dispel magic with a touch and gain temporary hit points based on the level of spells successfully dispelled.	KEY:Warlock ~ Greater Invocation ~ Devour Magic																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Devour Magic,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Enervating Shadow	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain total concealment in dark areas and impose a Strength penalty on adjacent living creatures.	KEY:Warlock ~ Greater Invocation ~ Enervating Shadow																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Enervating Shadow,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Tenacious Plague	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use insect plague as the spell, but the summoned locust swarm deals damage as a magic weapon.	KEY:Warlock ~ Greater Invocation ~ Tenacious Plague																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Tenacious Plague,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Wall of Perilous Flame	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Create a wall of fi re as the spell, but half the damage from the wall results from supernatural power.	KEY:Warlock ~ Greater Invocation ~ Wall of Perilous Flame																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Wall of Perilous Flame,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Warlock's Call	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use sending as the spell, but risk damage from recipient.	KEY:Warlock ~ Greater Invocation ~ Warlock's Call																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Warlock's Call,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Dark Discorporation	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Become a swarm of batlike shadows, gaining many benefi ts of the swarm subtype.	KEY:Warlock ~ Dark Invocation ~ Dark Discorporation																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Dark Discorporation,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Dark Foresight	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use foresight as the spell, and communicate telepathically with a close target of the effect.	KEY:Warlock ~ Dark Invocation ~ Dark Foresight																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Dark Foresight,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Path of Shadow	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use shadow walk as the spell and speed up natural healing.	KEY:Warlock ~ Dark Invocation ~ Path of Shadow																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Path of Shadow,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Retributive Invisibility	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use greater invisibility as the spell (self only) that deals damage in a burst if dispelled.	KEY:Warlock ~ Dark Invocation ~ Retributive Invisibility																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Retributive Invisibility,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Word of Changing	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use baleful polymorph as the spell, but the effect could become permanent.	KEY:Warlock ~ Dark Invocation ~ Word of Changing																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Word of Changing,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Warmages are proficient with all simple weapons, light armor, and light shields. At 8th level, a warmage gains profi ciency with medium armor (see Armored Mage, below).	KEY:Warmage ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfLight						SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A warmage casts arcane spells (the same type of spells available to sorcerers and wizards), which are drawn from the warmage spell list given below. He can cast any spell he knows without preparing it ahead of time the way a cleric or wizard must. When a warmage gains access to a new level of spells, he automatically knows all the spells for that level listed on the warmage's spell list. Essentially, his spell list is the same as his spells known list. Warmages also have the option of adding to their existing spell list through their advanced learning ability as they increase in level (see below). See page 90 for the warmage's spell list. To cast a spell, a warmage must have a Charisma score of 10 + the spell's level (Cha 10 for 0-level spells, Cha 11 for 1stlevel spells, and so forth). The Diffi culty Class for a saving throw against a warmage's spell is 10 + the spell's level + the warmage's Charisma modifi er. Like other spellcasters, a warmage can cast only a certain number of spells of each spell level per day. His base daily spell allotment is given on Table 1-1: The Warmage. In addition, he receives bonus spells for a high Charisma score (see Table 1-1, page 8 of the Player's Handbook). Unlike a cleric or a wizard, a warmage need not prepare his spells in advance. He can cast any spell he knows at any time, assuming he has not yet used up his spells per day for that spell level.	KEY:Warmage ~ Spells				DEFINE:Caster_Level_Warmage|0	DEFINE:Caster_Level_BL_Warmage|0				BONUS:CASTERLEVEL|Warmage|Caster_Level_Warmage	BONUS:VAR|Caster_Level_Warmage|WarmageLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Warmage|charbonusto("PCLEVEL","Warmage")	BONUS:VAR|Caster_Level_Highest__Arcane|Caster_Level_Warmage+Caster_Level_BL_Warmage|TYPE=Base														SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Armored Mage	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Normally, armor of any type interferes with an arcane spellcaster's gestures, which can cause his spells to fail (if those spells have somatic components). A warmage's limited focus and specialized training, however, allows him to avoid arcane spell failure as long as he sticks to light armor and light shields. This training does not extend to medium or heavier armors, nor to heavy shields. Nor does this ability apply to spells gained from a different spellcasting class. At 8th level, a warmage learns to use medium armor with no chance of arcane spell failure.	KEY:Warmage ~ Armored Mage																		ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium|PREVARGTEQ:WarmageLVL,8								SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Warmage Edge	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A warmage is specialized in dealing damage with his spells. Whenever a warmage casts a spell that deals hit point damage, he adds his Intelligence bonus (if any) to the amount of damage dealt. For instance, if a 1st-level warmage with 17 Intelligence casts magic missile, he deals 1d4+1 points of damage normally, plus an extra 3 points of damage due to his Intelligence bonus. The bonus from the warmage edge special ability applies only to spells that he casts as a warmage, not to those he might have by virtue of levels in another class. A single spell can never gain this extra damage more than once per casting. For instance, a fi reball deals the extra damage to all creatures in the area it affects. However, if a 3rd-level warmage casts magic missile and produces two missiles, only one of them (of the warmage's choice) gains the extra damage, even if both missiles are directed at the same target. If a spell deals damage for more than 1 round, it deals this extra damage in each round. Scrolls scribed by a warmage do not gain any benefi t from warmage edge. Scrolls activated by a warmage also gain no benefi t from warmage edge. The same is true for most other magic items, such as wands and potions. However, staffs activated by a warmage use not only the warmage's caster level but also gain the benefi ts of the warmage edge, if applicable.	KEY:Warmage ~ Warmage Edge																										SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Advanced Learning	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd, 6th, 11th, and 16th level, a warmage can add a new spell to his list, representing the result of personal study and experimentation. The spell must be a wizard spell of the evocation school, and of a level no higher than that of the highest-level spell the warmage already knows. Once a new spell is selected, it is forever added to that warmage's spell list and can be cast just like any other spell on the warmage's list.	KEY:Warmage ~ Advanced Learning				DEFINE:AdvancedLearning|0					BONUS:VAR|WarmageAdvancedLearning|1|PREVARGTEQ:WarmageLVL,3	BONUS:VAR|WarmageAdvancedLearning|1|PREVARGTEQ:WarmageLVL,6	BONUS:VAR|WarmageAdvancedLearning|1|PREVARGTEQ:WarmageLVL,11	BONUS:VAR|WarmageAdvancedLearning|1|PREVARGTEQ:WarmageLVL,16	BONUS:ABILITYPOOL|Warmage Advanced Learning|WarmageAdvancedLearning													SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Sudden Empower	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 7th level, a warmage gains Sudden Empower (described in Chapter 3) as a bonus feat. If he already has the feat, he can choose a different metamagic feat.	KEY:Warmage ~ Sudden Empower													BONUS:ABILITYPOOL|Warmage Sudden Empower					1								SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Sudden Enlarge	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 10th level, a warmage gains Sudden Enlarge (described in Chapter 3) as a bonus feat. If he already has the feat, he can choose a different metamagic feat.	KEY:Warmage ~ Sudden Enlarge													BONUS:ABILITYPOOL|Warmage Sudden Enlarge													SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Sudden Widen	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 15th level, a warmage gains Sudden Widen (described in Chapter 3) as a bonus feat. If he already has the feat, he can choose a different metamagic feat.	KEY:Warmage ~ Sudden Widen													BONUS:ABILITYPOOL|Warmage Sudden Widen													SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Sudden Maximize	CATEGORY:Special Ability	TYPE:ClassFeatures.WarmageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 20th level, a warmage gains Sudden Maximize (described in Chapter 3) as a bonus feat. If he already has the feat, he can choose a different metamagic feat.	KEY:Warmage ~ Sudden Maximize													BONUS:ABILITYPOOL|Warmage Sudden Maximize													SORTKEY:Class_Warmage	SOURCEPAGE:CA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Wu jen are profi cient with all simple weapons. They are not profi cient with any type of armor or shield. Armor of any type interferes with a wu jen's arcane gestures, which can cause her spells with somatic components to fail.	KEY:Wu Jen ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple								SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A wu jen casts arcane spells, which are drawn from the wu jen spell list (page 91). She is limited to a certain number of spells of each spell level per day, according to her class level. A wu jen must choose and prepare spells ahead of time like a wizard (see Preparing Wizard Spells, page 177 of the Player's Handbook). To learn, prepare, or cast a spell, a wu jen must have an Intelligence score of at least 10 + the spell's level. A wu jen's bonus spells are based on Intelligence. The Diffi culty Class for saving throws against wu jen spells is 10 + the spell's level + the wu jen's Intelligence modifi er. A wu jen's base daily spell allotment is given on Table 1-3. In addition, she receives bonus spells per day if she has a high Intelligence score (see Table 1-1: Ability Modifi ers and Bonus Spells, page 8 of the Player's Handbook).	KEY:Wu Jen ~ Spells				DEFINE:Caster_Level_Wu_Jen|0	DEFINE:Caster_Level_BL_Wu_Jen|0				BONUS:CASTERLEVEL|Wu Jen|Caster_Level_Wu_Jen	BONUS:VAR|Caster_Level_Wu_Jen|WuJenLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Wu_Jen|charbonusto("PCLEVEL","Wu Jen")	BONUS:VAR|Caster_Level_Highest__Arcane|Caster_Level_Wu_Jen+Caster_Level_BL_Wu_Jen|TYPE=Base														SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Spellbooks	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A wu jen must study her spellbooks each day to prepare her spells, much like a wizard. She cannot prepare any spell not recorded in her spellbook (except for read magic, which all wu jen can prepare from memory). A wu jen begins play with a spellbook containing all 0- level wu jen spells plus three 1st-level spells of your choice. For each point of Intelligence bonus the wu jen has (see Table 1-1: Ability Modifi ers and Bonus Spells, page 8 of the Player's Handbook), the spellbook holds one additional 1st-level spell of your choice. At each new wu jen level, she gains two new spells of any spell level or levels that she can cast (based on her new wu jen level). For example, when Hide-yori achieves 5th level, she can cast 3rd-level spells. At this point, she can add two 3rd-level spells to her spellbook, or one 2nd-level spell and one 3rd-level spell, or any combination of two spells between 1st and 3rd level. At any time, a wu jen can also add spells found in other wu jen's spellbooks to her own, much like a wizard (see Adding Spells to a Wizard's Spellbook, page 178 of the Player's Handbook).	KEY:Wu Jen ~ Spellbooks																		ABILITY:Internal|AUTOMATIC|Free Spell Book|PREMULT:1,[PREMULT:2,[PREPCLEVEL:MAX=0],[PRECLASS:1,Wu Jen=1]],[PREMULT:2,[!PRECLASS:1,TYPE.Base=0],[PRECLASS:1,Wu Jen=1]]								SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Bonus Languages	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A wu jen can substitute Draconic or Giant for one of the bonus languages available to the character because of her race, since many ancient tomes of magic are written in these languages and apprentice wu jen often learn them as part of their studies.	KEY:Wu Jen ~ Bonus Languages																		TEMPLATE:Wu Jen ~ Bonus Languages								SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Watchful Spirit	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once per day, a wu jen can reroll an initiative roll she has just made before she knows her place in the initiative order. She takes the better of the two rolls.	KEY:Wu Jen ~ Watchful Spirit																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A wu jen begins play with a bonus metamagic feat.	KEY:Wu Jen ~ Bonus Feat									BONUS:ABILITYPOOL|Wu Jen Metamagic|1																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Taboo	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:To maintain their supernatural power, wu jen must abide by certain taboos that might seem inconsequential to other characters but are vitally important to the wu jen. If a wu jen violates one of her taboos, she cannot cast any more spells that day. A wu jen must choose one taboo at 1st level, and one additional taboo every time she learns a spell secret.	KEY:Wu Jen ~ Taboo									BONUS:ABILITYPOOL|Wu Jen Taboo|1																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Spell Secret	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, and every three levels thereafter, a wu jen can choose one spell known to her that then becomes permanently modifi ed as though affected by one of the following metamagic feats: Enlarge Spell, Extend Spell, Still Spell, or Silent Spell. The spell's level does not change, and once the choice of spell and modifi cation are chosen, they cannot be changed. As the wu jen goes up in level, she can choose the same spell to be modifi ed in different ways with multiple spell secrets. She does not need to know the feat she applies to the spell.	KEY:Wu Jen ~ Spell Secret									BONUS:ABILITYPOOL|Wu Jen Spell Secret|1	BONUS:ABILITYPOOL|Wu Jen Spell Secret|(((WuJenLVL-6)/3))																SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Elemental Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Many of the wu jen's spells are divided into fi ve elemental groups: earth, fi re, metal, water, and wood. At 6th level, instead of receiving a spell secret, a wu jen becomes a master of one of these fi ve elements (her choice). Thereafter, whenever a wu jen casts a spell of that element, her effective caster level (for purposes of determining level-dependent spell variables and for caster level checks) is increased by two. In addition, the wu jen herself gets a +2 competence bonus on saving throws against spells of that element. Certain spells on the wu jen spell list are designated "All"; this means they belong to all elemental groups, and a wu jen who is a master of any element gains the mastery bonuses with respect to those spells.	KEY:Wu Jen ~ Elemental Mastery									BONUS:ABILITYPOOL|Wu Jen Elemental Mastery|1																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Spellbooks	CATEGORY:Special Ability	TYPE:ClassFeatures.WuJenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A wu jen must study her spellbooks each day to prepare her spells, much like a wizard. She cannot prepare any spell not recorded in her spellbook (except for read magic, which all wu jen can prepare from memory). A wu jen begins play with a spellbook containing all 0- level wu jen spells plus three 1st-level spells of your choice. For each point of Intelligence bonus the wu jen has (see Table 1-1: Ability Modifi ers and Bonus Spells, page 8 of the Player's Handbook), the spellbook holds one additional 1st-level spell of your choice. At each new wu jen level, she gains two new spells of any spell level or levels that she can cast (based on her new wu jen level).	KEY:Wu Jen ~ Spellbooks																		ABILITY:Internal|AUTOMATIC|Free Spell Book|PREMULT:1,[PREMULT:2,[PREPCLEVEL:MAX=0],[PRECLASS:1,Wu Jen=1]],[PREMULT:2,[!PRECLASS:1,TYPE.Base=0],[PRECLASS:1,Wu Jen=1]]								SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Acolytes of the skin gain no profi ciency with any weapon or armor.	KEY:Acolyte of the Skin ~ Weapon and Armor Proficiency																										SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each even-numbered level, an acolyte of the skin gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class to which he belonged before adding the prestige class level. He does not, however, gain any other benefi t a character of that class would have gained (improved chance of turning or destroying undead, a bonus feat, and so on). If he had more than one spellcasting class before becoming an acolyte of the skin, he must decide to which class to add each level for the purpose of determining spells per day and spells known.	KEY:Acolyte of the Skin ~ Spells per Day																										SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Wear Fiend	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An acolyte of the skin summons the essence of a fi end and wears it like a second skin. The bonded fi endish skin is for all intents and purposes the character's own. It increases the acolyte of the skin's natural armor bonus by 1 and grants a +2 inherent bonus to Dexterity. The acolyte also gains darkvision out to 60 feet. The DM determines the actual nature of the skin, be it demonic, devilish, or from some other fi endish creature.	KEY:Acolyte of the Skin ~ Wear Fiend				DEFINE:WearFiendAC|0	DEFINE:WearFiendDarkvision|0				BONUS:ABILITYPOOL|Acolyte of the Skin Wear Fiend|1	BONUS:COMBAT|AC|WearFiendAC|TYPE=NaturalArmor.STACK	BONUS:STAT|DEX|2|TYPE=Inherent	BONUS:VAR|DarkvisionRange|WearFiendDarkvision|TYPE=Base	BONUS:VAR|WearFiendAC|1					BONUS:VAR|WearFiendDarkvision|60								SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Poison	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:An acolyte of the skin can use poison once per day as an 8th-level caster. The save DC is 14 + the acolyte's primary spellcasting ability modifi er (Intelligence for wizards, Charisma for sorcerers and warlocks, Wisdom for clerics, and so forth). At 5th level, an acolyte can use this ability two times per day.	KEY:Acolyte of the Skin ~ Poison				DEFINE:PoisonTimes|0					BONUS:VAR|PoisonTimes|1	BONUS:VAR|PoisonTimes|1|PREVARGTEQ:AcolyteOfTheSkinLVL,8								SPELLS:Innate|TIMES=PoisonTimes|CASTERLEVEL=8|Poison,14+CHA								SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Flame Resistant	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level and higher, the fi endish skin binds more tightly, granting an acolyte resistance to fi re 10.	KEY:Acolyte of the Skin ~ Flame Resistant				BONUS:VAR|FireResistanceBonus|10|TYPE=Base														ABILITY:Special Ability|AUTOMATIC|Resistance to Fire								SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Fiendish Glare	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:From 3rd level on, an acolyte of the skin has the supernatural ability to unnerve opponents with a ferocious glare once per day. This is not a gaze attack, and the target need not meet the acolyte's eyes or even see the acolyte (although the acolyte must have line of effect to the target). Glaring is a standard action that affects any creature the acolyte can see within 100 feet. The target becomes shaken for 10 minutes, and must also attempt a Will save (DC 10 + acolyte's class level + Cha modifi er) or be stunned. The duration of the stun effect depends on the target's hit points:&nl;50 or less 10 rounds&nl;51 to 100 3 rounds&nl;101 to 150 2 rounds&nl;151 or more 1 round&nl;Fiendish glare is a mind-affecting fear effect.	KEY:Acolyte of the Skin ~ Fiendish Glare	DESC:%1 Will or stunned.|FiendishGlareDC			DEFINE:FiendishGlareDC|0					BONUS:VAR|FiendishGlareDC|10+AcolyteOfTheSkinLVL+CHA																	SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Skin Adaptation	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:By 5th level, an acolyte's skin and its wearer have grown more comfortable together, as if they had never been separate. The increase to natural armor granted by the fi endish skin improves to +2, the acolyte gains a +2 inherent bonus to Constitution, and the acolyte's darkvision is effective out to 120 feet.	KEY:Acolyte of the Skin ~ Skin Adaptation									BONUS:VAR|WearFiendAC|1	BONUS:VAR|WearFiendDarkvision|60	BONUS:STAT|CON|2|TYPE=Inherent															SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Cold Resistant	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Beginning at 6th level, an acolyte has resistance to cold 10.	KEY:Acolyte of the Skin ~ Cold Resistant				BONUS:VAR|ColdResistanceBonus|10|TYPE=Base														ABILITY:Special Ability|AUTOMATIC|Resistance to Cold								SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Glare of the Pit	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 7th level and higher, an acolyte has the supernatural ability to produce fi ery rays from his eyes. Once per day as a standard action, he can project two rays (one from each eye) with a range of 100 feet. Each ray requires a ranged touch attack to hit and deals 8d6 points of fi re damage. The rays can be aimed at two different targets within range, but the target of each ray must be designated simultaneously.	KEY:Acolyte of the Skin ~ Glare of the Pit	DESC:%1/day.|GlareOfThePitTimes			DEFINE:GlareOfThePitTimes|0					BONUS:VAR|GlareOfThePitTimes|1																	SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Summon Fiend	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 9th level, an acolyte learns to draw on another power of his fi endish skin. If the skin is demonic, once per day he can summon a babau; if devilish, once per day he can summon a chain devil. The summoned creature does the acolyte's bidding, but it automatically returns whence it came after 1 hour. A summoned creature cannot use any innate summoning abilities it might have. An acolyte's caster level for this ability is equal to his spellcaster level.	KEY:Acolyte of the Skin ~ Summon Fiend				DEFINE:SummonFiend|0	DEFINE:SummonFiendTimes|0				BONUS:VAR|SummonFiend|1	BONUS:VAR|SummonFiendTimes|1																SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Fiendish Symbiosis	CATEGORY:Special Ability	TYPE:ClassFeatures.AcolyteOfTheSkinClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, the fi endish skin and acolyte become one, and only fi nal death can separate them. The acolyte's type changes to outsider. Additionally, an acolyte of this level gains damage reduction 10/good. Unlike other outsiders, an acolyte can be raised or resurrected.	KEY:Acolyte of the Skin ~ Fiendish Symbiosis																		TEMPLATE:Acolyte of the Skin ~ Fiendish Symbiosis								SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.AlienistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Alienists gain no profi ciency with any weapon or armor.	KEY:Alienist ~ Weapon and Armor Proficiency																										SORTKEY:Class_Alienist	SOURCEPAGE:CA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.AlienistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each level, an alienist gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class to which she belonged before adding the prestige class level. She does not, however, gain any other benefi t a character of that class would have gained (improved chance of turning or destroying undead, a bonus feat, and so on). If she had more than one spellcasting class before becoming an alienist, she must decide to which class to add each level for the purpose of determining spells per day and spells known.	KEY:Alienist ~ Spells per Day																										SORTKEY:Class_Alienist	SOURCEPAGE:CA	
