SOURCELONG:Fiend Folio	SOURCESHORT:FF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-04																															
																																		
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:	
Demon (Blood Fiend)			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Extraplanar	MONSTERCLASS:Undead:12	MOVE:Walk,40,Fly,80	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6,SPROP=Energy drain|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8,SPROP=Blood drain				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Blood Fiend)	DR:15/Good	SR:24	BONUS:STAT|STR|16	BONUS:STAT|DEX|4		BONUS:STAT|INT|6	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10	MONCSKILL:Concentration|Diplomacy|Hide|Listen|Move Silently|Search|Sense Motive|Spot|Survival	CR:14	KIT:1|CE	HITDICEADVANCEMENT:18,36		LEGS:2	HANDS:4	SOURCEPAGE:FF	KIT:1|Demon (Blood Fiend) Stats
Demon (Klurichir)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Demon (Kluirichir):20	MOVE:Walk,50,Fly,90	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Pincer,Weapon.Natural.Finesseable.Melee.Slashing.Bludgeoning,*2,2d6|Spine,Weapon.Natural.Finesseable.Ranged.Piercing,*1,2d4,SPROP=Poison				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Klurichir)	DR:20/Good and Cold Iron	SR:36	BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|12	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Hide|Intimidate|TYPE.Knowledge|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Survival	CR:25	KIT:1|CE	HITDICEADVANCEMENT:30,60		LEGS:2	HANDS:4	SOURCEPAGE:FF	KIT:1|Demon (Kluirichir) Stats
Demon (Maurezhi)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Outsider:5	MOVE:Walk,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Paralysis|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4,SPROP=Paralysis				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Maurezhi)	DR:10/Good	SR:19	BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Disguise|Hide|Intimidate|Jump|Listen|Move Silently|Spot	CR:9	KIT:1|CE	HITDICEADVANCEMENT:20		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Demon (Maurezhi) Stats
Demon (Myrmyxicus)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Aquatic|Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Outsider:18	MOVE:Walk,20,Fly,40,Swim,60	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Tail,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8|Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*6,1d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Myrmyxicus)	DR:15/Good and Cold Iron	SR:30	BONUS:STAT|STR|22	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|14	BONUS:STAT|CHA|10	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Hide|Intimidate|Knowledge (Arcana)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Search|Sense Motive|Spellcraft|Spot|Survival|Swim	CR:21	KIT:1|CE	HITDICEADVANCEMENT:25,48,54		LEGS:6	HANDS:4	SOURCEPAGE:FF	KIT:1|Demon (Myrmyxicus) Stats
Demon (Skulvyn)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Aquatic|Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:4	MOVE:Walk,10,Swim,50	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6	NATURALATTACKS:Tail Lash,Weapon.Natural.Finesseable.Melee.Slashing,*4,1d4,SPROP=Wounding			FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Skulvyn)	DR:5/Good	SR:12	BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|-2		MONCSKILL:Hide|Listen|Move Silently|Spot|Swim	CR:4	KIT:1|CE	HITDICEADVANCEMENT:12		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Demon (Skulvyn) Stats
Demon (Wastrilith)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Aquatic|Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:15	MOVE:Walk,30,Swim,80	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Wastrilith)		SR:20	BONUS:STAT|STR|18	BONUS:STAT|DEX|8	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|8	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Escape Artist|Hide|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Spellcraft|Spot|Survival|Swim|Use Rope	CR:17	KIT:1|CE	HITDICEADVANCEMENT:21,45		LEGS:0	HANDS:2	SOURCEPAGE:FF	KIT:1|Demon (Wastrilith) Stats
Angel (Monadic Deva)	OUTPUTNAME:Angel, Monadic Deva		STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Angel|Extraplanar|Good	MONSTERCLASS:Outsider:10	MOVE:Walk,40,Fly,90	BONUS:COMBAT|AC|12|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Angel (Monadic Deva)	DR:10/Evil	SR:22	BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8	MONCSKILL:Balance|Concentration|Diplomacy|TYPE.Knowledge|Listen|Move Silently|Sense Motive|Spellcraft|Spot	CR:12	KIT:1|LG|NG|CG	HITDICEADVANCEMENT:20,30		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Angel (Monadic Deva) Stats
Angel (Movanic Deva)	OUTPUTNAME:Angel, Monadic Deva		STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Angel|Extraplanar|Good	MONSTERCLASS:Outsider:6	MOVE:Walk,40,Fly,90	BONUS:COMBAT|AC|8|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Angel (Movanic Deva)	DR:10/Evil	SR:19	BONUS:STAT|STR|6	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8	MONCSKILL:Balance|Concentration|Diplomacy|Intimidate|TYPE.Knowledge|Listen|Sense Motive|Spellcraft|Spot	CR:9	KIT:1|LG|NG|CG	HITDICEADVANCEMENT:12,18		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Angel (Movanic Deva) Stats
Devil (Paeliryon)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:18	MOVE:Walk,40,Burrow,20,Fly,100	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Fingernail,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,2d6,SPROP=Deform|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Paeliryon)	DR:15/Good and Silver	SR:32	BONUS:STAT|STR|14	BONUS:STAT|DEX|6	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Forgery|Gather Information|Hide|Intimidate|Knowledge (Arcana)|Knowledge (Local)|Knowledge (The Planes)|Listen|Move Silently|Sense Motive|Spot|Survival	CR:22	KIT:1|LE	HITDICEADVANCEMENT:27,54		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Devil (Paeliryon) Stats
Devil (Xerfilstyx)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:15	MOVE:Walk,50,Burrow,20,Fly,60,Swim,60	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Tail,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8|Horn,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Xerfilstyx)	DR:15/Good and Silver	SR:29	BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Hide|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Search|Spellcraft|Spot|Survival|Swim	CR:18	KIT:1|LE	HITDICEADVANCEMENT:22,45		LEGS:0	HANDS:2	SOURCEPAGE:FF	KIT:1|Devil (Xerfilstyx) Stats
Dire Animal (Dire Rhinoceros)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):17	MOVE:Walk,30	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Rhinoceros)			BONUS:STAT|STR|20	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2		MONCSKILL:Hide|Listen|Spot	CR:9	KIT:1|TN	HITDICEADVANCEMENT:34,51		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Dire Animal (Dire Rhinoceros) Stats
Disenchanter			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:16	MOVE:Walk,30	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Tail Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d10|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8	NATURALATTACKS:Tongue,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing.Reach,*1,0			FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Disenchanter	DR:10/Magic	SR:30	BONUS:STAT|STR|10	BONUS:STAT|DEX|12	BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4		MONCSKILL:Hide|Jump|Listen|Move Silently|Spot	CR:17	KIT:1|TN	HITDICEADVANCEMENT:25,51		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Disenchanter Stats
Ooze (Ethereal Ooze)				SIZE:H	TYPE:Ooze	RACETYPE:Ooze	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Ooze:12	MOVE:Walk,15		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6,SPROP=+3d6 acid		BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))		FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ooze (Ethereal Ooze)			BONUS:STAT|STR|18	BONUS:STAT|DEX|-10	BONUS:STAT|CON|12		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10		CR:10	KIT:1|TN	HITDICEADVANCEMENT:18,36		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Ooze (Ethereal Ooze) Stats
Ethergaunt (Black Ethergaunt)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Ethergaunt (Black Ethergaunt):16	MOVE:Walk,30	BONUS:COMBAT|AC|15|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ethergaunt (Black Ethergaunt)			BONUS:STAT|STR|2	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|20	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Concentration|Diplomacy|Heal|TYPE.Knowledge|Listen|Move Silently|Sense Motive|Spellcraft|Spot	CR:17			LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Ethergaunt (Black Ethergaunt) Stats
Ethergaunt (Red Ethergaunt)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Ethergaunt (Red Ethergaunt):5	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ethergaunt (Red Ethergaunt)			BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|12	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Heal|TYPE.Knowledge|Listen|Move Silently|Spellcraft|Spot|Survival	CR:9			LEVELADJUSTMENT:7	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Ethergaunt (Red Ethergaunt) Stats
Ethergaunt (White Ethergaunt)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Ethergaunt (Red Ethergaunt):11	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ethergaunt (White Ethergaunt)			BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|16	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Sense Motive|Spellcraft|Spot|Survival	CR:13			LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Ethergaunt (White Ethergaunt) Stats
Fensir		FAVCLASS:Wizard	STARTFEATS:1	SIZE:L	TYPE:Giant	RACETYPE:Giant	RACESUBTYPE:Extraplanar	MONSTERCLASS:Fensir:4	MOVE:Walk,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor					FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Fensir			BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Intimidate|TYPE.Knowledge|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Survival	CR:5	KIT:1|CN		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Fensir Stats
Fensir (Rakka)		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:H	TYPE:Giant	RACETYPE:Giant	RACESUBTYPE:Extraplanar	MONSTERCLASS:Giant:12	MOVE:Walk,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Fensir (Rakka)			BONUS:STAT|STR|16	BONUS:STAT|DEX|-2	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Hide|Listen|Spot|Survival	CR:8	KIT:1|CN		LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Fensir (Rakka) Stats
Feytouched		FAVCLASS:Bard|Rogue	STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:1	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Feytouched				BONUS:STAT|DEX|2	BONUS:STAT|CON|-2			BONUS:STAT|CHA|2	MONCSKILL:Bluff|Handle Animal|Hide|TYPE.Knowledge|Move Silently|Sense Motive|Spot|Survival	CR:1/2			LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Feytouched Stats
Fhorge			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal	RACESUBTYPE:Extraplanar	MONSTERCLASS:Animal:12	MOVE:Walk,40	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Fhorge			BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Hide|Listen|Spot	CR:9	KIT:1|TN	HITDICEADVANCEMENT:26,39		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Fhorge Stats
Flame Snake (Minor)			STARTFEATS:1	SIZE:S	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Fire	MONSTERCLASS:Magical Beast:1	MOVE:Walk,30,Climb,10	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4,SPROP=+1d6 Fire plus Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Flame Snake (Minor)			BONUS:STAT|STR|2	BONUS:STAT|DEX|6		BONUS:STAT|INT|-4			MONCSKILL:Climb|Hide|Listen|Move Silently|Spot	CR:1		HITDICEADVANCEMENT:3		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Flame Snake (Minor) Stats
Flame Snake (Lesser)			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Fire	MONSTERCLASS:Magical Beast:8	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8,SPROP=+2d6 Fire plus Poison|Tail Spike,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d6,SPROP=+2d6 Fire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Flame Snake (Lesser)			BONUS:STAT|STR|4	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Climb|Hide|Listen|Move Silently|Spot	CR:7		HITDICEADVANCEMENT:16,24		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Flame Snake (Lesser) Stats
Flame Snake (Greater)			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Fire	MONSTERCLASS:Magical Beast:17	MOVE:Walk,60,Climb,50	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8,SPROP=+2d6 Fire plus Poison plus 1d6 negative energy|Tail Spike,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d6,SPROP=+2d6 Fire plus 1d6 negative energy				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Flame Snake (Greater)	DR:15/Magic	SR:27	BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Listen|Move Silently|Search|Spot	CR:16		HITDICEADVANCEMENT:24,51		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Flame Snake (Greater) Stats
Formian (Armadon)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Lawful|Extraplanar	MONSTERCLASS:Outsider:8	MOVE:Walk,40	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Formian (Armadon)		SR:20	BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|8		BONUS:STAT|WIS|2		MONCSKILL:Balance|Climb|Hide|Jump|Listen|Move Silently|Spot|Survival	CR:8	KIT:1|LN	HITDICEADVANCEMENT:12,24		LEGS:4	HANDS:2	SOURCEPAGE:FF	KIT:1|Formian (Armadon) Stats
Formian (Observer)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Lawful|Extraplanar	MONSTERCLASS:Outsider:9	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Formian (Observer)		SR:23	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6	MONCSKILL:Climb|TYPE.Craft|Diplomacy|Hide|Listen|Move Silently|Search|Spot|Survival	CR:11	KIT:1|LN	HITDICEADVANCEMENT:13,27		LEGS:4	HANDS:2	SOURCEPAGE:FF	KIT:1|Formian (Observer) Stats
Formian (Winged Warrior)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Lawful|Extraplanar	MONSTERCLASS:Outsider:6	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Formian (Winged Warrior)		SR:18	BONUS:STAT|STR|4	BONUS:STAT|DEX|8	BONUS:STAT|CON|4		BONUS:STAT|WIS|2		MONCSKILL:Balance|Climb|Hide|Listen|Move Silently|Search|Spot|Survival	CR:6	KIT:1|LN	HITDICEADVANCEMENT:16,18		LEGS:4	HANDS:2	SOURCEPAGE:FF	KIT:1|Formian (Winged Warrior) Stats
Fossergrim			STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Aquatic	MONSTERCLASS:Fey:5	MOVE:Walk,30,Swim,60						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Fossergrim	DR:5/Cold Iron	SR:15	BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Diplomacy|Heal|Hide|Knowledge (Nature)|Sense Motive|Spot|Survival|Swim	CR:5	KIT:1|TN	HITDICEADVANCEMENT:8,15		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Fossergrim Stats
Gathra			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:9	MOVE:Walk,40	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d10|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gathra	DR:10/Magic and Silver		BONUS:STAT|STR|16	BONUS:STAT|DEX|-2	BONUS:STAT|CON|16	BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Hide|Listen|Spot|Survival	CR:10	KIT:1|LE	HITDICEADVANCEMENT:9,16,27		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Gathra Stats
