SOURCELONG:Libris Mortis	SOURCESHORT:LM	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-10

###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Death's chosen gain no profi ciency with any weapons, armor, or shields.	KEY:Death's Chosen ~ Weapon and Armor Proficiency																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Shield of the Master	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Whenever the master of a death's chosen casts a spell or uses an extraordinary, supernatural, or spell-like ability, it can choose (as a free action) to exempt the death's chosen from its effects. The master must make this choice when it casts the spell or uses the ability. If the ability is always active, the master can choose to exempt its death's chosen from the effect; this immunity remains in effect until the master chooses Otherwise. For example, a mummy could (and probably would) choose to make its death's chosen immune to its despair ability. An undead spellcaster casting a fi reball into a fi ght that included its death's chosen could choose when casting the spell to have it not affect the death's chosen.	KEY:Death's Chosen ~ Shield of the Master																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Vigor of the Chosen	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Whenever the master of a death's chosen casts a spell or uses an extraordinary, supernatural, or spell-like ability, it can choose (as a free action) to exempt the death's chosen from its effects. The master must make this choice when it casts the spell or uses the ability. If the ability is always active, the master can choose to exempt its death's chosen from the effect; this immunity remains in effect until the master chooses Otherwise. For example, a mummy could (and probably would) choose to make its death's chosen immune to its despair ability. An undead spellcaster casting a fi reball into a fi ght that included its death's chosen could choose when casting the spell to have it not affect the death's chosen.	KEY:Death's Chosen ~ Vigor of the Chosen																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Will of the Chosen	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 2nd level, a death's chosen serves his master with inhuman intensity. He gains a +2 morale bonus on Will saves as long as he is within 60 feet of his master.	KEY:Death's Chosen ~ Will of the Chosen																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Bravery of the Chosen	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When within 30 feet of his master, a death's chosen who has attained 3rd level gains a +1 morale bonus on melee attack rolls and melee damage rolls. If his master has been reduced to half or less of its full normal hit points, this bonus increases to +2. The bonus disappears if his master is destroyed.	KEY:Death's Chosen ~ Bravery of the Chosen																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Unnatural Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.DeathSChosenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a death's chosen reaches 3rd level, wild or domesticated animals can sense his unnatural presence out to a distance of 30 feet. The animals do not willingly approach nearer than that and become panicked if forced to do so. They remain panicked as long as they are within that distance.	KEY:Death's Chosen ~ Unnatural Aura																										SORTKEY:Class_Death's_Chosen	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DirgesingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dirgesingers gain no profi ciency with any weapons, armor, or shields.	KEY:Dirgesinger ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dirgesinger	SOURCEPAGE:LM
Dirgesong	CATEGORY:Special Ability	TYPE:ClassFeatures.DirgesingerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A dirgesinger gains the dirgesong ability. Dirgesong follows the same rules as bardic music (see Bardic Music, page 29 of the Player's Handbook). Dirgesinger levels stack with bard levels for the purpose of determining how often a character can use dirgesong or bardic music. Dirgesinger levels do not stack with bard levels for determining which bardic music effects and spells a bard has access to. Each of these songs counts as a use of bardic music.	KEY:Dirgesinger ~ Dirgesong				DEFINE:DirgesongLVL|0					BONUS:VAR|DirgesongLVL|DirgesingerLVL																	SORTKEY:Class_Dirgesinger	SOURCEPAGE:LM
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredPurifierClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 2nd level, a sacred purifi er gains new spells per day (and spells known, if applicable) as if he had also gained a level in a divine spellcasting class to which he belonged before adding the prestige class level. He does not, however, gain any other benefi t a character of that class would have gained (metamagic or item creation feats and so on; but see Turn Undead, below). If he had more than one divine spellcasting class before becoming a sacred purifi er, he must decide to which class to add each level for the purpose of determining spells per day and spells known.	KEY:Sacred Purifier ~ Spells per Day																										SORTKEY:Class_Sacred_Purifier	SOURCEPAGE:LM
Greater Turning	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredPurifierClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a sacred purifi er can perform a greater turning against an undead in place of a regular turning. The greater turning is like a normal turning, except that the undead creatures that would be turned are destroyed Instead. If the character already has this ability (such as from the Sun domain), he can use it one additional time per day.	KEY:Sacred Purifier ~ Greater Turning									BONUS:VAR|GreaterTurnLevelBase,GreaterTurnDamagePlusBase|SacredPurifierLVL|TYPE=Level.REPLACE	BONUS:VAR|GreaterTurnTimesBase|1|TYPE=Base|PREDOMAIN:1,Sun								ABILITY:Special Ability|AUTOMATIC|Basic Greater Turning|Greater Turn Undead								SORTKEY:Class_Sacred_Purifier	SOURCEPAGE:LM
Turn Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredPurifierClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Sacred purifi er class levels stack with levels of all other classes that grant the ability to turn undead for the purpose of determining the character's effective cleric level for turning. See Turn or Rebuke Undead, page 159 of the Player's Handbook. For example, a 7th-level cleric/5th-level sacred purifi er turns undead as a 12th-level cleric.	KEY:Sacred Purifier ~ Turn Undead									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|SacredPurifierLVL|TYPE=Level.REPLACE																	SORTKEY:Class_Sacred_Purifier	SOURCEPAGE:LM
Sacred Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredPurifierClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Whenever a sacred purifi er of 3rd level or higher successfully strikes an undead creature in melee, he can spend a turning attempt as a free action to deal an extra 2d6 points of damage with that attack. He can deliver such sacred strikes any number of times per round, but no more than once per attack. If the sacred purifi er accidentally attempts a sacred strike against a nonundead creature, the turning attempt is lost with no effect.	KEY:Sacred Purifier ~ Sacred Strike									BONUS:VAR|SacredStrikeDice|2|TYPE=Base									ABILITY:Special Ability|AUTOMATIC|Sacred Strike								SORTKEY:Class_Sacred_Purifier	SOURCEPAGE:LM
Positive Energy Burst	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredPurifierClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a full-round action, a 5th-level sacred purifi er can spend two turning attempts to create a positive energy burst. This energy deals 10d6 points of damage to all undead creatures within a 30-foot-radius burst centered on the sacred purifi er. A successful Refl ex save (DC 10 + sacred purifi er's class level + sacred purifi er's Cha modifi er) halves this damage.	KEY:Sacred Purifier ~ Positive Energy Burst				DEFINE:PositiveEnergyBurstDC|0					BONUS:VAR|PositiveEnergyBurstDC|10+SacredPurifierLVL+CHA	BONUS:VAR|PositiveEnergyBurstDice|2*SacredPurifierLVL|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Positive Energy Burst								SORTKEY:Class_Sacred_Purifier	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:True necromancers gain no profi ciency with any weapons, armor, or shields.	KEY:True Necromancer ~ Weapon and Armor Proficiency																										SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A true necromancer gains new spells per day (and spells known, if applicable) as if she had also gained a level in either an arcane spellcasting class she belonged to before adding the prestige class, a divine spellcasting class she belonged to before adding the prestige class, or both, according to the accompanying table. She does not, however, gain any other benefi t a character of that class would have gained (metamagic or item creation feats and so on; but see Improved Rebuking and Necromantic Prowess, below). If she had more than one arcane or divine spellcasting class before becoming a true necromancer, she must decide to which class she adds the new level for purposes of determining spells per day and spells known.	KEY:True Necromancer ~ Spells per Day																										SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Rebuke Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:True necromancer class levels stack with levels of all other classes that grant the ability to rebuke undead for the purpose of determining the character's effective cleric level for rebuking. See Turn or Rebuke Undead, page 159 of the Player's Handbook. For example, a 5th-level cleric/3rd-level sorcerer/2nd-level true necromancer rebukes undead as a 7thlevel cleric. The bonus from her necromantic prowess ability, once it is gained, also applies.	KEY:True Necromancer ~ Rebuke Undead									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|TrueNecromancerLVL|TYPE=Level.REPLACE																	SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Create Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:On attaining 2nd level, a true necromancer can cast create undead once per day, as the spell of the same name. She can use this ability one additional time per day at 5th level and higher. She must still supply the requisite material components. The true necromancer's caster level equals her character level plus the bonus from her necromantic prowess ability, once it is gained.	KEY:True Necromancer ~ Create Undead				DEFINE:CreateUndeadLVL|0	DEFINE:CreateUndeadTimes|0				BONUS:VAR|CreateUndeadLVL|TrueNecromancerLVL	BONUS:VAR|CreateUndeadTimes|1	BONUS:VAR|CreateUndeadTimes|1|PREVARGTEQ:TrueNecromancerLVL,5							SPELLS:Innate|TIMES=CreateUndeadTimes|CASTERLEVEL=CreateUndeadLVL|Create Undead								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Necromantic Prowess	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a true necromancer gains unsurpassed power over death. When she rebukes undead, casts a necromancy spell, or uses a spell-like ability that mimics a necromancy spell, her effective caster level increases. The bonus is +1 at 3rd level, +2 at 6th level, +3 at 9th level, and +4 at 12th level and higher.	KEY:True Necromancer ~ Necromantic Prowess				DEFINE:NecromanticProwessLVL|0					BONUS:VAR|NecromanticProwessLVL|(TrueNecromancerLVL/3)	BONUS:VAR|CreateUndeadLVL|NecromanticProwessLVL	BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|NecromanticProwessLVL	BONUS:CASTERLEVEL|SCHOOL.Necromancy|NecromanticProwessLVL														SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Zone of Desecration	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a true necromancer begins to exert her authority over undead. This aura is identical to the effects of the desecrate spell (see page 218 of the Player's Handbook) except that it affects only allied undead.	KEY:True Necromancer ~ Zone of Desecration																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=TrueNecromancerLVL|Desecrate								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Major Desecration	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, a true necromancer extends her authority over undead. The supernatural aura of negative energy surrounding her (see Zone of Desecration, above) now extends to a radius of 10 feet per true necromancer class level.	KEY:True Necromancer ~ Major Desecration	DESC:%1-ft radius.|MajorDesecrationRadius			DEFINE:MajorDesecrationRadius|0					BONUS:VAR|MajorDesecrationLVL|10*TrueNecromancerLVL																	SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Create Major Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:On reaching 8th level, a true necromancer can cast create greater undead (see page 215 of the Player's Handbook) once per day, as the spell. She can use this ability one additional time per day at 11th level and higher. She must still supply the requisite material component. The true necromancer's caster level equals her character level plus the bonus from her necromantic prowess ability.	KEY:True Necromancer ~ Create Major Undead				DEFINE:CreateMajorUndeadLVL|0	DEFINE:CreateMajorUndeadTimes|0				BONUS:VAR|CreateMajorUndeadLVL|TrueNecromancerLVL+NecromanticProwess	BONUS:VAR|CreateMajorUndeadTimes|1								SPELLS:Innate|TIMES=CreateMajorUndeadTimes|CASTERLEVEL=CreateMajorUndeadLVL|Create Greater Undead								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Horrid Wilting	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level and higher, a true necromancer can use horrid wilting once per day, with a caster level equal to her character level plus her bonus from the necromantic prowess ability.	KEY:True Necromancer ~ Horrid Wilting				DEFINE:HorridWiltingLVL|0					BONUS:VAR|HorridWiltingLVL|TrueNecromancerLVL+NecromanticProwess									SPELLS:Innate|TIMES=1|CASTERLEVEL=HorridWiltingLVL|Horrid Wilting								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Energy Drain	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 13th level and higher, a true necromancer can use energy drain once per day, with a caster level equal to her character level plus her bonus from the necromantic prowess ability.	KEY:True Necromancer ~ Energy Drain				DEFINE:EnergyDrainLVL|0					BONUS:VAR|EnergyDrainLVL|TrueNecromancerLVL+NecromanticProwess									SPELLS:Innate|TIMES=1|CASTERLEVEL=HorridWiltingLVL|Energy Drain								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Wail of the Banshee	CATEGORY:Special Ability	TYPE:ClassFeatures.TrueNecromancerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 14th level, a true necromancer can use wail of the banshee once per day, with a caster level equal to her character level plus her bonus from the necromantic prowess ability.	KEY:True Necromancer ~ Wail of the Banshee				DEFINE:WailOfTheBansheeLVL|0					BONUS:VAR|WailOfTheBansheeLVL|TrueNecromancerLVL+NecromanticProwess									SPELLS:Innate|TIMES=1|CASTERLEVEL=WailOfTheBansheeLVL|Wail of the Banshee								SORTKEY:Class_True_Necromancer	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.EphemeralExemplarClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Ephemeral exemplars gain no profi ciency with any weapons, armor, or shields.	KEY:Ephemeral Exemplar ~ Weapon and Armor Proficiency																										SORTKEY:Class_Ephemeral_Exemplar	SOURCEPAGE:LM
Improved Deflection	CATEGORY:Special Ability	TYPE:ClassFeatures.EphemeralExemplarClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An ephemeral exemplar adds its class level to its defl ection bonus to AC.	KEY:Ephemeral Exemplar ~ Improved Deflection									BONUS:COMBAT|AC|EphemeralDeflectionLVL|TYPE=Deflection																	SORTKEY:Class_Ephemeral_Exemplar	SOURCEPAGE:LM
Turn Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.EphemeralExemplarClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An ephemeral exemplar adds its class level to its turn resistance.	KEY:Ephemeral Exemplar ~ Turn Resistance									BONUS:VAR|TurnResistanceBonus|EphemeralExemplarLVL																	SORTKEY:Class_Ephemeral_Exemplar	SOURCEPAGE:LM
Enhanced Spawn	CATEGORY:Special Ability	TYPE:ClassFeatures.EphemeralExemplarClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Any spawn created by an ephemeral exemplar of 2nd level or higher gains a +4 enhancement bonus to its Dexterity score. If the exemplar is destroyed, the spawn loses this bonus.	KEY:Ephemeral Exemplar ~ Enhanced Spawn				DEFINE:EphemeralEnhancedSpawnLVL|0					BONUS:VAR|EphemeralEnhancedSpawnLVL|1																	SORTKEY:Class_Ephemeral_Exemplar	SOURCEPAGE:LM
Ghostly Grasp	CATEGORY:Special Ability	TYPE:ClassFeatures.EphemeralExemplarClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, an ephemeral exemplar gains Ghostly Grasp (see page 27) as a bonus feat, even if it doesn't meet the prerequisite.	KEY:Ephemeral Exemplar ~ Ghostly Grasp																		ABILITY:FEAT|VIRTUAL|Ghostly Grasp								SORTKEY:Class_Ephemeral_Exemplar	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.LurkingTerrorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Lurking terrors gain no profi ciency with any weapons, armor, or shields.	KEY:Lurking Terror ~ Weapon and Armor Proficiency																										SORTKEY:Class_Lurking_Terror	SOURCEPAGE:LM
Deathly Power	CATEGORY:Special Ability	TYPE:ClassFeatures.LurkingTerrorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A lurking terror adds its class level to any save DCs for the extraordinary and supernatural special attacks possessed by an undead creature of its kind. This ability has no effect on the lurking terror's spells or spell-like abilities, nor on any special abilities gained from its nonundead kind (such as a vampiric medusa's petrifying gaze), feats, or class features (such as the assassin's death attack). For example, a vampire that becomes a 1st-level lurking terror increases the DC of its dominate and energy drain special attacks by 1. If the vampire were also a sorcerer with the Stunning Fist feat, neither its spell save DCs nor the save DC for its stunning attacks would be affected.	KEY:Lurking Terror ~ Deathly Power																										SORTKEY:Class_Lurking_Terror	SOURCEPAGE:LM
Improved Darkvision	CATEGORY:Special Ability	TYPE:ClassFeatures.LurkingTerrorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, the effective distance of a lurking terror's darkvision improves to 90 feet. (If the lurking terror doesn't already have darkvision, it gains darkvision out to 60 feet.)	KEY:Lurking Terror ~ Improved Darkvision									BONUS:VAR|DarkvisionRange|30																	SORTKEY:Class_Lurking_Terror	SOURCEPAGE:LM
Hide in Plain Sight	CATEGORY:Special Ability	TYPE:ClassFeatures.LurkingTerrorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a lurking terror can use the Hide skill even while being observed, as long as it has cover or concealment.	KEY:Lurking Terror ~ Hide in Plain Sight																		ABILITY:Special Ability|AUTOMATIC|Hide in Plain Sight								SORTKEY:Class_Lurking_Terror	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Master vampires gain no profi ciency with any weapons, armor, or shields.	KEY:Master Vampire ~ Weapon and Armor Proficiency																										SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each odd-numbered level, a master vampire gains new spells per day (and spells known, if applicable) as if it had also gained a level in a spellcasting class to which it belonged before adding the prestige class level. It does not, however, gain any other benefi t a character of that class would have gained (improved chance of turning or destroying undead, metamagic or item creation feats, and so on). If the creature had more than one spellcasting class before becoming a master vampire, it must decide to which class to add each level for the purpose of determining spells per day and spells known.	KEY:Master Vampire ~ Spells per Day																										SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
More Spawn	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A master vampire adds its Charisma modifi er to its Hit Dice to determine how many spawn it can have enslaved. For example, a master vampire with 10 HD and a Charisma of 18 is treated as having 14 HD for the purpose of determining its limit of controlled spawn, and therefore can enslave up to 28 HD of spawned vampires.	KEY:Master Vampire ~ More Spawn									BONUS:VAR|CreateSpawnHD|CHA																	SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
Turn Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A master vampire's turn resistance is increased by 1 for each of its spawn within 60 feet.	KEY:Master Vampire ~ Turn Resistance																										SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
Enhanced Spawn	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Any vampire or vampire spawn created by a master vampire of 2nd level or higher gains a +2 enhancement bonus to its Strength and Dexterity scores. If the master vampire is destroyed or releases the spawn from service, the spawn loses this bonus.	KEY:Master Vampire ~ Enhanced Spawn				DEFINE:EnhancedSpawnLVL|0					BONUS:VAR|EnhancedSpawnLVL|1																	SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
Master's Chosen	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterVampireClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a master vampire can designate a single vampire or a vampire spawn that it created with its create spawn ability as its chosen. Doing this requires a 1-hour ritual during which the chosen must consume a small portion of the master's fl esh. The chosen gains a +6 enhancement bonus to its Strength and Dexterity scores. The master can remove this designation as a standard action. If the master vampire is destroyed or releases the chosen from service, the chosen loses this bonus.	KEY:Master Vampire ~ Master's Chosen																										SORTKEY:Class_Master_Vampire	SOURCEPAGE:LM
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.TombWardenClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Tomb wardens gain profi ciency with simple and martial weapons, and with light, medium, and heavy armor.	KEY:Tomb Warden ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE.WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE.ArmorProfHeavy							SORTKEY:Class_Tomb_Warden	SOURCEPAGE:LM
Turn Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.TombWardenClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:As long as it is within the tomb, graveyard, or similar resting place that it protects, a tomb warden is immune to turning or rebuking attempts. It can still be bolstered as normal.	KEY:Tomb Warden ~ Turn Immunity																										SORTKEY:Class_Tomb_Warden	SOURCEPAGE:LM
Tomb Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.TombWardenClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:While it is within the tomb, graveyard, or similar resting place it protects, a tomb warden of 2nd level or higher automatically knows the precise location of all intruders within that tomb. This ability is similar to blindsense, except that it functions without regard to line of effect and its effect extends to every portion of the tomb.	KEY:Tomb Warden ~ Tomb Sense																										SORTKEY:Class_Tomb_Warden	SOURCEPAGE:LM
Power of the Dead	CATEGORY:Special Ability	TYPE:ClassFeatures.TombWardenClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:While it is within the tomb, graveyard, or similar resting place it protects, a 3rd-level tomb warden can call upon the spirits of the dead to gain insight from them. This ability requires only a free action to activate, and grants the tomb warden an insight bonus on attack rolls, damage rolls, and saving throws equal to its Charisma modifi er (minimum +1). A tomb warden can use this ability once per day, and its effects last for 10 minutes.	KEY:Tomb Warden ~ Power of the Dead																										SORTKEY:Class_Tomb_Warden	SOURCEPAGE:LM
