SOURCELONG:Complete Divine	SOURCESHORT:CD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-05
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Celestial Companion (Base)	CATEGORY:Internal								DEFINE:CelestialCompanionLVL|0	DEFINE:CelestialCompanionDetermination|0													FOLLOWERS:Celestial Companion|1	ABILITY:Celestial Companion Selection|AUTOMATIC|Standard Selection ~ Celestial Companion|!PREABILITY:1,CATEGORY=Internal,TYPE.CelestialCompanionAlternate								SOURCEPAGE:CD	
Celestial Companion	CATEGORY:Internal	TYPE:CelestialCompanionSelection	VISIBLE:NO																													SOURCEPAGE:CD	
Expanded Selection	CATEGORY:Internal	TYPE:CelestialCompanionSelection.CelestialCompanionAlternate		KEY:Expanded Selection ~ Celestial Companion																			COST:0	COMPANIONLIST:Celestial Companion|ANY								SOURCEPAGE:CD	
Celestial Companion (Default)	CATEGORY:Internal	TYPE:CelestialCompanionSelection.CelestialCompanionBase		KEY:Standard Selection ~ Celestial Companion	!PREABILITY:1,CATEGORY=Internal,TYPE.CelestialCompanionAlternate																		COST:0	COMPANIONLIST:Celestial Companion|Animal (Cat),Animal (Eagle),Animal (Hawk),Animal (Warhorse (Light)),Animal (Warhorse (Heavy)),Animal (Owl),Animal (Pony),Animal (Dog (Riding)),Animal (Wolf)								SOURCEPAGE:CD	
																																	
###Block: Celestial Companion																																	
Empathic Link	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Supernatural		DESC:The holy liberator has an empathic link with her mount out to a distance of up to 1 mile. The holy liberator cannot see through the mount's eyes, but they can communicate empathically. Note that even intelligent mounts see the world differently from humans, so misunderstandings are always possible. Because of this empathic link, the holy liberator has the same connection to an item or place that her mount does, just as with a master and his familiar (see Familiars).	KEY:Celestial Companion ~ Empathic Link																											SOURCEPAGE:CD	
Improved Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Extraordinary.Evasion		DESC:When subjected to an attack that normally allows a Reflex saving throw for half damage, a mount takes no damage if it makes a successful saving throw and half damage if the saving throw fails.	KEY:Celestial Companion ~ Improved Evasion																											SOURCEPAGE:CD	
Share Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality		DESC:At the holy liberator's option, she may have any spell (but not any spell-like ability) she casts on herself also affect her mount.  The mount must be within 5 feet at the time of casting to receive the benefit. If the spell or effect has a duration other than instantaneous, it stops affecting the mount if it moves farther than 5 feet away and will not affect the mount again even if it returns to the holy liberator before the duration expires. Additionally, the holy liberator may cast a spell with a target of "You" on her mount (as a touch range spell) instead of on herself. A holy liberator and her mount can share spells even if the spells normally do not affect creatures of the mount's type (magical beast).	KEY:Celestial Companion ~ Share Spells																											SOURCEPAGE:CD	
Share Saving Throws	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality		DESC:For each of its saving throws, the mount uses its own base save bonus or the holy liberator's, whichever is higher. The mount applies its own ability modifiers to saves, and it doesn't share any other bonuses on saves that the master might have.	KEY:Celestial Companion ~ Share Saving Throws																											SOURCEPAGE:CD	
Speak with Holy Liberator	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Extraordinary		DESC:A celestial companion and the holy liberator can communicate verbally as if they were using a common language. Other creatures do not understand the communication without magical help.	KEY:Celestial Companion ~ Speak with Holy Liberator																											SOURCEPAGE:CD	
Improved Speed	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Extraordinary		DESC:The mount's speed increases by 10 ft. if its liberator's character level is 15th or lower. If the liberator's character level is 16th or higher, the mount's speed increases by a total of +20 feet.	KEY:Celestial Companion ~ Improved Speed				DEFINE:CelestialCompanionSpeed|0					BONUS:VAR|CelestialCompanionSpeed|10|TYPE=Base	BONUS:VAR|CelestialCompanionSpeed|10|TYPE=Base|PREVARGTEQ:CelestialCompanionLVL,5	BONUS:MOVEADD|TYPE.All|CelestialCompanionSpeed																SOURCEPAGE:CD	
Blood Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Extraordinary		DESC:The companion gains a +2 bonus on all attacks, checks, and saves if it witnesses the holy liberator being threatened or harmed.	KEY:Celestial Companion ~ Blood Bond																											SOURCEPAGE:CD	
Spell Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialCompanionClassFeatures.SpecialQuality.Extraordinary		DESC:A companion's spell resistance equals the liberator's class level +10.	KEY:Celestial Companion ~ Spell Resistance																											SOURCEPAGE:CD	
																																	
###Block: Chosen Foe																																	
Chosen Foe - Outsider (Evil)	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredExorcistClassFeatures.ChosenFoe.Extraordinary.SpecialAttack.ChosenFoeOutsider	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Intimidate, Listen, Sense Motive and Spot checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on caster level checks to overcome spell resistance against such creatures.|ChosenFoeBonusOutsiderEvil	KEY:Chosen Foe ~ Outsider ~ Evil	PREVARGTEQ:SacredExorcistChosenFoeLVL,1			DEFINE:ChosenFoeBonusOutsiderEvil|0					BONUS:VAR|ChosenFoeBonusOutsiderEvil|ChosenFoeBaseBonus	BONUS:VAR|ChosenFoeBonusOutsiderEvil|ImprovedFavoredEnemyBonus																	SOURCEPAGE:CD	ASPECT:Ability Benefit|+%1|ChosenFoeBonusOutsiderEvil
Chosen Foe - Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.SacredExorcistClassFeatures.ChosenFoe.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Intimidate, Listen, Sense Motive and Spot checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on caster level checks to overcome spell resistance against such creatures.|ChosenFoeBonusOutsiderEvil	KEY:Chosen Foe ~ Undead	PREVARGTEQ:SacredExorcistChosenFoeLVL,1			DEFINE:ChosenFoeBonusUndead|0					BONUS:VAR|ChosenFoeBonusUndead|ChosenFoeBaseBonus	BONUS:VAR|ChosenFoeBonusUndead|ImprovedFavoredEnemyBonus																	SOURCEPAGE:CD	ASPECT:Ability Benefit|+%1|ChosenFoeBonusUndead
																																	
Outsider (Evil)	CATEGORY:Special Ability	TYPE:ChosenFoeBonus	VISIBLE:DISPLAY		KEY:Chosen Foe Bonus ~ Outsider ~ Evil	PREVARGTEQ:ChosenFoeBonusOutsiderEvil,1								BONUS:VAR|ChosenFoeBonusOutsiderEvil|2					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Undead	CATEGORY:Special Ability	TYPE:ChosenFoeBonus	VISIBLE:DISPLAY		KEY:Chosen Foe Bonus ~ Undead	PREVARGTEQ:ChosenFoeBonusUndead,1								BONUS:VAR|ChosenFoeBonusUndead|2					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
																																	
Variant Rule ~ Use Faith Points	CATEGORY:Special Ability	TYPE:AltRules	VISIBLE:DISPLAY	COST:0	DEFINE:CD_VAR_FAITHPOINTS|0	BONUS:VAR|CD_VAR_FAITHPOINTS|1|TYPE=Base			DEFINE:FaithPoint|0																								
CATEGORY=Internal|Default.MOD	DEFINE:CD_VAR_FAITHPOINTS|0	ABILITY:Special Ability|AUTOMATIC|Faith Point|PREVARGTEQ:CD_VAR_FAITHPOINTS,1																															
Faith Point	CATEGORY:Special Ability		VISIBLE:DISPLAY	DESC:%1 faith points|FaithPoint																													
																																	
Faith Score	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO	PREVARGTEQ:CD_VAR_FAITHPOINTS,1	TEMPVALUE:MIN=-10|MAX=10|TITLE=Faith Point Adjustment	TEMPDESC:When you perform deeds that advance the cause of the religion or philosophy you espouse, you earn more faith points.	TEMPBONUS:PC|VAR|FaithPoint|%CHOICE																										
																																	
Variant Rule ~ Destruction of the Undead	CATEGORY:Special Ability	TYPE:AltRules	VISIBLE:DISPLAY	DESC:Instead of making undead run and cower, turn attempts deal positive energy damage to all undead within 30 ft. of the cleric.	COST:0	DEFINE:CD_VAR_DESTRUCTIONOFUNDEAD|0	BONUS:VAR|CD_VAR_DESTRUCTIONOFUNDEAD|1|TYPE=Base																									SOURCEPAGE:CD	
Destruction of the Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.SpecialAttack.Supernatural.Turning.TurnUndead	VISIBLE:YES	!PREABILITY:1,CATEGORY=Special Ability,Rebuke Undead	PREALIGN:LG,LN,NG,TN,CG,CN	PREVARNEQ:TurnProhibitedByDeity,1	PREVARGTEQ:CD_VAR_DESTRUCTIONOFUNDEAD,1	DEFINE:TurnTimesUndead|0	DEFINE:TurnLevelUndead|0	DEFINE:TurnDiceUndead|0	DEFINE:TurnDieSizeUndead|0	DEFINE:TurnDamagePlusUndead|0			DESC:%1/day (turn level %2) (turn damage %3d%4+%5)|TurnTimesUndead|TurnLevelUndead|TurnDiceUndead|TurnDieSizeUndead|TurnDamagePlusUndead	BONUS:VAR|TurnTimesUndead|TurnTimesBase	BONUS:VAR|TurnLevelUndead|TurnLevelBase	BONUS:VAR|TurnDiceUndead|TurnDiceBase	BONUS:VAR|TurnDieSizeUndead|TurnDieSizeBase	BONUS:VAR|TurnDamagePlusUndead|TurnDamagePlusBase				SOURCESHORT:CD	ASPECT:TurnType|Destruction	ASPECT:TurnKind|Undead	ASPECT:TurnTimes|%1|TurnTimesUndead	ASPECT:TurnLevel|%1|TurnLevelUndead	ASPECT:TurnDamage|%1d%2+%3|TurnDiceUndead|TurnDieSizeUndead|TurnDamagePlusUndead	SERVESAS:ABILITY=Special Ability|Turn Undead			
Healing of the Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.SpecialAttack.Supernatural.Rebuke.RebukeUndead	VISIBLE:YES	!PREABILITY:1,CATEGORY=Special Ability,Turn Undead	PREALIGN:LN,LE,TN,NE,CN,CE	PREVARNEQ:RebukeProhibitedByDeity,1	PREVARGTEQ:CD_VAR_DESTRUCTIONOFUNDEAD,1	DEFINE:RebukeTimesUndead|0	DEFINE:RebukeLevelUndead|0	DEFINE:RebukeDiceUndead|0	DEFINE:RebukeDieSizeUndead|0	DEFINE:RebukeDamagePlusUndead|0			DESC:%1/day (rebuke level %2) (rebuke damage %3d%4+%5)|RebukeTimesUndead|RebukeLevelUndead|RebukeDiceUndead|RebukeDieSizeUndead|RebukeDamagePlusUndead	BONUS:VAR|RebukeTimesUndead|TurnTimesBase	BONUS:VAR|RebukeLevelUndead|TurnLevelBase	BONUS:VAR|RebukeDiceUndead|TurnDiceBase	BONUS:VAR|RebukeDieSizeUndead|TurnDieSizeBase	BONUS:VAR|RebukeDamagePlusUndead|TurnDamagePlusBase				SOURCESHORT:CD	ASPECT:TurnType|Healing	ASPECT:TurnKind|Undead	ASPECT:TurnTimes|%1|RebukeTimesUndead	ASPECT:TurnLevel|%1|RebukeLevelUndead	ASPECT:TurnDamage|%1d%2+%3|RebukeDiceUndead|RebukeDieSizeUndead|RebukeDamagePlusUndead	SERVESAS:ABILITY=Special Ability|Turn Undead			

Frightful Presence	CATEGORY:Special Ability	TYPE:SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Anyone who wears a platinum helm has the frightful presence of a dragon, potentially affecting everyone with fewer Hit Dice within a 150-foot radius. Whenever the wearer of the platinum helm attacks, foes must succeed on a Will save (DC 10 +1/2 wearer's HD + wearer's Chamodifi er) or be panicked (foes of 4 or less HD) or shaken (foes of 5 or more HD) for 4d6 rounds. The save DC is Charisma-based.|FrightfulPresenceDC|FrightfulPresenceRange	KEY:Platinum Helm ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|10+HD+CHA|TYPE=Base	BONUS:VAR|FrightfulPresenceRange|150																	SOURCEPAGE:CD

###Block:Spells temporary abilities																																
CATEGORY=Internal|Default.MOD	DEFINE:SpellBeastClaws|0	ABILITY:Special Ability|AUTOMATIC|Spell ~ Beast Claws|PREVARGTEQ:SpellBeastClaws,1																														
CATEGORY=Internal|Default.MOD	DEFINE:SpellBlessingOfBahamut|0	ABILITY:Special Ability|AUTOMATIC|Spell ~ Blessing of Bahamut|PREVARGTEQ:SpellBlessingOfBahamut,1																														
Beast Claws	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:YES		KEY:Spell ~ Beast Claws																		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Slashing,*2,1d6									SOURCEPAGE:CD
Blessing of Bahamut	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:YES		KEY:Spell ~ Blessing of Bahamut																		DR:10/Magic									SOURCEPAGE:CD

