SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Darktentacle			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:9	MOVE:Walk,5,Swim,20	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*12,1d4				FACE:10	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Darktentacle			BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Hide|Listen|Move Silently|Spot	CR:7	KIT:1|CE	HITDICEADVANCEMENT:18,27		LEGS:0	HANDS:12	SOURCEPAGE:MM2	KIT:1|Darktentacle Stats	
Deathbringer			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:30	MOVE:Walk,40	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Deathbringer			BONUS:STAT|STR|10	BONUS:STAT|DEX|4		BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4	MONCSKILL:Intimidate|Jump|Listen|Move Silently|Spot	CR:17		HITDICEADVANCEMENT:50,70,90		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Deathbringer Stats	
Demon (Abyssal Maw)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:2	MOVE:Walk,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Abyssal Maw)			BONUS:STAT|STR|6		BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Intimidate|Jump|Listen|Spot|Swim	CR:2	KIT:1|CE	HITDICEADVANCEMENT:4,6	LEVELADJUSTMENT:2	LEGS:4	HANDS:4	SOURCEPAGE:MM2	KIT:1|Demon (Abyssal Maw) Stats	
Demon (Abyssal Skulker)			STARTFEATS:1	SIZE:S	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:2	MOVE:Walk,40	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d2				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Abyssal Skulker)				BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2	MONCSKILL:Bluff|Climb|Diplomacy|Hide|Intimidate|Jump|Listen|Move Silently|Spot|Survival	CR:2	KIT:1|CE	HITDICEADVANCEMENT:4,6	LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Demon (Abyssal Skulker) Stats	
Demon (Abyssal Ravager)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:3	MOVE:Walk,50	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d4,SPROP=Poison				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Abyssal Ravager)			BONUS:STAT|STR|6	BONUS:STAT|DEX|8	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Jump|Listen|Move Silently|Sense Motive|Spot|Survival	CR:5	KIT:1|CE	HITDICEADVANCEMENT:6,9	LEVELADJUSTMENT:2	LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Demon (Abyssal Ravager) Stats	
Demon (Jovoc)			STARTFEATS:1	SIZE:S	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Outsider:4	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Jovoc)	DR:5/Good or Cold Iron	SR:13	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Move Silently|Search|Sense Motive	CR:5	KIT:1|CE	HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Demon (Jovoc) Stats	
Demon (Palrethee)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Fire|Tanar'ri	MONSTERCLASS:Outsider:8	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Palrethee)	DR:10/Good	SR:18	BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|2		MONCSKILL:Bluff|Diplomacy|Hide|Intimidate|Knowledge (Arcana)|Listen|Sense Motive|Search|Spellcraft|Spot	CR:8	KIT:1|CE	HITDICEADVANCEMENT:12	LEVELADJUSTMENT:6	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Demon (Palrethee) Stats	
Demon (Zovvut)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:10	MOVE:Walk,30,Fly,50	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d12				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Zovvut)	DR:10/Good	SR:20	BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4	MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot	CR:9	KIT:1|CE	HITDICEADVANCEMENT:16		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Demon (Zovvut) Stats	
Demon (Jarilith)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Outsider:10	MOVE:Walk,60	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Jarilith)	DR:15/Good	SR:25	BONUS:STAT|STR|24	BONUS:STAT|DEX|18	BONUS:STAT|CON|16	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Balance|Climb|Concentration|Hide|Jump|Listen|Move Silently|Search|Spot	CR:13	KIT:1|CE	HITDICEADVANCEMENT:23,30		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Demon (Jarilith) Stats	
Demon (Kelvezu)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil|Tanar'ri	MONSTERCLASS:Outsider:12	MOVE:Walk,30,Fly,60	BONUS:COMBAT|AC|15|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Kelvezu)	DR:15/Good and Cold Iron	SR:26	BONUS:STAT|STR|10	BONUS:STAT|DEX|20	BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Sleight of Hand|Spellcraft|Spot	CR:18	KIT:1|CE	HITDICEADVANCEMENT:24		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Demon (Kelvezu) Stats	
Desmodu		FAVCLASS:Fighter	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:12	MOVE:Walk,20,Climb,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Desmodu			BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4		MONCSKILL:Balance|Climb|Handle Animal|Jump|Listen|Move Silently|Ride|Spot|Tumble|Use Rope	CR:9			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Desmodu Stats	
Desmodu Bat (Hunting Bat)			STARTFEATS:1	SIZE:M	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:4	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Desmodu Bat (Hunting Bat)			BONUS:STAT|STR|4	BONUS:STAT|DEX|14	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:4,12		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Desmodu Bat (Hunting Bat) Stats	
Desmodu Bat (Guarding Bat)			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:4	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Wounding				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Desmodu Bat (Guarding Bat)			BONUS:STAT|STR|6	BONUS:STAT|DEX|12	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4	MONCSKILL:Listen|Move Silently|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:4,12		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Desmodu Bat (Guarding Bat) Stats	
Desmodu Bat (War Bat)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:10	MOVE:Walk,20,Fly,40	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Desmodu Bat (War Bat)			BONUS:STAT|STR|14	BONUS:STAT|DEX|12	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4	MONCSKILL:Listen|Move Silently|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:16		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Desmodu Bat (War Bat) Stats	
Devil (Advespa)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:4	MOVE:Walk,30,Fly,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d4,SPROP=Poison				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Advespa)	DR:5/Silver or Good	SR:15	BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-2			MONCSKILL:Balance|Hide|Jump|Listen|Move Silently|Search|Spot|Tumble	CR:3	KIT:1|LE	HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:4	LEGS:6	HANDS:0	SOURCEPAGE:MM2	KIT:1|Devil (Advespa) Stats	
Devil (Amnizu)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:9	MOVE:Walk,30,Fly,60	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,2d4,SPROP=Feeblemind				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Amnizu)		SR:18	BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|4		MONCSKILL:Balance|Concentration|Diplomacy|Hide|Jump|Knowledge (The Planes)|Search|Sense Motive|Spellcraft|Spot|Swim|Tumble	CR:7	KIT:1|LE	HITDICEADVANCEMENT:18,27	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Devil (Amnizu) Stats	
Devil (Malebranche)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:16	MOVE:Walk,40,Fly,120	BONUS:COMBAT|AC|17|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Malebranche)	DR:10/Good	SR:20	BONUS:STAT|STR|20	BONUS:STAT|DEX|-2	BONUS:STAT|CON|12		BONUS:STAT|WIS|-2		MONCSKILL:Bluff|Climb|Diplomacy|Intimidate|Jump|Listen|Move Silently|Search|Spot|Tumble	CR:9	KIT:1|LE	HITDICEADVANCEMENT:32,48		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Devil (Malebranche) Stats	
Dinosaur (Cryptoclidus)			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal	RACESUBTYPE:Aquatic	MONSTERCLASS:Animal:3	MOVE:Swim,60	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Cryptoclidus)			BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Spot|Swim	CR:3	KIT:1|TN	HITDICEADVANCEMENT:6,9		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dinosaur (Cryptoclidus) Stats	
Dinosaur (Allosaurus)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:10	MOVE:Walk,50	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Allosaurus)			BONUS:STAT|STR|14	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Listen|Spot	CR:7	KIT:1|TN	HITDICEADVANCEMENT:20,30		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Dinosaur (Allosaurus) Stats	
Dinosaur (Ankylosaurus)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:9	MOVE:Walk,20	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Ankylosaurus)			BONUS:STAT|STR|18	BONUS:STAT|DEX|-4	BONUS:STAT|CON|16	BONUS:STAT|INT|-10	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:7	KIT:1|TN	HITDICEADVANCEMENT:18,27		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dinosaur (Ankylosaurus) Stats	
Dinosaur (Quetzalcoatlus)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:10	MOVE:Walk,20,Fly,100	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d10|Wing,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Quetzalcoatlus)			BONUS:STAT|STR|18	BONUS:STAT|DEX|-4	BONUS:STAT|CON|16	BONUS:STAT|INT|-10	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:7	KIT:1|TN	HITDICEADVANCEMENT:18,27		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dinosaur (Ankylosaurus) Stats	
Dinosaur (Seismosaurus)			STARTFEATS:1	SIZE:C	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:32	MOVE:Walk,20	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d10				FACE:40	REACH:25	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Seismosaurus)			BONUS:STAT|STR|30	BONUS:STAT|DEX|-2	BONUS:STAT|CON|18	BONUS:STAT|INT|-10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:12	KIT:1|TN	HITDICEADVANCEMENT:64		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dinosaur (Seismosaurus) Stats	
Dinosaur (Spinosaurus)			STARTFEATS:1	SIZE:G	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:20	MOVE:Walk,40	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Spinosaurus)			BONUS:STAT|STR|26	BONUS:STAT|DEX|2	BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Listen|Spot	CR:13	KIT:1|TN	HITDICEADVANCEMENT:40,60		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Dinosaur (Spinosaurus) Stats	
Dire Animal (Dire Toad)			STARTFEATS:1	SIZE:M	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):4	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Toad)				BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Jump|Listen|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:6,10		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Toad) Stats	
Dire Animal (Dire Hawk)			STARTFEATS:1	SIZE:M	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):5	MOVE:Walk,10,Fly,80	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Hawk)			BONUS:STAT|STR|2	BONUS:STAT|DEX|12	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Listen|Move Silently|Spot	CR:2	KIT:1|TN	HITDICEADVANCEMENT:8,12		LEGS:2	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Hawk) Stats	
Dire Animal (Dire Snake)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):7	MOVE:Walk,30,Climb,20,Swim,20	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6,SPROP=Poison				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Snake)			BONUS:STAT|STR|14	BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2		MONCSKILL:Balance|Climb|Hide|Listen|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:12,16		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Snake) Stats	
Dire Animal (Dire Horse)			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):8	MOVE:Walk,60	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Horse)			BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Listen|Spot	CR:4	KIT:1|TN	HITDICEADVANCEMENT:16,24		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Horse) Stats	
Dire Animal (Dire Elk)			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):12	MOVE:Walk,50	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8			FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Elk)			BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Spot	CR:7	KIT:1|TN	HITDICEADVANCEMENT:16,36		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Elk) Stats	
Dire Animal (Dire Elephant)			STARTFEATS:1	SIZE:G	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):20	MOVE:Walk,30,Climb,10	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8|Stamp,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8			FACE:20	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Elephant)			BONUS:STAT|STR|30		BONUS:STAT|CON|20	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4	MONCSKILL:Listen|Spot	CR:10	KIT:1|TN	HITDICEADVANCEMENT:30,45		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dire Animal (Dire Elephant) Stats	
Dragon (Amethyst)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Earth	MONSTERCLASS:Dragon:6	MOVE:Walk,40,Fly,100,Burrow,20,Swim,10								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Amethyst)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|Bluff|Hide|Move Silently		KIT:1|TN			LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Dragon (Amethyst) Stats	SORTKEY:Dragon_Gem_Amethyst
