SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
																																	
Race Traits ~ Dinosaur (Spinosaurus)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DinosaurSpinosaurusRaceTrait|Scent																														
Frightful Presence	CATEGORY:Special Ability	TYPE:DinosaurSpinosaurusRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a spinosaurus bellows (a standard action), it inspires terror in all creatures within %2 feet that have fewer Hit Dice or levels than it has. Each potentially affected opponent must succeed at a Will save (DC %1) or become shaken for 5d6 rounds. A successful save leaves that opponent immune to that spinosaurus's frightful presence for 24 hours. The save DC is Charisma-based.|FrightfulPresenceDC|FrightfulPresenceRange	KEY:Dinosaur (Spinosaurus) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|30							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:DinosaurSpinosaurusRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If spinosaurus hits an opponent that is at least one size category smaller than itself with a bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +40). If it gets a hold, it can try to swallow the opponent in the next round. Alternatively, spinosaurus has the option to conduct the grapple normally, or simply use its jaws to hold the opponent (-20 penalty on grapple check, but spinosaurus is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals bite damage.	KEY:Dinosaur (Spinosaurus) ~ Improved Grab																											SOURCEPAGE:MM2	
Swallow Whole	CATEGORY:Special Ability	TYPE:DinosaurSpinosaurusRaceTrait.SpecialAttack.Extraordinary.Swallow Whole	VISIBLE:YES	DESC:Spinosaurus can swallow a grabbed opponent that is at least two size categories smaller than itself by making a successful grapple check (grapple bonus +40). Once inside the gullet, the opponent takes 2d8+10 points of bludgeoning damage plus 1d8+4 points of acid damage per round from the dinosaur's digestive juices. A successful grapple check allows the swallowed creature to climb out of the gullet and return to the mouth, where another successful grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either claws or a light piercing or slashing weapon. Dealing at least 25 points of damage to the digestive tract (AC 14) in this way creates an opening large enough to permit escape. Once a single swallowed creature exits, muscular action closes the hole; thus, another swallowed opponent must cut its own way out. A Gargantuan spinosaurus's gullet can hold 2 Large, 8 Medium-size, 32 Small, or 128 Tiny or smaller opponents.	KEY:Dinosaur (Spinosaurus) ~ Swallow Whole																											SOURCEPAGE:MM2	
Trample	CATEGORY:Special Ability	TYPE:DinosaurSpinosaurusRaceTrait.SpecialAttack.Extraordinary.Trample	VISIBLE:YES	DESC:Reflex half DC %1. The save DC is Strength based.|TrampleDC	KEY:Dinosaur (Spinosaurus) ~ Trample				DEFINE:TrampleDC|0					BONUS:VAR|TrampleDC|DefaultDCStr	BONUS:VAR|TrampleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trample)	BONUS:VAR|TrampleDice|2	BONUS:VAR|TrampleDieSize|8|TYPE=Base	BONUS:VAR|TrampleDamage|-STR/2					ABILITY:Ability Focus|AUTOMATIC|Trample									SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:DinosaurSpinosaurusRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spinosaurus receives a +2 racial bonus on Listen and Spot checks.	KEY:Dinosaur (Spinosaurus) ~ Skills									BONUS:SKILL|Listen,Spot|2|TYPE=Racial																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Toad)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireToadRaceTrait																														
Poison	CATEGORY:Special Ability	TYPE:DireAnimalDireToadRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 CON, secondary damage 1d6 CON. The save DC is Constitution-based.|PoisonDC	KEY:Dire Animal (Dire Toad) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:DireAnimalDireToadRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a dire toad hits an opponent that is at least one size category smaller than itself with a bite attack or a tongue attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +3). If it gets a hold, it can try to swallow the opponent. Alternatively, the dire toad has the option to conduct the grapple normally, or simply use its jaws to hold the opponent (-20 penalty on grapple check, but the dire toad is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals bite damage.	KEY:Dire Animal (Dire Toad) ~ Improved Grab																											SOURCEPAGE:MM2	
Swallow Whole	CATEGORY:Special Ability	TYPE:DireAnimalDireToadRaceTrait.SpecialAttack.Extraordinary.Swallow Whole	VISIBLE:YES	DESC:A dire toad can swallow a grabbed opponent that is at least one size category smaller than itself by making a successful grapple check (grapple bonus +3). Once inside the toad, the opponent takes 1d6 points of bludgeoning damage plus 1d4 points of acid damage per round from the dire toad's stomach. A successful grapple check allows the swallowed creature to climb out of the stomach and return to the toad's mouth, where another successful grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either claws or a light piercing or slashing weapon. Dealing at least 10 points of damage to the gizzard (AC 13) in this way creates an opening large enough to permit escape. Once a single swallowed creature exits, muscular action closes the hole; thus, another swallowed opponent must cut its own way out. A Mediumsize dire toad's stomach can hold 2 Small or 8 Tiny or smaller opponents.	KEY:Dire Animal (Dire Toad) ~ Swallow Whole																											SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:DireAnimalDireToadRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A dire toad receives a +4 racial bonus on Hide, Listen, and Spot checks, and a +8 racial bonus on Jump checks.	KEY:Dire Animal (Dire Toad) ~ Skills									BONUS:SKILL|Hide,Listen,Spot|4|TYPE=Racial	BONUS:SKILL|Jump|8|TYPE=Racial																	SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Hawk)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireHawkRaceTrait											BONUS:VAR|Maneuverability|3|TYPE=Base																			
Skills	CATEGORY:Special Ability	TYPE:DireAnimalDireHawkRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*A dire hawk receives a +8 racial bonus on Spot checks in daylight.	KEY:Dire Animal (Dire Hawk) ~ Skills									BONUS:SKILL|Spot|8|TYPE=Racial																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Snake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireSnakeRaceTrait|Scent																														
Constrict	CATEGORY:Special Ability	TYPE:DireAnimalDireSnakeRaceTrait.SpecialAttack.Extraordinary.Constrict	VISIBLE:YES	DESC:With a successful grapple check, a dire snake can constrict a grabbed opponent, dealing 1d8+10 points of bludgeoning damage.	KEY:Dire Animal (Dire Snake) ~ Constrict									BONUS:VAR|ConstrictDice|1	BONUS:VAR|ConstrictDieSize|8|TYPE=Base																	SOURCEPAGE:MM2	
Poison	CATEGORY:Special Ability	TYPE:DireAnimalDireSnakeRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 CON, secondary damage 1d6 CON. The save DC is Constitution-based.|PoisonDC	KEY:Dire Animal (Dire Snake) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:DireAnimalDireSnakeRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a dire snake hits an opponent that is at least one size category smaller than itself with a bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +20). If it gets a hold, it can also constrict in the same round. Thereafter, the dire snake has the option to conduct the grapple normally, or simply use its jaws to hold the opponent (-20 penalty on grapple check, but the dire snake is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals bite and constrict damage.	KEY:Dire Animal (Dire Snake) ~ Improved Grab																											SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:DireAnimalDireSnakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A dire snake receives a +4 racial bonus on Hide, Listen, and Spot checks, and a +8 racial bonus on Balance checks.	KEY:Dire Animal (Dire Snake) ~ Skills									BONUS:SKILL|Hide,Listen,Spot|4|TYPE=Racial	BONUS:SKILL|Balance|8|TYPE=Racial																	SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Horse)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireHorseRaceTrait|Scent																														
-	CATEGORY:Special Ability	TYPE:DireAnimalDireHorseRaceTrait	VISIBLE:DISPLAY		KEY:Dire Animal (Dire Horse) ~ -																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Elk)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireElkRaceTrait|Scent																														
Trample	CATEGORY:Special Ability	TYPE:DireAnimalDireElkRaceTrait.SpecialAttack.Extraordinary.Trample	VISIBLE:YES	DESC:Reflex half DC %1. The save DC is Strength based.|TrampleDC	KEY:Dire Animal (Dire Elk) ~ Trample				DEFINE:TrampleDC|0					BONUS:VAR|TrampleDC|DefaultDCStr	BONUS:VAR|TrampleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trample)	BONUS:VAR|TrampleDice|2	BONUS:VAR|TrampleDieSize|8|TYPE=Base	BONUS:VAR|TrampleDamage|-STR/2					ABILITY:Ability Focus|AUTOMATIC|Trample									SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:DireAnimalDireElkRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A dire elk receives a +4 racial bonus onHide checks.	KEY:Dire Animal (Dire Elk) ~ Skills									BONUS:SKILL|Hide|4|TYPE=Racial																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Dire Animal (Dire Elephant)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=DireAnimalDireElephantRaceTrait|Scent																														
Trample	CATEGORY:Special Ability	TYPE:DireAnimalDireElephantRaceTrait.SpecialAttack.Extraordinary.Trample	VISIBLE:YES	DESC:Reflex half DC %1. The save DC is Strength based.|TrampleDC	KEY:Dire Animal (Dire Elephant) ~ Trample				DEFINE:TrampleDC|0					BONUS:VAR|TrampleDC|DefaultDCStr	BONUS:VAR|TrampleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trample)	BONUS:VAR|TrampleDice|4	BONUS:VAR|TrampleDieSize|6|TYPE=Base	BONUS:VAR|TrampleDamage|-STR/2					ABILITY:Ability Focus|AUTOMATIC|Trample									SOURCEPAGE:MM2	
																																	
Race Traits ~ Dragon (Amethyst)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Gem Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-3)/3					ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Force Resistant|Immunity To Poison|Dragon (Amethyst Dragon) ~ Breath Weapon			ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Stomp|Dragon (Amethyst Dragon) ~ Psionics|PREVARGTEQ:DragonAgeCategory,4	ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Frightful Presence|PREVARGTEQ:DragonAgeCategory,5	ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Explosive Gems|Dragon (Amethyst Dragon) ~ Invisibility|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Body Equilibrium|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Suggestion|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Amethyst Dragon) ~ Amethyst Telekinesis|PREVARGTEQ:DragonAgeCategory,12								
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm								
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:MISC|CR|4|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,12								
#LevelAdj																																	
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:VAR|DragonLevelAdjustment|4|PREVARGTEQ:DragonAgeCategory,1|PREVARLTEQ:DragonAgeCategory,2	BONUS:VAR|DragonLevelAdjustment|5|PREVARGTEQ:DragonAgeCategory,1|PREVAREQ:DragonAgeCategory,3																		
#size																																	
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:VAR|DragonSizeGroup|2|TYPE=Base
#stats																																	
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,2	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,7	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,9	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,12								
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:STAT|DEX|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1																			
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD														BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,1	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,2		BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,5	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6		BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8		BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10	BONUS:STAT|CON|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,11									
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD																BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3	BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10		BONUS:STAT|INT|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,12								
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD																BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3	BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10		BONUS:STAT|WIS|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,12								
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD																BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,3	BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,4		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,6		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,8		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,10		BONUS:STAT|CHA|2|TYPE=Racial.STACK|PREVARGTEQ:DragonAgeCategory,12								
#SR																																	
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD				SR:DragonSpellResistance														BONUS:VAR|DragonSpellResistance|19|PREVARGTEQ:DragonAgeCategory,5	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,6	BONUS:VAR|DragonSpellResistance|1|PREVARGTEQ:DragonAgeCategory,7	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,8	BONUS:VAR|DragonSpellResistance|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,10	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,11	BONUS:VAR|DragonSpellResistance|2|PREVARGTEQ:DragonAgeCategory,12								
#AC / DR																																	
CATEGORY=Internal|Race Traits ~ Dragon (Amethyst).MOD				DR:0/Magic										BONUS:VAR|DragonNaturalArmorBonus|2				BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,5		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,7		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,9		BONUS:MISC|DR|Magic|5|PREVARGTEQ:DragonAgeCategory,11									
Breath Weapon	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:An amethyst dragon has one breath weapon, a line of concussive force. It can choose to deal subdual damage instead of normal damage. Damage %1d%2, DC %3, Length %4|BreathWeaponDice|BreathWeaponDieSize|BreathWeaponDC|BreathWeaponLine	KEY:Dragon (Amethyst Dragon) ~ Breath Weapon									BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDieSize|8|TYPE=Base								ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2	
Force Resistant	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An amethyst dragon gains a +4 bonus on saving throws against force-based effects such as magic missile.	KEY:Dragon (Amethyst Dragon) ~ Force Resistant									BONUS:VAR|ForceResistanceBonus|4|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance To Force Effects									SOURCEPAGE:MM2	
Stomp	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:By stamping its foot, an amethyst dragon precipitates a shock wave that travels along the ground, toppling creatures and loose objects within 20 feet. The area is conelike and extends beneath the surface of the ground. (Any creatures above the surface are not affected.) Any creature standing in the area that fails itsReflex save (DC 10 + 1/2 dragon's Hit Dice + dragon's Strength modifier) is thrown to the ground and takes 1d4 points of subdual damage. This ability is usable three times per day. (When using the Psionics Handbook, replace this ability with the psionic power stomp.)	KEY:Dragon (Amethyst Dragon) ~ Stomp																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(DragonAgeCategory,DragonSpellcasterLVL)|Stomp									SOURCEPAGE:MM2	
Frightful Presence	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Dragon (Amethyst Dragon) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|30*DragonAgeCategory							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:MM2	
Psionics	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.DragonSpellcasterPsionKineticist	VISIBLE:YES	DESC:An amethyst dragon manifests powers, and gains additional attack and defense modes, as if it were a psion with Psychokinesis as its primary discipline.	KEY:Dragon (Amethyst Dragon) ~ Psionics								ADD:SPELLCASTER|Kineticist (Psion)	BONUS:VAR|DragonSpellcasterLVL|((DragonAgeCategory-3)*2)	BONUS:PCLEVEL|Kineticist (Psion)|DragonSpellcasterLVL-1								ABILITY:Internal|AUTOMATIC|Psion Class									SOURCEPAGE:MM2	
Explosive Gems	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:%1 per day, an amethyst dragon can spit a violet, crystalline lozenge up to 75 feet away with pinpoint accuracy. The gem explodes on impact, dealing %2d%3 bludgeoning damage to all creatures within a 20-foot radius. A target that succeeds at a Reflex saving throw DC 17 + Dragon's age category (%4) takes half damage.|ExplosiveGemsTimes|ExplosiveGemsDice|ExplosiveGemsDieSize|ExplosiveGemsDC	KEY:Dragon (Amethyst Dragon) ~ Explosive Gems				DEFINE:ExplosiveGemsTimes|0	DEFINE:ExplosiveGemsDice|0	DEFINE:ExplosiveGemsDieSize|0	DEFINE:ExplosiveGemsDC|0		BONUS:VAR|ExplosiveGemsTimes|1	BONUS:VAR|ExplosiveGemsDice|5	BONUS:VAR|ExplosiveGemsDieSize|6|TYPE=Base	BONUS:VAR|ExplosiveGemsDC|17+DragonAgeCategory	BONUS:VAR|ExplosiveGemsDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Explosive Gems	BONUS:VAR|ExplosiveGemsDice|4|PREVARGTEQ:DragonAgeCategory,8	BONUS:VAR|ExplosiveGemsDice|4|PREVARGTEQ:DragonAgeCategory,10							SOURCEPAGE:MM2	
Invisibility	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Dragon (Amethyst Dragon) ~ Invisibility																											SOURCEPAGE:MM2	
Suggestion	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Dragon (Amethyst Dragon) ~ Suggestion																											SOURCEPAGE:MM2	
Body Equilibrium	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES	DESC:Once per day, the dragon can adjust its body equilibrium to correspond with any solid or liquid. Thus, it can walk on water, quicksand, or even a spider's web without sinking or breaking through. (This does not confer any resistance to particularly sticky webs.) Movement is at normal speed, but running on a fragile, mushy, or liquid surface requires a Dexterity check (DC 10 or more, depending on the surface) to avoid breaking through. Falling damage is halved while this power is in effect. Body equilibrium lasts 1 minute per age category. (When using the Psionics Handbook, replace this ability with the psionic power body equilibrium.)	KEY:Dragon (Amethyst Dragon) ~ Body Equilibrium																											SOURCEPAGE:MM2	
Amethyst Telekinesis	CATEGORY:Special Ability	TYPE:TrueDragonAmethystDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day, an amethyst great wyrm can use a telekinesis effect. With this ability, it can lift up to 10 tons or hurl a Large or smaller creature against another object. The impact deals 20d6 points of damage to a Large creature, 15d6 to a Medium-size one, 10d6 to a Small one, 5d6 to a Tiny one, or 1d6 to aDiminutive or Fine creature. In addition to the effects described, an amethyst great wyrm can use the combat maneuver application of telekinesis, using its Hit Dice as its caster level.	KEY:Dragon (Amethyst Dragon) ~ Amethyst Telekinesis																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Dragon (Crystal)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Gem Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-2)/3					ABILITY:Special Ability|AUTOMATIC|Immunity To Cold|Dragon (Crystal Dragon) ~ Breath Weapon					ABILITY:Special Ability|AUTOMATIC|Dragon (Crystal Dragon) ~ Psionics|Dragon (Crystal Dragon) ~ Charm Person|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Crystal Dragon) ~ Color Spray|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Crystal Dragon) ~ Domination|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Crystal Dragon) ~ Control Winds|PREVARGTEQ:DragonAgeCategory,12								
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm								
