SOURCELONG:Gozzilioni Dungeons Master's Guide	SOURCESHORT:DMG	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07										
SUBCLASSLEVEL:3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon ~ Cone of Cold|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
SUBCLASSLEVEL:10				ABILITY:Special Ability|AUTOMATIC|Immunity To Cold|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
1				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleProficiencies									
#													
1				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Bonus Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBonusSpells									
1				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Natural Armor Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleNaturalArmorIncrease									
2				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Claws and Bite|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleClawsAndBite									
2				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Ability Boost|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleAbilityBoost									
3				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Breath Weapon|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBreathWeapon									
5				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Blindsense|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleBlindsense									
9				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Wings|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleWings									
10				ABILITY:Dragon Disciple Class Feature|AUTOMATIC|Dragon Disciple ~ Dragon Apotheosis|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonDiscipleDragonApotheosis									
													
CLASS:Duelist	HD:10	TYPE:Prestige	FACT:Abb|Dul	MAXLEVEL:10	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DuelistLVL|0	BONUS:VAR|DuelistLVL|CL
CLASS:Duelist	PREATT:6	PRESKILL:1,TYPE.Perform=3	PRESKILL:1,Tumble=5	PREABILITY:3,CATEGORY=FEAT,Dodge,Mobility,Weapon Finesse									
CLASS:Duelist	STARTSKILLPTS:4	CSKILL:Balance|Bluff|Escape Artist|Jump|Listen|TYPE.Perform|Sense Motive|Spot|Tumble											
1				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistProficiencies									
#													
1				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Canny Defense|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistCannyDefense									
2				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Improved Reaction|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistImprovedReaction									
3				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Enhanced Mobility|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistEnhancedMobility									
4				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistGrace									
5				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Precise Strike|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistPreciseStrike									
6				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Acrobatic Charge|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistAcrobaticCharge									
7				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Elaborate Parry|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistElaborateParry									
9				ABILITY:Duelist Class Feature|AUTOMATIC|Duelist ~ Deflect Arrows|!PREABILITY:1,CATEGORY=ACF,TYPE.DuelistDeflectArrows									
													
CLASS:Dwarven Defender	HD:12	TYPE:Prestige	FACT:Abb|DDf	MAXLEVEL:10	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DwarvenDefenderLVL|0	BONUS:VAR|DwarvenDefenderLVL|CL
CLASS:Dwarven Defender	PRERACE:1,Dwarf	PREALIGN:LG,LN,LE	PREATT:7	PREABILITY:3,CATEGORY=FEAT,Dodge,Endurance,Toughness									
CLASS:Dwarven Defender	STARTSKILLPTS:2	CSKILL:TYPE.Craft|Listen|Sense Motive|Spot											
1				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderProficiencies									
#													
1				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Defensive Stance|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderDefensiveStance									
2				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderUncannyDodge									
4				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Trap Sense|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderTrapSense									
6				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderDR									
6				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Improved Uncanny Dodge|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderImprovedUncannyDodge									
8				ABILITY:Dwarven Defender Class Feature|AUTOMATIC|Dwarven Defender ~ Mobile Defense|!PREABILITY:1,CATEGORY=ACF,TYPE.DwarvenDefenderMobileDefense									
													
CLASS:Eldritch Knight	HD:6	TYPE:Prestige	FACT:Abb|ElK	MAXLEVEL:10	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:EldritchKnightLVL|0	BONUS:VAR|EldritchKnightLVL|CL
CLASS:Eldritch Knight	PREABILITY:1,CATEGORY=Internal,TYPE.WeaponProfMartial	PRESPELLCAST:TYPE=Arcane	PRETEXT:Able to cast 3rd-level arcane spell.										
CLASS:Eldritch Knight	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Decipher Script|Jump|Knowledge (Arcana)|Knowledge (Nobility and Royalty)|Ride|Sense Motive|Spellcraft|Swim											
1				ABILITY:Eldritch Knight Class Feature|AUTOMATIC|Eldritch Knight ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.EldritchKnightProficiencies									
2				ABILITY:Eldritch Knight Class Feature|AUTOMATIC|Eldritch Knight ~ Spells per Day									
#													
1				ABILITY:Eldritch Knight Class Feature|AUTOMATIC|Eldritch Knight ~ Bonus Feat|!PREABILITY:1,CATEGORY=ACF,TYPE.EldritchKnightBonusFeat									
#													
2	ADD:SPELLCASTER|Arcane												
3	ADD:SPELLCASTER|Arcane												
4	ADD:SPELLCASTER|Arcane												
5	ADD:SPELLCASTER|Arcane												
6	ADD:SPELLCASTER|Arcane												
7	ADD:SPELLCASTER|Arcane												
8	ADD:SPELLCASTER|Arcane												
9	ADD:SPELLCASTER|Arcane												
10	ADD:SPELLCASTER|Arcane												
													
CLASS:Hierophant	HD:8	TYPE:Prestige	FACT:Abb|Hie	MAXLEVEL:5	SOURCEPAGE:DMG	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:HierophantLVL|0	BONUS:VAR|HierophantLVL|CL
CLASS:Hierophant	PRESKILL:1,Knowledge (Religion)=15	PREABILITY:1,CATEGORY=FEAT,TYPE.Metamagic	PRESPELLCAST:TYPE=Divine	PRETEXT:Able to cast 7rd-level divine spell.									
CLASS:Hierophant	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (Religion)|TYPE.Profession|Spellcraft											
1				ABILITY:Hierophant Class Feature|AUTOMATIC|Hierophant ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HierophantProficiencies									
#													
