SOURCELONG:Dungeons Master's Guide	SOURCESHORT:DMG	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Supernatural.Breath Weapon	VISIBLE:YES	DESC:At 3rd level, a dragon disciple gains a minor breath weapon, derived from his draconic ancestor. The type and shape depend on the dragon variety whose heritage he enjoys (see below). Regardless of the ancestor, the breath weapon deals 2d8 points of damage of the appropriate energy type. At 7th level, the damage increases to 4d8, and when a disciple attains dragon apotheosis at 10th level it reaches its full power at 6d8. Regardless of its strength, the breath weapon can be used only once per day. Use all the rules for dragon breath weapons (see page 69 of the Monster Manual) except as specified here. The DC of the breath weapon is 10 + class level + Con modifier. A line-shaped breath weapon is 5 feet high, 5 feet wide, and 60 feet long. A cone-shaped breath weapon is 30 feet long.	KEY:Dragon Disciple ~ Breath Weapon				DEFINE:BreathWeaponDC|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponLVL|0		BONUS:VAR|BreathWeaponLVL|DragonDiscipleLVL	BONUS:VAR|BreathWeaponDice|2+(((DragonDiscipleLVL-4)/3)*2)	BONUS:VAR|BreathWeaponDamageDie|8|TYPE=Base	BONUS:VAR|BreathWeaponDC|10+CON|TYPE=Base	BONUS:VAR|BreathWeaponDC|min(BreathWeaponLVL,10)+max((BreathWeaponLVL-10)/2,0)|TYPE=Level	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon								SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Line of Acid %2d%3 acid DC %4|BreathWeaponLine|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Line of Acid				DEFINE:BreathWeaponLine|0					BONUS:VAR|BreathWeaponLine|60																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Line of Lightning %2d%3 electricity DC %4|BreathWeaponLine|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Line of Lightning				DEFINE:BreathWeaponLine|0					BONUS:VAR|BreathWeaponLine|60																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Cone of Corrosive Gas %2d%3 acid DC %4|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Cone of Corrosive Gas				DEFINE:BreathWeaponCone|0					BONUS:VAR|BreathWeaponCone|30																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Cone of Fire %2d%3 Fire DC %4|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Cone of Fire				DEFINE:BreathWeaponCone|0					BONUS:VAR|BreathWeaponCone|30																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Cone of Cold %2d%3 Cold DC %4|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Cone of Cold				DEFINE:BreathWeaponCone|0					BONUS:VAR|BreathWeaponCone|30																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Line of Fire %2d%3 fire DC %4|BreathWeaponLine|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Dragon Disciple ~ Breath Weapon ~ Line of Fire				DEFINE:BreathWeaponLine|0					BONUS:VAR|BreathWeaponLine|60																	SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Blindsense	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, the dragon disciple gains blindsense with a range of 30 feet. Using nonvisual senses, such as acute smell or hearing, the dragon disciple notices things it cannot see. He usually does not need to make Spot or Listen checks to notice and pinpoint the location of creatures within range of his blindsense ability, provided that he has line of effect to that creature. Any opponent the dragon disciple cannot see still has total concealment against him, and the dragon disciple still has the normal miss chance when attacking foes that have concealment. Visibility still affects the movement of a creature with blindsense. A creature with blindsense is still denied its Dexterity bonus to Armor Class against attacks from creatures it cannot see. At 10th level, the range of this ability increases to 60 feet.	KEY:Dragon Disciple ~ Blindsense				DEFINE:DragonDiscipleBlindsenseRange|0					BONUS:VAR|BlindsenseRange|DragonDiscipleBlindsenseRange|TYPE=Base	BONUS:VAR|DragonDiscipleBlindsenseRange|30	BONUS:VAR|DragonDiscipleBlindsenseRange|30|PREVARGTEQ:DragonDiscipleLVL,10															SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Wings	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a dragon disciple grows a set of draconic wings. He may now fly at a speed equal to his normal land speed, with average maneuverability.	KEY:Dragon Disciple ~ Wings									BONUS:VAR|Maneuverability|3|TYPE=Base									MOVECLONE:Walk,Fly,*1								SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Dragon Apotheosis	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonDiscipleClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a dragon disciple fully realizes his draconic heritage and takes on the half-dragon template (see page 146 of the Monster Manual). His breath weapon reaches full strength (as noted above), and he gains +4 to Strength and +2 to Charisma. His natural armor bonus increases to +4, and he acquires low-light vision, 60-foot darkvision, immunity to sleep and paralysis effects, and immunity to the energy type used by his breath weapon (see above).	KEY:Dragon Disciple ~ Dragon Apotheosis									BONUS:STAT|STR|4	BONUS:STAT|CHA|2	BONUS:VAR|HasLowLightVision|1	BONUS:VAR|DarkvisionRange|60|TYPE=Base						ABILITY:Special Ability|AUTOMATIC|Immunity to Sleep|Immunity To Paralysis								SORTKEY:Class_Dragon_Disciple	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The duelist is proficient with all simple and martial weapons, but no type of armor or shield.	KEY:Duelist ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial								SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Canny Defense	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The duelist is proficient with all simple and martial weapons, but no type of armor or shield.	KEY:Duelist ~ Canny Defense				DEFINE:CannyDefenseBonus|0					BONUS:COMBAT|AC|CannyDefenseBonus|TYPE=Ability.STACK|PREMULT:2,[!PREEQUIP:1,TYPE=Armor,TYPE=Shield],[PREEQUIP:1,TYPE=Melee]	BONUS:VAR|CannyDefenseBonus|max(0,min(INT,CannyDefenseLVL))																SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Improved Reaction	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a duelist gains a +2 bonus on initiative checks. At 8th level, the bonus increases to +4. This bonus stacks with the benefit provided by the Improved Initiative feat.	KEY:Duelist ~ Improved Reaction				DEFINE:ImprovedReactionBonus|0					BONUS:COMBAT|INITIATIVE|ImprovedReactionBonus	BONUS:VAR|ImprovedReactionBonus|((DuelistLVL+4)/6)*2																SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Enhanced Mobility	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When wearing no armor and not using a shield, a duelist gains an additional +4 bonus to AC against attacks of opportunity caused when she moves out of a threatened square.	KEY:Duelist ~ Enhanced Mobility																										SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Grace	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a duelist gains an additional +2 competence bonus on all Reflex saving throws. This ability functions for a duelist only when she is wearing no armor and not using a shield.	KEY:Duelist ~ Grace																										SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Precise Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a duelist gains the ability to strike precisely with a light or one-handed piercing weapon, gaining an extra 1d6 damage added to her normal damage roll. When making a precise strike, a duelist cannot attack with a weapon in her other hand or use a shield. A duelist's precise strike only works against living creatures with discernible anatomies. Any creature that is immune to critical hits (including undead, constructs, oozes, plants, and incorporeal creatures) is not vulnerable to a precise strike, and any item or ability that protects a creature from critical hits (such as armor with the fortification special ability) also protects a creature from a precise strike. At 10th level, the extra damage on a precise strike increases to +2d6.	KEY:Duelist ~ Precise Strike									BONUS:VAR|PreciseStrikeDice|DuelistLVL/5									ABILITY:Special Ability|AUTOMATIC|Precise Strike								SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Acrobatic Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a duelist gains the ability to charge in situations where others cannot. She may charge over difficult terrain that normally slows movement. This enables her to run down steep stairs, leap down from a balcony, or to tumble over tables to get to her charge target. Depending on the circumstance, she may still need to make appropriate checks (Jump or Tumble checks in particular) to successfully move over the terrain.	KEY:Duelist ~ Acrobatic Charge																										SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Elaborate Parry	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level and higher, if a duelist chooses to fight defensively or use total defense in melee combat, she gains an additional +1 dodge bonus to AC for each level of duelist she has.	KEY:Duelist ~ Elaborate Parry				DEFINE:ElaborateParryLVL|0					BONUS:VAR|FightingDefensivelyACBonus,TotalDefenseACBonus|ElaborateParryLVL	BONUS:VAR|ElaborateParryLVL|DuelistLVL																SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Deflect Arrows	CATEGORY:Special Ability	TYPE:ClassFeatures.DuelistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 9th level, a duelist gains the benefit of the Deflect Arrows feat (see page 93 of the Player's Handbook) when using a light or onehanded piercing weapon.	KEY:Duelist ~ Deflect Arrows																		ABILITY:FEAT|VIRTUAL|Deflect Arrows|PREEQUIP:1,TYPE=Piercing|PREEQUIP:1,WIELDCATEGORY=Light,WIELDCATEGORY=OneHanded								SORTKEY:Class_Duelist	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dwarven defender is proficient with all simple and martial weapons, all types of armor, and shields.	KEY:Dwarven Defender ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Defensive Stance	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When he needs to, a defender can become a stalwart bastion of defense. In this defensive stance, a defender gains phenomenal strength and durability, but he cannot move from the spot he is defending. He gains +2 to Strength, +4 to Constitution, a +2 resistance bonus on all saves, and a +4 dodge bonus to AC. The increase in Constitution increases the defender's hit points by 2 points per level, but these hit points go away at the end of the defensive stance when the Constitution score drops back 4 points. These extra hit points are not lost first the way temporary hit points are. While in a defensive stance, a defender cannot use skills or abilities that would require him to shift his position, such as Move Silently or Jump. A defensive stance lasts for a number of rounds equal to 3 + the character's (newly improved) Constitution modifier. A defender may end his defensive stance voluntarily prior to this limit. At the end of the defensive stance, the defender is winded and takes a -2 penalty to Strength for the duration of that encounter. A defender can only use his defensive stance a certain number of times per day as determined by his level (see Table 6-9). Using the defensive stance takes no time itself, but a defender can only do so during his action. (A defender can't, for example, use the stance when struck down by an arrow in order to get the extra hit points from the increased Constitution.)	KEY:Dwarven Defender ~ Defensive Stance				DEFINE:DwarvenDefenderDefensiveStanceTimes|0	DEFINE:DwarvenDefenderDefensiveStanceLVL|0				BONUS:VAR|DefensiveStanceTimes|(DwarvenDefenderDefensiveStanceLVL+1)/2	BONUS:VAR|DwarvenDefenderDefensiveStanceLVL|DwarvenDefenderLVL								ABILITY:Special Ability|AUTOMATIC|Defensive Stance								SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:Starting at 2nd level, a dwarven defender gains the extraordinary ability to react to danger before his senses would normally allow him to even be aware of it. At 2nd level and above, he retains his Dexterity bonus to AC (if any) regardless of being caught flat-footed or struck by an invisible attacker. (He still loses any Dexterity bonus to AC if immobilized.) If a character gains uncanny dodge from a second class (such as rogue), the character automatically gains improved uncanny dodge (see below).	KEY:Dwarven Defender ~ Uncanny Dodge									BONUS:VAR|UncannyDodgeFlankingLevel|DwarvenDefenderLVL|TYPE=EachClass.REPLACE																	SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Trap Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a dwarven defender gains an intuitive sense that alerts him to danger from traps, giving him a +1 bonus on Reflex saves made to avoid traps and a +1 dodge bonus to AC against attacks by traps. At 8th level, these bonuses rise to +2. These bonuses stack with trap sense bonuses gained from other classes.	KEY:Dwarven Defender ~ Trap Sense				DEFINE:DwarvenDefenderTrapSense|0					BONUS:VAR|TrapSenseBonus|DwarvenDefenderLVL/4									ABILITY:Special Ability|AUTOMATIC|Trap Sense								SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a dwarven defender gains the ability to shrug off some amount of injury from each blow or attack. Subtract 3 points from the damage the dwarven defender takes each time he is dealt damage. At 10th level, this damage reduction rises to 6/-. Damage reduction can reduce damage to 0 but not below 0. (That is, the defender cannot actually gain hit points in this manner.)	KEY:Dwarven Defender ~ Damage Reduction				DEFINE:DwarvenDefenderDR|0					BONUS:VAR|DwarvenDefenderDR|(DwarvenDefenderLVL+6)/4									DR:DwarvenDefenderDR/-								SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Improved Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:At 6th level, a dwarven defender can no longer be flanked, since he can react to opponents on opposite sides of him as easily as he can react to a single attacker. This defense denies rogues the ability to use flank attacks to sneak attack the dwarven defender. The exception to this defense is that a rogue at least four levels higher than the dwarven defender can flank him (and thus sneak attack him). If a character gains uncanny dodge (see above) from a second class (such as rogue), the character automatically gains improved uncanny dodge, and the levels from those classes stack to determine the minimum rogue level required to flank the character.	KEY:Dwarven Defender ~ Improved Uncanny Dodge																										SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Mobile Defense	CATEGORY:Special Ability	TYPE:ClassFeatures.DwarvenDefenderClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, a dwarven defender can adjust his position while maintaining a defensive stance. While in a defensive stance, he can take one 5-foot step each round without losing the benefit of the stance.	KEY:Dwarven Defender ~ Mobile Defense																										SORTKEY:Class_Dwarven_Defender	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.EldritchKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Eldritch knights gain no proficiency with any weapon or armor.	KEY:Eldritch Knight ~ Weapon and Armor Proficiency																										SORTKEY:Class_Eldritch_Knight	SOURCEPAGE:DMG	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.EldritchKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, an eldritch knight may choose a bonus feat from the list of feats available to fighters. This is in addition to the feats that a character of any class normally gets every three levels. The character must still meet any prerequisites for these bonus feats, including four levels of fighter for the Weapon Specialization feat.	KEY:Eldritch Knight ~ Bonus Feat									BONUS:ABILITYPOOL|Fighter Feat|1																	SORTKEY:Class_Eldritch_Knight	SOURCEPAGE:DMG	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.EldritchKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:From 2nd level on, when a new eldritch knight level is gained, the character gains new spells per day as if she had also gained a level in whatever arcane spellcasting class she belonged to before she added the prestige class. She does not, however, gain any other benefit a character of that class would have gained (bonus metamagic or item creation feats, bard or assassin abilities, and so on). This essentially means that she adds the level of eldritch knight to the level of whatever other arcane spellcasting class the character has, then determines spells per day and caster level accordingly. If a character had more than one arcane spellcasting class before she became an eldritch knight, she must decide to which class she adds each level of eldritch knight for the purpose of determining spells per day.	KEY:Eldritch Knight ~ Spells per Day																										SORTKEY:Class_Eldritch_Knight	SOURCEPAGE:DMG	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Hierophants gain no proficiency with any weapon or armor.	KEY:Hierophant ~ Weapon and Armor Proficiency																										SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Spells per Caster Level	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Levels in the hierophant prestige class, even though they do not advance spell progression in the character's base class, still stack with the character's base spellcasting levels to determine caster level.	KEY:Hierophant ~ Spells per Caster Level									BONUS:CASTERLEVEL|TYPE.Divine|HierophantLVL																	SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Special Ability	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Every level, a hierophant gains a special ability of his choice from among the following.	KEY:Hierophant ~ Special Ability									BONUS:ABILITYPOOL|Hierophant Special Ability|HierophantLVL																	SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Blast Infidels	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A hierophant can use negative energy spells to their maximum effect on creatures with an alignment opposed to the hierophant. (See the table below for a list of which alignments are opposed to each alignment.) Any spell with a description that involves inflicting or channeling negative energy (inflict spells, mass inflict light wounds, harm) cast on a creature of the opposed alignment works as if under the effect of a Maximize Spell feat (without using a higher-level spell slot). Undead affected by this ability heal the maximized amount of damage.	KEY:Hierophant ~ Special Ability ~ Blast Infidels									BONUS:ABILITYPOOL|Hierophant Align|1|PREALIGN:TN									ABILITY:Internal|AUTOMATIC|Hierophant Align ~ LG|PREALIGN:LG	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ LN|PREALIGN:LN	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ LE|PREALIGN:LE	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ NG|PREALIGN:NG	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ NE|PREALIGN:NE	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ CG|PREALIGN:CG	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ CN|PREALIGN:CN	ABILITY:Internal|AUTOMATIC|Hierophant Align ~ CE|PREALIGN:CE	SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ LG	CATEGORY:Internal	TYPE:Hierophant Align	VISIBLE:DISPLAY	DESC:Opposed Alignment: CE																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ LN	CATEGORY:Internal		VISIBLE:DISPLAY	DESC:Opposed Alignment: CN																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ LE	CATEGORY:Internal	TYPE:Hierophant Align	VISIBLE:DISPLAY	DESC:Opposed Alignment: CG																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ NG	CATEGORY:Internal		VISIBLE:DISPLAY	DESC:Opposed Alignment: NE																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ TN	CATEGORY:Internal		VISIBLE:DISPLAY	DESC:Opposed Alignment: None																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ NE	CATEGORY:Internal		VISIBLE:DISPLAY	DESC:Opposed Alignment: NG																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ CG	CATEGORY:Internal	TYPE:Hierophant Align	VISIBLE:DISPLAY	DESC:Opposed Alignment: LE																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ CN	CATEGORY:Internal		VISIBLE:DISPLAY	DESC:Opposed Alignment: LN																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Hierophant Align ~ CE	CATEGORY:Internal	TYPE:Hierophant Align	VISIBLE:DISPLAY	DESC:Opposed Alignment: LG																											SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Divine Reach	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A hierophant with this ability can use touch spells on targets up to 30 feet away. If the spell requires a melee touch attack, the hierophant must make a ranged touch attack instead. Divine reach can be selected a second time as a special ability, in which case the range increases to 60 feet.	KEY:Hierophant ~ Special Ability ~ Divine Reach	DESC:%1 ft|DivineReachRange		PREVARLT:DivineReachRange,60	DEFINE:DivineReachRange|0					BONUS:VAR|DivineReachRange|30					STACK:YES	MULT:YES	CHOOSE:NOCHOICE										SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Faith Healing	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality.Supernatural.Metamagic	VISIBLE:YES	DESC:A hierophant can use healing spells to their maximum effect on creatures of the same alignment as the hierophant (including the hierophant himself ). Any spell with the healing descriptor cast on such creatures works as if under the effects of a Maximize Spell feat (without using a higher-level spell slot).	KEY:Hierophant ~ Special Ability ~ Faith Healing																		ADDSPELLLEVEL:0								SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Gift oif the Divine	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Available only to hierophants with cleric levels, this ability allows a hierophant to transfer one or more uses of his turn undead ability to a willing creature. (Hierophants who rebuke undead transfer uses of rebuke undead instead.) The transfer lasts anywhere from 24 hours to one week (chosen at the time of transfer), and while the transfer is in effect, the number of turning attempts per day allowed to the hierophant is reduced by the number transferred. The recipient turns undead as a cleric of the hierophant's cleric level but uses her own Charisma modifier.	KEY:Hierophant ~ Special Ability ~ Gift of the Divine			PRECLASS:1,Cleric=1																							SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Mastery of Energy	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Available only to hierophants with cleric levels, this ability allows a hierophant to channel positive or negative energy much more effectively, increasing his ability to affect undead. Add a +4 bonus to the hierophant's turning checks and turning damage rolls. This ability only affects undead, even if the hierophant can turn other creatures, such as with a granted power of a domain.	KEY:Hierophant ~ Special Ability ~ Mastery of Energy			PRECLASS:1,Cleric=1						BONUS:VAR|TurnCheckUndead,TurnDamagePlusUndead|4																	SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Metamagic Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality	VISIBLE:YES	DESC:A hierophant can choose a metamagic feat in place of one of the special abilities described here if desired.	KEY:Hierophant ~ Special Ability ~ Metamagic Feat									BONUS:ABILITYPOOL|Metamagic Feat|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE										SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Power of Nature	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Available only to hierophants with druid levels, this ability allows a hierophant to temporarily transfer one or more of his druid class features to a willing creature. The transfer lasts anywhere from 24 hours to one week (chosen at the time of transfer), and while the transfer is in effect, the hierophant cannot use the transferred power. He can transfer any of his druid powers except spellcasting and the ability to have an animal companion. The druid's wild shape ability can be partially or completely transferred. For example, a hierophant may transfer the ability to use wild shape once per day to the recipient and retain the rest of his uses for himself. If the hierophant can assume the form of Tiny or Huge animals, the recipient can as well. As with the imbue with spell ability spell, the hierophant remains responsible to his deity for any use to which the recipient puts the transferred abilities.	KEY:Hierophant ~ Special Ability ~ Power of Nature			PRECLASS:1,Druid=1																							SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
Spell Power	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality	VISIBLE:YES	DESC:This special ability increases a hierophant's effective caster level by 1 for purposes of determining level-dependent spell variables (such as damage or range) and for caster level checks. This ability can be selected more than once, and changes to effective caster level are cumulative.	KEY:Hierophant ~ Special Ability ~ Spell Power									BONUS:CASTERLEVEL|TYPE.Divine|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE										SORTKEY:Class_Hierophant	SOURCEPAGE:DMG	
