SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Landwyrm (Tundra Landwyrm)			STARTFEATS:1	SIZE:H	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:24	MOVE:Walk,50,Burrow,20	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Landwyrm (Tundra Landwyrm)			BONUS:STAT|STR|16		BONUS:STAT|CON|12	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Diplomacy|Gather Information|Hide|Knowledge (Local)|Knowledge (Nature)|Listen|Sense Motive|Spot|Survival	CR:14		HITDICEADVANCEMENT:31,39,48		LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Landwyrm (Tundra Landwyrm) Stats	
Landwyrm (Underdark Landwyrm)			STARTFEATS:1	SIZE:L	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:12	MOVE:Walk,60,Swim,30	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Landwyrm (Underdark Landwyrm)			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|8	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Escape Artist|Gather Information|Hide|intimidate|Jump|Knowledge (Local)|Knowledge (Underdark)|Move Silently|Sense Motive|Survival	CR:8		HITDICEADVANCEMENT:19,31,36	LEVELADJUSTMENT:2	LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Landwyrm (Underdark Landwyrm) Stats	
Dragon (Battle)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:5	MOVE:Walk,60,Fly,100								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Battle)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device|TYPE=Perform		KIT:1|NG			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Battle) Stats	SORTKEY:Dragon_Planar_Battle
Dragon (Chaos)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:6	MOVE:Walk,60,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Chaos)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|CG|CN|CE			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Chaos) Stats	SORTKEY:Dragon_Planar_Chaos
Dragon (Ethereal)			STARTFEATS:1	SIZE:T	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:4	MOVE:Walk,60,Fly,60								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Ethereal)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|TN			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Ethereal) Stats	SORTKEY:Dragon_Planar_Ethereal
Dragon (Howling)			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:9	MOVE:Walk,60,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Howling)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|CE|CN			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Howling) Stats	SORTKEY:Dragon_Planar_Howling
Dragon (Oceanus)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Aquatic|Extraplanar	MONSTERCLASS:Dragon:7	MOVE:Walk,60,Fly,100,Swim,60								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Oceanus)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|NG			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Oceanus) Stats	SORTKEY:Dragon_Planar_Oceanus
Dragon (Pyroclastic)			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:7	MOVE:Walk,60,Fly,100,Climb,40,Burrow,45								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Pyroclastic)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|LE|NE			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Pyroclastic) Stats	SORTKEY:Dragon_Planar_Pyroclastic
Dragon (Radiant)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:6	MOVE:Walk,60,Fly,100,Burrow,45								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Radiant)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|LG			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Radiant) Stats	SORTKEY:Dragon_Planar_Radiant
Dragon (Rust)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:6	MOVE:Walk,60,Fly,100,Burrow,45								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Rust)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|LE|LN			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Rust) Stats	SORTKEY:Dragon_Planar_Rust
Dragon (Styx)			STARTFEATS:1	SIZE:S	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Aquatic|Extraplanar	MONSTERCLASS:Dragon:5	MOVE:Walk,60,Swim,60,Burrow,20								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Styx)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|NE			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Styx) Stats	SORTKEY:Dragon_Planar_Styx
Dragon (Tarterian)			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:8	MOVE:Walk,60,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Tarterian)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|NE|CE			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Tarterian) Stats	SORTKEY:Dragon_Planar_Tarterian
Dragon (Shadow)			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	MONSTERCLASS:Dragon:4	MOVE:Walk,80,Fly,150								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Shadow)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device		KIT:1|CE			LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Dragon (Shadow) Stats	SORTKEY:Dragon_Planar_Shadow
Squamous Spewer			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:8	MOVE:Walk,20	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*6,1d10				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Squamous Spewer			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6		BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Hide|Listen|Spot			HITDICEADVANCEMENT:8,15,24		LEGS:0	HANDS:0	SOURCEPAGE:Drac	KIT:1|Squamous Spewer Stats	
Storm Drake			STARTFEATS:1	SIZE:G	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Air	MONSTERCLASS:Dragon:30	MOVE:Walk,60,Fly,200	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d8|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Storm Drake			BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|10	MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Knowledge (Nature)|Listen|Spot|Tumble		KIT:1|TN	HITDICEADVANCEMENT:38,45		LEGS:4	HANDS:0	SOURCEPAGE:Drac	KIT:1|Storm Drake Stats	
