SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11
#														
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE		
# Class Name req	Requirements	FINE												
# Class Name skill	Skill Pts/Lvl (STARTSKILLPTS)	Class Skill (CSKILL)						define class variables (DEFINE:variable|value	FINE		HASSUBSTITUTIONLEVEL	ALLOWBASECLASS		
# Class Name spellcast	Spell Statistic (SPELLSTAT)	Spell type (SPELLTYPE)	Spellbook (SPELLBOOK/MEMORIZE)	knowspell (KNOWNSPELLS)	SPELLLIST	spell level increases (BONUS:CASTERLEVEL)								
#(level number)	ADD:SPELLCASTER o CAST	FEATAUTO proficiency	(FEATAUTO)	(SAB)	(SAB)	(DOMAIN)	(BONUS)			(DEFINE)				
CLASS:Bloodscaled Fury	HD:12	TYPE:Prestige	FACT:Abb|BlF	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:BloodscaledFuryLVL|0	BONUS:VAR|BloodscaledFuryLVL|CL	EXCLASS:Ex-Bloodscaled Fury	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Bloodscaled Fury	PRERACE:1,RACETYPE=Dragon	PREALIGN:CG,CN,CE	PRETOTALAB:22	PRESKILL:1,Intimidate=14	PREABILITY:3,CATEGORY=FEAT,Power Attack,Shock Wave,Windstorm	PREABILITY:1,CATEGORY=Special Ability,TYPE.Rage	PREABILITY:1,CATEGORY=Special Ability,Frightful Presence							
3				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Energy Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonEnergyResistance										
4				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Still Mind|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonStillMind										
4				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Natural Armor|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonNaturalArmor										
5				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Increased Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonIncreasedDR										
6				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Extra Energy Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonExtraEnergyImmunity										
7				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Overcome Weakness|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonOvercomeWeakness										
7				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Death Ward|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonDeathWard										
9				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Wholeness of Body|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonWholenessOfBody										
10				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Poison Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonPoisonImmunity										
11				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Superior Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonSuperiorDR										
														
CLASS:Sacred Warder of Bahamut	HD:10	TYPE:Prestige	FACT:Abb|SWB	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:SacredWarderOfBahamutLVL|0	BONUS:VAR|SacredWarderOfBahamutLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Sacred Warder of Bahamut	PRERACE:1,RACETYPE=Dragon	PREALIGN:LG,NG	PRETOTALAB:15	PREABILITY:2,CATEGORY=FEAT,Endure Blows,Power Attack	PRETEXT:Able to cast divine spells.	PREDOMAIN:1,Protection	PREDR:1,Magic=5							
CLASS:Sacred Warder of Bahamut	STARTSKILLPTS:2	CSKILL:Concentration|Diplomacy|Heal|Knowledge (Religion)|Sense Motive												
1				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutProficiencies										
2				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutSpellcasting										
#														
1				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Divine Conversion|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutDivineConversion										
2				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Smite Evil Dragons|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutSmiteEvilDragons										
3				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Aura of Courage|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutAuraOfCourage										
7				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Sacred Shield|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutSacredShield										
12				ABILITY:Sacred Warder of Bahamut Class Feature|AUTOMATIC|Sacred Warder of Bahamut ~ Area Sacred Shield|!PREABILITY:1,CATEGORY=ACF,TYPE.SacredWarderOfBahamutAreaSacredShield										
#														
2	ADD:SPELLCASTER|Divine													
3	ADD:SPELLCASTER|Divine													
4	ADD:SPELLCASTER|Divine													
5	ADD:SPELLCASTER|Divine													
6	ADD:SPELLCASTER|Divine													
7	ADD:SPELLCASTER|Divine													
8	ADD:SPELLCASTER|Divine													
9	ADD:SPELLCASTER|Divine													
10	ADD:SPELLCASTER|Divine													
11	ADD:SPELLCASTER|Divine													
12	ADD:SPELLCASTER|Divine													
														
CLASS:Unholy Ravager of Tiamat	HD:10	TYPE:Prestige	FACT:Abb|URT	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:UnholyRavagerOfTiamatLVL|0	BONUS:VAR|UnholyRavagerOfTiamatLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Unholy Ravager of Tiamat	PRERACE:1,RACETYPE=Dragon	PREALIGN:LE,NE	PRETOTALAB:15	PREABILITY:3,CATEGORY=FEAT,Maximize Breath,Recover Breath,Tempest Breath	PRETEXT:Able to cast divine spells.	PREDOMAIN:1,Destruction								
CLASS:Unholy Ravager of Tiamat	STARTSKILLPTS:2	CSKILL:Climb|Concentration|Intimidate|Jump|Knowledge (Arcana)|Knowledge (Religion)|Spellcraft|Survival|Swim												
1				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatProficiencies										
2				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatSpellcasting										
#														
1				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Divine Conversion|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatDivineConversion										
1				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Smite|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatSmite										
2				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Breath Weapon Substitution|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatBreathWeaponSubstitution										
3				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Aura of Despair|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatAuraOfDespair										
7				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Profane Blast|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatProfaneBlast										
12				ABILITY:Unholy Ravager of Tiamat Class Feature|AUTOMATIC|Unholy Ravager of Tiamat ~ Mass Profane Blast|!PREABILITY:1,CATEGORY=ACF,TYPE.UnholyRavagerOfTiamatMassProfaneBlast										
#														
2	ADD:SPELLCASTER|Divine													
3	ADD:SPELLCASTER|Divine													
4	ADD:SPELLCASTER|Divine													
5	ADD:SPELLCASTER|Divine													
6	ADD:SPELLCASTER|Divine													
7	ADD:SPELLCASTER|Divine													
8	ADD:SPELLCASTER|Divine													
9	ADD:SPELLCASTER|Divine													
10	ADD:SPELLCASTER|Divine													
11	ADD:SPELLCASTER|Divine													
12	ADD:SPELLCASTER|Divine													

CLASS:Sorcerer.MOD
1	ABILITY:Special Ability|AUTOMATIC|Sorcerer ~ Caster Level Bonus

CLASS:Dracolyte	HD:8	TYPE:Prestige	FACT:Abb|Dly	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DracolyteLVL|0	BONUS:VAR|DracolyteLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dracolyte	!PRERACE:1,RACETYPE=Dragon	PREABILITY:2,CATEGORY=FEAT,Dragonfriend,Toughness	PRESKILL:2,Concentration=8,Knowledge (Religion)=8	PRESKILL:2,Diplomacy=4,Knowledge (Arcana)=4	PRELANG:1,Draconic	PRETEXT:Able to cast 2nd-level divine spells.								
CLASS:Dracolyte	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|Diplomacy|Heal|Jump|Knowledge (Arcana)|Knowledge (Religion)|Spellcraft												
1				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteProficiencies										
1				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteSpellcasting										
1				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Prestige Domain|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolytePrestigeDomain										
#														
3				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Alertness|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteAlertness										
5				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Foster Dragon|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteFosterDragon										
7				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Immunities|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteImmunities										
9				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Keen Senses|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteKeenSenses										
10				ABILITY:Dracolyte Class Feature|AUTOMATIC|Dracolyte ~ Summon Dragon|!PREABILITY:1,CATEGORY=ACF,TYPE.DracolyteSummonDragon										
#														
1						DOMAIN:Glory|PREMULT:1,[PREALIGN:LG,NG,CG],[PREMULT:2,[PREALIGN:TN],[PREABILITY:1,CATEGORY=Special Ability,Turn Undead]]	DOMAIN:Domination|PREMULT:1,[PREALIGN:LE,NE,CE],[PREMULT:2,[PREALIGN:TN],[PREABILITY:1,CATEGORY=Special Ability,Rebuke Undead]]							
#														
1	ADD:SPELLCASTER|Divine													
2	ADD:SPELLCASTER|Divine													
3	ADD:SPELLCASTER|Divine													
4	ADD:SPELLCASTER|Divine													
5	ADD:SPELLCASTER|Divine													
6	ADD:SPELLCASTER|Divine													
7	ADD:SPELLCASTER|Divine													
8	ADD:SPELLCASTER|Divine													
9	ADD:SPELLCASTER|Divine													
10	ADD:SPELLCASTER|Divine													
														
CLASS:Dragonkith	HD:8	TYPE:Prestige	FACT:Abb|Dkt	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonkithLVL|0	BONUS:VAR|DragonkithLVL|CL	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragonkith	PRETOTALAB:8	PREABILITY:2,CATEGORY=FEAT,Alertness,Endurance	PRESKILL:1,Knowledge (Arcana)=4	PRELANG:1,Draconic	PRETEXT:Must be chosen by a dragon of the same alignment. If a dragonkith ever ceases its relationship with the dragon, or the dragon dies, the character loses all special abilities gained from this prestige class.									
CLASS:Dragonkith	STARTSKILLPTS:4	CSKILL:Bluff|TYPE.Craft|Diplomacy|Intimidate|TYPE.Knowledge|TYPE.Profession|Search|Spot												
1				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithProficiencies										
#														
1				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Scales|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithScales										
1				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Telepathic Plea|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithTelepathicPlea										
2				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Mighty Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithMightyAttack										
3				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Detect Treasure|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithDetectTreasure										
3				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Energy Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithEnergyResistance										
4				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Telepathic Link|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithTelepathicLink										
6				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Sorcerous Knack|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithSorcerousKnack										
9				ABILITY:Dragonkith Class Feature|AUTOMATIC|Dragonkith ~ Share Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonkithShareSpells										
														
CLASS:Dragonrider	HD:10	TYPE:Prestige	FACT:Abb|Dgr	MAXLEVEL:5	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonriderLVL|0	BONUS:VAR|DragonriderLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragonrider	PRETOTALAB:5	PREABILITY:2,CATEGORY=FEAT,Mounted Combat,Skill Focus (Ride)	PRESKILL:2,Diplomacy=4,Handle Animal=4	PRESKILL:1,Ride=8	PRELANG:1,Draconic									
CLASS:Dragonrider	STARTSKILLPTS:2	CSKILL:Balance|Concentration|Diplomacy|Handle Animal|Jump|Ride|Spot|Tumble												
1				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderProficiencies										
#														
1				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Dragonriding|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderDragonriding										
1				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Immune to Frightful Presence|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderImmuneToFrightfulPresence										
2				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Mounted Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderMountedSpellcasting										
3				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Bonus Feats|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderBonusFeats										
4				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Flyby Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderFlybyAttack										
5				ABILITY:Dragonrider Class Feature|AUTOMATIC|Dragonrider ~ Spur Mount|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonriderSpurMount										
														
CLASS:Dragonslayer	HD:10	TYPE:Prestige	FACT:Abb|Drs	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonslayerLVL|0	BONUS:VAR|DragonslayerLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragonslayer	PRETOTALAB:5	PREABILITY:2,CATEGORY=FEAT,Dodge,Iron Will	PRESKILL:1,Tumble=2											
CLASS:Dragonslayer	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Intimidate|Knowledge (Arcana)|Jump|Search|Tumble												
1				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerProficiencies										
1				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerSpellcasting										
#														
1				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Aura of Courage|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerAuraOfCourage										
1				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Damage Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerDamageBonus										
2				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Overcome Draconic Spell Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerOvercomeDraconicSpellResistance										
3				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerDR										
5				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Energy Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerEnergyResistance										
6				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Lightning Reflexes|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerLightningReflexes										
7				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ Improved Critical|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerImprovedCritical										
10				ABILITY:Dragonslayer Class Feature|AUTOMATIC|Dragonslayer ~ True Strike|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonslayerTrueStrike										
#														
1	ADD:SPELLCASTER|ANY													
3	ADD:SPELLCASTER|ANY													
5	ADD:SPELLCASTER|ANY													
7	ADD:SPELLCASTER|ANY													
9	ADD:SPELLCASTER|ANY													
														
CLASS:Dragonsong Lyrist	HD:6	TYPE:Prestige	FACT:Abb|DLy	MAXLEVEL:5	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonsongLyristLVL|0	BONUS:VAR|DragonsongLyristLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragonsong Lyrist	PREALIGN:LG,LN,NG,TN,CG,CN	PREABILITY:1,CATEGORY=FEAT,Dragonsong	PRESKILL:3,Concentration=5,Diplomacy=5,Knowledge (Arcana)=5	PRESKILL:1,Perform (Oratory)=10,Perform (Sing)=10	PRELANG:1,Draconic									
CLASS:Dragonsong Lyrist	STARTSKILLPTS:4	CSKILL:Bluff|Concentration|TYPE.Craft|Diplomacy|Knowledge (Arcana)|Listen|TYPE.Perform|Sense Motive												
1				ABILITY:Dragonsong Lyrist Class Feature|AUTOMATIC|Dragonsong Lyrist ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonsongLyristProficiencies										
1				ABILITY:Dragonsong Lyrist Class Feature|AUTOMATIC|Dragonsong Lyrist ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonsongLyristSpellcasting										
#														
1				ABILITY:Dragonsong Lyrist Class Feature|AUTOMATIC|Dragonsong Lyrist ~ Greater Dragonsong|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonsongLyristGreaterDragonsong										
#														
2	ADD:SPELLCASTER|ANY													
4	ADD:SPELLCASTER|ANY													
														
CLASS:Dragonstalker	HD:8	TYPE:Prestige	FACT:Abb|Dst	MAXLEVEL:10	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonstalkerLVL|0	BONUS:VAR|DragonstalkerLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragonstalker	PRETOTALAB:5	PREABILITY:2,CATEGORY=FEAT,Blind-Fight,Track	PRESKILL:2,Gather Information=4,Knowledge (Arcana)=4	PRESKILL:3,Hide=6,Move Silently=6,Search=6	PRELANG:1,Draconic									
CLASS:Dragonstalker	STARTSKILLPTS:4	CSKILL:Bluff|Climb|TYPE.Craft|Diplomacy|Disguise|Gather Information|Hide|Jump|Knowledge (Arcana)|Knowledge (Local)|Listen|Move Silently|Search|Spot|Survival												
1				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkerProficiencies										
#														
1				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Hunting Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkerHuntingBonus										
2				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Sneak Attack (Dragon)|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkeSneakAttackDragon										
3				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Ignore Natural Armor|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkeIgnoreNaturalArmor										
5				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Hide Scent|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkeHideScent										
9				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Foil Blindsense|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkeFoilBlindsense										
10				ABILITY:Dragonstalker Class Feature|AUTOMATIC|Dragonstalker ~ Dragonstrike|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonstalkeDragonstrike										
														
