SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Skills	CATEGORY:Special Ability	TYPE:SwarmHoardScarabSwarmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Hoard scarabs have a +4 racial bonus on Listen checks. Hoard scarabs have a +4 racial bonus on Hide checks when they are concealed among coins (at least 10 coins for an individual scarab, or at least 10,000 coins for a swarm). A hoard scarab has a +8 racial bonus on Climb checks and can always choose to take 10 on Climb checks, even if rushed or threatened.	KEY:Swarm (Hoard Scarab Swarm) ~ Skills									BONUS:SKILL|Listen|4|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Desert Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmDesertLandwyrmRaceTrait	AUTO:LANG|Draconic|Common																												
Desert Adaptation	CATEGORY:Special Ability	TYPE:LandwyrmDesertLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Desert landwyrms can go without water for a number of days equal to their Constitution score. Even after this point, they need only make a Constitution check each day (rather than each hour, as noted in Starvation and Thirst, page 304 of the Dungeon Master's Guide) to avoid taking nonlethal damage from thirst. They take no nonlethal damage from heat exposure (though they take damage from fire normally). They suffer no ill effects from being caught in dust storms or sandstorms (including their own sandstorm attack; see below).	KEY:Landwyrm (Desert Landwyrm) ~ Desert Adaptation																											SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmDesertLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Desert Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|160							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Sandstorm	CATEGORY:Special Ability	TYPE:LandwyrmDesertLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a standard action, a desert landwyrm can create a small sandstorm by kicking up sand, dust, and debris in a 120-foot-radius spread centered on itself. Any creature in the affected area must succeed on a DC %1 Fortitude save or be blinded for 1d6 rounds. This ability only functions in deserts or areas with similar quantities of dust or sand.	KEY:Landwyrm (Desert Landwyrm) ~ Sandstorm				DEFINE:SandstormDC|0					BONUS:VAR|SandstormDC|DefaultDCCon	BONUS:VAR|SandstormDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Sandstorm)								ABILITY:Ability Focus|AUTOMATIC|Sandstorm									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmDesertLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Desert landwyrms have a +4 racial bonus on Spot checks. *They have a +4 racial bonus on Hide checks when in temperate or warm desert environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Desert Landwyrm) ~ Skill									BONUS:SKILL|Spot|4|TYPE=Racial	BONUS:SITUATION|Hide=Temperate desert environment|4|TYPE=Racial	BONUS:SITUATION|Hide=Warm desert environment|4|TYPE=Racial																SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Forest Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmForestLandwyrmRaceTrait	AUTO:LANG|Draconic|Gnome|Sylvan|Common																												
Commune with Nature	CATEGORY:Special Ability	TYPE:LandwyrmForestLandwyrmRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Landwyrm (Forest Landwyrm) ~ Commune with Nature																		SPELLS:Innate|TIMES=1|CASTERLEVEL=16|Commune with Nature									SOURCEPAGE:Drac
Forest Adaptation	CATEGORY:Special Ability	TYPE:LandwyrmForestLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Forest landwyrms can ignore any concealment provided by foliage.	KEY:Landwyrm (Forest Landwyrm) ~ Forest Adaptation																											SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmForestLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Forest Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|80							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmForestLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Forest landwyrms have a +4 racial bonus on Climb checks. *They have a +4 racial bonus on Hide checks when in cold or temperate forest environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Forest Landwyrm) ~ Skill									BONUS:SKILL|Climb|4|TYPE=Racial	BONUS:SITUATION|Hide=Cold forest environment|4|TYPE=Racial	BONUS:SITUATION|Hide=Temperate forest environment|4|TYPE=Racial																SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Hill Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmHillLandwyrmRaceTrait	AUTO:LANG|Draconic|Goblin|Common																												
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmHillLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Hill Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|100							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Improved Grab	CATEGORY:Special Ability	TYPE:LandwyrmHillLandwyrmRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, a hill landwyrm must hit a creature of its size or smaller with a claw attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity.	KEY:Landwyrm (Hill Landwyrm) ~ Improved Grab																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmHillLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*Hill landwyrms have a +4 racial bonus on Hide checks when in hills terrain. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Hill Landwyrm) ~ Skill									BONUS:SITUATION|Hide=Hill terrain|4|TYPE=Racial																		SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Jungle Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmJungleLandwyrmRaceTrait	AUTO:LANG|Draconic|Common																			ABILITY:FEAT|AUTOMATIC|Rend									
Disease	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The wounds caused by a jungle landwyrm's claws may become infected with red ache disease (DC %1; incubation 1d3 days; damage 1d6 Strength). The save DC is Constitution-based.|DiseaseDC	KEY:Landwyrm (Jungle Landwyrm) ~ Disease				DEFINE:DiseaseDC|0					BONUS:VAR|DiseaseDC|DefaultDCCon	BONUS:VAR|DiseaseDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Disease)								ABILITY:Ability Focus|AUTOMATIC|Disease									SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Jungle Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|140							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Rend	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:Extra damage 2d10+15.	KEY:Landwyrm (Jungle Landwyrm) ~ Rend									BONUS:VAR|RendDice|2	BONUS:VAR|RendDieSize|10|TYPE=Base																	SOURCEPAGE:Drac
Snatch	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Against Small or smaller creatures, bite for 2d8+10/round or claw for 2d6+5/round.	KEY:Landwyrm (Jungle Landwyrm) ~ Snatch																											SOURCEPAGE:Drac
Jungle Adaptation	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Jungle landwyrms can ignore any concealment provided by foliage.	KEY:Landwyrm (Jungle Landwyrm) ~ Jungle Adaptation																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmJungleLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*Jungle landwyrms have a +4 racial bonus on Hide checks when in warm forest (or jungle) environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Jungle Landwyrm) ~ Skill									BONUS:SITUATION|Hide=Warm forest environment|4|TYPE=Racial	BONUS:SITUATION|Hide=Jungle environment|4|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Mountain Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmMountainLandwyrmRaceTrait	AUTO:LANG|Draconic|Dwarven|Giant|Common																												
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmMountainLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Mountain Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|200							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Snatch	CATEGORY:Special Ability	TYPE:LandwyrmMountainLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Against Large or smaller creatures, bite for 4d8+16/round or claw for 4d6+8/round.	KEY:Landwyrm (Mountain Landwyrm) ~ Snatch																											SOURCEPAGE:Drac
Thunderous Roar	CATEGORY:Special Ability	TYPE:LandwyrmMountainLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day a mountain landwyrm can emit a thunderous roar. This is the equivalent of a greater shout spell. Caster level 20th.	KEY:Landwyrm (Mountain Landwyrm) ~ Thunderous Roar																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmMountainLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*Mountain landwyrms have a +4 racial bonus on Hide checks when in mountain terrain. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Mountain Landwyrm) ~ Skill									BONUS:SITUATION|Hide=Mountains terrain|4|TYPE=Racial																		SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Plains Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmPlainsLandwyrmRaceTrait	AUTO:LANG|Draconic|Common																												
Burst of Speed	CATEGORY:Special Ability	TYPE:LandwyrmPlainsLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, a plains landwyrm may activate a burst of speed as a free action. This doubles its speed for 5 rounds, after which it is fatigued for 10 minutes. It usually uses this ability to escape from danger.	KEY:Landwyrm (Plains Landwyrm) ~ Burst of Speed																											SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmPlainsLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Plains Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|40							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Poison	CATEGORY:Special Ability	TYPE:LandwyrmPlainsLandwyrmRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 STR, secondary damage 2d6 STR. The save DC is Constitution-based.|PoisonDC	KEY:Landwyrm (Plains Landwyrm) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmPlainsLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*Plains landwyrms have a +4 racial bonus on Hide checks when in temperate or warm plains environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Plains Landwyrm) ~ Skill									BONUS:SITUATION|Hide=Temperate plains environment|4|TYPE=Racial	BONUS:SITUATION|Hide=Warm plains environment|4|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Swamp Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmSwampLandwyrmRaceTrait|Resistance to Acid	AUTO:LANG|Draconic|Common										BONUS:VAR|AcidResistanceBonus|30|TYPE=Resistance																		
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmSwampLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Swamp Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|180							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Hypnotic Gaze	CATEGORY:Special Ability	TYPE:LandwyrmSwampLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A swamp landwyrm can hypnotize its prey just by looking into its eyes. This is similar to a gaze attack, except that the landwyrm must use a standard action, and those merely looking at the creature are not affected. Anyone the landwyrm targets must succeed on a DC %1 Will save or be hypnotized (as the hypnotism spell, except it affects a single target whose Hit Dice do not exceed the landwyrm's). If a landwyrm uses this ability in combat, the target gains a +2 bonus on the save. The effect has a range of 60 feet and lasts for 10 rounds.|HypnoticGazeDC	KEY:Landwyrm (Swamp Landwyrm) ~ Hypnotic Gaze				DEFINE:HypnoticGazeDC|0					BONUS:VAR|HypnoticGazeDC|DefaultDCCha	BONUS:VAR|HypnoticGazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Hypnotic Gaze)								ABILITY:Ability Focus|AUTOMATIC|Hypnotic Gaze									SOURCEPAGE:Drac
Snatch	CATEGORY:Special Ability	TYPE:LandwyrmSwampLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Against Medium or smaller creatures, bite for 4d6+14/round or claw for 2d8+7/round.	KEY:Landwyrm (Swamp Landwyrm) ~ Snatch																											SOURCEPAGE:Drac
Amphibious	CATEGORY:Special Ability	TYPE:LandwyrmSwampLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although swamp landwyrms are aquatic, they can survive indefinitely on land.	KEY:Landwyrm (Swamp Landwyrm) ~ Amphibious																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmSwampLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A swamp landwyrm has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line. *Swamp landwyrms have a +4 racial bonus on Hide checks when in swamp environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Swamp Landwyrm) ~ Skill									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial	BONUS:SITUATION|Hide=Swamp environment|4|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Tundra Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmTundraLandwyrmRaceTrait|Resistance to Cold	AUTO:LANG|Draconic|Common										BONUS:VAR|ColdResistanceBonus|20|TYPE=Resistance	BONUS:VAR|TremorsenseRange|60|TYPE=Base																	
Blood Drain	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a tundra landwyrm gets a hold on a living foe, it can drain blood with a successful grapple check. Each successful grapple check deals 1d6 points of Constitution damage to its target. A single landwyrm can deal as many points of Constitution damage in a day as it has Hit Dice.	KEY:Landwyrm (Tundra Landwyrm) ~ Blood Drain																											SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Tundra Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|120							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Improved Grab	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, a tundra landwyrm must hit a creature of its size or smaller with a claw attack. If it gets a hold, it can attempt to draw blood. It can also attempt to start a grapple as a free action without provoking an attack of opportunity.	KEY:Landwyrm (Tundra Landwyrm) ~ Improved Grab																											SOURCEPAGE:Drac
Snatch	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Against Small or smaller creatures, bite for 2d8+8/round or claw for 2d6+4/round.	KEY:Landwyrm (Tundra Landwyrm) ~ Snatch																											SOURCEPAGE:Drac
Tundra Adaptation	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Tundra landwyrms take no nonlethal damage from exposure to low temperatures (though this ability doesn't affect normal cold-based damage). They suffer no ill effects (such as penalties on Spot checks) from snow or sleet and can walk across icy surfaces without needing to make a Balance check.	KEY:Landwyrm (Tundra Landwyrm) ~ Tundra Adaptation																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmTundraLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:*Tundra landwyrms have a +4 racial bonus on Hide checks when in cold desert or plains environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Tundra Landwyrm) ~ Skills									BONUS:SITUATION|Hide=Cold desert environment|4|TYPE=Racial	BONUS:SITUATION|Hide=Cold plains environment|4|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Landwyrm (Underdark Landwyrm)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Landwyrm Subtraits|TYPE=LandwyrmUnderdarkLandwyrmRaceTrait	AUTO:LANG|Draconic|Undercommon|Common																												
Blindsense	CATEGORY:Special Ability	TYPE:LandwyrmUnderdarkLandwyrmRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An Underdark landwyrm's extraordinary powers of scent and echolocation allow it to pinpoint the location of any living creature within 60 feet.	KEY:Landwyrm (Underdark Landwyrm) ~ Blindsense									BONUS:VAR|BlindsenseRange|60|TYPE=Base																		SOURCEPAGE:Drac
Frightful Presence	CATEGORY:Special Ability	TYPE:LandwyrmUnderdarkLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC	KEY:Landwyrm (Underdark Landwyrm) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|60							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:Drac
Obscuring Mist	CATEGORY:Special Ability	TYPE:LandwyrmUnderdarkLandwyrmRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Three times per day, an Underdark landwyrm can exhale a cloud of obscuring mist (as the spell, caster level equals landwyrm's HD).	KEY:Landwyrm (Underdark Landwyrm) ~ Obscuring Mist																											SOURCEPAGE:Drac
Wounding	CATEGORY:Special Ability	TYPE:LandwyrmUnderdarkLandwyrmRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An Underdark landwyrm's claws deal bleeding wounds, similar to those caused by a wounding weapon. In addition to hit point damage, a claw attack deals 1 point of Constitution damage when it hits a creature. A critical hit does not multiply the Constitution damage. Creatures immune to critical hits are immune to this Constitution damage.	KEY:Landwyrm (Underdark Landwyrm) ~ Wounding																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:LandwyrmUnderdarkLandwyrmRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An underdark landwyrm has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line. Underdark landwyrms have a +4 racial bonus on Move Silently checks. *They have a +4 racial bonus on Hide checks when in rocky, underground environments. This bonus on Hide checks increases to +8 when the landwyrm is immobile.	KEY:Landwyrm (Underdark Landwyrm) ~ Skills									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial	BONUS:SKILL|Move Silently|4|TYPE=Racial	BONUS:SITUATION|Hide=Rocky underground environment|4|TYPE=Racial																SOURCEPAGE:Drac
																																
Race Traits ~ Dragon (Battle)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Planar Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL-2)/3					ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Breath Weapon|Immunity to Sonic	ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Protection from Evil|PREVARGTEQ:DragonAgeCategory,2		ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Aid|Dragon (Battle Dragon) ~ Shield Other|PREVARGTEQ:DragonAgeCategory,4	ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Frightful Presence|PREVARGTEQ:DragonAgeCategory,5	ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Inspire Courage|PREVARGTEQ:DragonAgeCategory,6		BONUS:VAR|FastHealing|2|TYPE=Base|PREVARGTEQ:DragonAgeCategory,8		ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Battle Fury|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Battle Dragon) ~ Heroes' Feast|PREVARGTEQ:DragonAgeCategory,12							
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm							
CATEGORY=Internal|Race Traits ~ Dragon (Battle).MOD														BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,12							
#LevelAdj																																
CATEGORY=Internal|Race Traits ~ Dragon (Battle).MOD														BONUS:VAR|DragonLevelAdjustment|2|PREVAREQ:DragonAgeCategory,1	BONUS:VAR|DragonLevelAdjustment|3|PREVAREQ:DragonAgeCategory,2	BONUS:VAR|DragonLevelAdjustment|4|PREVAREQ:DragonAgeCategory,3	BONUS:VAR|DragonLevelAdjustment|4|PREVAREQ:DragonAgeCategory,4															
#size																																
CATEGORY=Internal|Race Traits ~ Dragon (Battle).MOD														BONUS:VAR|DragonSizeGroup|1|TYPE=Base																		
CATEGORY=Internal|Race Traits ~ Dragon (Battle).MOD														BONUS:VAR|DragonDefaultFlySpeed|1|TYPE=NotStandard		BONUS:MOVEADD|TYPE.Fly|50|PREVARGTEQ:DragonAgeCategory,3								BONUS:MOVEADD|TYPE.Fly|50|PREVARGTEQ:DragonAgeCategory,11								
