SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-03
						
# Template Name	VISIBLE:	AUTO:LANG|	LANGBONUS:	REGION:		
Unther ~ Planetouched (Aasimar)	VISIBLE:NO	AUTO:LANG|Untheric	LANGBONUS:Abyssal,Chessentan,Dwarven,Orc,Shaaran	REGION:Unther	PRERACE:1,Planetouched (Aasimar)	SOURCEPAGE:PgtF
Unther ~ Planetouched (Fire Genasi)	VISIBLE:NO	AUTO:LANG|Untheric	LANGBONUS:Abyssal,Chessentan,Dwarven,Orc,Shaaran	REGION:Unther	PRERACE:1,Planetouched (Fire Genasi)	SOURCEPAGE:PgtF
Unther ~ Planetouched (Tiefling)	VISIBLE:NO	AUTO:LANG|Untheric	LANGBONUS:Abyssal,Chessentan,Dwarven,Orc,Shaaran	REGION:Unther	PRERACE:1,Planetouched (Tiefling)	SOURCEPAGE:PgtF
Ashane ~ Spirit Folk	VISIBLE:NO	AUTO:LANG|Rashemi|Sylvan	LANGBONUS:Aquan,Auran,Giant,Goblin,Mulhorandi,Rashemi,Shou,Tuigan	REGION:Ashane	PRERACE:1,Spirit Folk	SOURCEPAGE:PgtF
Earthfast Mountains ~ Bugbear	VISIBLE:NO	AUTO:LANG|Goblin	LANGBONUS:Damaran,Dwarven,Giant,Orc,Undercommon	REGION:Earthfast Mountains	PRERACE:1,Bugbear	SOURCEPAGE:PgtF
Earthfast Mountains ~ Goblin	VISIBLE:NO	AUTO:LANG|Goblin	LANGBONUS:Damaran,Dwarven,Giant,Orc,Undercommon	REGION:Earthfast Mountains	PRERACE:1,Goblin	SOURCEPAGE:PgtF
Earthfast Mountains ~ Hobgoblin	VISIBLE:NO	AUTO:LANG|Goblin	LANGBONUS:Damaran,Dwarven,Giant,Orc,Undercommon	REGION:Earthfast Mountains	PRERACE:1,Hobgoblin	SOURCEPAGE:PgtF
Forest of Lethyr ~ Volodni	VISIBLE:NO	AUTO:LANG|Damaran|Sylvan	LANGBONUS:Draconic,Goblin,Mulhorandi,Orc,Rashemi,Treant	REGION:Forest of Lethyr	PRERACE:1,Volodni	SOURCEPAGE:PgtF
Icerim Mountains ~ Taer	VISIBLE:NO	AUTO:LANG|Giant	LANGBONUS:Auran,Damaran,Dwarven,Rashemi,Tuigan	REGION:Icerim Mountains	PRERACE:1,Taer	SOURCEPAGE:PgtF
Plateau of Thay ~ Centaur	VISIBLE:NO	AUTO:LANG|Gnoll	LANGBONUS:Abyssal,Draconic,Goblin,Infernal,Mulhorandi,Rashemi	REGION:Plateau of Thay	PRERACE:1,Centaur	SOURCEPAGE:PgtF
Plateau of Thay ~ Gnoll	VISIBLE:NO	AUTO:LANG|Gnoll	LANGBONUS:Abyssal,Draconic,Goblin,Infernal,Mulhorandi,Rashemi	REGION:Plateau of Thay	PRERACE:1,Gnoll	SOURCEPAGE:PgtF
Shaar ~ Wemic	VISIBLE:NO	AUTO:LANG|Sylvan	LANGBONUS:Dwarven,Gnoll,Halfling,Shaaran,Untheric	REGION:Shaar	PRERACE:1,Wemic	SOURCEPAGE:PgtF
Sphur Upra ~ Gloaming	VISIBLE:NO	AUTO:LANG|Undercommon	LANGBONUS:Aquan,Draconic,Dwarven,Elven,Sylvan,Terran	REGION:Sphur Upra	PRERACE:1,Gloaming	SOURCEPAGE:PgtF
Stormhorns ~ Aarakokra	VISIBLE:NO	AUTO:LANG|Auran	LANGBONUS:Chondathan,Draconic,Elven,Orc,Sylvan	REGION:Stormhorns	PRERACE:1,Aarakokra	SOURCEPAGE:PgtF
Surkh ~ Lizardfolk	VISIBLE:NO	AUTO:LANG|Draconic	LANGBONUS:Aquan,Chondathan,Goblin,Illuskan,Orc	REGION:Surkh	PRERACE:1,Lizardfolk	SOURCEPAGE:PgtF
Underdark (Deep Imaskar) ~ Deep Imaskari	VISIBLE:NO	AUTO:LANG|Roushoum	LANGBONUS:Abyssal,Aquan,Celestial,Draconic,Terran,Undercommon	REGION:Underdark (Deep Imaskar)	PRERACE:1,Deep Imaskari	SOURCEPAGE:PgtF
Underdark (Fluvenilstra) ~ Slyth	VISIBLE:NO	AUTO:LANG|Undercommon	LANGBONUS:Aquan,Dwarven,Elven,Gnome,Terran	REGION:Underdark (Fluvenistra)	PRERACE:1,Slyth	SOURCEPAGE:PgtF
Underdark (Reeshov) ~ Grimlock	VISIBLE:NO	AUTO:LANG|Terran|Undercommon	LANGBONUS:Abyssal,Elven,Kuo-Toan,Orc	REGION:Underdark (Reeshov)	PRERACE:1,Grimlock	SOURCEPAGE:PgtF
Underdark (Sloopdilmonpolop) ~ Kuo-Toa	VISIBLE:NO	AUTO:LANG|Kuo-Toan|Undercommon	LANGBONUS:Aquan,Draconic,Dwarven,Elven	REGION:Underdark (Sloopdilmonpolop)	PRERACE:1,Kuo-Toa	SOURCEPAGE:PgtF
Underdark (Yathchol) ~ Chitine	VISIBLE:NO	AUTO:LANG|Undercommon	LANGBONUS:Drow Sign Language,Elven,Kuo-Toan,Orc	REGION:Underdark (Yathchol)	PRERACE:1,Chitine	SOURCEPAGE:PgtF


###
Human ~ Narfell Region A1 ~ Light Horse	VISIBLE:NO	BONUS:FOLLOWERS|Mount|1		SOURCEPAGE:PgtF
Human ~ Hordelands Region B1 ~ Light Horse	VISIBLE:NO	BONUS:FOLLOWERS|Mount|1		SOURCEPAGE:PgtF
Human ~ Ride Region A1 ~ Light Horse	VISIBLE:NO	BONUS:FOLLOWERS|Mount|1		SOURCEPAGE:PgtF
Human ~ Shaar Region A1 ~ Light Horse	VISIBLE:NO	BONUS:FOLLOWERS|Mount|1		SOURCEPAGE:PgtF
Dwarf ~ Great Glacier Region B1 ~ Riding Dog	VISIBLE:NO	BONUS:FOLLOWERS|Mount|1		SOURCEPAGE:PgtF
