SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:03-2004												
															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
3				ABILITY:Harper Agent Class Feature|AUTOMATIC|Harper Agent ~ Tymora's Smile|!PREABILITY:1,CATEGORY=ACF,TYPE.HarperAgentTymoraSSmile											
4				ABILITY:Harper Agent Class Feature|AUTOMATIC|Harper Agent ~ Lurue's voice|!PREABILITY:1,CATEGORY=ACF,TYPE.HarperAgentLurueSVoice											
5				ABILITY:Harper Agent Class Feature|AUTOMATIC|Harper Agent ~ Mystra's Boon|!PREABILITY:1,CATEGORY=ACF,TYPE.HarperAgentMystraSBoon											
#															
2	ADD:SPELLCASTER|ANY														
3	ADD:SPELLCASTER|ANY														
4	ADD:SPELLCASTER|ANY														
5	ADD:SPELLCASTER|ANY														
															
CLASS:Ex-Harper Agent	HD:6	TYPE:Prestige	FACT:Abb|XHra	MAXLEVEL:5	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	VISIBLE:NO	DEFINE:HarperAgentLVL|0	BONUS:VAR|HarperAgentLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Harper Agent	STARTSKILLPTS:6	CSKILL:Appraise|Bluff|Climb|TYPE.Craft|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Sense Motive|Sleight of Hand|Speak Language|Survival|Swim|Tumble													
1				ABILITY:Harper Agent Class Feature|AUTOMATIC|Harper Agent ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HarperAgentProficiencies											
1				ABILITY:Harper Agent Class Feature|AUTOMATIC|Harper Agent ~ Spells per Day											
#															
2	ADD:SPELLCASTER|ANY														
3	ADD:SPELLCASTER|ANY														
4	ADD:SPELLCASTER|ANY														
5	ADD:SPELLCASTER|ANY														
															
CLASS:Hathran	HD:4	TYPE:Prestige	FACT:Abb|Hth	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	EXCLASS:Ex-Harthran	DEFINE:HathranLVL|0	BONUS:VAR|HathranLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Hathran	PREALIGN:LG,LN,NG	PREGENDER:F	PREREGION:Rashemen	PRESKILL:1,Knowledge (Rashemen)=4	PREABILITY:2,CATEGORY=FEAT,Ethran,Leadership	PRETEXT:Able to cast 4th-level arcane or divine spells.	PREDEITY:1,Chauntea,Mielikki,Mystra	PREMULT:2,[PREABILITY:1,CATEGORY=FEAT,Scribe Scroll],[PREABILITY:1,CATEGORY=FEAT,TYPE.ItemCreation]	PRETEXT:The candidate must be a member in good standing of the Witches of Rashemen, and she may not possess any item creation feats other than Scribe Scroll.	PREABILITY:1,CATEGORY=Guild Category,Witches of Rashemen					
CLASS:Hathran	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|TYPE.Knowledge|TYPE.Perform|TYPE.Profession|Speak Language|Spellcraft|Survival|Swim													
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranProficiencies											
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spells per Day|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpellsPerDay											
#															
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Leadership Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranLeadershipBonus											
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Rashemi Spirit Magic|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranRashemiSpiritMagic											
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Taboo|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranTaboo											
2				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Speech|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritSpeech											
3				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Awe of the Wychlaran|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranAweOfTheWychlaran											
3				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Universal Spirit Magic|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranUniversalSpiritMagic											
4				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Concordat|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritConcordat											
5				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Circle Leader|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranCircleLeader											
8				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Dominion|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritDominion											
10				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Great Circle Leader|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranGreatCircleLeader											
															
CLASS:Ex-Hathran	HD:4	TYPE:Prestige	FACT:Abb|Hth	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	VISIBLE:NO	DEFINE:HathranLVL|0	BONUS:VAR|HathranLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Hathran	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|TYPE.Knowledge|TYPE.Perform|TYPE.Profession|Speak Language|Spellcraft|Survival|Swim													
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranProficiencies											
1				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spells per Day|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpellsPerDay											
#															
2				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Speech|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritSpeech											
3				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Universal Spirit Magic|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranUniversalSpiritMagic											
4				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Concordat|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritConcordat											
8				ABILITY:Hathran Class Feature|AUTOMATIC|Hathran ~ Spirit Dominion|!PREABILITY:1,CATEGORY=ACF,TYPE.HathranSpiritDominion											
															
CLASS:Incantatrix	HD:4	TYPE:Prestige	FACT:Abb|Inc	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:IncantatrixLVL|0	BONUS:VAR|IncantatrixLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Incantatrix	PRESKILL:1,Concentration=4	PRESKILL:2,Knowledge (Arcana)=8,Spellcraft=8	PREABILITY:1,CATEGORY=FEAT,Iron Will	PREABILITY:1,CATEGORY=FEAT,TYPE=Metamagic	PRETEXT:Able to cast 3rd-level arcane spells.	PRETEXT:The candidate cannot have abjuration as a prohibited school.									
CLASS:Incantatrix	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Heal|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|TYPE.Profession|Spellcraft													
1				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixProficiencies											
1				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Spells per Day|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixSpellsPerDay											
#															
1				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Focused Studies|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixFocusedStudies											
2				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Cooperative Metamagic|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixCooperativeMetamagic											
3				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Metamagic Effect|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixMetamagicEffect											
5				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Metamagic Spell Trigger|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixMetamagicSpellTrigger											
6				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Seize Concentration|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixSeizeConcentration											
7				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Instant Metamagic|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixInstantMetamagic											
8				ABILITY:Incantatrix Class Feature|AUTOMATIC|Incantatrix ~ Snatch Spell|!PREABILITY:1,CATEGORY=ACF,TYPE.IncantatrixSnatchSpell											
1	PROHIBITSPELL:SCHOOL.Abjuration|PREVARGTEQ:IncantatrixProhibitAbjuration,1														
1	PROHIBITSPELL:SCHOOL.Conjuration|PREVARGTEQ:IncantatrixProhibitConjuration,1														
1	PROHIBITSPELL:SCHOOL.Divination|PREVARGTEQ:IncantatrixProhibitDivination,1														
1	PROHIBITSPELL:SCHOOL.Enchantment|PREVARGTEQ:IncantatrixProhibitEnchantment,1														
1	PROHIBITSPELL:SCHOOL.Evocation|PREVARGTEQ:IncantatrixProhibitEvocation,1														
1	PROHIBITSPELL:SCHOOL.Illusion|PREVARGTEQ:IncantatrixProhibitIllusion,1														
1	PROHIBITSPELL:SCHOOL.Necromancy|PREVARGTEQ:IncantatrixProhibitNecromancy,1														
1	PROHIBITSPELL:SCHOOL.Transmutation|PREVARGTEQ:IncantatrixProhibitTransmutation,1														
#															
1	ADD:SPELLCASTER|Arcane														
2	ADD:SPELLCASTER|Arcane														
3	ADD:SPELLCASTER|Arcane														
4	ADD:SPELLCASTER|Arcane														
5	ADD:SPELLCASTER|Arcane														
6	ADD:SPELLCASTER|Arcane														
7	ADD:SPELLCASTER|Arcane														
8	ADD:SPELLCASTER|Arcane														
9	ADD:SPELLCASTER|Arcane														
10	ADD:SPELLCASTER|Arcane														
#															
SUBCLASS:Incantatrix ~ Abjurer	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Abjuration	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Abjurer											
SUBCLASS:Incantatrix ~ Conjurer	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Conjuration	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Conjurer											
SUBCLASS:Incantatrix ~ Diviner	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Divination	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Diviner											
SUBCLASS:Incantatrix ~ Enchanter	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Enchantment	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Enchanter											
SUBCLASS:Incantatrix ~ Evoker	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Evocation	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Evoker											
SUBCLASS:Incantatrix ~ Illusionist	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Illusion	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Illusionist											
SUBCLASS:Incantatrix ~ Necromancer	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Necromancy	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Necromancer											
SUBCLASS:Incantatrix ~ Transmuter	COST:1	PROHIBITCOST:0	CHOICE:SCHOOL|Transmutation	BONUS:ABILITYPOOL|Incantatrix Prohibited School|1											
SUBCLASSLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Incantatrix ~ Focused Studies ~ Transmuter											
															
###TODO CONTIGUOUS:Paladin|PREDEITY:1,Tyr															
CLASS:Justiciar of Tyr	HD:8	TYPE:Prestige	FACT:Abb|JTy	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	EXCLASS:Ex-Justiciar of Tyr	DEFINE:JusticiarOfTyrLVL|0	BONUS:VAR|JusticiarOfTyrLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Justiciar of Tyr	PREALIGN:LG	PRETOTALAB:5	PRESKILL:1,Diplomacy=7	PRESKILL:1,TYPE.Knowledge (Local)=4	PRESKILL:1,Knowledge (Religion)=6	PRETEXT:Able to cast 2nd-level divine spells.	PREDEITY:1,Tyr								
CLASS:Justiciar of Tyr	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|TYPE.Knowledge (Local)|Knowledge (The Planes)|Knowledge (Religion)|TYPE.Profession|Spellcraft													
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrProficiencies											
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Spells per Day											
#															
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Detect Chaos|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrDetectChaos											
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Smite Anarchy|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrSmiteAnarchy											
2				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Bureaucratic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrBureaucraticKnowledge											
3				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Axiomatic Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrAxiomaticSpellcasting											
4				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Detect Lies|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrDetectLies											
5				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Maimed God's Boon|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrMaimedGodSBoon											
7				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Order's Calm|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrOrderSCalm											
8				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Blade of Justice|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrBladeOfJustice											
10				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Aura of Absolute Law|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrAuraOfAbsoluteLaw											
#															
1	ADD:SPELLCASTER|Divine														
2	ADD:SPELLCASTER|Divine														
3	ADD:SPELLCASTER|Divine														
4	ADD:SPELLCASTER|Divine														
5	ADD:SPELLCASTER|Divine														
6	ADD:SPELLCASTER|Divine														
7	ADD:SPELLCASTER|Divine														
8	ADD:SPELLCASTER|Divine														
9	ADD:SPELLCASTER|Divine														
10	ADD:SPELLCASTER|Divine														
															
CLASS:Ex-Justiciar of Tyr	HD:8	TYPE:Prestige	FACT:Abb|XJTy	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	VISIBLE:NO	DEFINE:JusticiarOfTyrLVL|0	BONUS:VAR|JusticiarOfTyrLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Justiciar of Tyr	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|TYPE.Knowledge (Local)|Knowledge (The Planes)|Knowledge (Religion)|TYPE.Profession|Spellcraft													
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrProficiencies											
1				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Spells per Day											
#															
2				ABILITY:Justiciar of Tyr Class Feature|AUTOMATIC|Justiciar of Tyr ~ Bureaucratic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.JusticiarOfTyrBureaucraticKnowledge											
#															
1	ADD:SPELLCASTER|Divine														
2	ADD:SPELLCASTER|Divine														
3	ADD:SPELLCASTER|Divine														
4	ADD:SPELLCASTER|Divine														
5	ADD:SPELLCASTER|Divine														
6	ADD:SPELLCASTER|Divine														
7	ADD:SPELLCASTER|Divine														
8	ADD:SPELLCASTER|Divine														
9	ADD:SPELLCASTER|Divine														
10	ADD:SPELLCASTER|Divine														
															
CLASS:Monk of the Long Death	HD:8	TYPE:Prestige	FACT:Abb|MLD	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	EXCLASS:Ex-Monk of the Long Death	DEFINE:MonkOfTheLongDeathLVL|0	BONUS:VAR|MonkOfTheLongDeathLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Monk of the Long Death	PREALIGN:LN,LE,TN,NE,CN,CE	PRESKILL:1,Craft (Alchemy)=5	PRESKILL:1,Craft (Poisonmaking)=7	PRESKILL:1,Heal=3	PRESKILL:1,Knowledge (Arcana)=8	PRECHECKBASE:1,Will=5	PRETEXT:The candidate must be inducted into the monks of the long death via a secret ceremony consisting of various morbid and hideous acts designed to test his resolve.								
CLASS:Monk of the Long Death	STARTSKILLPTS:4	CSKILL:Balance|Bluff|Concentration|TYPE.Craft|Decipher Script|Disguise|Forgery|Heal|Intimidate|Jump|Knowledge (Arcana)|Knowledge (Religion)|TYPE.Profession|Speak Language|Tumble													
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathProficiencies											
#															
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Deathguard|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathguard											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ AC Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathACBonus											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Fast Movement|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathFastMovement											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Poison Use|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathPoisonUse											
2				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Macabre Shroud|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathMacabreShroud											
3				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Knell|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathKnell											
3				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Knell|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathKnell											
6				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Attack|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathAttack											
10				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Death Touch|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathTouch											
#															
1	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6	UMULT:2													
2	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6														
3	UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,4d6														
4	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
5	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
6	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
7	UDAM:1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6,6d6,6d6														
8	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														
9	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														
10	UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,4d8,6d8,6d8														

CLASS:Ex-Monk of the Long Death	HD:8	TYPE:Prestige	FACT:Abb|MLD	MAXLEVEL:10	SOURCEPAGE:PgtF	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige	VISIBLE:NO	DEFINE:MonkOfTheLongDeathLVL|0	BONUS:VAR|MonkOfTheLongDeathLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Monk of the Long Death	STARTSKILLPTS:4	CSKILL:Balance|Bluff|Concentration|TYPE.Craft|Decipher Script|Disguise|Forgery|Heal|Intimidate|Jump|Knowledge (Arcana)|Knowledge (Religion)|TYPE.Profession|Speak Language|Tumble													
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathProficiencies											
#															
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Deathguard|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathDeathguard											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ AC Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathACBonus											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Fast Movement|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathFastMovement											
1				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Poison Use|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathPoisonUse											
2				ABILITY:Monk of the Long Death Class Feature|AUTOMATIC|Monk of the Long Death ~ Macabre Shroud|!PREABILITY:1,CATEGORY=ACF,TYPE.MonkOfTheLongDeathMacabreShroud											
