SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
Exalted Companion	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Exalted Companion (Base)|Exalted Companion																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
Exalted Companion (Base)	CATEGORY:Internal			BENEFIT:When choosing an animal companion, the following creatures are also available to you. You must choose a familiar whose alignment is the same as yours.					DEFINE:ExaltedCompanionLVL|0	DEFINE:StandardExaltedCompanionAllowed|0													ABILITY:Exalted Companion Selection|AUTOMATIC|Standard Selection ~ Exalted Companion|!PREABILITY:1,CATEGORY=Internal,TYPE.ExaltedCompanionAlternate	FOLLOWERS:Exalted Companion|1								SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Exalted Companion	CATEGORY:Internal	TYPE:ExaltedCompanionSelection	VISIBLE:NO																													SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Exalted Companion (Default)	CATEGORY:Internal	TYPE:ExaltedCompanionBase.ExaltedCompanionSelection			KEY:Standard Selection ~ Exalted Companion		PREVAREQ:StandardExaltedCompanionAllowed,0	!PREABILITY:1,CATEGORY=Internal,TYPE.ExaltedCompanionAlternate															COMPANIONLIST:Exalted Companion|Companion ~ Badger,Companion ~ Camel,Companion ~ Dire Animal (Dire Rat),Companion ~ Dog,Companion ~ Dog (Riding),Companion ~ Eagle,Companion ~ Hawk,Companion ~ Horse (Heavy),Companion ~ Horse (Light),Companion ~ Owl,Companion ~ Pony,Companion ~ Porpoise,Companion ~ Shark (Medium),Companion ~ Snake (Viper/Medium),Companion ~ Snake (Viper/Small),Companion ~ Squid,RACESUBTYPE=AnimalCompanion|FOLLOWERADJUSTMENT:-1	COMPANIONLIST:Exalted Companion|Companion ~ Ape,Companion ~ Bear (Black),Companion ~ Bison,Companion ~ Boar,Companion ~ Cheetah,Companion ~ Crocodile,Companion ~ Leopard,Companion ~ Lizard (Monitor),Companion ~ Shark (Large),Companion ~ Snake (Constrictor),Companion ~ Snake (Viper/Large),Companion ~ Wolverine|FOLLOWERADJUSTMENT:-4	COMPANIONLIST:Exalted Companion|Companion ~ Bear (Brown),Companion ~ Crocodile (Giant),Companion ~ Lion,Companion ~ Rhinoceros,Companion ~ Snake (Viper/Huge),Companion ~ Tiger|FOLLOWERADJUSTMENT:-7	COMPANIONLIST:Exalted Companion|Companion ~ Bear (Polar),Companion ~ Shark (Huge),Companion ~ Snake (Constrictor/Giant),Companion ~ Whale (Orca)|FOLLOWERADJUSTMENT:-10	COMPANIONLIST:Exalted Companion|Companion ~ Elephant,Companion ~ Octopus (Giant)|FOLLOWERADJUSTMENT:-13	COMPANIONLIST:Exalted Companion|Companion ~ Squid (Giant)|FOLLOWERADJUSTMENT:-16	COMPANIONLIST:Exalted Companion|Companion ~ Dire Animal (Dire Rat)|FOLLOWERADJUSTMENT:-1	COMPANIONLIST:Exalted Companion|Companion ~ Dire Animal (Dire Badger),Companion ~ Dire Animal (Dire Bat),Companion ~ Dire Animal (Dire Weasel)|FOLLOWERADJUSTMENT:-4	COMPANIONLIST:Exalted Companion|Companion ~ Dinosaur (Deinonychus),Companion ~ Dinosaur (Elasmosaurus),Companion ~ Dire Animal (Dire Ape),Companion ~ Dire Animal (Dire Boar),Companion ~ Dire Animal (Dire Wolf),Companion ~ Dire Animal (Dire Wolverine)|FOLLOWERADJUSTMENT:-7	COMPANIONLIST:Exalted Companion|Companion ~ Dinosaur (Megaraptor),Companion ~ Dire Animal (Dire Lion)|FOLLOWERADJUSTMENT:-10	COMPANIONLIST:Exalted Companion|Companion ~ Dire Animal (Dire Bear)|FOLLOWERADJUSTMENT:-13	COMPANIONLIST:Exalted Companion|Companion ~ Dinosaur (Triceratops),Companion ~ Dinosaur (Tyrannosaurus),Companion ~ Dire Animal (Dire Shark),Companion ~ Dire Animal (Dire Tiger)|FOLLOWERADJUSTMENT:-16	COMPANIONLIST:Exalted Companion|Companion ~ Blink Dog|FOLLOWERADJUSTMENT:-3|PREALIGN:LG	COMPANIONLIST:Exalted Companion|Companion ~ Asperi|FOLLOWERADJUSTMENT:-6|PREALIGN:NG	COMPANIONLIST:Exalted Companion|Companion ~ Giant Eagle|FOLLOWERADJUSTMENT:-6|PREALIGN:NG	COMPANIONLIST:Exalted Companion|Companion ~ Giant Owl|FOLLOWERADJUSTMENT:-6|PREALIGN:NG	COMPANIONLIST:Exalted Companion|Companion ~ Pegasus|FOLLOWERADJUSTMENT:-6|PREALIGN:CG	COMPANIONLIST:Exalted Companion|Companion ~ Unicorn|FOLLOWERADJUSTMENT:-6|PREALIGN:CG																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Call Unicorn	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Call Unicorn (Base)|Call Unicorn																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
Call Unicorn (Base)	CATEGORY:Internal			BENEFIT:When choosing a unicorn, the following creatures are also available to you. You must choose a unicorn whose alignment is the same as yours.					DEFINE:UnicornMountLVL|0	DEFINE:StandardCallUnicornAllowed|0													ABILITY:Call Unicorn Selection|AUTOMATIC|Standard Selection ~ Call Unicorn|!PREABILITY:1,CATEGORY=Internal,TYPE.CallUnicornAlternate	FOLLOWERS:Unicorn Mount|1								SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Call Unicorn	CATEGORY:Internal	TYPE:CallUnicornSelection	VISIBLE:NO																													SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Call Unicorn (Default)	CATEGORY:Internal	TYPE:CallUnicornBase.CallUnicornSelection			KEY:Standard Selection ~ Call Unicorn		PREVAREQ:StandardCallUnicornAllowed,0	!PREABILITY:1,CATEGORY=Internal,TYPE.CallUnicornAlternate															COMPANIONLIST:Unicorn Mount|Companion ~ Unicorn	COMPANIONLIST:Unicorn Mount|Companion ~ Celestial Charger|PREVARGTEQ:BelovedOfValarianLVL,6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Flying Mount	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Flying Mount (Base)|Flying Mount																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
Flying Mount (Base)	CATEGORY:Internal			BENEFIT:When choosing a flying mount, the following creatures are also available to you.					DEFINE:FlyingMountLVL|0	DEFINE:StandardFlyingMountAllowed|0													ABILITY:Flying Mount Selection|AUTOMATIC|Standard Selection ~ Flying Mount|!PREABILITY:1,CATEGORY=Internal,TYPE.FlyingMountAlternate	FOLLOWERS:Flying Mount|1								SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Flying Mount	CATEGORY:Internal	TYPE:FlyingMountSelection	VISIBLE:NO																													SOURCEPAGE:ExD																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
Flying Mount (Default)	CATEGORY:Internal	TYPE:FlyingMountBase.FlyingMountSelection			KEY:Standard Selection ~ Flying Mount		PREVAREQ:StandardFlyingMountAllowed,0	!PREABILITY:1,CATEGORY=Internal,TYPE.FlyingMountAlternate															COMPANIONLIST:Flying Mount|Companion ~ Giant Eagle,Companion ~ Giant Owl,Companion ~ Pegasus																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																

Al'Akbar Objects	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:DISPLAY					DEFINE:AlAkbarObjectsLVL|0											ABILITY:Special Ability|VIRTUAL|Al'Akbar Objects ~ Resonating two items|PREVARGTEQ:AlAkbarObjectsLVL,2													
Regalia of Good	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:DISPLAY					DEFINE:RegaliaOfGoodLVL|0											ABILITY:Special Ability|VIRTUAL|Regalia of Good ~ Resonating two items|PREVARGTEQ:RegaliaOfGoodLVL,2	ABILITY:Special Ability|VIRTUAL|Regalia of Good ~ Resonating three items|PREVARGTEQ:RegaliaOfGoodLVL,3												
Al'Akbar Objects	CATEGORY:Special Ability	TYPE:SpecialQuality	VISIBLE:DISPLAY		KEY:Al'Akbar Objects ~ Resonating two items												SPELLS:Al'Akbar Objects|TIMES=1|TIMEUNIT=Week|CASTERLEVEL=20|Resurrection															
Regalia of Good	CATEGORY:Special Ability	TYPE:SpecialQuality	VISIBLE:DISPLAY		KEY:Regalia of Good ~ Resonating two items						BONUS:VAR|ElectricityResistanceBonus,PetrificationResistanceBonus,ColdResistanceBonus,AcidResistanceBonus,FireResistanceBonus,Poison|1|TYPE=Circumstance	BONUS:VAR|HasLowLightVision|1	BONUS:VAR|DarkvisionRange|60|TYPE=Base				ABILITY:FEAT|AUTOMATIC|Spell Focus ~ Good|Gift of Faith|Nimbus of Light|Words of Creation	ABILITY:Special Ability|VIRTUAL|Resistance To Electricity|Resistance To Petrification|Resistance To Cold|Resistance To Acid|Resistance To Fire|Resistance To Poison	SPELLS:Regalia of Good|TIMES=ATWILL|CASTERLEVEL=20|Planar Ally (Greater)|Planar Ally (Lesser)|Planar Ally
Regalia of Good	CATEGORY:Special Ability	TYPE:SpecialQuality	VISIBLE:DISPLAY	DESC:Any weapon wielded by the creature becomes a holy weapon, dealing an extra +2d6 points of damage to evil creatures. All allies within 30 feet gain a +4 morale bonus on their saving throws to resist fear effects.	KEY:Regalia of Good ~ Resonating three items						BONUS:STAT|STR,DEX,CON|4|TYPE=Enhancement	BONUS:VAR|FearResistanceBonus|4|TYPE=Morale					ABILITY:Special Ability|VIRTUAL|Resistance To Fear															
