SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																													
																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Coure Eladrin ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=4|Dancing Lights|Detect Evil|Detect Magic|Faerie Fire	SPELLS:Innate|TIMES=3|CASTERLEVEL=4|Magic Missile|Sleep,11+CHA								SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A coure can assume the form of an incorporeal ball of light at will. This transformation counts as a standard action. In this form, the coure can be harmed only by other incorporeal creatures, +1 or better magic weapons, spells, spell-like abilities, and supernatural abilities. In this form, the coure has a 50%% chance to ignore any damage from a corporeal source, except for force effects or attacks made with ghost touch weapons. A coure in this form can pass through solid objects, but not force effects, at will. While incorporeal, its attacks ignore natural armor, armor, and shields, but deflection bonuses and force effects work normally against them. In this form, a coure always moves silently and cannot be heard with Listen checks if it doesn't wish to be. While incorporeal, the coure sheds light if it wishes, providing illumination with any radius it wishes up to 30 feet. Changing the amount of light it sheds is a free action that the coure can perform once per round.	KEY:Coure Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Magic Circle against Evil	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A magic circle against evil effect always surrounds the coure, as the magic circle against evil spell cast by an 8th-level sorcerer. (The defensive benefits of the circle are not included in the statistics above.)	KEY:Coure Eladrin ~ Magic Circle against Evil																											SOURCEPAGE:ExD
Skills	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Coures have a +4 racial bonus on Hide and Move Silently checks	KEY:Coure Eladrin ~ Skills									BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial																		SOURCEPAGE:ExD
																																
Race Traits ~ Firre Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=FirreEladrinRaceTrait|Flight Maneuverability	AUTO:LANG|Celestial|Common|Draconic|Infernal										BONUS:VAR|Maneuverability|5											AUTO:WEAPONPROF|Greatsword|Javelin							SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A firre's natural weapons, as well as any weapons it wields, are treated as having the chaotic and good alignments for the purpose of overcoming damage reduction.	KEY:Firre Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Gaze	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack.Supernatural.Gaze	VISIBLE:YES	DESC:In humanoid form, the firre can gaze at a target within 60 feet and cause it to burst into flames. The gaze deals 2d6 points of fire damage and causes blindness (as the blindness/deafness spell). A successful DC %1 Fortitude save negates the blindness. The DC is Charisma-based.|GazeDC	KEY:Firre Eladrin ~ Gaze				DEFINE:GazeDC|0					BONUS:VAR|GazeDC|DefaultDCCha	BONUS:VAR|GazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Gaze)								ABILITY:Ability Focus|AUTOMATIC|Gaze									SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Firre Eladrin ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Detect Thoughts,12+CHA|Fireball,13+CHA|Invisibility (Greater)|Persistent Image,15+CHA|Polymorph|See Invisibility|Wall of Fire	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Prismatic Spray,17+CHA								SOURCEPAGE:ExD
Spells	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack	VISIBLE:YES	DESC:A firre in humanoid form casts divine spells from the cleric list and the Chaos, Fire, Good, and Magic domains as a 12th-level cleric.	KEY:Firre Eladrin ~ Spells																											SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A firre can shift between its humanoid and fiery forms as a standard action. In humanoid form, it cannot fly or use its fiery slam attacks, but it can use its gaze attack and spell-like abilities, make weapon attacks, sing, and cast spells. In the form of a pillar of fire, it can fly, make slam attacks, and use spell-like abilities, but cannot sing, cast spells, or use its gaze attack. A firre remains in one form until it chooses to take the other form. A change in form cannot be dispelled, nor does a firre revert to any particular form when killed. A true seeing spell reveals both forms simultaneously.	KEY:Firre Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Magic Circle against Evil	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A magic circle against evil effect always surrounds firres, as the spell cast by an 8th-level sorcerer. (The defensive benefits of the circle are not included in the statistics above.)	KEY:Firre Eladrin ~ Magic Circle against Evil																											SOURCEPAGE:ExD
Song	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural.Bardic Music	VISIBLE:YES	DESC:A firre has a captivating voice and can use bardic music just as a bard can, inspiring courage, fascinating, inspiring competence, or giving suggestions to those who hear it (see Bardic Music in Chapter 3 of the Player's Handbook). Unlike a bard, however, a firre can sing as often as it likes.	KEY:Firre Eladrin ~ Song				DEFINE:BardicMusicLVL|0					BONUS:VAR|BardicMusicLVL|HD	BONUS:VAR|InspireDurationBase|5								ABILITY:Bard Class Ability|AUTOMATIC|Bardic Music ~ Inspire Courage|Bardic Music ~ Fascinate|Bardic Music ~ Inspire Competence|Bardic Music ~ Suggestion									SOURCEPAGE:ExD
																																
Race Traits ~ Shiradi Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ShiradiEladrinRaceTrait|Flight Maneuverability	AUTO:LANG|Celestial|Common|Draconic|Infernal										BONUS:VAR|Maneuverability|4											AUTO:WEAPONPROF|Chain (Spiked)							SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Any weapons a shiradi eladrin wields are treated as having the chaotic and good alignments for the purpose of overcomingdamage reduction.	KEY:Shiradi Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Lightshard Strike	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A shiradi that assumes the form of a cloud of light shards can slam an opponent for 2d6 points of damage. The slam is treated as a ghost touch attack for purposes of hitting incorporeal creatures. In addition, the light shards also act as a greater dispel magic spell targeted upon the creature (caster level 12th).	KEY:Shiradi Eladrin ~ Lightshard Strike																											SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Shiradis gain a +10 sacred bonus on caster level checks made to dispel Enchantment spells or effects when using greater dispel magic or break enchantment.&nl;The following spell-like abilities are always active on the shiradi: blessed sight*, discern lies (DC 20), and see invisibility. Caster level 14th.	KEY:Shiradi Eladrin ~ Spell-Like Abilities									BONUS:VAR|HasSeeInvisibilityVision|1|TYPE=Racial									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Aid|Bless|Bless Weapon|Detect Poison|Detect Undead|Dispel Magic (Greater)|Divine Favor|Remove Curse,13+CHA|Remove Fear,11+CHA|Remove Paralysis,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Break Enchantment|Holy Smite,14+CHA|Restoration,14+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=14|Cloak of Chaos,28+CHA|Heal,16+CHA							SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A shiradi can shift between its humanoid and "cloud of light shards" forms as a standard action. In humanoid form, it cannot use its slam attack, but it can fly and use its spell-like abilities and its weapons. In cloud form, it can fly, make slam attacks, and use spell-like abilities, but it cannot use its weapons. A shiradi remains in one form until it chooses to assume a new one. A change in form cannot be dispelled, nor does the shiradi revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Shiradi Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Enchantment Awareness	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Shiradis are automatically aware of Enchantment effects affecting creatures within 20 feet.	KEY:Shiradi Eladrin ~ Enchantment Awareness																											SOURCEPAGE:ExD
Protective Aura	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a shiradi can surround itself with a nimbus of light having a radius of 20 feet. This acts as a double-strength magic circle against evil and as a lesser globe of invulnerability, both as cast by a cleric whose level equal to the shiradi's Hit Dice.	KEY:Shiradi Eladrin ~ Protective Aura																											SOURCEPAGE:ExD
Skills	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Shiradis get a +10 racial bonus on Sense Motive checks.	KEY:Shiradi Eladrin ~ Skills									BONUS:SKILL|Sense Motive|10|TYPE=Racial																		SOURCEPAGE:ExD
																																
Race Traits ~ Tulani Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=TulaniEladrinRaceTrait|Flight Maneuverability|Resistance To Poison	AUTO:LANG|Auran|Celestial|Common|Draconic|Elven|Infernal|Sylvan										BONUS:VAR|Maneuverability|5	BONUS:VAR|PoisonResistanceBonus|4|TYPE=Racial																	SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A tulani's natural weapons, as well as any weapons it wields, are treated as having the chaotic and good alignments for the purpose of overcoming damage reduction.	KEY:Tulani Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Dream Ray	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:In globe form, a tulani can fire a coruscating ray of light with a range of 300 feet. The ray deals 1d6 points of temporary Charisma damage with a successful hit. Any nonevil creature reduced to 0 Charisma by the dream ray falls into a dream-filled coma. An evil creature reduced to 0 Charisma falls into a nightmare-wracked coma and takes 1d10 points of damage plus an additional 1d10 points of damage per hour spent in the comatose state. A creature awakens from its coma if its Charisma is raised to 1 or higher. This is a mindaffecting Effect.	KEY:Tulani Eladrin ~ Dream Ray																											SOURCEPAGE:ExD
Gaze	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Slay evil creatures of 5 HD or fewer, range 60 feet, Will DC %1 negates. The DC is Charisma-based.|GazeDC	KEY:Tulani Eladrin ~ Gaze				DEFINE:GazeDC|0					BONUS:VAR|GazeDC|DefaultDCCha	BONUS:VAR|GazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Gaze)								ABILITY:Ability Focus|AUTOMATIC|Gaze									SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:The following abilities are always active on the tulani's person, as the spells cast by an 18th-level sorcerer: blessed sight*, detect law, detect magic, magic circle against evil (20-foot radius), and true seeing. These abilities may be dispelled, but the tulani can reactivate them as a free action.	KEY:Tulani Eladrin ~ Spell-Like Abilities									BONUS:VAR|HasTrueSeeingVision|1|TYPE=Racial									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Chain Lightning ~ Empowered,21+CHA|Charm Monster (Mass),23+CHA|Cure Serious Wounds,18+CHA|Dancing Lights|Detect Thoughts,17+CHA|Dispel Magic|Divine Favor|Haste,18+CHA|Invisibility (Greater),19+CHA|Major Image,18+CHA|Polymorph Any Object,23+CHA|Righteous Smite,22+CHA|Teleport (Greater/Self Only)|Telekinesis,20+CHA|Wall of Force	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Heal,21+CHA|Meteor Swarm,24+CHA|Power Word Kill|Time Stop								SOURCEPAGE:ExD
Sword of Light	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A tulani can create a +4 brilliant energy holy longsword at will as a free action. If the tulani dies or loses physical contact with the sword, the sword disappears instantly	KEY:Tulani Eladrin ~ Sword of Light																											SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A tulani can shift between its humanoid and globe forms as a standard action. In humanoid form, it cannot fly or use its dream rays, but it can use its gaze attack and spell-like abilities, make physical attacks, and cast spells. In globe form, it can fly, use its dream rays, and use spell-like abilities, but it cannot cast spells or use its gaze attack. The globe form is incorporeal, and a tulani has no Strength score while in that form. While incorporeal, a tulani can be harmed only by other incorporeal creatures, +1 or better magic weapons (though its damage reduction still applies as well), and spells, spell-like abilities, or supernatural abilities. It is immune to all nonmagical attack forms. Even when hit by spells or magic weapons, it has a 50%% chance to ignore any damage from a corporeal source (except for positive energy, negative energy, force effects, such as magic missile, or attacks made with ghost touch weapons). A tulani remains in one form until it chooses to assume a new one. A change in form cannot be dispelled, nor does the tulani revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Tulani Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Bardic Music	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Tulanis use the bardic music ability as 18thlevel bards. Tulanis can use or maintain concentration on one such ability per round as a free action, requiring no instrument other than their unearthly voices.	KEY:Tulani Eladrin ~ Bardic Music				DEFINE:BardicMusicLVL|0					BONUS:VAR|BardicMusicLVL|18	BONUS:VAR|BardicMusicTimes|18	BONUS:VAR|InspireDurationBase|5							ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Countersong|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Fascinate|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Courage|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Competence|PRESKILL:1,TYPE.Perform=6|PREVARGTEQ:BardicMusicLVL,3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Suggestion|PRESKILL:1,TYPE.Perform=9|PREVARGTEQ:BardicMusicLVL,6	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Greatness|PRESKILL:1,TYPE.Perform=12|PREVARGTEQ:BardicMusicLVL,9	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Song of Freedom|PRESKILL:1,TYPE.Perform=15|PREVARGTEQ:BardicMusicLVL,12	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Heroics|PRESKILL:1,TYPE.Perform=18|PREVARGTEQ:BardicMusicLVL,15	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Mass Suggestion|PRESKILL:1,TYPE.Perform=21|PREVARGTEQ:BardicMusicLVL,18	SOURCEPAGE:ExD
Protective Aura	CATEGORY:Special Ability	TYPE:TulaniEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a tulani can surround itself with a nimbus of light having a radius of 20 feet. This acts as a double-strength magic circle against evil and as a lesser globe of invulnerability, both as cast by a cleric whose level equal to the tulani's Hit Dice.	KEY:Tulani Eladrin ~ Protective Aura																											SOURCEPAGE:ExD
