SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkwoodStalkerClassFeatures.SpecialAttack	VISIBLE:YES	DESC:If a darkwood stalker can catch an opponent when she is unable to defend herself effectively from his attack, he can strike a vital spot for an extra 1d6 points of damage. For complete details on the sneak attack ability, see the description of the dark hunter earlier in this chapter.	KEY:Darkwood Stalker ~ Sneak Attack									BONUS:VAR|SneakAttackDice|DarkwoodStalkerLVL/3									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Darkwood_Stalker	SOURCEPAGE:CW	
Darkvision	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkwoodStalkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although stealthy and keen-eyed, the darkwood stalker is often at a disadvantage against orcs when fi ghting in the darkness. Long ago, elven sages developed a ritual to allow the most dedicated stalkers to overcome this disadvantage. Now, as they grow in experience, their night vision continually improves, eventually matching the darkvision of their hated foes. At 4th level, a darkwood stalker gains darkvision out to 30 feet, and at 7th level, the range increases to 60 feet. If the darkwood stalker already has darkvision as a racial ability, this ability does not increase it.	KEY:Darkwood Stalker ~ Darkvision									BONUS:VAR|DarkvisionRange|30|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base|PREVARGTEQ:DarkwoodStalkerLVL,7																SORTKEY:Class_Darkwood_Stalker	SOURCEPAGE:CW	
Improved Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkwoodStalkerClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:At 5th level and higher, a darkwood stalker can no longer be flanked, since he can react to opponents on opposite sides of him as easily as he can react to a single attacker. This defense denies other characters the ability to use fl ank attacks to sneak attack him. The exception to this defense is that a rogue of at least four levels higher than the character can fl ank him (and thus sneak attack him). If a darkwood stalker gains the uncanny dodge ability from another class, the levels from the classes that grant uncannydodge stack to determine the minimum rogue level required to fl ank the character.	KEY:Darkwood Stalker ~ Improved Uncanny Dodge																										SORTKEY:Class_Darkwood_Stalker	SOURCEPAGE:CW	
Dodge Critical	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkwoodStalkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although often more skilled than their orc foes, darkwood stalkers have seen too many battles won by one lucky blow from a falchion. At 8th level, a darkwood stalker becomes able to turn even the luckiest blow into a grazing strike. %1/day, a darkwood stalker can make a Reflex saving throw (DC 20 + the enhancement bonus, if any, possessed by the weapon) to turn a critical hit dealt upon him into a normal hit. The darkwood stalker must be aware of the attack and not fl at-footed, and he must declare his attempt to reduce the effect of the critical hit before the damage from the hit is rolled.|DodgeCriticalTimes	KEY:Darkwood Stalker ~ Dodge Critical				DEFINE:DodgeCriticalTimes|0					BONUS:VAR|DodgeCriticalTimes|1																	SORTKEY:Class_Darkwood_Stalker	SOURCEPAGE:CW	
Death Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkwoodStalkerClassFeatures.SpecialAttack	VISIBLE:YES	DESC:If a 10th-level darkwood stalker studies a particular orc for 3 rounds and then makes a sneak attack with a melee weapon that successfully deals damage, the sneak attack has the additional effect of possibly killing the target. While studying the orc, the darkwood hunter can undertake other actions as long as his attention stays focused on the target and the target does not detect the darkwood stalker or recognize the darkwood stalker as an enemy. If the victim of such an attack fails a Fortitude save (DC 10 + the darkwood stalker's class level + the darkwood stalker's Wis modifi er), he dies. If the victim's saving throw succeeds, the attack is just a normal sneak attack. Once the darkwood stalker has completed the 3 rounds of study, he must make the death attack within the next 3 rounds. If a death attack is attempted and fails (the victim makes his save) or if the darkwood stalker does not launch the attack within 3 rounds of completing the study, 3 new rounds of study are required before he can attempt another death attack.|DeathAttackDC	KEY:Darkwood Stalker ~ Death Attack									BONUS:VAR|DeatAttackLVL|DarkwoodStalkerLVL									ABILITY:Special Ability|AUTOMATIC|Death Attack	ABILITY:Ability Focus|AUTOMATIC|Death Attack							SORTKEY:Class_Darkwood_Stalker	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dervishes gain no proficiency with any weapon or armor.	KEY:Dervish ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dervish	SOURCEPAGE:CW	
AC Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dervish gains this bonus to Armor Class as long as she is wearing no armor or light armor and not carrying a shield. This bonus to AC applies even against touch attacks or when the dervish is flat-footed. She loses this bonus when she is immobilized or helpless, when she wears any armor heavier than light, when she carries a shield, or when she carries a medium or heavy load.	KEY:Dervish ~ AC Bonus				DEFINE:DervishACBonus|0	DEFINE:DervishACBonusLVL|0				BONUS:COMBAT|AC|DervishACBonus|PREVAREQ:ENCUMBERANCE,0,var("COUNT[EQTYPE.ARMOR.EQUIPPED]"),0	BONUS:VAR|DervishACBonus|(DervishACBonusLVL+3)/4	BONUS:VAR|DervishACBonusLVL|DervishLVL|TYPE=Class															SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Dervish Dance	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A dervish can become a whirling dancer of death a certain number of times per day. While in this dervish dance, she can take a full attack action (for melee attacks only) and still move up to her speed. However, the dervish must move a minimum of 5 feet between each attack when using this ability, and she cannot return to a square she just exited (though she may return to that square later during her full attack). The dervish is subject to attacks of opportunity while dancing, but may tumble normally as part of her move. A dervish prevented from completing her move is also prevented from fi nishing her full attack. If a dervish wields a slashing weapon while in a dervish dance, she gains a bonus on her attack and damage rolls. This bonus is +1 at 1st level, and it increases by an extra +1 at every odd-numbered level thereafter. A dervish may only perform a dervish dance while wielding a slashing weapon (she may use a double weapon, or multiple weapons, only if both ends of the weapon or all weapons are of the slashing type). She cannot perform a dervish dance in any armor heavier than light or if she is using a shield. While dancing, a dervish cannot use skills or abilities that involve concentration or require her to remain still, such as Move Silently, Hide, or Search. A dervish with the bardic music ability can, however, sing while she dances, and a dervish can also use the Combat Expertise feat while in a dance. A dervish cannot perform a dervish dance while under the effect of a rage or frenzy ability. A dervish can perform a dervish dance only once per encounter. A dervish dance lasts 1 round for every two ranks  of Perform (dance) that the character has. At the end of a dervish dance, the character becomes fatigued for the duration of the encounter (unless she is a 9th-level dervish, at which point this limitation no longer applies).	KEY:Dervish ~ Dervish Dance	DESC:%1/day +%2 bonus to attack and damage|DervishDanceTimes|DervishDanceBonus			DEFINE:DervishDanceTimes|0	DEFINE:DervishDanceBonus|0				BONUS:VAR|DervishDanceTimes|(DervishLVL+1)/2	BONUS:VAR|DervishDanceBonus|(DervishLVL+1)/2																SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Movement Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dervish is so certain of her movements that she is unaffected by adverse conditions. When making a Jump, Perform (dance), or Tumble check, she may take 10 even if stress and distraction would normally prevent her from doing so.	KEY:Dervish ~ Movement Mastery																										SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Slashing Blade	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dervish treats the scimitar as a light weapon (rather than a one-handed weapon) for all purposes, including fi ghting with two weapons.	KEY:Dervish ~ Slashing Blades									BONUS:WEAPONPROF=Scimitar|WIELDCATEGORY|-1																	SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Fast Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level and higher, a dervish gains an enhancement bonus to her speed. A dervish in any armor heavier than light or carrying a medium or heavy load loses this bonus.	KEY:Dervish ~ Fast Movement				DEFINE:DervishFastMovement|0					BONUS:MOVEADD|TYPE=Walk|DervishFastMovement|TYPE=FastMovement	BONUS:VAR|DervishFastMovement|((DervishLVL+1)/3)*5|PREVARLT:ENCUMBERANCE,1,var("COUNT[EQTYPE.ARMOR.IS.HEAVY]"),1,var("COUNT[EQTYPE.ARMOR.IS.MEDIUM]"),1																SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Spring Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a dervish gains the Spring Attack feat, even if she does not meet the prerequisites.	KEY:Dervish ~ Spring Attack																		ABILITY:FEAT|AUTOMATIC|Spring Attack								SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Dance of Death	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level, a dervish gains the benefit of the Cleave feat while performing a dervish dance, even if she does not meet the prerequisites for the feat. She does not have to move 5 feet before making the extra attack granted by this ability.	KEY:Dervish ~ Dance of Death																		ABILITY:FEAT|AUTOMATIC|Cleave								SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Improved Reaction	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When she attains 6th level, a dervish gains a +2 bonus on initiative rolls.	KEY:Dervish ~ Improved Reaction									BONUS:COMBAT|INITIATIVE|2																	SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Elaborate Parry	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When she attains 7th level, a dervish gains an extra +4 bonus to Armor Class when she chooses to fi ght defensively or use all-out defense in melee combat.	KEY:Dervish ~ Elaborate Parry									BONUS:VAR|FightingDefensivelyAC,TotalDefenseAC|4																	SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Tireless Dance	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When a dervish reaches 9th level, the character no longer becomes fatigued for the duration of the encounter at the end of a dervish dance.	KEY:Dervish ~ Tireless Dance																										SORTKEY:Class_Dervish	SOURCEPAGE:CW	
A Thousand Cuts	CATEGORY:Special Ability	TYPE:ClassFeatures.DervishClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a dervish reaches 10th level, once per day she may double the number of melee attacks she makes while performing a full attack action (whether in a dervish dance or not). If a dervish uses this ability in conjunction with her dervish dance, she can make up to two attacks between moves. The dervish also gains the benefi t of the Great Cleave feat with slashing weapons while performing a thousand cuts, even if she does not meet the prerequisites. She does not have to move 5 feet before making any extra attacks granted by this ability. A dervish using this ability can receive an extra attack from the haste spell, but the bonuses provided by the spell do not stack with the bonuses granted by the class.	KEY:Dervish ~ A Thousand Cuts																		ABILITY:FEAT|AUTOMATIC|Great Cleave								SORTKEY:Class_Dervish	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Drunken masters gain no proficiency with any weapon or armor.	KEY:Drunken Master ~ Weapon and Armor Proficiency																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Drink Like a Demon	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A drunken master's body handles alcohol differently from other people's. He can drink a large tankard of ale, a bottle of wine, or a corresponding amount of stronger alcohol as a move action. Every bottle or tankard of alcohol he consumes during combat reduces his Wisdom and Intelligence by 2 points each, but increases his Strength or Constitution (character's choice) by 2 points. A drunken master may benefi t from a number of drinks equal to his class level. The duration of both the penalty and the bonus is a number of rounds equal to the character's drunken master level + 3.	KEY:Drunken Master ~ Drink Like a Demon	DESC:%1 rounds|DrinkLikeADemonDuration			DEFINE:DrinkLikeADemonDuration|0					BONUS:VAR|DrinkLikeADemonDuration|DrunkenMasterLVL+3																	SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Improvised Weapons	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:While bottles and tankards are a drunken master's preferred improvised weapons, he can use furniture, farm implements, or nearly anything else at hand to attack his foes. A drunken master's improvised weapon deals as much damage as his unarmed strike plus an extra 1d4 points. Most improvised weapons deal bludgeoning damage, although some (a broken glass bottle, for example) would deal piercing or slashing damage. When a drunken master rolls a natural 1 on an attack roll while using an improvised weapon, that weapon breaks apart and becomes useless.	KEY:Drunken Master ~ Improvised Weapons																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Stagger	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:By tripping, stumbling, and staggering, a drunken master of 2nd level or higher can make a charge attack that surprises his opponents. This ability has two benefi cial aspects: First, the charge need not be in a straight line, even though the character can still move up to twice his speed. Second, if a drunken master makes a DC 15 Tumble check before beginning a charge, his movement through threatened squares provokes no attacks of opportunity.	KEY:Drunken Master ~ Stagger																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Swaying Waist	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a drunken master knows how to weave and bob during an attack, making him more diffi cult to hit. The character gains a +2 dodge bonus to Armor Class against any one opponent he chooses during his turn.	KEY:Drunken Master ~ Swaying Waist																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
AC Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a drunken master gains a +1 bonus to Armor Class. This bonus improves to +2 at 9th level.	KEY:Drunken Master ~ AC Bonus				DEFINE:DrunkenMasterACBonus|0	DEFINE:DrunkenMasterACBonusLVL|0				BONUS:COMBAT|AC|DrunkenMasterACBonus	BONUS:VAR|DrunkenMasterACBonus|(DrunkenMasterACBonusLVL+1)/5	BONUS:VAR|DrunkenMasterACBonusLVL|DrunkenMasterLVL|TYPE=Class															SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Improved Improvised Weapons	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A drunken master of 4th level or higher can use long improvised weapons (such as ladders) as reach weapons according to their length, and improvised weapons with many protrusions (such as chairs) provide a +2 bonus on opponents' disarm attempts. Finally, large objects with broad, fl at surfaces (such as tables) can be upended to become improvised tower shields.	KEY:Drunken Master ~ Improved Improvised Weapons																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Greater Improvised Weapons	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 5th level and higher, a drunken master wielding an improvised weapon deals an extra 1d8 points of damage instead of 1d4.	KEY:Drunken Master ~ Greater Improvised Weapons																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Improved Feint	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A drunken master who attains 6th level gains Improved Feint as a bonus feat even if he does not meet the prerequisites.	KEY:Drunken Master ~ Improved Feint																		ABILITY:FEAT|AUTOMATIC|Improved Feint								SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Improved Grapple	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A drunken master who attains 7th level gains Improved Grapple as a bonus feat even if he does not meet the prerequisites.	KEY:Drunken Master ~ Improved Grapple																		ABILITY:FEAT|AUTOMATIC|Improved Grapple								SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
For Medicinal Purposes	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 8th level, a drunken master gains the ability to convert a single alcoholic drink he has ingested into a single potion of cure moderate wounds, as if he had just drunk a dose of the potion. To use this ability, the character must be under the effect of an alcoholic drink (see Drink Like a Demon, above). When he converts one drink of alcohol into one dose of the potion, his ability scores change (+2 to Intelligence and Wisdom, -2 to Strength or Constitution) as if the duration of the alcohol's effect had expired. This ability can be used up to three times per day. It is a standard action that does not provoke an attack of opportunity.	KEY:Drunken Master ~ For Medicinal Purposes	DESC:%1/day|ForMedicinalPurposesTimes			DEFINE:ForMedicinalPurposesTimes|0					BONUS:VAR|ForMedicinalPurposesTimes|3																	SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Corkscrew Rush	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A drunken master of 9th level or higher can perform this maneuver, leaping forward and twisting his body in midair as he attempts to head-butt an opponent. When making a charge attack he can, in addition to dealing normal damage, initiate a bull rush (without provoking an attack of opportunity). If the bull rush attempt succeeds, the opponent is stunned unless she makes a Will save (DC 10 + the drunken master's class level + the drunken master's Wis modifier, DC %1). However, if the bull rush attempt fails, the drunken master lands prone in front of the opponent.|CorkscrewRushDC	KEY:Drunken Master ~ Corkscrew Rush				DEFINE:CorkscrewRushDC|0					BONUS:VAR|CorkscrewRushDC|10+DrunkenMasterLVL+WIS	BONUS:VAR|CorkscrewRushDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Corkscrew Rush)								ABILITY:Ability Focus|AUTOMATIC|Corkscrew Rush								SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Superior Improvised Weapons	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 9th level and higher, a drunken master wielding an improvised weapon deals an extra 1d12 points of damage instead of 1d8.	KEY:Drunken Master ~ Superior Improvised Weapons																										SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Breath of Flame	CATEGORY:Special Ability	TYPE:ClassFeatures.DrunkenMasterClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A 10th-level drunken master can ignite some of the alcohol within his body and spew it forth from his mouth as a free action. This breath of flame deals 3d12 points of fi re damage to all within the 20-foot cone, or half damage to those who make a Refl ex save (DC 10 + the drunken master's class level + the drunken master's Con modifier). Each time a drunken master uses breath of flame, it consumes one drink's worth of alcohol from within his body, lessening the penalty to his Wisdom and Intelligence scores and reducing the bonus to his Strength or Constitution score (character's choice).	KEY:Drunken Master ~ Breath of Flame	DESC:%1-foot cone, one dose of alcohol, damage %2d%3 fire, Reflex DC %4 half.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC			DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|20	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|12|TYPE=Base	BONUS:VAR|BreathWeaponDC|10+DrunkenMasterLVL+CON	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon								SORTKEY:Class_Drunken_Master	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ExoticWeaponMasterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Exotic weapon masters gain no proficiency with any weapon or armor.	KEY:Exotic Weapon Master ~ Weapon and Armor Proficiency																										SORTKEY:Class_Exotic_Weapon_Master	SOURCEPAGE:CW	
Exotic Weapon Stunt	CATEGORY:Special Ability	TYPE:ClassFeatures.ExoticWeaponMasterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each level, an exotic weapon master learns a special trick that he can use with any exotic weapon for which he has the Weapon Focus feat. He must select the trick learned when he gains the level, and once selected, the choice cannot later be changed. He can't select the same stunt more than once.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt									BONUS:ABILITYPOOL|Exotic Weapon Stunt|ExoticWeaponMasterLVL																	SORTKEY:Class_Exotic_Weapon_Master	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Eyes of Gruumsh gain no proficiency with any weapon or armor.	KEY:Eye of Gruumsh ~ Weapon and Armor Proficiency																										SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Blind-Fight	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An eye of Gruumsh gains Blind-Fight as a bonus feat. In addition, he suffers no adverse effects from the loss of one of his eyes.	KEY:Eye of Gruumsh ~ Blind-Fight																		ABILITY:FEAT|AUTOMATIC|Blind-Fight								SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Command the Horde	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An eye of Gruumsh can direct the actions of any nongood orcs or half-orcs that are within 30 feet of him and whose Hit Dice are lower than his character level. Those who follow the character's orders gain a +2 morale bonus on Will saves. Any eligible orc or half-orc who willingly goes against the eye of Gruumsh's directions loses this bonus immediately.	KEY:Eye of Gruumsh ~ Command the Horde																										SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary.Rage	VISIBLE:YES	DESC:An eye of Gruumsh can fl y into a rage just as a barbarian can, with all the same benefi ts and drawbacks (see page 25 of the Player's Handbook). An eye of Gruumsh's class levels stack with his barbarian levels (if any) for determining the number of times per day he can use his rage ability. Add together the character's levels in the eye of Gruumsh and barbarian classes and refer to Table 3-3: The Barbarian on page 25 of the Player's Handbook to determine the number of rages per day. For example, a 6th-level barbarian/2nd-level eye of Gruumsh could rage three times per day (the same as an 8thlevel barbarian), while a 4th-level eye of Gruumsh with no levels in barbarian could rage twice per day (the same as a 4th-level barbarian).	KEY:Eye of Gruumsh ~ Rage				DEFINE:EyeOfGruumshRageTimesLVL|0	DEFINE:EyeOfGruumshRagePowerLVL|0				BONUS:VAR|EyeOfGruumshRageTimesLVL,EyeOfGruumshRagePowerLVL|EyeOfGruumshLVL|TYPE=Class	BONUS:VAR|RageTimes|(EyeOfGruumshLVL/4)+1	BONUS:VAR|RageLvl|EyeOfGruumshRagePowerLVL|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Rage								SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Swing Blindly	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An eye of Gruumsh's rage becomes more powerful when he reaches 2nd level, but at the cost of lowered defenses. The character adds an extra +4 to Strength while in a rage, but his Armor Class penalty goes from -2 to -4.	KEY:Eye of Gruumsh ~ Swing Blindly									BONUS:VAR|RageStrBonus|4	BONUS:VAR|RageACPenalty|2																SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Ritual Scarring	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Through frequent disfiguration of his own skin, an eye ofGruumsh's natural armor bonus improves by +1 at 3rd level (or to +1 if he didn't already have a natural armor bonus). This bonus increases by another +1 for every three eye of Gruumsh levels gained thereafter.	KEY:Eye of Gruumsh ~ Ritual Scarring									BONUS:COMBAT|AC|RitualScarringAC|TYPE=NaturalArmor.STACK	BONUS:VAR|RitualScarringAC|EyeOfGruumshLVL/3																SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Blinding Spittle	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An eye of Gruumsh of 4th level or higher can launch blinding spittle at any opponent within 20 feet. With a successful ranged touch attack (at a -4 penalty), he spits his stomach acid into the target's eyes. An opponent who fails a Refl ex save (DC 10 + eye of Gruumsh's class level + eye of Gruumsh's Con modifier, DC %1) is blinded until he or she can rinse away the spittle. This attack has no effect on creatures that don't have eyes or don't depend on vision. Blinding spittle is usable twice per day at 4th level and four times per day at 7th level.|BlindingSpittleDC	KEY:Eye of Gruumsh ~ Blinding Spittle				DEFINE:BlindingSpittleDC|0	DEFINE:BlindingSpittleTimes|0				BONUS:VAR|BlindingSpittleDC|10+EyeOfGruumshLVL+CON	BONUS:VAR|BlindingSpittleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Blinding Spittle)	BONUS:VAR|BlindingSpittleTimes|2|PREVARGTEQ:EyeOfGruumshLVL,4	BONUS:VAR|BlindingSpittleTimes|2|PREVARGTEQ:EyeOfGruumshLVL,7						ABILITY:Ability Focus|AUTOMATIC|Blinding Spittle								SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Blindsight	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, an eye of Gruumsh gains blindsight (see page 306 of the Monster Manual) out to 5 feet. The range increases to 10 feet at 8th level.	KEY:Eye of Gruumsh ~ Blindsight									BONUS:VAR|BlindsightRange|5|PREVARGTEQ:EyeOfGruumshLVL,5	BONUS:VAR|BlindsightRange|5|PREVARGTEQ:EyeOfGruumshLVL,8																SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Sight of Gruumsh	CATEGORY:Special Ability	TYPE:ClassFeatures.EyeOfGruumshClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, an eye of Gruumsh gains the ability to see the moment of his own death through his missing eye. This foreknowledge gives him a +2 morale bonus on all saving throws and Armor Class from then on. He also does not go unconscious when reduced to negative hit points; however, the character still dies at -10 hit points (Whether or not the vision is accurate is irrelevant-the character believes it to be true).	KEY:Eye of Gruumsh ~ Sight of Gruumsh									BONUS:SAVE|ALL|2|TYPE=Morale	BONUS:COMBAT|AC|2|TYPE=Morale																SORTKEY:Class_Eye_Of_Gruumsh	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Frenzied berserkers gain no proficiency with any weapon or armor.	KEY:Frenzied Berserker ~ Weapon and Armor Proficiency																										SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
