SOURCELONG:Gozzilioni Darkness and Dread	SOURCESHORT:DD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-01
																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Animal Husbandry	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Kennelmasters gain a +2 competence bonus to all Handle Animal checks. In addition, they may add their Wisdom bonus to all Handle Animal checks in addition to their Charisma modifier. Akennelmaster can teach an animal a trick in one day rather than one week, but he suffers a -10 modifier to his Handle Animal check when he attempts to do so.	KEY:Kennelmaster ~ Animal Husbandry									BONUS:SKILL|Handle Animal|2|TYPE=Competence	BONUS:SKILL|Handle Animal|WIS																SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Calm Animal	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:So long as the kennelmaster does not suffer the negative consequences of a fear-based effect, he may replace the Will save result of any animal he has taught at least one trick with a Handle Animal check. The animal must be able to see and hear the kennelmaster and it must be within 60 feet of him.	KEY:Kennelmaster ~ Calm Animal																										SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Feral Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.KennelmasterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Kennelmasters form close, emotional ties to the animals they train. When they see their charges in danger or otherwise threatened with harm, they gain a +2 morale bonus to attacks and a +4 morale bonus to Will saves against fear-based effects.	KEY:Kennelmaster ~ Feral Bond																										SORTKEY:Class_Kennelmaster	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The medium is proficient with the club, dagger, staff, light crossbow, and heavy crossbow.	KEY:Medium ~ Weapon and Armor Proficiency																		AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SORTKEY:Class_Medium	SOURCEPAGE:DD
Sense the Unseen	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Mediums can sense the ebb and flow of emotions in others. This gives them not only an insight into how other people view them or what might be on their mind, but it also makes them sensitive to the fluctuations of emotions and energy in an area. A medium gains several new uses for the Sense Motive skill that count as supernatural abilities.	KEY:Medium ~ Sense the Unseen																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Area Reading	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality	VISIBLE:YES	DESC:With quiet study and meditation, a medium can sense the emotional background of a specific area such as a room, a forest clearing, or a short section of road. By studying an area for a peaceful, uninterrupted hour, the medium may make a Sense Motive check with a DC equal to 15 + 5 per year since the event she wishes to learn about took place. If the medium has no specific knowledge of an event, treat this check as if she attempted to learn of the last important or traumatic event at the spot in question. On a successful check, the medium learns of the event's basic emotional feel or mood. If she beats the DC by 5 or more, she gains hazy, incomplete mental pictures of the event. She gains a general sense of what happened, but does not learn any specific details of the people involved. If she beats the DC by 10 or more, she gains a perfect mental snapshot of the proceedings. However, in this case she suffers any fearbased effects of spotting any of the creatures that appear within her vision.	KEY:Medium ~ Sense the Unseen ~ Area Reading																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Object Reading	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality	VISIBLE:YES	DESC:This ability functions as per the area reading ability except it focuses on a specific object, such as a dagger or article of clothing.	KEY:Medium ~ Sense the Unseen ~ Object Reading																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Sixth Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, the medium gains a constant, intuitive sense of the flow of psychic energies around her. Whenever an outsider or undead creature moves within 100 feet of her position, she may immediately make a Sense Motive check opposed by the creature's Will save. If her check succeeds, she senses the creature's relative position. n addition, she gains insight into its power based on its Hit Dice as per the table below.	KEY:Medium ~ Sixth Sense																										SORTKEY:Class_Medium	SOURCEPAGE:DD
Pierce the Veil	CATEGORY:Special Ability	TYPE:ClassFeatures.MediumClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, the medium's finely honed senses allow her to cast her sight into the land of the dead. She may cast speak with dead %1/day as a caster of her total character level.|PierceTheVeilTimes	KEY:Medium ~ Pierce the Veil				DEFINE:PierceTheVeilTimes|0					BONUS:VAR|PierceTheVeilTimes|1	BONUS:VAR|PierceTheVeilLVL|MediumLVL								SPELLS:Class|TIMES=PierceTheVeilTimes|CASTERLEVEL=PierceTheVeilLVL|Speak with Dead								SORTKEY:Class_Medium	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MerchantClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Merchants are proficient with clubs, daggers, staffs, light crossbows, and heavy crossbows.	KEY:Merchant ~ Weapon and Armor Proficiency																		AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SORTKEY:Class_Merchant	SOURCEPAGE:DD
Canny Business	CATEGORY:Special Ability	TYPE:ClassFeatures.MerchantClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Merchants have an unerring sense for a bargain. By drawing on their knowledge of markets, using their trade contacts, and bargaining with the right people, they can find almost any item at the best price available. Merchants receive a 25%% discount for any item that costs less than 100 gp, including weapons, armor, and magical gear. They also double a settlement's maximum gold piece value to determine the goods they can find in a town or city. For example, in a town where the most expensive item available costs 3,000 gp, the merchant can shop for items that cost up to 6,000 gp. Amerchant can also spend one week to track down an item that costs up to five times the settlement's listed maximum item value. A merchant can only seek one item at a time in this manner.	KEY:Merchant ~ Canny Business																										SORTKEY:Class_Merchant	SOURCEPAGE:DD
World Traveler	CATEGORY:Special Ability	TYPE:ClassFeatures.MerchantClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Merchants are experienced at brokering deals with strangers. They have a good sense for the common desires, fears, and prejudices that mark most humanoid creatures. Merchants can use the Diplomacy skill against humanoids with whom they do not share a common language. Through pantomime and other gestures, the merchant can put his message across. The merchant suffers a -5 penalty to these checks, as this mode of communication pales compared to the spoken word.	KEY:Merchant ~ World Traveler																										SORTKEY:Class_Merchant	SOURCEPAGE:DD
Versatile Traveler	CATEGORY:Special Ability	TYPE:ClassFeatures.MerchantClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:With their wide range of experience, merchants pick up bits of information here and there that can prove useful in their adventures. When faced with a difficult task, a merchant can recall bits of an overheard conversation, a legend from a distant land, or some similar bit of useful information. Other times, he simple draws on a hidden reservoir of strength and toughness cultivated by years spent on the road. He may make a single check using a skill of his choice as if he had ranks in it equal to his total class level + 3. This can be any skill, including one in which the merchant had no previous training. A merchant can use this ability 1 + his Intelligence modifier times per day (%1/day).|VersatileTravelerTimes	KEY:Merchant ~ Versatile Traveler				DEFINE:VersatileTravelerTimes|0					BONUS:VAR|VersatileTravelerTimes|1+INT|TYPE=Base																	SORTKEY:Class_Merchant	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MinistrelClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Minstrels are proficient with all simple weapons, light armor, and light shields. They are also proficient with two martial weapons of their choice.	KEY:Ministrel ~ Weapon and Armor Proficiency									BONUS:ABILITYPOOL|Martial Weapon Proficiency|2									ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfLight						SORTKEY:Class_Ministrel	SOURCEPAGE:DD
Inspiring Song	CATEGORY:Special Ability	TYPE:ClassFeatures.MinistrelClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Minstrels know a wide range of songs. When faced with a dire situation, they can draw on their knowledge to perform a suitably inspiring or energetic song that lifts their companions' spirits. %1/day, a minstrel can tell a story, sing a song, recite a poem, or make some other use of the Perform skill to inspire his allies as a full-round action. After completing this action, all allies within 60 feet of the minstrel gain a %2 morale bonus to all saves and a %3 morale bonus to attacks. This effect lasts for as long as the minstrel can continue to perform.|InspiringSongTimes|InspiringSongSave|IspiringSongAttack	KEY:Ministrel ~ Inspiring song				DEFINE:InspiringSongTimes|0	DEFINE:InspiringSongBonus|0	DEFINE:InspiringSongSave|0	DEFINE:IspiringSongAttack|0		BONUS:VAR|InspiringSongTimes|MinistrelLVL	BONUS:VAR|InspiringSongBonus|1|TYPE=Base	BONUS:VAR|InspiringSongSaves|2*InspiringBonus	BONUS:VAR|InspiringSongAttack|InspiringBonus														SORTKEY:Class_Ministrel	SOURCEPAGE:DD
Treasure Trove of Knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.MinistrelClassFeatures.SpecialQuality.Extraordinary.Lore	VISIBLE:YES	DESC:Minstrels pick up a wide range of stories and legends in their travels. By drawing on this storehouse of knowledge, they can sometimes uncover clues and important hints in the poems and myths they have learned. When encountering a strange creature or a magical item for the first time, a minstrel may make a DC 15 Intelligence check with a bonus equal to his level in this class ( +%1 ). If he succeeds, he recalls something about the creature or item's background. If his check result is 20 or higher, he recalls 1d3 of its specific abilities or features. If the check is 25 or higher, he remembers one of its specific weaknesses or command words, gaining a +5 competence bonus on Use Magic Device checks with it if applicable.|TreasureTroveOfKnowledge	KEY:Ministrel ~ Treasure Trove of Knowledge				DEFINE:TreasureTroveOfKnowledge|0					BONUS:VAR|TreasureTroveOfKnowledge|INT+MinistrelLVL|TYPE=Base																	SORTKEY:Class_Ministrel	SOURCEPAGE:DD
Captivating Performer	CATEGORY:Special Ability	TYPE:ClassFeatures.MinistrelClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level in this class, the minstrel can render a performance that captivates a large audience. He may make a Perform check opposed by a single Will save for a group of individuals who have 5 or fewer HD. If the group fails its save, the minstrel catches its attention with his music. He can control the group's general actions, inciting it to attack a subject, dictating its movements, causing it to break up, or keeping it calm. This ability does not work against a hostile crowd, and the minstrel must perform for at least 5 uninterrupted rounds before this ability takes effect. The minstrel can influence only those members of the crowd who are within 100 feet of him and who can hear and see him. The crowd does not take suicidal actions, nor does it blindly follow the minstrel's urgings. Instead, treat the crowd as if it sees the minstrel's counsel in the best possible light as if he were a close friend or ally. The crowd also gains the benefits of the minstrel's inspiring song ability, though using this ability does not count as one of his inspiring song ability's daily uses.	KEY:Ministrel ~ Captivating Performer																										SORTKEY:Class_Ministrel	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PhysicianClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Physicians are proficient with clubs, daggers, staffs, light crossbows, and heavy crossbows.	KEY:Physician ~ Weapon and Armor Proficiency																		AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SORTKEY:Class_Physician	SOURCEPAGE:DD
Healing Hands	CATEGORY:Special Ability	TYPE:ClassFeatures.PhysicianClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Using his knowledge of medicine, the physician can mend injuries, bind wounds, and set broken limbs. Each day, he can heal damage equal to his level in this class x his Wisdom modifier x 2 ( %1 damage/day). To tend to a patient's wounds, the physician must spend 30 minutes binding his wounds with bandages, stitches, and other supplies. Aphysician without these materials cannot heal injuries.|HealingHands	KEY:Physician ~ Healing Hands				DEFINE:HealingHands|0					BONUS:VAR|HealingHands|2*max(WIS,0)																	SORTKEY:Class_Physician	SOURCEPAGE:DD
Restore Health	CATEGORY:Special Ability	TYPE:ClassFeatures.PhysicianClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, the physician learns advanced techniques that allow him to restore a patient's strength, quickness, or mental acuity. If the physician tends to a patient for an entire day, he can spend 10 points of his healing hands ability to cure 1 point of temporary ability score damage. In addition, when treating poisons or disease with the Heal skill, he can exchange 5 points of healing for a +2 bonus to his check. A physician can spend 10 points of healing for a +4 bonus, 15 points for +6, and so on, up to the total healing he has available.	KEY:Physician ~ Restore Health																										SORTKEY:Class_Physician	SOURCEPAGE:DD
Master Healer	CATEGORY:Special Ability	TYPE:ClassFeatures.PhysicianClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a physician can remove blindness or deafness from a patient by spending 10 points each day from his healing hands ability and treating a patient for 1d4+1 days. In addition, he now gains a +4 bonus to Heal checks for every 5 hit points worth of healing he uses to improve his ability.	KEY:Physician ~ Master Healer																										SORTKEY:Class_Physician	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PitFighterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Pit fighters are proficient with simple and martial weapons, light armor, and all shields.	KEY:Pit Fighter ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfTower						SORTKEY:Class_Pit_Fighter	SOURCEPAGE:DD
Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.PitFighterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Once per day, a pit fighter can enter a berserk fury that grants him enhanced strength and toughness at the cost of his defenses. This frenzy lasts a number of rounds equal to 5 + the pit fighter's Constitution modifier. During the frenzy, the pit fighter gains a +2 bonus to Strength and Constitution, a +4 bonus on all saves against fear and mind-influencing effects, and a -2 penalty to AC. When the frenzy ends, the pit fighter's AC penalty continues until the current encounter is over.	KEY:Pit Fighter ~ Frenzy									BONUS:VAR|FrenzyTimes|1	BONUS:VAR|FrenzyBonus|2	BONUS:VAR|FrenzyDuration|1	BONUS:VAR|FrenzyMorale|3						ABILITY:Special Ability|AUTOMATIC|Frenzy								SORTKEY:Class_Pit_Fighter	SOURCEPAGE:DD
Dirty Fighting	CATEGORY:Special Ability	TYPE:ClassFeatures.PitFighterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:In the blood-sport arenas, warriors use any tactic that proves useful even if it goes against the popular conception of chivalry or proper behavior. Pit fighters bite, kick, aim for the groin, and otherwise do whatever it takes to overcome their enemies. If a pit fighter attacks a flanked opponent or one who has lost his Dexterity bonus to AC, he gains +1d6 bonus damage. The rules for applying this bonus damage are identical to those for sneak attacks.	KEY:Pit Fighter ~ Dirty Fighting									BONUS:VAR|SneakAttack|1									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Pit_Fighter	SOURCEPAGE:DD
Fearless Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.PitFighterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, the pit fighter gains an additional daily use of his frenzy ability. In addition, while in a frenzy he gains immunity to all fear-based effects.	KEY:Pit Fighter ~ Fearless Frenzy									BONUS:VAR|FrenzyTimes|1																	SORTKEY:Class_Pit_Fighter	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ProspectorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Prospectors are proficient with all simple weapons and light armor.	KEY:Prospector ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Prospector	SOURCEPAGE:DD
Trap Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.ProspectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Prospectors are experts at setting traps. Many of them must enter tombs and ruins, disarm the ancient snares that protect the treasures within, and then set traps of their own to ward off burglars and thieves. A prospector can use his Disable Device skill to create a trap. It takes two hours to create a trap with Search and Disable Device check DCs equal to 10 + the prospector's total Disable Device bonus.	KEY:Prospector ~ Trap Mastery																										SORTKEY:Class_Prospector	SOURCEPAGE:DD
Oiled Reflexes	CATEGORY:Special Ability	TYPE:ClassFeatures.ProspectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Prospectors have a keen sense for traps, allowing them to halt their efforts to disarm them a split second before making a potentially fatal mistake. If a prospector would trigger a trap due to a failed Disable Device attempt, he may immediately make a second skill check. If this check also fails badly enough to spring the trap, the trap activates. Otherwise, if this check succeeds, the trap fails to trigger. The prospector does not use the second check's result to disarm the trap.	KEY:Prospector ~ Oiled Reflexes																										SORTKEY:Class_Prospector	SOURCEPAGE:DD
Danger Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.ProspectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:With their experience in dodging traps and keen eye for a dangerous spot, prospectors always manage to remain one step ahead of danger. A prospector can re-roll a failed saving throw a number of times per day equal to his Intelligence modifier + 1, with a minimum of one use per day (%1/day).|DangerSenseTimes	KEY:Prospector ~ Danger Sense				DEFINE:DangerSenseTimes|0					BONUS:VAR|DangerSenseTimes|1+max(INT,0)																	SORTKEY:Class_Prospector	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Sages are proficient with the dagger. They have training with no other weapons or armor.	KEY:Sage ~ Weapon and Armor Proficiency																		AUTO:WEAPONPROF|Dagger								SORTKEY:Class_Sage	SOURCEPAGE:DD
Sage Class Skills	CATEGORY:Special Ability	TYPE:SageClassSkills	VISIBLE:DISPLAY																STACK:NO	MULT:YES	CHOOSE:SKILL|TYPE=Standard		CSKILL:LIST								SORTKEY:Class_Sage	SOURCEPAGE:DD
Encyclopedic Knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.SageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Through their studies and work, sages gain access to a staggering range of lore. At 1st level, the sage selects a number of Knowledge skills equal to his Intelligence modifier + 1. The sage immediately gains 4 ranks in those skills, and for each level gained in this class he gains an additional rank in each of them. However, the sage can never go above the maximum ranks allowed in a skill based on his total level. Any skill ranks gained from this ability above this limit are lost.	KEY:Sage ~ Encyclopedic Knowledge									BONUS:ABILITYPOOL|Encyclopedic Knowledge|INT+1																	SORTKEY:Class_Sage	SOURCEPAGE:DD
Skill	CATEGORY:Special Ability	TYPE:ClassFeatures.SageClassFeatures.EncyclopedicKnowledge	VISIBLE:DISPLAY		KEY:Sage ~ Encyclopedic Knowledge ~ Skill									BONUS:SKILLRANK|%LIST|3+SageLVL					STACK:NO	MULT:YES	CHOOSE:SKILL|TYPE=Knowledge										SORTKEY:Class_Sage	SOURCEPAGE:DD
Master of Forgotten Lore	CATEGORY:Special Ability	TYPE:ClassFeatures.SageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Even if a sage has no formal training in a field of knowledge, he still picks up bits and pieces information from almost every area of study. A sage can choose to make a Knowledge skill check as if he had ranks in it equal to double his level in this class, even if he normally has no ranks in that skill.	KEY:Sage ~ Master of Forgotten Lore																										SORTKEY:Class_Sage	SOURCEPAGE:DD
Brilliant Insight	CATEGORY:Special Ability	TYPE:ClassFeatures.SageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:%1/day, a sage may treat a Knowledge skill check as if his die roll were a natural 20. This ability may only be used with Knowledge skills in which the sage has at least 4 ranks.|BrilliantInsightTimes	KEY:Sage ~ Brilliant Insight				DEFINE:BrilliantInsightTimes|0					BONUS:VAR|BrilliantInsightTimes|1																	SORTKEY:Class_Sage	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SewerjackClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Sewerjacks are proficient with simple weapons and light armor. They also have proficiency with weapons that resemble the tools they commonly use: light hammer, hand axe, light pick, battleaxe, heavy pick, warhammer, and greataxe.	KEY:Sewerjack ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	AUTO:WEAPONPROF|Hammer (Light)|Handaxe|Pick (Light)|Battleaxe|Pick (Heavy)|Warhammer|Greataxe						SORTKEY:Class_Sewerjack	SOURCEPAGE:DD
Tough as Leather	CATEGORY:Special Ability	TYPE:ClassFeatures.SewerjackClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Due to their persistent exposure to filth, fouled air, and other hazards, sewerjacks gain a bonus on all saves against poison and disease. They receive a +4 bonus on all saves against these effects and grant a +4 bonus to anyone who makes a Heal check made to treat such conditions that affect them.	KEY:Sewerjack ~ Tough as Leather									BONUS:VAR|PoisonResistanceBonus|4	BONUS:VAR|DiseaseResistanceBonus|4								ABILITY:Special Ability|AUTOMATIC|Resistance To Poison|Resistance To Disease								SORTKEY:Class_Sewerjack	SOURCEPAGE:DD
Resiliency	CATEGORY:Special Ability	TYPE:ClassFeatures.SewerjackClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:While sewerjacks can absorb a lot of punishment, they are also tough enough to throw off any effects that take hold of them. They may suffer the first symptoms of an illness, but they can soon overcome the infection. A sewerjack may reroll a failed saving throw a number of times per day equal to his Constitution modifier (%1/day). This ability may be used with any type of save, but a given attempt can only be re-rolled once. The sewerjack must accept the results of the second save.|ResiliencyTimes	KEY:Sewerjack ~ Resiliency				DEFINE:ResiliencyTimes|0					BONUS:VAR|ResiliencyTimes|CON																	SORTKEY:Class_Sewerjack	SOURCEPAGE:DD
Disease Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.SewerjackClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, sewerjacks gain immunity to all mundane and magical diseases. They have been exposed to such a staggering variety of illnesses, contagions, and infections that their bodies have developed the ability to snuff them out before they pose a threat.	KEY:Sewerjack ~ Disease Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity To Disease								SORTKEY:Class_Sewerjack	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ThiefClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Thieves are proficient with all simple weapons, plus the hand crossbow, rapier, shortbow, and short sword. Thieves are proficient with light armor, but not with shields.	KEY:Thief ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	AUTO:WEAPONPROF|Crossbow (Hand)|Rapier|Shortbow|Sword (Short)						SORTKEY:Class_Thief	SOURCEPAGE:DD
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.ThiefClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If a thief can catch an opponent when he is unable to defend himself effectively from his attack, he can strike a vital spot for extra damage. The thief's attack deals extra damage any time his target would be denied a Dexterity bonus to AC (whether the target actually has a Dexterity bonus or not), or when the thief flanks his target. This extra damage is 1d6 at 1st level, and it increases by 1d6 every two thief levels thereafter. Should the thief score a critical hit with a sneak attack, do not multiply this extra damage. Ranged attacks can count as sneak attacks only if the target is within 30 feet.	KEY:Thief ~ Sneak Attack									BONUS:VAR|SneakAttack|(ThiefLVL+1)/2									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Thief	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.TrackerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Trackers are proficient with all simple weapons, as well as the shortbow, longbow, composite shortbow, and composite longbow, and with light armor.	KEY:Tracker ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	AUTO:WEAPONPROF|Longbow|Shortbow						SORTKEY:Class_Tracker	SOURCEPAGE:DD
Bonus Feats	CATEGORY:Special Ability	TYPE:ClassFeatures.TrackerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Trackers gain several bonus feats to reflect their experience in the wilderness. They gain Track, Endurance, and Skill Focus (Survival) as bonus feats at 1st level.	KEY:Tracker ~ Bonus Feats																		ABILITY:FEAT|AUTOMATIC|Track|Endurance|Skill Focus (Survival)								SORTKEY:Class_Tracker	SOURCEPAGE:DD
Hunter's Eye	CATEGORY:Special Ability	TYPE:ClassFeatures.TrackerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:[Trackers are expert hunters. They can bring down a wild animal with a single arrow, drawing on their knowledge of anatomy and experience as hunters to put a shot precisely on target. A tracker gains the sneak attack ability as per the thief class when using ranged weapons. He gains +1d6 damage at 3rd level and an additional +1d6 at 5th level.	KEY:Tracker ~ Hunter's Eye									BONUS:VAR|HunterSEyeDice|(TrackerLVL-1)/2									ABILITY:Special Ability|AUTOMATIC|Hunter's Eye								SORTKEY:Class_Tracker	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.VeteranClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Veterans have proficiency with simple and martial weapons, light and medium armor, and all shields, including the tower shield.	KEY:Veteran ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfTower						SORTKEY:Class_Veteran	SOURCEPAGE:DD
Bonus Feats	CATEGORY:Special Ability	TYPE:ClassFeatures.VeteranClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Veterans learn a variety of combat maneuvers and train to become masters of their weapons. The veteran may select any feat listed as a fighter bonus feat.	KEY:Veteran ~ Bonus Feats									BONUS:ABILITYPOOL|Veteran Bonus Feat|min(3,(VeteranLVL+1)/2)																	SORTKEY:Class_Veteran	SOURCEPAGE:DD
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WorkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Workers are proficient with simple weapons and light armor. They also have proficiency with weapons that resemble the tools they commonly use: light hammer, hand axe, light pick, battleaxe, heavy pick, warhammer, and greataxe.	KEY:Worker ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	AUTO:WEAPONPROF|Hammer (Light)|Handaxe|Pick (Light)|Battleaxe|Pick (Heavy)|Warhammer|Greataxe						SORTKEY:Class_Worker	SOURCEPAGE:DD
Worker Class Skills	CATEGORY:Special Ability	TYPE:WorkerClassSkills	VISIBLE:DISPLAY																STACK:NO	MULT:YES	CHOOSE:SKILL|TYPE=Standard		CSKILL:LIST								SORTKEY:Class_Worker	SOURCEPAGE:DD
Bonus Feats	CATEGORY:Special Ability	TYPE:ClassFeatures.WorkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, the worker gains an additional feat to reflect his background and experiences. He must choose this bonus feat from the following list: Alertness, Athletic, Deft Hands, Endurance (Die Hard), Great Fortitude, Improved Unarmed Strike, Iron Will, and Toughness.	KEY:Worker ~ Bonus Feats									BONUS:ABILITYPOOL|Worker Bonus Feat|1																	SORTKEY:Class_Worker	SOURCEPAGE:DD
